drug,reactome_id,pathway_name
CHEMBL2034,R-HSA-8953897,Cellular responses to stimuli
CHEMBL2034,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases
CHEMBL2034,R-HSA-9614085,FOXO-mediated transcription
CHEMBL2034,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"
CHEMBL2034,R-HSA-9634815,Transcriptional Regulation by NPAS4
CHEMBL2034,R-HSA-9679191,Potential therapeutics for SARS
CHEMBL2034,R-HSA-9679506,SARS-CoV Infections
CHEMBL2034,R-HSA-9768759,Regulation of NPAS4 gene expression
CHEMBL2034,R-HSA-9768777,Regulation of NPAS4 gene transcription
CHEMBL2034,R-HSA-9824446,Viral Infection Pathways
CHEMBL2035,R-HSA-162582,Signal Transduction
CHEMBL2035,R-HSA-372790,Signaling by GPCR
CHEMBL2035,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL2035,R-HSA-375280,Amine ligand-binding receptors
CHEMBL2035,R-HSA-388396,GPCR downstream signalling
CHEMBL2035,R-HSA-390648,Muscarinic acetylcholine receptors
CHEMBL2035,R-HSA-416476,G alpha (q) signalling events
CHEMBL2035,R-HSA-500792,GPCR ligand binding
CHEMBL2039,R-HSA-140179,Amine Oxidase reactions
CHEMBL2039,R-HSA-141333,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB
CHEMBL2039,R-HSA-1430728,Metabolism
CHEMBL2039,R-HSA-211859,Biological oxidations
CHEMBL2039,R-HSA-211945,Phase I - Functionalization of compounds
CHEMBL2040,R-HSA-109582,Hemostasis
CHEMBL2040,R-HSA-202733,Cell surface interactions at the vascular wall
CHEMBL2044,R-HSA-112310,Neurotransmitter release cycle
CHEMBL2044,R-HSA-112315,Transmission across Chemical Synapses
CHEMBL2044,R-HSA-112316,Neuronal System
CHEMBL2044,R-HSA-888590,"GABA synthesis, release, reuptake and degradation"
CHEMBL2044,R-HSA-916853,Degradation of GABA
CHEMBL2045,R-HSA-1266738,Developmental Biology
CHEMBL2045,R-HSA-189085,Digestion of dietary carbohydrate
CHEMBL2045,R-HSA-8935690,Digestion
CHEMBL2045,R-HSA-8963743,Digestion and absorption
CHEMBL2045,R-HSA-9734767,Developmental Cell Lineages
CHEMBL2045,R-HSA-9820448,Developmental Cell Lineages of the Exocrine Pancreas
CHEMBL2045,R-HSA-9925561,Developmental Lineage of Pancreatic Acinar Cells
CHEMBL2049,R-HSA-162582,Signal Transduction
CHEMBL2049,R-HSA-372790,Signaling by GPCR
CHEMBL2049,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL2049,R-HSA-375276,Peptide ligand-binding receptors
CHEMBL2049,R-HSA-388396,GPCR downstream signalling
CHEMBL2049,R-HSA-388479,Vasopressin-like receptors
CHEMBL2049,R-HSA-416476,G alpha (q) signalling events
CHEMBL2049,R-HSA-500792,GPCR ligand binding
CHEMBL205,R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen
CHEMBL205,R-HSA-1247673,Erythrocytes take up oxygen and release carbon dioxide
CHEMBL205,R-HSA-1266738,Developmental Biology
CHEMBL205,R-HSA-1430728,Metabolism
CHEMBL205,R-HSA-1475029,Reversible hydration of carbon dioxide
CHEMBL205,R-HSA-1480926,O2/CO2 exchange in erythrocytes
CHEMBL205,R-HSA-382551,Transport of small molecules
CHEMBL205,R-HSA-9734767,Developmental Cell Lineages
CHEMBL205,R-HSA-9820448,Developmental Cell Lineages of the Exocrine Pancreas
CHEMBL205,R-HSA-9925563,Developmental Lineage of Pancreatic Ductal Cells
CHEMBL2050,R-HSA-1280215,Cytokine Signaling in Immune system
CHEMBL2050,R-HSA-168256,Immune System
CHEMBL2050,R-HSA-449147,Signaling by Interleukins
CHEMBL2050,R-HSA-6783589,Interleukin-6 family signaling
CHEMBL2050,R-HSA-6788467,IL-6-type cytokine receptor ligand interactions
CHEMBL2055,R-HSA-1266738,Developmental Biology
CHEMBL2055,R-HSA-162582,Signal Transduction
CHEMBL2055,R-HSA-212436,Generic Transcription Pathway
CHEMBL2055,R-HSA-2990846,SUMOylation
CHEMBL2055,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins
CHEMBL2055,R-HSA-383280,Nuclear Receptor transcription pathway
CHEMBL2055,R-HSA-392499,Metabolism of proteins
CHEMBL2055,R-HSA-4090294,SUMOylation of intracellular receptors
CHEMBL2055,R-HSA-5362517,Signaling by Retinoic Acid
CHEMBL2055,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis
CHEMBL2055,R-HSA-5619507,Activation of HOX genes during differentiation
CHEMBL2055,R-HSA-597592,Post-translational protein modification
CHEMBL2055,R-HSA-73857,RNA Polymerase II Transcription
CHEMBL2055,R-HSA-74160,Gene expression (Transcription)
CHEMBL2055,R-HSA-9006931,Signaling by Nuclear Receptors
CHEMBL2055,R-HSA-9006936,Signaling by TGFB family members
CHEMBL2055,R-HSA-9616222,Transcriptional regulation of granulopoiesis
CHEMBL2055,R-HSA-9839373,Signaling by TGFBR3
CHEMBL2055,R-HSA-9839394,TGFBR3 expression
CHEMBL2056,R-HSA-162582,Signal Transduction
CHEMBL2056,R-HSA-372790,Signaling by GPCR
CHEMBL2056,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL2056,R-HSA-375280,Amine ligand-binding receptors
CHEMBL2056,R-HSA-388396,GPCR downstream signalling
CHEMBL2056,R-HSA-390651,Dopamine receptors
CHEMBL2056,R-HSA-418555,G alpha (s) signalling events
CHEMBL2056,R-HSA-500792,GPCR ligand binding
CHEMBL2057,R-HSA-1430728,Metabolism
CHEMBL2057,R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"
CHEMBL2057,R-HSA-1640170,Cell Cycle
CHEMBL2057,R-HSA-196757,Metabolism of folate and pterines
CHEMBL2057,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors
CHEMBL2057,R-HSA-196854,Metabolism of vitamins and cofactors
CHEMBL2057,R-HSA-453279,Mitotic G1 phase and G1/S transition
CHEMBL2057,R-HSA-69205,G1/S-Specific Transcription
CHEMBL2057,R-HSA-69206,G1/S Transition
CHEMBL2057,R-HSA-69278,"Cell Cycle, Mitotic"
CHEMBL2057,R-HSA-8978934,Metabolism of cofactors
CHEMBL2059,R-HSA-1280215,Cytokine Signaling in Immune system
CHEMBL2059,R-HSA-168256,Immune System
CHEMBL2059,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway
CHEMBL2059,R-HSA-5669034,TNFs bind their physiological receptors
CHEMBL2059,R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
CHEMBL206,R-HSA-1236394,Signaling by ERBB4
CHEMBL206,R-HSA-1251985,Nuclear signaling by ERBB4
CHEMBL206,R-HSA-1257604,PIP3 activates AKT signaling
CHEMBL206,R-HSA-1266738,Developmental Biology
CHEMBL206,R-HSA-162582,Signal Transduction
CHEMBL206,R-HSA-1643685,Disease
CHEMBL206,R-HSA-199418,Negative regulation of the PI3K/AKT network
CHEMBL206,R-HSA-212436,Generic Transcription Pathway
CHEMBL206,R-HSA-2219528,PI3K/AKT Signaling in Cancer
CHEMBL206,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer
CHEMBL206,R-HSA-2262752,Cellular responses to stress
CHEMBL206,R-HSA-2990846,SUMOylation
CHEMBL206,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins
CHEMBL206,R-HSA-383280,Nuclear Receptor transcription pathway
CHEMBL206,R-HSA-392499,Metabolism of proteins
CHEMBL206,R-HSA-4090294,SUMOylation of intracellular receptors
CHEMBL206,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers
CHEMBL206,R-HSA-5688426,Deubiquitination
CHEMBL206,R-HSA-5689896,Ovarian tumor domain proteases
CHEMBL206,R-HSA-597592,Post-translational protein modification
CHEMBL206,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
CHEMBL206,R-HSA-73857,RNA Polymerase II Transcription
CHEMBL206,R-HSA-74160,Gene expression (Transcription)
CHEMBL206,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
CHEMBL206,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
CHEMBL206,R-HSA-8878166,Transcriptional regulation by RUNX2
CHEMBL206,R-HSA-8878171,Transcriptional regulation by RUNX1
CHEMBL206,R-HSA-8931987,RUNX1 regulates estrogen receptor mediated transcription
CHEMBL206,R-HSA-8939211,ESR-mediated signaling
CHEMBL206,R-HSA-8939256,RUNX1 regulates transcription of genes involved in WNT signaling
CHEMBL206,R-HSA-8939902,Regulation of RUNX2 expression and activity
CHEMBL206,R-HSA-8953897,Cellular responses to stimuli
CHEMBL206,R-HSA-9006925,Intracellular signaling by second messengers
CHEMBL206,R-HSA-9006931,Signaling by Nuclear Receptors
CHEMBL206,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
CHEMBL206,R-HSA-9009391,Extra-nuclear estrogen signaling
CHEMBL206,R-HSA-9018519,Estrogen-dependent gene expression
CHEMBL206,R-HSA-9734767,Developmental Cell Lineages
CHEMBL206,R-HSA-9734779,Developmental Cell Lineages of the Integumentary System
CHEMBL206,R-HSA-9841251,Mitochondrial unfolded protein response (UPRmt)
CHEMBL206,R-HSA-9924644,Developmental Lineages of the Mammary Gland
CHEMBL206,R-HSA-9927418,Developmental Lineage of Mammary Gland Luminal Epithelial Cells
CHEMBL206,R-HSA-9927426,Developmental Lineage of Mammary Gland Alveolar Cells
CHEMBL2060,R-HSA-1266738,Developmental Biology
CHEMBL2060,R-HSA-1430728,Metabolism
CHEMBL2060,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance"
CHEMBL2060,R-HSA-196854,Metabolism of vitamins and cofactors
CHEMBL2060,R-HSA-212165,Epigenetic regulation of gene expression
CHEMBL2060,R-HSA-2187338,Visual phototransduction
CHEMBL2060,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation
CHEMBL2060,R-HSA-382551,Transport of small molecules
CHEMBL2060,R-HSA-6806667,Metabolism of fat-soluble vitamins
CHEMBL2060,R-HSA-74160,Gene expression (Transcription)
CHEMBL2060,R-HSA-8963889,Assembly of active LPL and LIPC lipase complexes
CHEMBL2060,R-HSA-8963899,Plasma lipoprotein remodeling
CHEMBL2060,R-HSA-8963901,Chylomicron remodeling
CHEMBL2060,R-HSA-9709957,Sensory Perception
CHEMBL2060,R-HSA-975634,Retinoid metabolism and transport
CHEMBL2060,R-HSA-9818564,Epigenetic regulation of gene expression by MLL3 and MLL4 complexes
CHEMBL2060,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
CHEMBL2060,R-HSA-9843745,Adipogenesis
CHEMBL2060,R-HSA-9851695,Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes
CHEMBL2060,R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes
CHEMBL2061,R-HSA-1266738,Developmental Biology
CHEMBL2061,R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian expression"
CHEMBL2061,R-HSA-1430728,Metabolism
CHEMBL2061,R-HSA-1592230,Mitochondrial biogenesis
CHEMBL2061,R-HSA-159418,Recycling of bile acids and salts
CHEMBL2061,R-HSA-162582,Signal Transduction
CHEMBL2061,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF)
CHEMBL2061,R-HSA-1852241,Organelle biogenesis and maintenance
CHEMBL2061,R-HSA-192105,Synthesis of bile acids and bile salts
CHEMBL2061,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
CHEMBL2061,R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol
CHEMBL2061,R-HSA-194068,Bile acid and bile salt metabolism
CHEMBL2061,R-HSA-1989781,PPARA activates gene expression
CHEMBL2061,R-HSA-200425,Carnitine shuttle
CHEMBL2061,R-HSA-211859,Biological oxidations
CHEMBL2061,R-HSA-211897,Cytochrome P450 - arranged by substrate type
CHEMBL2061,R-HSA-211945,Phase I - Functionalization of compounds
CHEMBL2061,R-HSA-211976,Endogenous sterols
CHEMBL2061,R-HSA-212165,Epigenetic regulation of gene expression
CHEMBL2061,R-HSA-212436,Generic Transcription Pathway
CHEMBL2061,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis
CHEMBL2061,R-HSA-2262752,Cellular responses to stress
CHEMBL2061,R-HSA-2426168,Activation of gene expression by SREBF (SREBP)
CHEMBL2061,R-HSA-2990846,SUMOylation
CHEMBL2061,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins
CHEMBL2061,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation
CHEMBL2061,R-HSA-383280,Nuclear Receptor transcription pathway
CHEMBL2061,R-HSA-392499,Metabolism of proteins
CHEMBL2061,R-HSA-400206,Regulation of lipid metabolism by PPARalpha
CHEMBL2061,R-HSA-4090294,SUMOylation of intracellular receptors
CHEMBL2061,R-HSA-5362517,Signaling by Retinoic Acid
CHEMBL2061,R-HSA-556833,Metabolism of lipids
CHEMBL2061,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis
CHEMBL2061,R-HSA-5619507,Activation of HOX genes during differentiation
CHEMBL2061,R-HSA-597592,Post-translational protein modification
CHEMBL2061,R-HSA-73857,RNA Polymerase II Transcription
CHEMBL2061,R-HSA-74160,Gene expression (Transcription)
CHEMBL2061,R-HSA-8953897,Cellular responses to stimuli
CHEMBL2061,R-HSA-8957322,Metabolism of steroids
CHEMBL2061,R-HSA-8978868,Fatty acid metabolism
CHEMBL2061,R-HSA-9006931,Signaling by Nuclear Receptors
CHEMBL2061,R-HSA-9006936,Signaling by TGFB family members
CHEMBL2061,R-HSA-9024446,NR1H2 and NR1H3-mediated signaling
CHEMBL2061,R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis
CHEMBL2061,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux
CHEMBL2061,R-HSA-9031525,NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 
CHEMBL2061,R-HSA-9031528,NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose
CHEMBL2061,R-HSA-9616222,Transcriptional regulation of granulopoiesis
CHEMBL2061,R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis
CHEMBL2061,R-HSA-9632974,NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 
CHEMBL2061,R-HSA-9707564,Cytoprotection by HMOX1
CHEMBL2061,R-HSA-9707616,Heme signaling
CHEMBL2061,R-HSA-9711123,Cellular response to chemical stress
CHEMBL2061,R-HSA-9818564,Epigenetic regulation of gene expression by MLL3 and MLL4 complexes
CHEMBL2061,R-HSA-9839373,Signaling by TGFBR3
CHEMBL2061,R-HSA-9839394,TGFBR3 expression
CHEMBL2061,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
CHEMBL2061,R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation
CHEMBL2061,R-HSA-9843745,Adipogenesis
CHEMBL2061,R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
CHEMBL2061,R-HSA-9851695,Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes
CHEMBL2061,R-HSA-9909396,Circadian clock
CHEMBL2061,R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes
CHEMBL2061,R-HSA-9931509,"Expression of BMAL (ARNTL), CLOCK, and NPAS2"
CHEMBL2061,R-HSA-9933387,"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression"
CHEMBL2062,R-HSA-2672351,Stimuli-sensing channels
CHEMBL2062,R-HSA-382551,Transport of small molecules
CHEMBL2062,R-HSA-397014,Muscle contraction
CHEMBL2062,R-HSA-5576891,Cardiac conduction
CHEMBL2062,R-HSA-5578775,Ion homeostasis
CHEMBL2062,R-HSA-983712,Ion channel transport
CHEMBL2063,R-HSA-1430728,Metabolism
CHEMBL2063,R-HSA-1660662,Glycosphingolipid metabolism
CHEMBL2063,R-HSA-428157,Sphingolipid metabolism
CHEMBL2063,R-HSA-556833,Metabolism of lipids
CHEMBL2063,R-HSA-9840309,Glycosphingolipid biosynthesis
CHEMBL2064,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission
CHEMBL2064,R-HSA-112315,Transmission across Chemical Synapses
CHEMBL2064,R-HSA-112316,Neuronal System
CHEMBL2064,R-HSA-1296041,Activation of G protein gated Potassium channels
CHEMBL2064,R-HSA-1296059,G protein gated Potassium channels
CHEMBL2064,R-HSA-1296065,Inwardly rectifying K+ channels
CHEMBL2064,R-HSA-1296071,Potassium Channels
CHEMBL2064,R-HSA-162582,Signal Transduction
CHEMBL2064,R-HSA-372790,Signaling by GPCR
CHEMBL2064,R-HSA-388396,GPCR downstream signalling
CHEMBL2064,R-HSA-418594,G alpha (i) signalling events
CHEMBL2064,R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors)
CHEMBL2064,R-HSA-500792,GPCR ligand binding
CHEMBL2064,R-HSA-977443,GABA receptor activation
CHEMBL2064,R-HSA-977444,GABA B receptor activation
CHEMBL2064,R-HSA-991365,Activation of GABAB receptors
CHEMBL2064,R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits
CHEMBL2066,R-HSA-390522,Striated Muscle Contraction
CHEMBL2066,R-HSA-397014,Muscle contraction
CHEMBL2069,R-HSA-109582,Hemostasis
CHEMBL2069,R-HSA-162582,Signal Transduction
CHEMBL2069,R-HSA-372790,Signaling by GPCR
CHEMBL2069,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL2069,R-HSA-388396,GPCR downstream signalling
CHEMBL2069,R-HSA-391903,Eicosanoid ligand-binding receptors
CHEMBL2069,R-HSA-391908,Prostanoid ligand receptors
CHEMBL2069,R-HSA-392518,Signal amplification
CHEMBL2069,R-HSA-416476,G alpha (q) signalling events
CHEMBL2069,R-HSA-416482,G alpha (12/13) signalling events
CHEMBL2069,R-HSA-428930,Thromboxane signalling through TP receptor
CHEMBL2069,R-HSA-500792,GPCR ligand binding
CHEMBL2069,R-HSA-76002,"Platelet activation, signaling and aggregation"
CHEMBL207,R-HSA-109582,Hemostasis
CHEMBL207,R-HSA-114608,Platelet degranulation 
CHEMBL207,R-HSA-1266738,Developmental Biology
CHEMBL207,R-HSA-1474244,Extracellular matrix organization
CHEMBL207,R-HSA-1566948,Elastic fibre formation
CHEMBL207,R-HSA-162582,Signal Transduction
CHEMBL207,R-HSA-1643685,Disease
CHEMBL207,R-HSA-170834,Signaling by TGF-beta Receptor Complex
CHEMBL207,R-HSA-194138,Signaling by VEGF
CHEMBL207,R-HSA-202733,Cell surface interactions at the vascular wall
CHEMBL207,R-HSA-210990,PECAM1 interactions
CHEMBL207,R-HSA-2129379,Molecules associated with elastic fibres
CHEMBL207,R-HSA-216083,Integrin cell surface interactions
CHEMBL207,R-HSA-2173789,TGF-beta receptor signaling activates SMADs
CHEMBL207,R-HSA-3000170,Syndecan interactions
CHEMBL207,R-HSA-3000171,Non-integrin membrane-ECM interactions
CHEMBL207,R-HSA-3000178,ECM proteoglycans
CHEMBL207,R-HSA-354192,Integrin signaling
CHEMBL207,R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins 
CHEMBL207,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins
CHEMBL207,R-HSA-373760,L1CAM interactions
CHEMBL207,R-HSA-422475,Axon guidance
CHEMBL207,R-HSA-4420097,VEGFA-VEGFR2 Pathway
CHEMBL207,R-HSA-445144,Signal transduction by L1
CHEMBL207,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers
CHEMBL207,R-HSA-5673001,RAF/MAP kinase cascade
CHEMBL207,R-HSA-5674135,MAP2K and MAPK activation
CHEMBL207,R-HSA-5683057,MAPK family signaling cascades
CHEMBL207,R-HSA-5684996,MAPK1/MAPK3 signaling
CHEMBL207,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants
CHEMBL207,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants
CHEMBL207,R-HSA-6802949,Signaling by RAS mutants
CHEMBL207,R-HSA-6802952,Signaling by BRAF and RAF1 fusions
CHEMBL207,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF
CHEMBL207,R-HSA-6802957,Oncogenic MAPK signaling
CHEMBL207,R-HSA-76002,"Platelet activation, signaling and aggregation"
CHEMBL207,R-HSA-76005,Response to elevated platelet cytosolic Ca2+
CHEMBL207,R-HSA-76009,Platelet Aggregation (Plug Formation)
CHEMBL207,R-HSA-8953897,Cellular responses to stimuli
CHEMBL207,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
CHEMBL207,R-HSA-9006936,Signaling by TGFB family members
CHEMBL207,R-HSA-9649948,Signaling downstream of RAS mutants
CHEMBL207,R-HSA-9656223,Signaling by RAF1 mutants
CHEMBL207,R-HSA-9675108,Nervous system development
CHEMBL207,R-HSA-9855142,Cellular responses to mechanical stimuli
CHEMBL207,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
CHEMBL207,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells"
CHEMBL207,R-HSA-9860931,Response of endothelial cells to shear stress
CHEMBL2070,R-HSA-109582,Hemostasis
CHEMBL2070,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission
CHEMBL2070,R-HSA-112315,Transmission across Chemical Synapses
CHEMBL2070,R-HSA-112316,Neuronal System
CHEMBL2070,R-HSA-114608,Platelet degranulation 
CHEMBL2070,R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes
CHEMBL2070,R-HSA-1266738,Developmental Biology
CHEMBL2070,R-HSA-1280215,Cytokine Signaling in Immune system
CHEMBL2070,R-HSA-1280218,Adaptive Immune System
CHEMBL2070,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane
CHEMBL2070,R-HSA-157858,Gap junction trafficking and regulation
CHEMBL2070,R-HSA-162582,Signal Transduction
CHEMBL2070,R-HSA-1632852,Macroautophagy
CHEMBL2070,R-HSA-1640170,Cell Cycle
CHEMBL2070,R-HSA-1643685,Disease
CHEMBL2070,R-HSA-168256,Immune System
CHEMBL2070,R-HSA-1852241,Organelle biogenesis and maintenance
CHEMBL2070,R-HSA-190828,Gap junction trafficking
CHEMBL2070,R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane
CHEMBL2070,R-HSA-190861,Gap junction assembly
CHEMBL2070,R-HSA-190872,Transport of connexons to the plasma membrane
CHEMBL2070,R-HSA-194315,Signaling by Rho GTPases
CHEMBL2070,R-HSA-195258,RHO GTPase Effectors
CHEMBL2070,R-HSA-199977,ER to Golgi Anterograde Transport
CHEMBL2070,R-HSA-199991,Membrane Trafficking
CHEMBL2070,R-HSA-2132295,MHC class II antigen presentation
CHEMBL2070,R-HSA-2262752,Cellular responses to stress
CHEMBL2070,R-HSA-2467813,Separation of Sister Chromatids
CHEMBL2070,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
CHEMBL2070,R-HSA-2555396,Mitotic Metaphase and Anaphase
CHEMBL2070,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
CHEMBL2070,R-HSA-2995410,Nuclear Envelope (NE) Reassembly
CHEMBL2070,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
CHEMBL2070,R-HSA-373760,L1CAM interactions
CHEMBL2070,R-HSA-380259,Loss of Nlp from mitotic centrosomes
CHEMBL2070,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes
CHEMBL2070,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome
CHEMBL2070,R-HSA-380287,Centrosome maturation
CHEMBL2070,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
CHEMBL2070,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
CHEMBL2070,R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding
CHEMBL2070,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
CHEMBL2070,R-HSA-389977,Post-chaperonin tubulin folding pathway
CHEMBL2070,R-HSA-390466,Chaperonin-mediated protein folding
CHEMBL2070,R-HSA-391251,Protein folding
CHEMBL2070,R-HSA-392499,Metabolism of proteins
CHEMBL2070,R-HSA-422475,Axon guidance
CHEMBL2070,R-HSA-437239,Recycling pathway of L1
CHEMBL2070,R-HSA-438064,Post NMDA receptor activation events
CHEMBL2070,R-HSA-442755,Activation of NMDA receptors and postsynaptic events
CHEMBL2070,R-HSA-446203,Asparagine N-linked glycosylation
CHEMBL2070,R-HSA-453274,Mitotic G2-G2/M phases
CHEMBL2070,R-HSA-5358351,Signaling by Hedgehog
CHEMBL2070,R-HSA-5610787,Hedgehog 'off' state
CHEMBL2070,R-HSA-5617833,Cilium Assembly
CHEMBL2070,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
CHEMBL2070,R-HSA-5620920,Cargo trafficking to the periciliary membrane
CHEMBL2070,R-HSA-5620924,Intraflagellar transport
CHEMBL2070,R-HSA-5626467,RHO GTPases activate IQGAPs
CHEMBL2070,R-HSA-5653656,Vesicle-mediated transport
CHEMBL2070,R-HSA-5663205,Infectious disease
CHEMBL2070,R-HSA-5663220,RHO GTPases Activate Formins
CHEMBL2070,R-HSA-597592,Post-translational protein modification
CHEMBL2070,R-HSA-6807878,COPI-mediated anterograde transport
CHEMBL2070,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
CHEMBL2070,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
CHEMBL2070,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic
CHEMBL2070,R-HSA-68877,Mitotic Prometaphase
CHEMBL2070,R-HSA-68882,Mitotic Anaphase
CHEMBL2070,R-HSA-68886,M Phase
CHEMBL2070,R-HSA-69275,G2/M Transition
CHEMBL2070,R-HSA-69278,"Cell Cycle, Mitotic"
CHEMBL2070,R-HSA-76002,"Platelet activation, signaling and aggregation"
CHEMBL2070,R-HSA-76005,Response to elevated platelet cytosolic Ca2+
CHEMBL2070,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
CHEMBL2070,R-HSA-8854518,AURKA Activation by TPX2
CHEMBL2070,R-HSA-8856688,Golgi-to-ER retrograde transport
CHEMBL2070,R-HSA-8953897,Cellular responses to stimuli
CHEMBL2070,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
CHEMBL2070,R-HSA-913531,Interferon Signaling
CHEMBL2070,R-HSA-948021,Transport to the Golgi and subsequent modification
CHEMBL2070,R-HSA-9609646,HCMV Infection
CHEMBL2070,R-HSA-9609690,HCMV Early Events
CHEMBL2070,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
CHEMBL2070,R-HSA-9612973,Autophagy
CHEMBL2070,R-HSA-9619483,Activation of AMPK downstream of NMDARs
CHEMBL2070,R-HSA-9646399,Aggrephagy
CHEMBL2070,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
CHEMBL2070,R-HSA-9663891,Selective autophagy
CHEMBL2070,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
CHEMBL2070,R-HSA-9675108,Nervous system development
CHEMBL2070,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
CHEMBL2070,R-HSA-9824446,Viral Infection Pathways
