drug,reactome_id,pathway_name
CHEMBL1778,R-HSA-1280215,Cytokine Signaling in Immune system
CHEMBL1778,R-HSA-162582,Signal Transduction
CHEMBL1778,R-HSA-168256,Immune System
CHEMBL1778,R-HSA-212436,Generic Transcription Pathway
CHEMBL1778,R-HSA-449147,Signaling by Interleukins
CHEMBL1778,R-HSA-451927,Interleukin-2 family signaling
CHEMBL1778,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling"
CHEMBL1778,R-HSA-5673001,RAF/MAP kinase cascade
CHEMBL1778,R-HSA-5683057,MAPK family signaling cascades
CHEMBL1778,R-HSA-5684996,MAPK1/MAPK3 signaling
CHEMBL1778,R-HSA-73857,RNA Polymerase II Transcription
CHEMBL1778,R-HSA-74160,Gene expression (Transcription)
CHEMBL1778,R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
CHEMBL1778,R-HSA-8878171,Transcriptional regulation by RUNX1
CHEMBL1778,R-HSA-9020558,Interleukin-2 signaling
CHEMBL1778,R-HSA-912526,Interleukin receptor SHC signaling
CHEMBL1782,R-HSA-1430728,Metabolism
CHEMBL1782,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF)
CHEMBL1782,R-HSA-191273,Cholesterol biosynthesis
CHEMBL1782,R-HSA-2426168,Activation of gene expression by SREBF (SREBP)
CHEMBL1782,R-HSA-556833,Metabolism of lipids
CHEMBL1782,R-HSA-8957322,Metabolism of steroids
CHEMBL1782,R-HSA-9969896,Lanosterol biosynthesis
CHEMBL1783,R-HSA-109582,Hemostasis
CHEMBL1783,R-HSA-114608,Platelet degranulation 
CHEMBL1783,R-HSA-1234158,Regulation of gene expression by Hypoxia-inducible Factor
CHEMBL1783,R-HSA-1234174,Cellular response to hypoxia
CHEMBL1783,R-HSA-1280215,Cytokine Signaling in Immune system
CHEMBL1783,R-HSA-162582,Signal Transduction
CHEMBL1783,R-HSA-1643685,Disease
CHEMBL1783,R-HSA-168256,Immune System
CHEMBL1783,R-HSA-194138,Signaling by VEGF
CHEMBL1783,R-HSA-194313,VEGF ligand-receptor interactions
CHEMBL1783,R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization
CHEMBL1783,R-HSA-212436,Generic Transcription Pathway
CHEMBL1783,R-HSA-2262752,Cellular responses to stress
CHEMBL1783,R-HSA-4420097,VEGFA-VEGFR2 Pathway
CHEMBL1783,R-HSA-449147,Signaling by Interleukins
CHEMBL1783,R-HSA-5218921,VEGFR2 mediated cell proliferation
CHEMBL1783,R-HSA-5663205,Infectious disease
CHEMBL1783,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
CHEMBL1783,R-HSA-73857,RNA Polymerase II Transcription
CHEMBL1783,R-HSA-74160,Gene expression (Transcription)
CHEMBL1783,R-HSA-76002,"Platelet activation, signaling and aggregation"
CHEMBL1783,R-HSA-76005,Response to elevated platelet cytosolic Ca2+
CHEMBL1783,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
CHEMBL1783,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
CHEMBL1783,R-HSA-8953897,Cellular responses to stimuli
CHEMBL1783,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
CHEMBL1783,R-HSA-9679191,Potential therapeutics for SARS
CHEMBL1783,R-HSA-9679506,SARS-CoV Infections
CHEMBL1783,R-HSA-9824446,Viral Infection Pathways
CHEMBL1785,R-HSA-1266738,Developmental Biology
CHEMBL1785,R-HSA-162582,Signal Transduction
CHEMBL1785,R-HSA-372790,Signaling by GPCR
CHEMBL1785,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1785,R-HSA-375276,Peptide ligand-binding receptors
CHEMBL1785,R-HSA-388396,GPCR downstream signalling
CHEMBL1785,R-HSA-416476,G alpha (q) signalling events
CHEMBL1785,R-HSA-500792,GPCR ligand binding
CHEMBL1785,R-HSA-9730414,MITF-M-regulated melanocyte development
CHEMBL1785,R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity
CHEMBL1786,R-HSA-1430728,Metabolism
CHEMBL1786,R-HSA-1483249,Inositol phosphate metabolism
CHEMBL1786,R-HSA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol"
CHEMBL1787,R-HSA-1430728,Metabolism
CHEMBL1787,R-HSA-193048,Androgen biosynthesis
CHEMBL1787,R-HSA-196071,Metabolism of steroid hormones
CHEMBL1787,R-HSA-556833,Metabolism of lipids
CHEMBL1787,R-HSA-8957322,Metabolism of steroids
CHEMBL1790,R-HSA-162582,Signal Transduction
CHEMBL1790,R-HSA-1643685,Disease
CHEMBL1790,R-HSA-199991,Membrane Trafficking
CHEMBL1790,R-HSA-372790,Signaling by GPCR
CHEMBL1790,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1790,R-HSA-375276,Peptide ligand-binding receptors
CHEMBL1790,R-HSA-382551,Transport of small molecules
CHEMBL1790,R-HSA-388396,GPCR downstream signalling
CHEMBL1790,R-HSA-388479,Vasopressin-like receptors
CHEMBL1790,R-HSA-418555,G alpha (s) signalling events
CHEMBL1790,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins
CHEMBL1790,R-HSA-445717,Aquaporin-mediated transport
CHEMBL1790,R-HSA-500792,GPCR ligand binding
CHEMBL1790,R-HSA-5619102,SLC transporter disorders
CHEMBL1790,R-HSA-5619115,Disorders of transmembrane transporters
CHEMBL1790,R-HSA-5653656,Vesicle-mediated transport
CHEMBL1790,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
CHEMBL1790,R-HSA-8856828,Clathrin-mediated endocytosis
CHEMBL1790,R-HSA-9036092,Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)
CHEMBL1791,R-HSA-2672351,Stimuli-sensing channels
CHEMBL1791,R-HSA-382551,Transport of small molecules
CHEMBL1791,R-HSA-9709957,Sensory Perception
CHEMBL1791,R-HSA-9717189,Sensory perception of taste
CHEMBL1791,R-HSA-9730628,Sensory perception of salty taste
CHEMBL1791,R-HSA-983712,Ion channel transport
CHEMBL1793,R-HSA-162582,Signal Transduction
CHEMBL1793,R-HSA-372790,Signaling by GPCR
CHEMBL1793,R-HSA-373080,Class B/2 (Secretin family receptors)
CHEMBL1793,R-HSA-388396,GPCR downstream signalling
CHEMBL1793,R-HSA-418555,G alpha (s) signalling events
CHEMBL1793,R-HSA-500792,GPCR ligand binding
CHEMBL1795,R-HSA-397014,Muscle contraction
CHEMBL1795,R-HSA-5576891,Cardiac conduction
CHEMBL1795,R-HSA-5578768,Physiological factors
CHEMBL1798,R-HSA-162582,Signal Transduction
CHEMBL1798,R-HSA-1643685,Disease
CHEMBL1798,R-HSA-372790,Signaling by GPCR
CHEMBL1798,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1798,R-HSA-388396,GPCR downstream signalling
CHEMBL1798,R-HSA-391903,Eicosanoid ligand-binding receptors
CHEMBL1798,R-HSA-391906,Leukotriene receptors
CHEMBL1798,R-HSA-416476,G alpha (q) signalling events
CHEMBL1798,R-HSA-500792,GPCR ligand binding
CHEMBL1798,R-HSA-5663205,Infectious disease
CHEMBL1798,R-HSA-9658195,Leishmania infection
CHEMBL1798,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection
CHEMBL1798,R-HSA-9664433,Leishmania parasite growth and survival
CHEMBL1798,R-HSA-9664535,LTC4-CYSLTR mediated IL4 production
CHEMBL1798,R-HSA-9679191,Potential therapeutics for SARS
CHEMBL1798,R-HSA-9679506,SARS-CoV Infections
CHEMBL1798,R-HSA-9824443,Parasitic Infection Pathways
CHEMBL1798,R-HSA-9824446,Viral Infection Pathways
CHEMBL1800,R-HSA-162582,Signal Transduction
CHEMBL1800,R-HSA-372790,Signaling by GPCR
CHEMBL1800,R-HSA-373080,Class B/2 (Secretin family receptors)
CHEMBL1800,R-HSA-388396,GPCR downstream signalling
CHEMBL1800,R-HSA-418555,G alpha (s) signalling events
CHEMBL1800,R-HSA-500792,GPCR ligand binding
CHEMBL1803,R-HSA-109582,Hemostasis
CHEMBL1803,R-HSA-1280218,Adaptive Immune System
CHEMBL1803,R-HSA-1474244,Extracellular matrix organization
CHEMBL1803,R-HSA-168249,Innate Immune System
CHEMBL1803,R-HSA-168256,Immune System
CHEMBL1803,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
CHEMBL1803,R-HSA-202733,Cell surface interactions at the vascular wall
CHEMBL1803,R-HSA-212436,Generic Transcription Pathway
CHEMBL1803,R-HSA-216083,Integrin cell surface interactions
CHEMBL1803,R-HSA-6798695,Neutrophil degranulation
CHEMBL1803,R-HSA-73857,RNA Polymerase II Transcription
CHEMBL1803,R-HSA-74160,Gene expression (Transcription)
CHEMBL1803,R-HSA-8878159,Transcriptional regulation by RUNX3
CHEMBL1803,R-HSA-8949275,RUNX3 Regulates Immune Response and Cell Migration
CHEMBL1804,R-HSA-162582,Signal Transduction
CHEMBL1804,R-HSA-372790,Signaling by GPCR
CHEMBL1804,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1804,R-HSA-375276,Peptide ligand-binding receptors
CHEMBL1804,R-HSA-388396,GPCR downstream signalling
CHEMBL1804,R-HSA-418594,G alpha (i) signalling events
CHEMBL1804,R-HSA-500792,GPCR ligand binding
CHEMBL1806,R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex
CHEMBL1806,R-HSA-1538133,G0 and Early G1
CHEMBL1806,R-HSA-1640170,Cell Cycle
CHEMBL1806,R-HSA-2990846,SUMOylation
CHEMBL1806,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins
CHEMBL1806,R-HSA-392499,Metabolism of proteins
CHEMBL1806,R-HSA-453279,Mitotic G1 phase and G1/S transition
CHEMBL1806,R-HSA-4615885,SUMOylation of DNA replication proteins
CHEMBL1806,R-HSA-597592,Post-translational protein modification
CHEMBL1806,R-HSA-69278,"Cell Cycle, Mitotic"
CHEMBL1807,R-HSA-1643685,Disease
CHEMBL1807,R-HSA-382551,Transport of small molecules
CHEMBL1807,R-HSA-397014,Muscle contraction
CHEMBL1807,R-HSA-5576891,Cardiac conduction
CHEMBL1807,R-HSA-5578775,Ion homeostasis
CHEMBL1807,R-HSA-5663205,Infectious disease
CHEMBL1807,R-HSA-936837,Ion transport by P-type ATPases
CHEMBL1807,R-HSA-9679191,Potential therapeutics for SARS
CHEMBL1807,R-HSA-9679506,SARS-CoV Infections
CHEMBL1807,R-HSA-9824446,Viral Infection Pathways
CHEMBL1807,R-HSA-983712,Ion channel transport
CHEMBL1808,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins
CHEMBL1808,R-HSA-2980736,Peptide hormone metabolism
CHEMBL1808,R-HSA-392499,Metabolism of proteins
CHEMBL1811,R-HSA-162582,Signal Transduction
CHEMBL1811,R-HSA-372790,Signaling by GPCR
CHEMBL1811,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1811,R-HSA-388396,GPCR downstream signalling
CHEMBL1811,R-HSA-391903,Eicosanoid ligand-binding receptors
CHEMBL1811,R-HSA-391908,Prostanoid ligand receptors
CHEMBL1811,R-HSA-416476,G alpha (q) signalling events
CHEMBL1811,R-HSA-500792,GPCR ligand binding
CHEMBL1817,R-HSA-162582,Signal Transduction
CHEMBL1817,R-HSA-9006335,Signaling by Erythropoietin
CHEMBL1817,R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K)
CHEMBL1817,R-HSA-9027277,Erythropoietin activates Phospholipase C gamma (PLCG)
CHEMBL1817,R-HSA-9027283,Erythropoietin activates STAT5
CHEMBL1817,R-HSA-9027284,Erythropoietin activates RAS
CHEMBL1821,R-HSA-162582,Signal Transduction
CHEMBL1821,R-HSA-372790,Signaling by GPCR
CHEMBL1821,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1821,R-HSA-375280,Amine ligand-binding receptors
CHEMBL1821,R-HSA-388396,GPCR downstream signalling
CHEMBL1821,R-HSA-390648,Muscarinic acetylcholine receptors
CHEMBL1821,R-HSA-418594,G alpha (i) signalling events
CHEMBL1821,R-HSA-500792,GPCR ligand binding
CHEMBL1822,R-HSA-1430728,Metabolism
CHEMBL1822,R-HSA-15869,Metabolism of nucleotides
CHEMBL1822,R-HSA-1643685,Disease
CHEMBL1822,R-HSA-168249,Innate Immune System
CHEMBL1822,R-HSA-168256,Immune System
CHEMBL1822,R-HSA-5663205,Infectious disease
CHEMBL1822,R-HSA-6798695,Neutrophil degranulation
CHEMBL1822,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis
CHEMBL1822,R-HSA-8956320,Nucleotide biosynthesis
CHEMBL1822,R-HSA-9679191,Potential therapeutics for SARS
CHEMBL1822,R-HSA-9679506,SARS-CoV Infections
CHEMBL1822,R-HSA-9748784,Drug ADME
CHEMBL1822,R-HSA-9748787,Azathioprine ADME
CHEMBL1822,R-HSA-9824446,Viral Infection Pathways
CHEMBL1824,R-HSA-1227986,Signaling by ERBB2
CHEMBL1824,R-HSA-1227990,Signaling by ERBB2 in Cancer
CHEMBL1824,R-HSA-1250196,SHC1 events in ERBB2 signaling
CHEMBL1824,R-HSA-1251932,PLCG1 events in ERBB2 signaling
CHEMBL1824,R-HSA-1257604,PIP3 activates AKT signaling
CHEMBL1824,R-HSA-1266738,Developmental Biology
CHEMBL1824,R-HSA-1306955,GRB7 events in ERBB2 signaling
CHEMBL1824,R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling
CHEMBL1824,R-HSA-162582,Signal Transduction
CHEMBL1824,R-HSA-1643685,Disease
CHEMBL1824,R-HSA-1963640,GRB2 events in ERBB2 signaling
CHEMBL1824,R-HSA-1963642,PI3K events in ERBB2 signaling
CHEMBL1824,R-HSA-199418,Negative regulation of the PI3K/AKT network
CHEMBL1824,R-HSA-212436,Generic Transcription Pathway
CHEMBL1824,R-HSA-2219528,PI3K/AKT Signaling in Cancer
CHEMBL1824,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer
CHEMBL1824,R-HSA-373755,Semaphorin interactions
CHEMBL1824,R-HSA-400685,Sema4D in semaphorin signaling
CHEMBL1824,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse
CHEMBL1824,R-HSA-422475,Axon guidance
CHEMBL1824,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers
CHEMBL1824,R-HSA-5673001,RAF/MAP kinase cascade
CHEMBL1824,R-HSA-5683057,MAPK family signaling cascades
CHEMBL1824,R-HSA-5684996,MAPK1/MAPK3 signaling
CHEMBL1824,R-HSA-6785631,ERBB2 Regulates Cell Motility
CHEMBL1824,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
CHEMBL1824,R-HSA-73857,RNA Polymerase II Transcription
CHEMBL1824,R-HSA-74160,Gene expression (Transcription)
CHEMBL1824,R-HSA-8847993,ERBB2 Activates PTK6 Signaling
CHEMBL1824,R-HSA-8848021,Signaling by PTK6
CHEMBL1824,R-HSA-8863795,Downregulation of ERBB2 signaling
CHEMBL1824,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
CHEMBL1824,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
CHEMBL1824,R-HSA-9006925,Intracellular signaling by second messengers
CHEMBL1824,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases
CHEMBL1824,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
CHEMBL1824,R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2
CHEMBL1824,R-HSA-9652282,Drug-mediated inhibition of ERBB2 signaling
CHEMBL1824,R-HSA-9664565,Signaling by ERBB2 KD Mutants
CHEMBL1824,R-HSA-9665230,Drug resistance in ERBB2 KD mutants
CHEMBL1824,R-HSA-9665233,Resistance of ERBB2 KD mutants to trastuzumab
CHEMBL1824,R-HSA-9665244,Resistance of ERBB2 KD mutants to sapitinib
CHEMBL1824,R-HSA-9665245,Resistance of ERBB2 KD mutants to tesevatinib
CHEMBL1824,R-HSA-9665246,Resistance of ERBB2 KD mutants to neratinib
CHEMBL1824,R-HSA-9665247,Resistance of ERBB2 KD mutants to osimertinib
CHEMBL1824,R-HSA-9665249,Resistance of ERBB2 KD mutants to afatinib
CHEMBL1824,R-HSA-9665250,Resistance of ERBB2 KD mutants to AEE788
CHEMBL1824,R-HSA-9665251,Resistance of ERBB2 KD mutants to lapatinib
CHEMBL1824,R-HSA-9665348,Signaling by ERBB2 ECD mutants
CHEMBL1824,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants
CHEMBL1824,R-HSA-9665737,Drug resistance in ERBB2 TMD/JMD mutants
CHEMBL1824,R-HSA-9675108,Nervous system development
CHEMBL1824,R-HSA-9734767,Developmental Cell Lineages
CHEMBL1824,R-HSA-9734779,Developmental Cell Lineages of the Integumentary System
CHEMBL1824,R-HSA-9924644,Developmental Lineages of the Mammary Gland
CHEMBL1824,R-HSA-9927418,Developmental Lineage of Mammary Gland Luminal Epithelial Cells
CHEMBL1824,R-HSA-9927432,Developmental Lineage of Mammary Gland Myoepithelial Cells
CHEMBL1824,R-HSA-9938206,Developmental Lineage of Mammary Stem Cells
CHEMBL1827,R-HSA-109582,Hemostasis
CHEMBL1827,R-HSA-162582,Signal Transduction
CHEMBL1827,R-HSA-194315,Signaling by Rho GTPases
CHEMBL1827,R-HSA-392154,Nitric oxide stimulates guanylate cyclase
CHEMBL1827,R-HSA-397014,Muscle contraction
CHEMBL1827,R-HSA-418346,Platelet homeostasis
CHEMBL1827,R-HSA-418457,cGMP effects
CHEMBL1827,R-HSA-445355,Smooth Muscle Contraction
CHEMBL1827,R-HSA-9012999,RHO GTPase cycle
CHEMBL1827,R-HSA-9013422,RHOBTB1 GTPase cycle
CHEMBL1827,R-HSA-9706574,RHOBTB GTPase Cycle
CHEMBL1827,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
CHEMBL1832,R-HSA-162582,Signal Transduction
CHEMBL1832,R-HSA-372790,Signaling by GPCR
CHEMBL1832,R-HSA-373080,Class B/2 (Secretin family receptors)
CHEMBL1832,R-HSA-388396,GPCR downstream signalling
CHEMBL1832,R-HSA-418555,G alpha (s) signalling events
CHEMBL1832,R-HSA-419812,Calcitonin-like ligand receptors
CHEMBL1832,R-HSA-500792,GPCR ligand binding
CHEMBL1833,R-HSA-162582,Signal Transduction
CHEMBL1833,R-HSA-372790,Signaling by GPCR
CHEMBL1833,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1833,R-HSA-375280,Amine ligand-binding receptors
CHEMBL1833,R-HSA-388396,GPCR downstream signalling
CHEMBL1833,R-HSA-390666,Serotonin receptors
CHEMBL1833,R-HSA-416476,G alpha (q) signalling events
CHEMBL1833,R-HSA-500792,GPCR ligand binding
CHEMBL1835,R-HSA-1430728,Metabolism
CHEMBL1835,R-HSA-1643685,Disease
CHEMBL1835,R-HSA-211859,Biological oxidations
CHEMBL1835,R-HSA-211897,Cytochrome P450 - arranged by substrate type
CHEMBL1835,R-HSA-211945,Phase I - Functionalization of compounds
CHEMBL1835,R-HSA-211979,Eicosanoids
CHEMBL1835,R-HSA-2142753,Arachidonate metabolism
CHEMBL1835,R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
CHEMBL1835,R-HSA-556833,Metabolism of lipids
CHEMBL1835,R-HSA-5579029,Metabolic disorders of biological oxidation enzymes
CHEMBL1835,R-HSA-5579032,Defective TBXAS1 causes GHDD
CHEMBL1835,R-HSA-5668914,Diseases of metabolism
CHEMBL1835,R-HSA-8978868,Fatty acid metabolism
CHEMBL1836,R-HSA-162582,Signal Transduction
CHEMBL1836,R-HSA-372790,Signaling by GPCR
CHEMBL1836,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1836,R-HSA-388396,GPCR downstream signalling
CHEMBL1836,R-HSA-391903,Eicosanoid ligand-binding receptors
CHEMBL1836,R-HSA-391908,Prostanoid ligand receptors
CHEMBL1836,R-HSA-418555,G alpha (s) signalling events
CHEMBL1836,R-HSA-500792,GPCR ligand binding
CHEMBL1839,R-HSA-1430728,Metabolism
CHEMBL1839,R-HSA-209776,Metabolism of amine-derived hormones
CHEMBL1839,R-HSA-209968,Thyroxine biosynthesis
CHEMBL1839,R-HSA-71291,Metabolism of amino acids and derivatives
CHEMBL1842,R-HSA-1280218,Adaptive Immune System
CHEMBL1842,R-HSA-1643685,Disease
CHEMBL1842,R-HSA-168249,Innate Immune System
CHEMBL1842,R-HSA-168256,Immune System
CHEMBL1842,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
CHEMBL1842,R-HSA-5663205,Infectious disease
CHEMBL1842,R-HSA-6798695,Neutrophil degranulation
CHEMBL1842,R-HSA-9824446,Viral Infection Pathways
CHEMBL1842,R-HSA-9839923,Dengue Virus Infection
CHEMBL1842,R-HSA-9918485,Dengue Virus Attachment and Entry
CHEMBL1843,R-HSA-1430728,Metabolism
CHEMBL1843,R-HSA-209776,Metabolism of amine-derived hormones
CHEMBL1843,R-HSA-209905,Catecholamine biosynthesis
CHEMBL1843,R-HSA-209931,Serotonin and melatonin biosynthesis
CHEMBL1843,R-HSA-71291,Metabolism of amino acids and derivatives
CHEMBL1845,R-HSA-1266738,Developmental Biology
CHEMBL1845,R-HSA-373760,L1CAM interactions
CHEMBL1845,R-HSA-397014,Muscle contraction
CHEMBL1845,R-HSA-422475,Axon guidance
CHEMBL1845,R-HSA-445095,Interaction between L1 and Ankyrins
CHEMBL1845,R-HSA-5576891,Cardiac conduction
CHEMBL1845,R-HSA-5576892,Phase 0 - rapid depolarisation
CHEMBL1845,R-HSA-9675108,Nervous system development
CHEMBL1846,R-HSA-2672351,Stimuli-sensing channels
CHEMBL1846,R-HSA-382551,Transport of small molecules
CHEMBL1846,R-HSA-397014,Muscle contraction
CHEMBL1846,R-HSA-5576891,Cardiac conduction
CHEMBL1846,R-HSA-5578775,Ion homeostasis
CHEMBL1846,R-HSA-983712,Ion channel transport
CHEMBL1851,R-HSA-1430728,Metabolism
CHEMBL1851,R-HSA-192105,Synthesis of bile acids and bile salts
CHEMBL1851,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
CHEMBL1851,R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol
CHEMBL1851,R-HSA-194068,Bile acid and bile salt metabolism
CHEMBL1851,R-HSA-1989781,PPARA activates gene expression
CHEMBL1851,R-HSA-211859,Biological oxidations
CHEMBL1851,R-HSA-211897,Cytochrome P450 - arranged by substrate type
CHEMBL1851,R-HSA-211945,Phase I - Functionalization of compounds
CHEMBL1851,R-HSA-211976,Endogenous sterols
CHEMBL1851,R-HSA-400206,Regulation of lipid metabolism by PPARalpha
CHEMBL1851,R-HSA-556833,Metabolism of lipids
CHEMBL1851,R-HSA-8957322,Metabolism of steroids
CHEMBL1854,R-HSA-162582,Signal Transduction
CHEMBL1854,R-HSA-372790,Signaling by GPCR
CHEMBL1854,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1854,R-HSA-375281,Hormone ligand-binding receptors
CHEMBL1854,R-HSA-388396,GPCR downstream signalling
CHEMBL1854,R-HSA-418555,G alpha (s) signalling events
CHEMBL1854,R-HSA-500792,GPCR ligand binding
CHEMBL1855,R-HSA-162582,Signal Transduction
CHEMBL1855,R-HSA-372790,Signaling by GPCR
CHEMBL1855,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1855,R-HSA-375281,Hormone ligand-binding receptors
CHEMBL1855,R-HSA-388396,GPCR downstream signalling
CHEMBL1855,R-HSA-416476,G alpha (q) signalling events
CHEMBL1855,R-HSA-500792,GPCR ligand binding
CHEMBL1856,R-HSA-1430728,Metabolism
CHEMBL1856,R-HSA-193048,Androgen biosynthesis
CHEMBL1856,R-HSA-196071,Metabolism of steroid hormones
CHEMBL1856,R-HSA-556833,Metabolism of lipids
CHEMBL1856,R-HSA-8957322,Metabolism of steroids
CHEMBL1859,R-HSA-1266738,Developmental Biology
CHEMBL1859,R-HSA-375165,NCAM signaling for neurite out-growth
CHEMBL1859,R-HSA-397014,Muscle contraction
CHEMBL1859,R-HSA-419037,NCAM1 interactions
CHEMBL1859,R-HSA-422475,Axon guidance
CHEMBL1859,R-HSA-445355,Smooth Muscle Contraction
CHEMBL1859,R-HSA-8953897,Cellular responses to stimuli
CHEMBL1859,R-HSA-9675108,Nervous system development
CHEMBL1859,R-HSA-9855142,Cellular responses to mechanical stimuli
CHEMBL1859,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
CHEMBL1860,R-HSA-212436,Generic Transcription Pathway
CHEMBL1860,R-HSA-2990846,SUMOylation
CHEMBL1860,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins
CHEMBL1860,R-HSA-383280,Nuclear Receptor transcription pathway
CHEMBL1860,R-HSA-392499,Metabolism of proteins
CHEMBL1860,R-HSA-4090294,SUMOylation of intracellular receptors
CHEMBL1860,R-HSA-597592,Post-translational protein modification
CHEMBL1860,R-HSA-73857,RNA Polymerase II Transcription
CHEMBL1860,R-HSA-74160,Gene expression (Transcription)
CHEMBL1861,R-HSA-1430728,Metabolism
CHEMBL1861,R-HSA-71291,Metabolism of amino acids and derivatives
CHEMBL1861,R-HSA-8963684,Tyrosine catabolism
CHEMBL1861,R-HSA-8963691,Phenylalanine and tyrosine metabolism
CHEMBL1864,R-HSA-109582,Hemostasis
CHEMBL1864,R-HSA-76002,"Platelet activation, signaling and aggregation"
CHEMBL1864,R-HSA-76009,Platelet Aggregation (Plug Formation)
CHEMBL1867,R-HSA-109582,Hemostasis
CHEMBL1867,R-HSA-1430728,Metabolism
CHEMBL1867,R-HSA-162582,Signal Transduction
CHEMBL1867,R-HSA-163685,Integration of energy metabolism
CHEMBL1867,R-HSA-372790,Signaling by GPCR
CHEMBL1867,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL1867,R-HSA-375280,Amine ligand-binding receptors
CHEMBL1867,R-HSA-388396,GPCR downstream signalling
CHEMBL1867,R-HSA-390696,Adrenoceptors
CHEMBL1867,R-HSA-392023,Adrenaline signalling through Alpha-2 adrenergic receptor
CHEMBL1867,R-HSA-392499,Metabolism of proteins
CHEMBL1867,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
CHEMBL1867,R-HSA-418594,G alpha (i) signalling events
CHEMBL1867,R-HSA-418597,G alpha (z) signalling events
CHEMBL1867,R-HSA-422356,Regulation of insulin secretion
CHEMBL1867,R-HSA-500792,GPCR ligand binding
CHEMBL1867,R-HSA-5683826,Surfactant metabolism
CHEMBL1867,R-HSA-76002,"Platelet activation, signaling and aggregation"
CHEMBL1867,R-HSA-76009,Platelet Aggregation (Plug Formation)
CHEMBL1868,R-HSA-162582,Signal Transduction
CHEMBL1868,R-HSA-194138,Signaling by VEGF
CHEMBL1868,R-HSA-194306,Neurophilin interactions with VEGF and VEGFR
CHEMBL1868,R-HSA-194313,VEGF ligand-receptor interactions
CHEMBL1868,R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization
CHEMBL1868,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
CHEMBL1869,R-HSA-1430728,Metabolism
CHEMBL1869,R-HSA-350562,Regulation of ornithine decarboxylase (ODC)
CHEMBL1869,R-HSA-351202,Metabolism of polyamines
CHEMBL1869,R-HSA-71291,Metabolism of amino acids and derivatives
CHEMBL1871,R-HSA-162582,Signal Transduction
