,pagerank
BTK,0.000337334390591704
BGN,0.00033711617466766704
HLA-A,0.00033672854605291963
MAPK13,0.0003366809976071026
PRKAR2B,0.00033628973905351286
ESPL1,0.0003349889576185724
CD86,0.00033408460852512104
GPC3,0.000333693088134171
MAPT,0.0003336552469757306
TGFBR1,0.0003326705140075666
PRKCE,0.0003324899505371084
MEIS1,0.000331823670082047
DNM1,0.0003317998672764839
OIP5,0.00033139200350848383
ITGA3,0.00033128991764603443
KIAA0101,0.0003311132808427734
NRXN1,0.0003308906565836082
SUOX,0.0003307959121201378
MCM7,0.0003307199348779027
HIST1H2AC,0.0003302904480181627
E2F1,0.0003301912049945188
GNB3,0.0003298007962212864
HIST1H2BK,0.0003297259647872344
BLM,0.00032770941189255075
LAMC2,0.000327670729308874
ITGA8,0.00032743789919102945
ANLN,0.0003268075349764741
ITGB5,0.00032679275460460223
MAPK12,0.00032655881634355364
LAMA3,0.000326432909601223
GJA1,0.00032630959934992824
ADRB2,0.0003261429430644377
PTTG1,0.00032601066443173116
FCGR3A,0.00032568068960802933
ENPP1,0.0003255589740045002
RAD51AP1,0.00032551434742644395
BRCA2,0.0003250736550745671
TCEB1,0.00032458837778707105
GLI3,0.000324147589998466
ALDH7A1,0.0003239715591291437
TCF7L2,0.00032334961413898767
LRRK2,0.0003229589603871593
CCL11,0.00032278783759350296
CENPN,0.0003227308751958716
RRAS,0.0003226697924053924
PLCB1,0.00032215856447694995
HPGDS,0.0003217544685980826
CYCS,0.000321565470388173
ASF1B,0.0003210096639738753
HIST1H2BO,0.00032077244157914655
CDC25A,0.0003206699800184355
NPY,0.0003199722292334059
PRKAR2A,0.0003197939619239793
AOX1,0.0003197080615826261
SREBF1,0.00031965705216795105
MCM6,0.0003194457726664844
MUC4,0.00031930760892272833
RAB3A,0.00031862058858363217
LRP1,0.00031855453665352807
NOS1,0.0003184826521802175
XBP1,0.0003179590153100685
ICAM1,0.000317577756039497
TRIP13,0.0003167851722113191
POLE2,0.0003167333642615521
ITGA2,0.0003165089096726737
SRF,0.0003154959773097523
PRKAR1A,0.0003150405936063462
ITGA9,0.00031482277732580944
CD247,0.00031452204471563703
CYP2A6,0.00031442024977815214
HIST1H3J,0.00031429559579765007
ACVR2A,0.0003142887954011749
LAMA1,0.00031402773679689333
GINS2,0.0003137509354518441
SPAG5,0.00031354518231861684
NPFF,0.0003129601392308967
TBL1X,0.0003129142939123448
PLK4,0.000311762513096595
DLG2,0.0003106514650607927
CDT1,0.0003102900886376688
MAP2K6,0.00030936349994208393
PAX6,0.0003091113714967792
ITGA2B,0.0003085015706437822
RYR1,0.00030813571869271115
RUVBL1,0.0003073161613443858
SUZ12,0.00030711664785054526
SDC3,0.0003058952104531375
SOCS3,0.0003055223827863366
SMC2,0.0003051576555222012
ADIPOQ,0.00030514555772272856
ITGA4,0.00030499944526405607
CDCA5,0.00030473532115576587
SMC4,0.00030456811259255357
CYP2E1,0.00030453072788023624
SFN,0.00030427519658024265
