drug_chembl_id,rw_mean_HER2,rw_max_HER2
CHEMBL1995,1.4732549654651284e-05,1.4732549654651284e-05
CHEMBL1996,0.0001271644577763,0.0001271644577763
CHEMBL1997,5.892513380635633e-05,5.892513380635633e-05
CHEMBL2000,0.0001093705246039,0.0001093705246039
CHEMBL2001,0.0001700324841055,0.0001700324841055
CHEMBL2002,9.90113508094468e-05,9.90113508094468e-05
CHEMBL2004,0.0001357616046258,0.0001357616046258
CHEMBL2008,0.0001147148208988,0.0001147148208988
CHEMBL2014,2.6479321481454757e-05,2.6479321481454757e-05
CHEMBL2015,0.0004285706139273,0.0004285706139273
CHEMBL202,0.0001395243640027,0.0001395243640027
CHEMBL2023,0.0002277228527804,0.0002277228527804
CHEMBL2027,6.645311946162098e-05,6.645311946162098e-05
CHEMBL203,0.0015210587429941,0.0015210587429941
CHEMBL2033,0.0001778508387724,0.0001778508387724
CHEMBL2034,0.0004215463291661,0.0004215463291661
CHEMBL2035,2.8134301256822943e-05,2.8134301256822943e-05
CHEMBL2039,0.0001891842783346,0.0001891842783346
CHEMBL2040,0.0002400483176748,0.0002400483176748
CHEMBL2044,0.0001703380910219,0.0001703380910219
CHEMBL2045,5.739014560270893e-05,5.739014560270893e-05
CHEMBL2049,8.030273479339965e-05,8.030273479339965e-05
CHEMBL205,7.969061856224405e-05,7.969061856224405e-05
CHEMBL2050,7.023476311377615e-05,7.023476311377615e-05
CHEMBL2055,0.0002038116986508,0.0002038116986508
CHEMBL2056,8.102667198963406e-05,8.102667198963406e-05
CHEMBL2057,0.0001395243640027,0.0001395243640027
CHEMBL2058,1.418627202723948e-05,1.418627202723948e-05
CHEMBL2059,0.0001733626104061,0.0001733626104061
CHEMBL206,0.0009215648959767,0.0009215648959767
CHEMBL2060,0.0004052432088036,0.0004052432088036
CHEMBL2061,0.0005714247580744,0.0005714247580744
CHEMBL2062,0.0001238185449172,0.0001238185449172
CHEMBL2063,0.0001343409951893,0.0001343409951893
CHEMBL2064,0.0002148433794799,0.0002148433794799
CHEMBL2066,0.0001444568018096,0.0001444568018096
CHEMBL2069,0.0001180861197737,0.0001180861197737
CHEMBL207,0.0007258412498469,0.0007258412498469
CHEMBL2070,0.0002271690090375,0.0002271690090375
CHEMBL2071,0.0001169040890779,0.0001169040890779
CHEMBL2074,0.0001483700262171,0.0001483700262171
CHEMBL2075,0.000113811684564,0.000113811684564
CHEMBL2076,8.813178803049606e-05,8.813178803049606e-05
CHEMBL2079,6.737169856301733e-05,6.737169856301733e-05
CHEMBL208,0.0002752143348127,0.0002752143348127
CHEMBL2081,0.0001867923515972,0.0001867923515972
CHEMBL2083,0.0001898215187146,0.0001898215187146
CHEMBL2084,2.7341684522683577e-05,2.7341684522683577e-05
CHEMBL2085,0.0001017245698119,0.0001017245698119
CHEMBL2086,0.0002067314033768,0.0002067314033768
CHEMBL2088,9.929361757762936e-05,9.929361757762936e-05
CHEMBL209,0.0001875824859467,0.0001875824859467
CHEMBL2094,0.0001041076559696,0.0001041076559696
CHEMBL2099,0.0001746996040877,0.0001746996040877
CHEMBL210,0.0003271122109516,0.0003271122109516
CHEMBL2100,0.0001447619232408,0.0001447619232408
CHEMBL2102,0.0002253107901787,0.0002253107901787
CHEMBL2104,0.0001157461812644,0.0001157461812644
CHEMBL2105,0.0001348414307839,0.0001348414307839
CHEMBL2106,0.0002237636531721,0.0002237636531721
CHEMBL2107,0.0005395987669173,0.0005395987669173
CHEMBL2108,0.0001723621797675,0.0001723621797675
CHEMBL2109,0.0001703917277078,0.0001703917277078
CHEMBL2114,0.0001048416296209,0.0001048416296209
CHEMBL2116,0.00013568718725,0.00013568718725
CHEMBL2117,0.0001268034822631,0.0001268034822631
CHEMBL212,0.0003032784904931,0.0003032784904931
CHEMBL2120,0.0002023630977639,0.0002023630977639
CHEMBL2121,7.664235568530071e-05,7.664235568530071e-05
CHEMBL2123,6.067550319007823e-05,6.067550319007823e-05
CHEMBL2127,0.0001809948296424,0.0001809948296424
CHEMBL213,0.000131430203611,0.000131430203611
CHEMBL2131,6.582142725716054e-05,6.582142725716054e-05
CHEMBL2139,6.375593253657138e-05,6.375593253657138e-05
CHEMBL2147,0.0001501064364238,0.0001501064364238
CHEMBL2148,0.0003815311622636,0.0003815311622636
CHEMBL215,0.0001928446178364,0.0001928446178364
CHEMBL2156,0.0001339709782955,0.0001339709782955
CHEMBL2158,2.036879952323263e-05,2.036879952323263e-05
CHEMBL2159,0.0002080434185977,0.0002080434185977
CHEMBL216,0.0003188141487107,0.0003188141487107
CHEMBL2160,0.0001381371726139,0.0001381371726139
CHEMBL2161,0.0001117882572017,0.0001117882572017
CHEMBL2164,0.0006430515601815,0.0006430515601815
CHEMBL2167,0.0013474201001223,0.0013474201001223
CHEMBL217,0.0002365350584611,0.0002365350584611
CHEMBL2171,0.0002926300601366,0.0002926300601366
CHEMBL218,0.0002318192265121,0.0002318192265121
CHEMBL2182,3.898991837503379e-06,3.898991837503379e-06
CHEMBL2184,0.0001036925160974,0.0001036925160974
CHEMBL2185,0.0006115548264956,0.0006115548264956
CHEMBL219,5.402787588182048e-05,5.402787588182048e-05
CHEMBL2193,6.327102564020175e-05,6.327102564020175e-05
CHEMBL2194,8.114508514390012e-05,8.114508514390012e-05
CHEMBL220,7.92376289428029e-05,7.92376289428029e-05
CHEMBL2200,8.427980001749379e-05,8.427980001749379e-05
CHEMBL2202,0.0001797973783649,0.0001797973783649
CHEMBL2206,0.0001313629285195,0.0001313629285195
CHEMBL221,0.0001543522315622,0.0001543522315622
CHEMBL222,0.0001202420026447,0.0001202420026447
