drug,n_pathways_her2,mean_pathway_score_her2,max_pathway_score_her2,sum_pathway_score_her2,her2_pathway_overlap_jaccard,n_shared_pathways_her2,her2_pathway_enrichment_similarity,n_families_her2,n_targets_with_family_her2
CHEMBL4589,4,0.0003878382643992,0.0004827084140595,0.0015513530575971,0.0022547914317925,4,0.0278345498978854,1,1
CHEMBL4605,2,0.000405284532917,0.0004386891313584,0.0008105690658341,0.0011261261261261,2,0.0145433207471091,1,1
CHEMBL4607,7,0.0004517062830324,0.0005267415572554,0.0031619439812271,0.0039458850056369,7,0.0428853248374066,1,1
CHEMBL4608,10,0.0004761813962066,0.0005393420828279,0.0047618139620667,0.0056369785794813,10,0.0540351021283365,1,1
CHEMBL4617,3,0.0006726870589792,0.0007682808923763,0.0020180611769378,0.0016901408450704,3,0.0362082791221402,1,1
CHEMBL4633,3,0.0004017298803753,0.0004876563641275,0.0012051896411259,0.0016910935738444,3,0.0249688370652114,1,1
CHEMBL4708,2,0.0004443593191239,0.0004864318095925,0.0008887186382478,0.0011273957158962,2,0.0225503269542158,0,0
CHEMBL4712,8,0.000518616024049,0.0007569903348784,0.0041489281923927,0.0045019696117051,8,0.0448893305143495,0,0
CHEMBL4714,6,0.0004830226077117,0.000591415289828,0.0028981356462705,0.0033783783783783,6,0.0367686147046002,1,1
CHEMBL4715,7,0.0004999302450002,0.0006371887289965,0.0034995117150019,0.0039303761931499,7,0.0335619345726535,1,1
CHEMBL4716,4,0.0005162578536757,0.0005393420828279,0.002065031414703,0.0022547914317925,4,0.037051024376282,1,1
CHEMBL4744,17,0.000467258466074,0.000645716654579,0.0079433939232584,0.009572072072072,17,0.0653932395140308,1,1
CHEMBL4761,18,0.0004703305285018,0.0005641791011353,0.008465949513033,0.0101465614430665,18,0.0716049381962465,1,1
CHEMBL4763,59,0.0005291832384213,0.0009848898862814,0.0312218110668579,0.0332581736189402,59,0.1458598081794527,1,1
CHEMBL4770,3,0.0004305283508184,0.0004876563641275,0.0012915850524553,0.0016901408450704,3,0.0231737633247804,1,1
CHEMBL4777,7,0.0004517062830324,0.0005267415572554,0.0031619439812271,0.0039458850056369,7,0.0428853248374066,1,1
CHEMBL4790,10,0.0006383293697468,0.0013920415506414,0.0063832936974686,0.0056306306306306,10,0.0661237928176088,0,0
CHEMBL4794,3,0.0005465352799538,0.0006680225852612,0.0016396058398616,0.0016901408450704,3,0.0294179911780904,1,1
CHEMBL4805,18,0.000520965117253,0.000722902125727,0.0093773721105549,0.0101465614430665,18,0.0793137437668181,1,1
CHEMBL4808,3,0.0004943842959022,0.000500467121225,0.0014831528877067,0.0016863406408094,3,0.0188167441873474,1,1
CHEMBL4811,2,0.0004888382773465,0.0004949681406336,0.0009776765546931,0.0011248593925759,2,0.0143226417138051,0,0
CHEMBL4812,3,0.0003932102185026,0.0005224229821941,0.0011796306555079,0.0016910935738444,3,0.0244393119799711,1,1
CHEMBL4813,10,0.0004482572153197,0.0005106120661872,0.004482572153197,0.0056274620146314,10,0.0446127675257403,1,1
CHEMBL4815,7,0.0004700817472259,0.000591415289828,0.0032905722305815,0.0039436619718309,7,0.0417474532841851,1,1
CHEMBL4816,81,0.0005753814128828,0.0010878782956958,0.0466058944435143,0.0456595264937993,81,0.1858240367903086,1,1
CHEMBL4820,6,0.0004830226077117,0.000591415289828,0.0028981356462705,0.0033783783783783,6,0.0367686147046002,1,1
CHEMBL4829,10,0.0004372062967038,0.0005714247580744,0.0043720629670383,0.0056306306306306,10,0.0452896889160234,1,1
CHEMBL4832,12,0.0005588689106456,0.000658200210987,0.0067064269277479,0.0067302299495232,12,0.0525152094723743,1,1
CHEMBL4833,3,0.0004041123412729,0.0004827084140595,0.0012123370238187,0.0016901408450704,3,0.021751886340302,1,1
CHEMBL4834,3,0.0005435030697477,0.0006371887289965,0.0016305092092433,0.0016853932584269,3,0.0195031856100896,1,1
CHEMBL4835,4,0.0010319707360873,0.0013920415506414,0.0041278829443495,0.0022547914317925,4,0.0740629370113208,1,1
CHEMBL4863,5,0.0004361283470905,0.0005224229821941,0.0021806417354527,0.0028184892897406,5,0.0349947479794397,1,1
CHEMBL4865,14,0.0005898770285183,0.0013920415506414,0.0082582783992562,0.0078873239436619,14,0.0765151515112404,1,1
CHEMBL4866,10,0.0005778932131241,0.0013523210653637,0.0057789321312412,0.0056369785794813,10,0.0655769398787752,1,1
CHEMBL4867,7,0.000491068247014,0.000591415289828,0.0034374777290985,0.0039414414414414,7,0.0411170729984819,1,1
CHEMBL4868,3,0.0004032947967065,0.0004922029096758,0.0012098843901197,0.0016910935738444,3,0.0250661017766628,1,1
CHEMBL4869,7,0.000552142434491,0.0007276162350441,0.003864997041437,0.0039458850056369,7,0.0524208065043957,1,1
CHEMBL4872,3,0.0004437934032235,0.0005162151400386,0.0013313802096706,0.0016901408450704,3,0.023887772481999,1,1
CHEMBL4873,4,0.0004672506264396,0.0005376933654451,0.0018690025057586,0.0022547914317925,4,0.0335338517889619,1,1
CHEMBL4876,9,0.0005277774384101,0.0006157291586884,0.0047499969456916,0.0050732807215332,9,0.0568166506230132,1,1
CHEMBL4878,12,0.0004229615805009,0.0005106120661872,0.0050755389660119,0.0067567567567567,12,0.0486767642377056,1,1
CHEMBL4880,5,0.0005733441688657,0.0006783527302884,0.0028667208443286,0.0028184892897406,5,0.046004885554415,0,0
CHEMBL4881,5,0.0005007831944361,0.000722902125727,0.0025039159721807,0.0028169014084507,5,0.036681549924528,1,1
CHEMBL4883,9,0.0004465853110236,0.0005641791011353,0.0040192677992131,0.0050732807215332,9,0.0480761012942023,1,1
CHEMBL4892,9,0.0004415827263274,0.000591415289828,0.003974244536947,0.0050732807215332,9,0.047537559692736,1,1
CHEMBL4894,7,0.0004517062830324,0.0005267415572554,0.0031619439812271,0.0039458850056369,7,0.0428853248374066,1,1
CHEMBL4924,11,0.0005562910518581,0.0006376509884904,0.00611920157044,0.0061971830985915,11,0.0633880933621182,1,1
CHEMBL4925,3,0.0004908815651089,0.0004949681406336,0.0014726446953267,0.0016910935738444,3,0.0305099083146858,1,1
CHEMBL4928,52,0.0004811808796621,0.0006656788155157,0.0250214057424325,0.0293122886133032,52,0.1245126814922811,1,1
CHEMBL4939,4,0.0004672506264396,0.0005376933654451,0.0018690025057586,0.0022547914317925,4,0.0335338517889619,1,1
CHEMBL4940,3,0.000911947131236,0.0013920415506414,0.0027358413937081,0.0016910935738444,3,0.0566805220230253,1,1
CHEMBL4941,9,0.0005452703481981,0.0007670718705019,0.0049074331337831,0.0050704225352112,9,0.0556875284680115,0,0
CHEMBL4942,4,0.0004510711359871,0.0005446992870151,0.0018042845439487,0.0022547914317925,4,0.0323726748869887,1,1
CHEMBL4945,3,0.0005613785489136,0.000626279079074,0.0016841356467409,0.0016901408450704,3,0.0302169499486007,1,1
CHEMBL4947,2,0.0006718999215333,0.0008610914290072,0.0013437998430667,0.0011267605633802,2,0.0278405308051299,1,1
CHEMBL4949,8,0.0007454499322986,0.0013920415506414,0.0059635994583891,0.0045019696117051,8,0.0645231671239017,1,1
CHEMBL4977,70,0.0006181819016865,0.0008350428454108,0.0432727331180566,0.0394588500563697,70,0.1855961054682532,1,1
CHEMBL4983,9,0.0006290100900463,0.0013523210653637,0.0056610908104171,0.0050675675675675,9,0.0612501746659527,0,0
CHEMBL4985,2,0.000490379260699,0.0004980501073385,0.0009807585213981,0.0011261261261261,2,0.0175968789747411,1,1
CHEMBL5100,2,0.0006248901422807,0.0007670718705019,0.0012497802845615,0.0011267605633802,2,0.0258926555852029,0,0
CHEMBL5103,18,0.0006203511087124,0.0007655157173034,0.0111663199568234,0.0101465614430665,18,0.0944446513834026,1,1
CHEMBL5113,8,0.0004498421053215,0.000591415289828,0.003598736842572,0.0045095828635851,8,0.0456571342884037,1,1
CHEMBL5135,6,0.0004227616417994,0.0005162151400386,0.0025365698507965,0.0033802816901408,6,0.0344033995130962,1,1
CHEMBL5136,14,0.0005000087211702,0.000591415289828,0.0070001220963828,0.0078917700112739,14,0.0671344058636025,1,1
CHEMBL5444,24,0.0005781013313668,0.0006852145190859,0.013874431952804,0.0135287485907553,24,0.1016279447884201,1,1
