reactome_id,pathway_name,luma_pathway_score
R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",0.0031630946338648
R-HSA-3656237,Defective EXT2 causes exostoses 2,0.0031630946338648
R-HSA-2022928,HS-GAG biosynthesis,0.0031630946338648
R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,0.0031630946338648
R-HSA-1169408,ISG15 antiviral mechanism,0.0031583123894452
R-HSA-9706369,Negative regulation of FLT3,0.0031513726770446
R-HSA-5339562,Uptake and actions of bacterial toxins,0.0031401175054396
R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,0.0031387302187473
R-HSA-5610780,Degradation of GLI1 by the proteasome,0.0031386946227737
R-HSA-9937080,Developmental Lineage of Multipotent Pancreatic Progenitor Cells,0.0031351043382903997
R-HSA-9725554,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin,0.0031291440697503
R-HSA-8948751,Regulation of PTEN stability and activity,0.0031189389960874
R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,0.0031151900644974
R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,0.0030997764657381003
R-HSA-68867,Assembly of the pre-replicative complex,0.0030981128844306998
R-HSA-937041,IKK complex recruitment mediated by RIP1,0.0030884915630642997
R-HSA-211976,Endogenous sterols,0.0030842408035437
R-HSA-9020956,Interleukin-27 signaling,0.0030840892444215
R-HSA-8984722,Interleukin-35 Signalling,0.0030840892444215
R-HSA-399954,Sema3A PAK dependent Axon repulsion,0.0030634728549821
R-HSA-3214858,RMTs methylate histone arginines,0.0030630466337924
R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,0.003058860356714
R-HSA-9614399,Regulation of localization of FOXO transcription factors,0.0030574239766473
R-HSA-2299718,Condensation of Prophase Chromosomes,0.0030535691937418003
R-HSA-194068,Bile acid and bile salt metabolism,0.0030082648896734
R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,0.0030019241198365
R-HSA-205043,NRIF signals cell death from the nucleus,0.0029973698712119
R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,0.0029764256832772
R-HSA-6803207,TP53 Regulates Transcription of Caspase Activators and Caspases,0.0029764256832772
R-HSA-164378,PKA activation in glucagon signalling,0.0029720688271746
R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes,0.0029687163493619002
R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),0.0029616510792289004
R-HSA-69190,DNA strand elongation,0.0029595870296554
R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,0.0029565617051328
R-HSA-9013407,RHOH GTPase cycle,0.0029513302108141997
R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell,0.0029506701724854
R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,0.0029367323195142
R-HSA-9823730,Formation of definitive endoderm,0.0029358441754155
R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",0.0029246062860798
R-HSA-9834899,Specification of the neural plate border,0.0029183671920699
R-HSA-209543,p75NTR recruits signalling complexes,0.0029173185107314002
R-HSA-9711097,Cellular response to starvation,0.0029096817354384
R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,0.0029096817354384
R-HSA-446203,Asparagine N-linked glycosylation,0.0028938151589429
R-HSA-9022699,MECP2 regulates neuronal receptors and channels,0.0028868956002794
R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,0.0028832026855214
R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation,0.0028809431686345
R-HSA-9918487,Dengue Virus Genome Translation and Replication,0.0028743381610827
R-HSA-69478,G2/M DNA replication checkpoint,0.0028677266376063
R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,0.0028667493798768
R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,0.0028666760270723
R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,0.0028666760270723
R-HSA-5656169,Termination of translesion DNA synthesis,0.0028666760270723
R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,0.0028666760270723
R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,0.0028666760270723
R-HSA-73893,DNA Damage Bypass,0.0028666760270723
R-HSA-9008059,Interleukin-37 signaling,0.0028643199167377002
R-HSA-5620971,Pyroptosis,0.0028611846897517003
R-HSA-180534,Vpu mediated degradation of CD4,0.0028564301874348
R-HSA-5625740,RHO GTPases activate PKNs,0.002854971912505
R-HSA-9748784,Drug ADME,0.0028452309429624
R-HSA-8852135,Protein ubiquitination,0.0028282188856527998
R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274),0.0028229922915128
R-HSA-69560,Transcriptional activation of p53 responsive genes  ,0.0028217384522847
R-HSA-69895,Transcriptional  activation of  cell cycle inhibitor p21 ,0.0028217384522847
R-HSA-9823739,Formation of the anterior neural plate,0.0028159581442289
R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,0.0028092113474168
R-HSA-9706377,FLT3 signaling by CBL mutants,0.0027994542715849002
R-HSA-176417,Phosphorylation of Emi1,0.0027991214233581
R-HSA-5693571,Nonhomologous End-Joining (NHEJ),0.0027980939891560997
R-HSA-9645135,STAT5 Activation,0.0027962388893073
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",0.0027897206727102
R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,0.0027897206727102
R-HSA-392170,ADP signalling through P2Y purinoceptor 12,0.0027750318171175003
R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,0.0027641439387133
R-HSA-5610783,Degradation of GLI2 by the proteasome,0.0027625913620568
R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),0.0027559121059828
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian expression",0.0027490902366480003
R-HSA-2426168,Activation of gene expression by SREBF (SREBP),0.0027490902366480003
R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),0.0027490902366480003
R-HSA-5696395,Formation of Incision Complex in GG-NER,0.0027458648542421
R-HSA-9768919,NPAS4 regulates expression of target genes,0.0027437086109861
R-HSA-9931295,PD-L1(CD274) glycosylation and translocation to plasma membrane,0.0027414704571429
R-HSA-5696394,DNA Damage Recognition in GG-NER,0.0027348127865356
R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,0.0027264766434705002
R-HSA-933541,TRAF6 mediated IRF7 activation,0.0027255271432257
R-HSA-9635486,Infection with Mycobacterium tuberculosis,0.0027245612256887
R-HSA-2514853,Condensation of Prometaphase Chromosomes,0.0027193205702273
R-HSA-983712,Ion channel transport,0.0027153052175135
R-HSA-3000157,Laminin interactions,0.0027133144296459
R-HSA-8939256,RUNX1 regulates transcription of genes involved in WNT signaling,0.0027026410328369003
R-HSA-392451,G beta:gamma signalling through PI3Kgamma,0.0027016978247823
R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,0.002701398329757
R-HSA-419037,NCAM1 interactions,0.0027005714190071
R-HSA-176412,Phosphorylation of the APC/C,0.0026980345740284
R-HSA-9615710,Late endosomal microautophagy,0.0026768233815206
R-HSA-164944,Nef and signal transduction,0.002667394012236
R-HSA-191650,Regulation of gap junction activity,0.0026653952992383998
R-HSA-933542,TRAF6 mediated NF-kB activation,0.0026551168914965002
R-HSA-9013405,RHOD GTPase cycle,0.0026487123349811
R-HSA-9696264,RND3 GTPase cycle,0.0026487123349811
R-HSA-9696273,RND1 GTPase cycle,0.0026487123349811
R-HSA-9696270,RND2 GTPase cycle,0.0026487123349811
R-HSA-9035034,RHOF GTPase cycle,0.0026487123349811
R-HSA-3000480,Scavenging by Class A Receptors,0.0026479682439764
R-HSA-2995410,Nuclear Envelope (NE) Reassembly,0.0026406572998932
R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,0.0026406572998932
R-HSA-400508,"Incretin synthesis, secretion, and inactivation",0.0026404260842745
R-HSA-432142,Platelet sensitization by LDL,0.0026365213511404
R-HSA-390522,Striated Muscle Contraction,0.0026344963866039
R-HSA-5619084,ABC transporter disorders,0.0026344194681761
R-HSA-5619115,Disorders of transmembrane transporters,0.0026344194681761
R-HSA-382556,ABC-family proteins mediated transport,0.0026344194681761
R-HSA-9013106,RHOC GTPase cycle,0.0026113255191169
R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,0.0026095162013254
R-HSA-9664873,Pexophagy,0.0026016132271261
R-HSA-162594,Early Phase of HIV Life Cycle,0.0025998440690529
R-HSA-159418,Recycling of bile acids and salts,0.0025985432960309003
R-HSA-193648,NRAGE signals death through JNK,0.0025743405330095
R-HSA-5260271,Diseases of Immune System,0.0025626320454072
R-HSA-5602358,Diseases associated with the TLR signaling cascade,0.0025626320454072
R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,0.0025503991615603
R-HSA-199992,trans-Golgi Network Vesicle Budding,0.0025497860914631
R-HSA-432720,Lysosome Vesicle Biogenesis,0.0025497860914631
R-HSA-8964315,G beta:gamma signalling through BTK,0.0025497735862657
R-HSA-1442490,Collagen degradation,0.0025354262338456
R-HSA-113510,E2F mediated regulation of DNA replication,0.0025350797527992
R-HSA-4411364,Binding of TCF/LEF:CTNNB1 to target gene promoters,0.0025258608961052998
R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",0.0025244896150195
R-HSA-212718,EGFR interacts with phospholipase C-gamma,0.0025243162195019
R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR,0.0025243162195019
R-HSA-5638302,Signaling by Overexpressed Wild-Type EGFR in Cancer,0.0025243162195019
R-HSA-8963899,Plasma lipoprotein remodeling,0.0025221938487912
R-HSA-8857538,PTK6 promotes HIF1A stabilization,0.0025029260604337
R-HSA-6803157,Antimicrobial peptides,0.0024957223326243
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.0024921358799609
R-HSA-180024,DARPP-32 events,0.0024843308029761
R-HSA-9027277,Erythropoietin activates Phospholipase C gamma (PLCG),0.0024788287771022
R-HSA-8964616,G beta:gamma signalling through CDC42,0.0024785871122671
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,0.0024696494310506
R-HSA-8948747,Regulation of PTEN localization,0.0024691191988611
R-HSA-9640148,Infection with Enterobacteria,0.0024622816441683
R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,0.0024554853144323997
R-HSA-198693,AKT phosphorylates targets in the nucleus,0.0024547937188244
R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,0.002453850083467
R-HSA-176187,Activation of ATR in response to replication stress,0.002452683688917
R-HSA-8939246,RUNX1 regulates transcription of genes involved in differentiation of myeloid cells,0.0024443851022709
R-HSA-9732724,IFNG signaling activates MAPKs,0.0024341484142183
R-HSA-9827857,Specification of primordial germ cells,0.0024223066892356
R-HSA-198323,AKT phosphorylates targets in the cytosol,0.0024218435694473
R-HSA-110312,Translesion synthesis by REV1,0.0024178326878754
R-HSA-5655862,Translesion synthesis by POLK,0.0024178326878754
R-HSA-110320,Translesion Synthesis by POLH,0.0024178326878754
R-HSA-5656121,Translesion synthesis by POLI,0.0024178326878754
R-HSA-2691230,Signaling by NOTCH1 HD Domain Mutants in Cancer,0.0024021114338349
R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants,0.0024021114338349
R-HSA-1592389,Activation of Matrix Metalloproteinases,0.0024012479504024998
R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex,0.0023867508076424
R-HSA-447041,CHL1 interactions,0.0023840332707505
R-HSA-9664420,Killing mechanisms,0.0023789503734703
R-HSA-9673324,WNT5:FZD7-mediated leishmania damping,0.0023789503734703
R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,0.0023643538943369
R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,0.0023619205927698003
R-HSA-399997,Acetylcholine regulates insulin secretion,0.0023587592176878
R-HSA-174414,Processive synthesis on the C-strand of the telomere,0.0023566768215063
R-HSA-9918432,Maturation of DENV proteins,0.0023480967010606
R-HSA-9637628,Modulation by Mtb of host immune system,0.0023453412015586
R-HSA-8849469,PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1,0.0023450748056304
R-HSA-416700,Other semaphorin interactions,0.0023394565861408
R-HSA-8865999,MET activates PTPN11,0.0023370759530202
R-HSA-9013406,RHOQ GTPase cycle,0.0023350163437957
R-HSA-9927426,Developmental Lineage of Mammary Gland Alveolar Cells,0.0023335528920603
R-HSA-9013424,RHOV GTPase cycle,0.0023246944467922998
R-HSA-8875513,MET interacts with TNS proteins,0.0023211315048969
R-HSA-3656532,TGFBR1 KD Mutants in Cancer,0.0023181430509178
R-HSA-3304356,SMAD2/3 Phosphorylation Motif Mutants in Cancer,0.0023181430509178
R-HSA-3656534,Loss of Function of TGFBR1 in Cancer,0.0023181430509178
R-HSA-3304351,Signaling by TGF-beta Receptor Complex in Cancer,0.0023181430509178
R-HSA-3304349,Loss of Function of SMAD2/3 in Cancer,0.0023181430509178
R-HSA-212300,PRC2 methylates histones and DNA,0.0023176488995442
R-HSA-9710421,Defective pyroptosis,0.0023176488995442
R-HSA-9033241,Peroxisomal protein import,0.0023172965166042
R-HSA-2892245,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",0.0023160927336477
R-HSA-8963898,Plasma lipoprotein assembly,0.0023095274148611
R-HSA-5099900,WNT5A-dependent internalization of FZD4,0.0023090337959683
R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,0.0023088647235780003
R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,0.0023088647235780003
R-HSA-192105,Synthesis of bile acids and bile salts,0.0023088647235780003
R-HSA-5578775,Ion homeostasis,0.0023049735870236
R-HSA-9830674,Formation of the ureteric bud,0.002302649101047
R-HSA-5690714,CD22 mediated BCR regulation,0.002300642734847
R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,0.0022981051040734
R-HSA-5358346,Hedgehog ligand biogenesis,0.0022884252801119997
R-HSA-73933,Resolution of Abasic Sites (AP sites),0.0022839632404908997
R-HSA-73884,Base Excision Repair,0.0022839632404908997
R-HSA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,0.0022839632404908997
R-HSA-8931987,RUNX1 regulates estrogen receptor mediated transcription,0.0022831052986537
R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,0.0022784157392172003
R-HSA-9830364,Formation of the nephric duct,0.002273413236919
R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,0.0022712312317676
R-HSA-9700645,ALK mutants bind TKIs,0.0022691667414806
R-HSA-210991,Basigin interactions,0.0022682691572900003
R-HSA-9929356,GSK3B-mediated proteasomal degradation of PD-L1(CD274),0.0022596756818326
R-HSA-918233,TRAF3-dependent IRF activation pathway,0.0022480926384087
R-HSA-9818026,NFE2L2 regulating inflammation associated genes,0.0022471697495078
R-HSA-2197563,NOTCH2 intracellular domain regulates transcription,0.0022385502013554
R-HSA-70635,Urea cycle,0.0022333828882951
R-HSA-111448,Activation of NOXA and translocation to mitochondria,0.0022333828882951
R-HSA-139915,Activation of PUMA and translocation to mitochondria,0.0022333828882951
R-HSA-6804754,Regulation of TP53 Expression,0.0022333828882951
R-HSA-9723905,Loss of function of TP53 in cancer due to loss of tetramerization ability,0.0022333828882951
R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,0.0022333828882951
R-HSA-9723907,Loss of Function of TP53 in Cancer,0.0022333828882951
R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,0.0022333828882951
R-HSA-9820965,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",0.0022333267063541
R-HSA-2514856,The phototransduction cascade,0.0022289158291681
R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",0.0022289158291681
R-HSA-72737,Cap-dependent Translation Initiation,0.0022237972075623003
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,0.0022237972075623003
R-HSA-72766,Translation,0.0022237972075623003
R-HSA-72312,rRNA processing,0.0022237972075623003
R-HSA-72764,Eukaryotic Translation Termination,0.0022237972075623003
R-HSA-2408557,Selenocysteine synthesis,0.0022237972075623003
R-HSA-72613,Eukaryotic Translation Initiation,0.0022237972075623003
R-HSA-192823,Viral mRNA Translation,0.0022237972075623003
R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),0.0022237972075623003
R-HSA-72689,Formation of a pool of free 40S subunits,0.0022237972075623003
R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),0.0022237972075623003
R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,0.0022237972075623003
R-HSA-156842,Eukaryotic Translation Elongation,0.0022237972075623003
R-HSA-927802,Nonsense-Mediated Decay (NMD),0.0022237972075623003
R-HSA-156902,Peptide chain elongation,0.0022237972075623003
R-HSA-9948299,Ribosome-associated quality control,0.0022237972075623003
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,0.0022237972075623003
R-HSA-9010553,Regulation of expression of SLITs and ROBOs,0.0022237972075623003
R-HSA-9954714,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,0.0022237972075623003
R-HSA-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,0.0022237972075623003
R-HSA-2408522,Selenoamino acid metabolism,0.0022237972075623003
R-HSA-8868773,rRNA processing in the nucleus and cytosol,0.0022237972075623003
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,0.0022237972075623003
R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,0.0022071954632147
R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,0.0021896765921878
R-HSA-8934903,Receptor Mediated Mitophagy,0.0021896765921878
R-HSA-1181150,Signaling by NODAL,0.0021861856262076
R-HSA-5685939,HDR through MMEJ (alt-NHEJ),0.0021736774155907
R-HSA-211981,Xenobiotics,0.0021733634447898
R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,0.0021599113374381
R-HSA-937039,IRAK1 recruits IKK complex,0.0021599113374381
R-HSA-4615885,SUMOylation of DNA replication proteins,0.0021541513016064
R-HSA-5678895,Defective CFTR causes cystic fibrosis,0.0021505819214985003
R-HSA-3000484,Scavenging by Class F Receptors,0.0021459110307471
R-HSA-450302,activated TAK1 mediates p38 MAPK activation,0.0021231772050339
R-HSA-9604323,Negative regulation of NOTCH4 signaling,0.0021179968588222
R-HSA-9665251,Resistance of ERBB2 KD mutants to lapatinib,0.0021150350662288
R-HSA-9665737,Drug resistance in ERBB2 TMD/JMD mutants,0.0021150350662288
R-HSA-9665250,Resistance of ERBB2 KD mutants to AEE788,0.0021150350662288
R-HSA-9665249,Resistance of ERBB2 KD mutants to afatinib,0.0021150350662288
R-HSA-9665245,Resistance of ERBB2 KD mutants to tesevatinib,0.0021150350662288
R-HSA-9652282,Drug-mediated inhibition of ERBB2 signaling,0.0021150350662288
R-HSA-9665247,Resistance of ERBB2 KD mutants to osimertinib,0.0021150350662288
R-HSA-9665233,Resistance of ERBB2 KD mutants to trastuzumab,0.0021150350662288
R-HSA-9665244,Resistance of ERBB2 KD mutants to sapitinib,0.0021150350662288
R-HSA-9665230,Drug resistance in ERBB2 KD mutants,0.0021150350662288
R-HSA-9665246,Resistance of ERBB2 KD mutants to neratinib,0.0021150350662288
R-HSA-173107,Binding and entry of HIV virion,0.002111104915126
R-HSA-442720,CREB1 phosphorylation through the activation of Adenylate Cyclase,0.0020872145352164
R-HSA-163615,PKA activation,0.0020872145352164
R-HSA-111931,PKA-mediated phosphorylation of CREB,0.0020872145352164
R-HSA-112310,Neurotransmitter release cycle,0.0020872040926165
R-HSA-194313,VEGF ligand-receptor interactions,0.0020808518124308
R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization,0.0020808518124308
R-HSA-9824878,"Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7 ",0.0020793685490441
R-HSA-937072,TRAF6-mediated induction of TAK1 complex within TLR4 complex,0.0020793685490441
R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,0.0020793685490441
R-HSA-8866427,VLDLR internalisation and degradation,0.0020751183825490002
R-HSA-163560,Triglyceride catabolism,0.002074214731169
R-HSA-8979227,Triglyceride metabolism,0.002074214731169
R-HSA-445355,Smooth Muscle Contraction,0.002067439159806
R-HSA-3214815,HDACs deacetylate histones,0.0020609020364601
R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,0.0020596551091973
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",0.0020538195795899
R-HSA-1296071,Potassium Channels,0.002051878027556
R-HSA-1296065,Inwardly rectifying K+ channels,0.002051878027556
R-HSA-1296059,G protein gated Potassium channels,0.002051878027556
R-HSA-1296041,Activation of G protein gated Potassium channels,0.002051878027556
R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,0.002051878027556
R-HSA-500657,Presynaptic function of Kainate receptors,0.002051878027556
R-HSA-418217,G beta:gamma signalling through PLC beta,0.002051878027556
R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",0.0020430965410388
R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,0.0020416080610214
R-HSA-4641257,Degradation of AXIN,0.0020082999393902998
R-HSA-202131,Metabolism of nitric oxide: NOS3 activation and regulation,0.002008186451352
R-HSA-203615,eNOS activation,0.002008186451352
R-HSA-5576892,Phase 0 - rapid depolarisation,0.0020081519118086
R-HSA-9755779,SARS-CoV-2 targets host intracellular signalling and regulatory pathways,0.0020040790790087
R-HSA-5173105,O-linked glycosylation,0.0019967002498505002
R-HSA-9825895,"Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescence",0.0019662147771484
R-HSA-9770562,mRNA Polyadenylation,0.0019658944199388
R-HSA-72187,mRNA 3'-end processing,0.0019658944199388
R-HSA-9010642,ROBO receptors bind AKAP5,0.0019655773124854
R-HSA-73864,RNA Polymerase I Transcription,0.001952009349679
R-HSA-73854,RNA Polymerase I Promoter Clearance,0.001952009349679
R-HSA-73762,RNA Polymerase I Transcription Initiation,0.001952009349679
R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,0.0019399899592396001
R-HSA-5387390,Hh mutants abrogate ligand secretion,0.0019393402735607
R-HSA-5362768,Hh mutants are degraded by ERAD,0.0019393402735607
R-HSA-9749641,Aspirin ADME,0.0019386339533475
R-HSA-525793,Myogenesis,0.0019382938849353
R-HSA-432722,Golgi Associated Vesicle Biogenesis,0.001937700557515
R-HSA-9945266,Differentiation of T cells,0.0019367207363783
R-HSA-9942503,Differentiation of naive CD+ T cells to T helper 1 cells (Th1 cells),0.0019367207363783
R-HSA-9032759,NTRK2 activates RAC1,0.0019317657328906
R-HSA-5627123,RHO GTPases activate PAKs,0.0019315592223179
R-HSA-210745,Regulation of gene expression in beta cells,0.0019181414146047
R-HSA-177504,Retrograde neurotrophin signalling,0.0018983823706417
R-HSA-9733709,Cardiogenesis,0.0018962724907565
R-HSA-9637690,Response of Mtb to phagocytosis,0.0018945866251294
R-HSA-5676590,NIK-->noncanonical NF-kB signaling,0.0018905334737868
R-HSA-9932298,Degradation of CRY and PER proteins,0.0018905334737868
R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,0.0018905334737868
R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,0.0018905334737868
R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,0.0018881001722197
R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,0.0018881001722197
R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,0.00188478104008
R-HSA-9931269,AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274),0.0018845088090451
R-HSA-9772573,Late SARS-CoV-2 Infection Events,0.0018790830478481
R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,0.0018702772337167999
R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,0.0018691357622747
R-HSA-9818028,NFE2L2 regulates pentose phosphate pathway genes,0.0018691357622747
R-HSA-8866907,Activation of the TFAP2 (AP-2) family of transcription factors,0.0018691357622747
R-HSA-9818032,NFE2L2 regulating MDR associated enzymes,0.0018691357622747
R-HSA-9818035,NFE2L2 regulating ER-stress associated genes,0.0018691357622747
R-HSA-3134973,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,0.0018691357622747
R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,0.0018688865748448
R-HSA-72649,Translation initiation complex formation,0.0018688865748448
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.0018688865748448
R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,0.0018688865748448
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",0.0018688865748448
R-HSA-72702,Ribosomal scanning and start codon recognition,0.0018688865748448
R-HSA-4641263,Regulation of FZD by ubiquitination,0.0018656766065365
R-HSA-167590,Nef Mediated CD4 Down-regulation,0.0018655074957059999
R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,0.001864259154383
R-HSA-901042,Calnexin/calreticulin cycle,0.001864259154383
R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,0.001858570432144
R-HSA-174437,Removal of the Flap Intermediate from the C-strand,0.0018539559603914998
R-HSA-4641258,Degradation of DVL,0.0018527411744407
R-HSA-9842860,Regulation of endogenous retroelements,0.0018419945488323
R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),0.0018419945488323
R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair,0.0018400485799999
R-HSA-69186,Lagging Strand Synthesis,0.0018400485799999
R-HSA-3214841,PKMTs methylate histone lysines,0.001827150031615
R-HSA-8963901,Chylomicron remodeling,0.0018227936826958001
R-HSA-400685,Sema4D in semaphorin signaling,0.0018142540091602001
R-HSA-2465910,MASTL Facilitates Mitotic Progression,0.0018068115618653999
R-HSA-113507,E2F-enabled inhibition of pre-replication complex formation,0.0018068115618653999
R-HSA-2132295,MHC class II antigen presentation,0.00180565374347
R-HSA-9841251,Mitochondrial unfolded protein response (UPRmt),0.0018011828705299
R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,0.0017945550247551
R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,0.0017945550247551
R-HSA-8952158,RUNX3 regulates BCL2L11 (BIM) transcription,0.0017942546451697001
R-HSA-9018678,Biosynthesis of specialized proresolving mediators (SPMs),0.0017867402229664
R-HSA-9018677,Biosynthesis of DHA-derived SPMs,0.0017867402229664
R-HSA-8849470,PTK6 Regulates Cell Cycle,0.001769094608113
R-HSA-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),0.0017670212932936
R-HSA-5358508,Mismatch Repair,0.0017670212932936
R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),0.0017670212932936
R-HSA-381119,Unfolded Protein Response (UPR),0.001765007708675
R-HSA-9927353,Co-inhibition by BTLA,0.0017623395811208
R-HSA-170968,Frs2-mediated activation,0.0017575043303043
R-HSA-169893,Prolonged ERK activation events,0.0017575043303043
