reactome_id,pathway_name,luma_pathway_score
R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,0.0068124544832185
R-HSA-9820448,Developmental Cell Lineages of the Exocrine Pancreas,0.0067903117949212
R-HSA-5675221,Negative regulation of MAPK pathway,0.0067869929911147
R-HSA-8941326,RUNX2 regulates bone development,0.006759933129690299
R-HSA-8940973,RUNX2 regulates osteoblast differentiation,0.006759933129690299
R-HSA-9764561,Regulation of CDH1 Function,0.0067446978470767005
R-HSA-4086398,Ca2+ pathway,0.0067345765525793
R-HSA-2980736,Peptide hormone metabolism,0.0067281014973641
R-HSA-112043,PLC beta mediated events,0.0067218402585493
R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,0.0067174140656029
R-HSA-2029481,FCGR activation,0.0066922156864739
R-HSA-8875878,MET promotes cell motility,0.0066815222900022
R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,0.0066728782319985
R-HSA-5658442,Regulation of RAS by GAPs,0.0066714089032238
R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,0.0066601165651613
R-HSA-2467813,Separation of Sister Chromatids,0.0066426439670366
R-HSA-1474228,Degradation of the extracellular matrix,0.0066420191988259
R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,0.006606884907188601
R-HSA-392518,Signal amplification,0.0065967846262323
R-HSA-418597,G alpha (z) signalling events,0.0065669942021133
R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.0065657320239546
R-HSA-2428933,SHC-related events triggered by IGF1R,0.0065519931035703
R-HSA-5693579,Homologous DNA Pairing and Strand Exchange,0.0065003055207704
R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,0.0065003055207704
R-HSA-354192,Integrin signaling,0.0064726935474864996
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,0.0064577840095462
R-HSA-9675135,Diseases of DNA repair,0.0064506800258537
R-HSA-193704,p75 NTR receptor-mediated signalling,0.0064073689979479
R-HSA-3928665,EPH-ephrin mediated repulsion of cells,0.0063621452951405
R-HSA-445144,Signal transduction by L1,0.0063566641625876
R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),0.0063382687827126995
R-HSA-418346,Platelet homeostasis,0.0063362818438467
R-HSA-6783589,Interleukin-6 family signaling,0.0063061536768099
R-HSA-1059683,Interleukin-6 signaling,0.0063061536768099
R-HSA-391251,Protein folding,0.0062934704458084
R-HSA-390466,Chaperonin-mediated protein folding,0.0062934704458084
R-HSA-69306,DNA Replication,0.0062873038215677
R-HSA-69239,Synthesis of DNA,0.0062873038215677
R-HSA-69541,Stabilization of p53,0.0062642518657909
R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,0.0062317180344011
R-HSA-5654688,SHC-mediated cascade:FGFR1,0.0062176423066595005
R-HSA-8851805,MET activates RAS signaling,0.006212019583390601
R-HSA-2559585,Oncogene Induced Senescence,0.0061981984391187
R-HSA-2029485,Role of phospholipids in phagocytosis,0.0061945359648604
R-HSA-5654699,SHC-mediated cascade:FGFR2,0.0061796677867371995
R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,0.0061692489131532
R-HSA-9931509,"Expression of BMAL (ARNTL), CLOCK, and NPAS2",0.0061509619590837
R-HSA-6804758,Regulation of TP53 Activity through Acetylation,0.0061038341286992
R-HSA-8951664,Neddylation,0.0060630715659435
R-HSA-5654704,SHC-mediated cascade:FGFR3,0.0060550520696483
R-HSA-9675136,Diseases of DNA Double-Strand Break Repair,0.0060416152995395
R-HSA-9701190,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,0.0060416152995395
R-HSA-1295596,Spry regulation of FGF signaling,0.0060346281789595
R-HSA-1250347,SHC1 events in ERBB4 signaling,0.0059926356441409
R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation  ,0.005987582593970401
R-HSA-5654719,SHC-mediated cascade:FGFR4,0.0059736370622385
R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,0.0059685827700673
R-HSA-9766229,Degradation of CDH1,0.0059647950145225
R-HSA-9026519,Activated NTRK2 signals through RAS,0.0059417292805403
R-HSA-211859,Biological oxidations,0.0059370890486325
R-HSA-71291,Metabolism of amino acids and derivatives,0.0059193869690162
R-HSA-383280,Nuclear Receptor transcription pathway,0.005916831002996
R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",0.005905808857235
R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,0.0058910053861234
R-HSA-418592,ADP signalling through P2Y purinoceptor 1,0.0058736308366708
R-HSA-9927418,Developmental Lineage of Mammary Gland Luminal Epithelial Cells,0.0058725034691728
R-HSA-112409,RAF-independent MAPK1/3 activation,0.0058451266133795
R-HSA-1839124,FGFR1 mutant receptor activation,0.0058404798159311
R-HSA-982772,Growth hormone receptor signaling,0.0058029807232898
R-HSA-9933387,"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression",0.0057985189113494
R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,0.0057981862495675995
R-HSA-9013420,RHOU GTPase cycle,0.0057878123842811996
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,0.0057715669926735
R-HSA-9020558,Interleukin-2 signaling,0.0057443691887091
R-HSA-8934593,Regulation of RUNX1 Expression and Activity,0.0057352474566397
R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,0.0057132285934585
R-HSA-8854691,Interleukin-20 family signaling,0.0056944673367824
R-HSA-877312,Regulation of IFNG signaling,0.0056920177078218
R-HSA-9833482,PKR-mediated signaling,0.0056788175490407
R-HSA-9648002,RAS processing,0.0056672865777946
R-HSA-5610787,Hedgehog 'off' state,0.0056672604787701
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",0.005642216238941
R-HSA-399719,Trafficking of AMPA receptors,0.005642216238941
R-HSA-9704646,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,0.0056341481823325
R-HSA-9704331,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,0.0056341481823325
R-HSA-9701193,Defective homologous recombination repair (HRR) due to PALB2 loss of function,0.0056341481823325
R-HSA-9701192,Defective homologous recombination repair (HRR) due to BRCA1 loss of function,0.0056341481823325
R-HSA-5693537,Resolution of D-Loop Structures,0.0056341481823325
R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,0.0056341481823325
R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),0.0056341481823325
R-HSA-9709603,Impaired BRCA2 binding to PALB2,0.0056341481823325
R-HSA-9927432,Developmental Lineage of Mammary Gland Myoepithelial Cells,0.0056290085027972
R-HSA-9709570,Impaired BRCA2 binding to RAD51,0.0056204173104375
R-HSA-211945,Phase I - Functionalization of compounds,0.0055988910710117
R-HSA-3371556,Cellular response to heat stress,0.0055949160611856
R-HSA-1236975,Antigen processing-Cross presentation,0.0055821485278018
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,0.0055706589138675
R-HSA-8874081,MET activates PTK2 signaling,0.0055533483097530995
R-HSA-112412,SOS-mediated signalling,0.0055444541180647
R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,0.0055407122075866
R-HSA-5685938,HDR through Single Strand Annealing (SSA),0.0055282439627115
R-HSA-8953854,Metabolism of RNA,0.005515069012071
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",0.0054693701196102
R-HSA-110056,MAPK3 (ERK1) activation,0.0054420213977975
R-HSA-1489509,DAG and IP3 signaling,0.0054333228406699
R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",0.0054200578490107
R-HSA-73886,Chromosome Maintenance,0.0054169755396406005
R-HSA-9609690,HCMV Early Events,0.0054046072896369
R-HSA-9609646,HCMV Infection,0.0054046072896369
R-HSA-4086400,PCP/CE pathway,0.0053804577000551995
R-HSA-9603381,Activated NTRK3 signals through PI3K,0.0053732430841956
R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,0.0053655337616803
R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,0.005325415298381301
R-HSA-8957322,Metabolism of steroids,0.0053136812976818
R-HSA-373080,Class B/2 (Secretin family receptors),0.0053123349148676
R-HSA-8939902,Regulation of RUNX2 expression and activity,0.0053027296346013
R-HSA-5689901,Metalloprotease DUBs,0.0053024391863623
R-HSA-168255,Influenza Infection,0.0052959110171425
R-HSA-68875,Mitotic Prophase,0.0052797346269358
R-HSA-186712,Regulation of beta-cell development,0.0052745356784909
R-HSA-9793380,Formation of paraxial mesoderm,0.0052681095372063
R-HSA-211897,Cytochrome P450 - arranged by substrate type,0.0052576042483335
R-HSA-8951936,RUNX3 regulates p14-ARF,0.0052571537859977
R-HSA-1592230,Mitochondrial biogenesis,0.0052504796458128
R-HSA-109606,Intrinsic Pathway for Apoptosis,0.0051964975563728
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",0.0051541438109724
R-HSA-8876384,Listeria monocytogenes entry into host cells,0.0051403467646732
R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,0.0051079675255985
R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,0.0050971116725833
R-HSA-198725,Nuclear Events (kinase and transcription factor activation),0.0050954505389872
R-HSA-1660499,Synthesis of PIPs at the plasma membrane,0.0050822734765525
R-HSA-1483257,Phospholipid metabolism,0.0050822734765525
R-HSA-1483255,PI Metabolism,0.0050822734765525
R-HSA-430116,GP1b-IX-V activation signalling,0.005059152488562
R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,0.0050562503031264
R-HSA-5576891,Cardiac conduction,0.0050451645281109
R-HSA-1500620,Meiosis,0.0050362190410675
R-HSA-445717,Aquaporin-mediated transport,0.0050239468547306
R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,0.0050239468547306
R-HSA-9034864,Activated NTRK3 signals through RAS,0.0050190620587428
R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),0.0050166764977272
R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins ,0.0050012883076056
R-HSA-5654689,PI-3K cascade:FGFR1,0.005000873108975
R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,0.0049931989760756005
R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,0.0049931989760756005
R-HSA-975634,Retinoid metabolism and transport,0.0049858883165606
R-HSA-6806667,Metabolism of fat-soluble vitamins,0.0049858883165606
R-HSA-5654695,PI-3K cascade:FGFR2,0.004962898589052699
R-HSA-373752,Netrin-1 signaling,0.0049585719731434
R-HSA-9816359,Maternal to zygotic transition (MZT),0.0049433210849439
R-HSA-9819196,Zygotic genome activation (ZGA),0.0049433210849439
R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,0.0049348073933205
R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA ,0.0049308710600504
R-HSA-2586552,Signaling by Leptin,0.0049242192042706
R-HSA-1234174,Cellular response to hypoxia,0.004915174342955
R-HSA-3214847,HATs acetylate histones,0.0049013399619415
R-HSA-3928663,EPHA-mediated growth cone collapse,0.0048894237589054
R-HSA-9758274,Regulation of NF-kappa B signaling,0.004870728730550201
R-HSA-182971,EGFR downregulation,0.0048693910251323
R-HSA-3371571,HSF1-dependent transactivation,0.0048518732662035
R-HSA-1236974,ER-Phagosome pathway,0.0048457957418996
R-HSA-5654710,PI-3K cascade:FGFR3,0.0048382828719638
R-HSA-4090294,SUMOylation of intracellular receptors,0.0048045751730138
R-HSA-8847993,ERBB2 Activates PTK6 Signaling,0.004799059356861
R-HSA-6785631,ERBB2 Regulates Cell Motility,0.004799059356861
R-HSA-69618,Mitotic Spindle Checkpoint,0.0047894432215116
R-HSA-9754189,Germ layer formation at gastrulation,0.0047868790138882
R-HSA-1630316,Glycosaminoglycan metabolism,0.0047805368769661995
R-HSA-112411,MAPK1 (ERK2) activation,0.004758344668897
R-HSA-5654720,PI-3K cascade:FGFR4,0.004756867864554
R-HSA-111997,CaM pathway,0.0047481771346726
R-HSA-111996,Ca-dependent events,0.0047481771346726
R-HSA-111933,Calmodulin induced events,0.0047481771346726
R-HSA-198203,PI3K/AKT activation,0.0047410569844512996
R-HSA-2871809,FCERI mediated Ca+2 mobilization,0.0047315453446230005
R-HSA-9839394,TGFBR3 expression,0.0047312727166778
R-HSA-9764560,Regulation of CDH1 Gene Transcription,0.0047303432353051
R-HSA-9032500,Activated NTRK2 signals through FYN,0.0046994329401083
R-HSA-5621480,Dectin-2 family,0.0046870824121488
R-HSA-2129379,Molecules associated with elastic fibres,0.0046611626503813
R-HSA-1566948,Elastic fibre formation,0.0046611626503813
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,0.0046610609506278
R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,0.0046418995680144
R-HSA-114452,Activation of BH3-only proteins,0.0046348742117136
R-HSA-9833109,Evasion by RSV of host interferon responses,0.0046204208875058
R-HSA-447115,Interleukin-12 family signaling,0.0046133967489404
R-HSA-9842663,Signaling by LTK,0.0046095583044454
R-HSA-9675126,Diseases of mitotic cell cycle,0.0046089905400742
R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,0.0046039258374643
R-HSA-9614657,FOXO-mediated transcription of cell death genes,0.0045916847193755
R-HSA-9634635,Estrogen-stimulated signaling through PRKCZ,0.0045841996685008005
R-HSA-373753,Nephrin family interactions,0.0045747486150717
R-HSA-389359,CD28 dependent Vav1 pathway,0.004554241938925
R-HSA-9013423,RAC3 GTPase cycle,0.0045540391296852
R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,0.0045520750610672
R-HSA-2980766,Nuclear Envelope Breakdown,0.004551466436002
R-HSA-5218920,VEGFR2 mediated vascular permeability,0.0045456850916948
R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,0.004532402818677899
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",0.0045296737694213995
R-HSA-9918485,Dengue Virus Attachment and Entry,0.0045013282143963
R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),0.0044973444261938
R-HSA-5696398,Nucleotide Excision Repair,0.0044973444261938
R-HSA-912694,Regulation of IFNA/IFNB signaling,0.0044937878178353
R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,0.0044917922842765
R-HSA-9031628,NGF-stimulated transcription,0.0044876399349526
R-HSA-157579,Telomere Maintenance,0.0044816473271627
R-HSA-9013148,CDC42 GTPase cycle,0.0044772365745114
R-HSA-9013409,RHOJ GTPase cycle,0.0044772365745114
R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,0.0044761609753636005
R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,0.0044693121789406
R-HSA-202040,G-protein activation,0.0044593303244487
R-HSA-1538133,G0 and Early G1,0.0044461614709939
R-HSA-5628897,TP53 Regulates Metabolic Genes,0.0044395855412061
R-HSA-449836,Other interleukin signaling,0.0044367115308078
R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,0.0044358860908206
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",0.0044329109651535005
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,0.0044167096502912
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,0.0044167096502912
R-HSA-141424,Amplification of signal from the kinetochores,0.0044167096502912
R-HSA-380108,Chemokine receptors bind chemokines,0.0044135751154833
R-HSA-202433,Generation of second messenger molecules,0.0043911650973592
R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,0.0043869127226821
R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,0.0043869127226821
R-HSA-8941855,RUNX3 regulates CDKN1A transcription,0.0043867161746648994
R-HSA-9613829,Chaperone Mediated Autophagy,0.0043710500690451
R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,0.0043601285160125
R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,0.0043601285160125
R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,0.0043561105865685
R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,0.0043419618014146
R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,0.0043419618014146
R-HSA-912446,Meiotic recombination,0.0043289588284162
R-HSA-1253288,Downregulation of ERBB4 signaling,0.0043274469345444995
R-HSA-9735871,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,0.004325375379674
R-HSA-391160,Signal regulatory protein family interactions,0.0042954999563342
R-HSA-2173788,Downregulation of TGF-beta receptor signaling,0.0042840374708566
R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,0.004281826196809
R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,0.0042746233526487
R-HSA-9772572,Early SARS-CoV-2 Infection Events,0.0042550792716474
R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,0.0042488449837687
R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,0.004240157488583
R-HSA-195253,Degradation of beta-catenin by the destruction complex,0.004238749972456
R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,0.0042268174910453996
R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,0.0041998963779383
R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,0.0041687321546352
R-HSA-9707564,Cytoprotection by HMOX1,0.0041578967583004
R-HSA-9649913,RAS GTPase cycle mutants,0.0041519199767953
R-HSA-9753510,Signaling by RAS GAP mutants,0.0041519199767953
R-HSA-9753512,Signaling by RAS GTPase mutants,0.0041519199767953
R-HSA-1169092,Activation of RAS in B cells,0.0041519199767953
R-HSA-9830369,Kidney development,0.0041331436810835
R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,0.0041328417618031
R-HSA-450341,Activation of the AP-1 family of transcription factors,0.0041328417618031
R-HSA-9927354,Co-stimulation by ICOS,0.0041285208786907
R-HSA-162587,HIV Life Cycle,0.0041152106700522
R-HSA-180786,Extension of Telomeres,0.0041128142756715
R-HSA-8953750,Transcriptional Regulation by E2F6,0.0041039571971626
R-HSA-6811555,PI5P Regulates TP53 Acetylation,0.004102518650569801
R-HSA-420092,Glucagon-type ligand receptors,0.0040996111857248
R-HSA-5696400,Dual Incision in GG-NER,0.0040971742803150996
R-HSA-69052,Switching of origins to a post-replicative state,0.0040707416032997
R-HSA-9909615,Regulation of PD-L1(CD274) Post-translational modification,0.0040551208123981
R-HSA-163359,Glucagon signaling in metabolic regulation,0.0040517584361582995
R-HSA-5205647,Mitophagy,0.0040482470243318
R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,0.0040396828205012
R-HSA-977443,GABA receptor activation,0.0040334858290829
R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,0.0040126772162252
R-HSA-3928664,Ephrin signaling,0.0039965920197774
R-HSA-416482,G alpha (12/13) signalling events,0.0039853146802073
R-HSA-5675482,Regulation of necroptotic cell death,0.00396898280868
R-HSA-5213460,RIPK1-mediated regulated necrosis,0.00396898280868
R-HSA-9818030,NFE2L2 regulating tumorigenic genes,0.0039647650638464
R-HSA-977225,Amyloid fiber formation,0.0039556285517896
R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,0.0039462732879966995
R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,0.0039284831126229006
R-HSA-168273,Influenza Viral RNA Transcription and Replication,0.0039242692954458
R-HSA-6794362,Protein-protein interactions at synapses,0.0039175346926291
R-HSA-9925563,Developmental Lineage of Pancreatic Ductal Cells,0.0039077607999363
R-HSA-2871837,FCERI mediated NF-kB activation,0.0038982297740782
R-HSA-8983432,Interleukin-15 signaling,0.0038972175831499
R-HSA-3232118,SUMOylation of transcription factors,0.0038903125526603003
R-HSA-75892,Platelet Adhesion to exposed collagen,0.0038719039446955
R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,0.0038674239173626
R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",0.0038674239173626
R-HSA-8851907,MET activates PI3K/AKT signaling,0.0038511319573337
R-HSA-452723,Transcriptional regulation of pluripotent stem cells,0.0038351941971528003
R-HSA-1170546,Prolactin receptor signaling,0.0038247398655162
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,0.0038211451119537
R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,0.0038175257942273
R-HSA-9020958,Interleukin-21 signaling,0.0038160596415505
R-HSA-8985947,Interleukin-9 signaling,0.0038160596415505
R-HSA-9013408,RHOG GTPase cycle,0.0037864355967342
R-HSA-9818749,Regulation of NFE2L2 gene expression,0.0037822479820346
R-HSA-1980145,Signaling by NOTCH2,0.0037539168023547
R-HSA-8980692,RHOA GTPase cycle,0.0037385742616011
R-HSA-1169091,Activation of NF-kappaB in B cells,0.0037054832341031
R-HSA-437239,Recycling pathway of L1,0.0037050966423662
R-HSA-8876493,InlA-mediated entry of Listeria monocytogenes into host cells,0.0037050431931871
R-HSA-9609507,Protein localization,0.0037032623518677
R-HSA-9796292,Formation of axial mesoderm,0.0037025745494678
R-HSA-428930,Thromboxane signalling through TP receptor,0.003683954244483
R-HSA-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,0.003683954244483
R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",0.0036623503819841
R-HSA-3371568,Attenuation phase,0.0036519346496893
R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,0.003647241399024
R-HSA-8854518,AURKA Activation by TPX2,0.003642431304531
R-HSA-1250342,PI3K events in ERBB4 signaling,0.0036317480180839998
R-HSA-397795,G-protein beta:gamma signalling,0.0036263024682031
R-HSA-5689603,UCH proteinases,0.0036014000603832
R-HSA-9028335,Activated NTRK2 signals through PI3K,0.0035808416544833997
R-HSA-156711,Polo-like kinase mediated events,0.0035720744905024
R-HSA-4419969,Depolymerization of the Nuclear Lamina,0.0035685573251571998
R-HSA-157858,Gap junction trafficking and regulation,0.0035651369079267
R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",0.0035573406276804
R-HSA-1971475,Glycosaminoglycan-protein linkage region biosynthesis,0.0035573406276804
R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,0.0035573406276804
R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,0.0035573406276804
R-HSA-9634815,Transcriptional Regulation by NPAS4,0.0035414421813167
R-HSA-6807004,Negative regulation of MET activity,0.0035380323302782
R-HSA-8849932,Synaptic adhesion-like molecules,0.003530723761215
R-HSA-9694614,Attachment and Entry,0.0035268110807136002
R-HSA-8964043,Plasma lipoprotein clearance,0.0035125879091401
R-HSA-9706374,FLT3 signaling through SRC family kinases,0.0035013157520832
R-HSA-9020591,Interleukin-12 signaling,0.0034939827219926
R-HSA-168638,NOD1/2 Signaling Pathway,0.0034931430640233
R-HSA-3899300,SUMOylation of transcription cofactors,0.0034927489424027
R-HSA-69002,DNA Replication Pre-Initiation,0.0034746265226988
R-HSA-8951430,RUNX3 regulates WNT signaling,0.0034643443785729996
R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,0.0034466330376919
R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A,0.0034386801402911
R-HSA-69613,p53-Independent G1/S DNA Damage Checkpoint,0.0034386801402911
R-HSA-209560,NF-kB is activated and signals survival,0.0034220868402035
R-HSA-193639,p75NTR signals via NF-kB,0.0034220868402035
R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,0.003416923738414
R-HSA-9646399,Aggrephagy,0.0034071393488910003
R-HSA-1234158,Regulation of gene expression by Hypoxia-inducible Factor,0.0033998077419557
R-HSA-350054,Notch-HLH transcription pathway,0.0033912242631327
R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,0.0033862160785489
R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,0.0033845944532969003
R-HSA-1251932,PLCG1 events in ERBB2 signaling,0.0033827938583382
R-HSA-8863678,Neurodegenerative Diseases,0.0033742426801989
R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,0.0033742426801989
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,0.003374223623476
R-HSA-5357905,Regulation of TNFR1 signaling,0.0033569701177263
R-HSA-75893,TNF signaling,0.0033569701177263
R-HSA-210744,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,0.0033563942638862
R-HSA-8941856,RUNX3 regulates NOTCH signaling,0.0033563942638862
R-HSA-418886,Netrin mediated repulsion signals,0.0033337950205602
R-HSA-164938,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,0.0033293284424052998
R-HSA-451326,Activation of kainate receptors upon glutamate binding,0.0033286989018991003
R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,0.0033277167919123
R-HSA-68949,Orc1 removal from chromatin,0.0033218747190490003
R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,0.0033099216257544
R-HSA-1566977,Fibronectin matrix formation,0.0032988881731666
R-HSA-9938206,Developmental Lineage of Mammary Stem Cells,0.0032786536388138
R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),0.0032778982406575
R-HSA-6782135,Dual incision in TC-NER,0.0032778982406575
R-HSA-3906995,Diseases associated with O-glycosylation of proteins,0.0032528595217668
R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,0.0032395876026932
R-HSA-936964,"Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)",0.0032234869774165
R-HSA-5617833,Cilium Assembly,0.0032178079462907
R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,0.0032178079462907
R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,0.0032178079462907
R-HSA-380287,Centrosome maturation,0.0032178079462907
R-HSA-380259,Loss of Nlp from mitotic centrosomes,0.0032178079462907
R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,0.0032178079462907
R-HSA-5620912,Anchoring of the basal body to the plasma membrane,0.0032178079462907
R-HSA-9842640,Signaling by LTK in cancer,0.003217024163176
R-HSA-991365,Activation of GABAB receptors,0.0032119204337601
R-HSA-977444,GABA B receptor activation,0.0032119204337601
R-HSA-5632684,Hedgehog 'on' state,0.0032086363974113
R-HSA-418885,DCC mediated attractive signaling,0.0031987751032809
R-HSA-69205,G1/S-Specific Transcription,0.0031985591285458
R-HSA-6794361,Neurexins and neuroligins,0.0031983748901098
R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,0.0031911462791486
R-HSA-6803205,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,0.0031854403176408003
R-HSA-6783310,Fanconi Anemia Pathway,0.003177394319357
R-HSA-9022692,Regulation of MECP2 expression and activity,0.0031773493314318
R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,0.0031773452893324
R-HSA-9659379,Sensory processing of sound,0.0031773452893324
R-HSA-9013026,RHOB GTPase cycle,0.003170175249607
R-HSA-9027283,Erythropoietin activates STAT5,0.0031638377987368
R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),0.0031638090080057
R-HSA-2024096,HS-GAG degradation,0.0031630946338648
