gene,log2FC,pvalue,FDR
SCN2B,-5.10451803171973,1.5964419734920292e-91,2.906003324347541e-87
ZBTB16,-6.071821422653569,2.193175405193236e-87,1.996118595036624e-83
SDPR,-5.2551293585039645,8.754714035458262e-87,3.9840514896861685e-83
CENPL,1.9492300094685762,6.9859677170267805e-87,3.9840514896861685e-83
CCNE1,3.9559516747544095,1.995257074344596e-86,7.263932904858935e-83
FAM72B,3.575187915729672,7.411813965697344e-85,2.2486208269598122e-81
PDGFD,-3.071347431648719,3.7212032050932107e-82,9.67672313461596e-79
TRIP13,3.164096200733815,4.3486859254367344e-82,9.894891237590609e-79
LOC728264,-4.621078370221329,8.982288955363082e-82,1.816717842827491e-78
HDGF,1.6923405432595562,2.680227921220797e-81,4.8788188849982165e-78
FAM54A,3.6474688306308436,3.802445279595505e-81,6.292355584043362e-78
ZNF695,4.209408042371877,4.353878187641704e-81,6.604470387470162e-78
STIL,2.8395607823411053,6.257451345589849e-81,8.761875911059387e-78
CHEK1,2.2447030240265153,5.350530329158302e-80,6.956835970119184e-77
KPNA2,2.488871168185586,1.134281176468954e-79,1.3764880170176247e-76
C1orf135,2.918164989939637,2.4699323990712923e-79,2.8100112162684205e-76
RAPGEF3,-3.1891753994555607,3.624430116241675e-79,3.8809118474086594e-76
SCN7A,-5.049969286306071,8.269996548993312e-79,8.363263732295848e-76
CENPN,2.108262599124158,2.7067196392470315e-78,2.5931798733270376e-75
PAMR1,-4.487916794886972,3.588254980956222e-78,3.2658502709173054e-75
FAM72A,3.6645827316842237,3.442181542526528e-77,2.983715743743352e-74
CDC25A,3.2364108533554248,4.59420524760757e-77,3.801287187372755e-74
THSD1,-2.2686311338619953,7.05600125293271e-77,5.5843648177014836e-74
CD300LG,-6.824899402296129,9.322916091248797e-77,7.071043400375077e-74
CDCA8,3.860053047697953,1.6565338924752675e-76,1.2061554577890919e-73
KIAA1524,2.512574647887324,2.568734435739962e-76,1.7984104974528665e-73
UBE2T,3.6739121079417663,2.7943597324914265e-76,1.883915933723757e-73
FXYD1,-5.147397798556042,3.885998383302965e-76,2.526315306116567e-73
BTNL9,-5.051142655935613,5.29658621373946e-76,3.324612374093082e-73
ABCA10,-4.942304515327258,5.759485012121216e-76,3.494663522521416e-73
RAI2,-3.2851802343472594,6.983452085328491e-76,4.1006380099753075e-73
C15orf42,3.109594040714879,8.382480334957436e-76,4.768321548038444e-73
CCNB1,2.760995046751094,1.1473493341188392e-75,6.328848463322797e-73
SMC4,1.9499410995384068,1.5257727840982639e-75,8.168718232041382e-73
ATP1A2,-6.599259066161675,3.0403488339282495e-75,1.581241994971312e-72
CBX2,3.4387052136347496,3.871791250166943e-75,1.957728225744135e-72
ADH1C,-5.67383426440999,4.574243579860953e-75,2.250404213086728e-72
RACGAP1,2.035804462066517,5.022295564588728e-75,2.405811741110753e-72
C6orf97,-3.6892800864007578,8.201930825823455e-75,3.8281986364734456e-72
CTPS,2.034613824121198,1.150544909800374e-74,5.235842248274052e-72
HMGB3,2.569454290448574,1.5809291288857453e-74,7.018939739782249e-72
GPIHBP1,-4.868044703515211,1.6469769161196742e-74,7.138076381934864e-72
TENC1,-2.453054698780921,1.9135946954842198e-74,8.100735870209128e-72
ZBTB4,-1.4364138182033344,2.095209618595526e-74,8.667977428930536e-72
KLHDC1,-2.507329618889809,2.9646682221757457e-74,1.1992412366281134e-71
CDCA3,3.903193632382531,7.211330369052095e-74,2.8536488414751146e-71
MAB21L1,-4.131979021185938,1.1136787528083595e-73,4.313254114334163e-71
ADAM33,-4.693088460172801,2.081351094418016e-73,7.893090410768988e-71
RAD51AP1,3.0796808616404316,2.7728937946239917e-73,1.030101749868174e-70
FOXM1,4.621329222393182,4.061432579736211e-73,1.4786051449787652e-70
TTK,4.0230948277902705,6.80196008154296e-73,2.4277662620456178e-70
SPAG5,3.0296884779263813,8.293543952981731e-73,2.903218857233201e-70
TCEAL7,-3.233847839981064,8.866607255847998e-73,3.045261356192474e-70
DBF4,1.7585939756184166,1.025065508311594e-72,3.45541989773999e-70
FAM72D,3.5525361699609412,1.118048674489322e-72,3.6919899538520615e-70
PGR,-5.525295017161791,1.135809687500497e-72,3.6919899538520615e-70
PRC1,3.0648541839270926,1.2169994103781387e-72,3.8864982924760104e-70
SCN4B,-3.8112592910403604,1.5297758644123671e-72,4.8011224241203996e-70
AVPR2,-3.7833907385489396,4.042835706825125e-72,1.2473175995141992e-69
ABLIM3,-3.830197958338265,4.505280474707346e-72,1.366827008018297e-69
STMN1,2.498884353177891,5.022925422529897e-72,1.4988903519067496e-69
LHFP,-2.640018221091255,6.358025147492665e-72,1.866695673545306e-69
SCUBE2,-4.862313338856674,7.898313940310588e-72,2.2821112484995815e-69
MCM10,4.404075937980823,8.891730594285151e-72,2.529002687621447e-69
CAPN11,-3.9276095750976463,1.0056001047115713e-71,2.8161444163176513e-69
PDE2A,-3.8077155994792298,1.26206556771411e-71,3.480815080166658e-69
C9orf100,2.184353083205111,1.524417078458282e-71,4.1416364297277774e-69
CDCA2,4.1379009054325975,1.8428531265213206e-71,4.933155215009942e-69
NOSTRIN,-3.6488715706000674,3.4492886873446817e-71,9.099623474744239e-69
LMOD1,-3.78690466327376,4.91303856757053e-71,1.277600586364091e-68
AURKA,3.522647928748965,6.3199600466874594e-71,1.6203131370401664e-68
SPARCL1,-2.937809362054681,6.7829657530897825e-71,1.7148656333818516e-68
CDCA5,3.6668352881997874,7.89105800488851e-71,1.967683957027199e-68
PHYHIP,-3.5066993312818084,8.552322826575724e-71,2.1037558434075393e-68
DONSON,1.9444680376375878,8.704153530235098e-71,2.1125560894782596e-68
C5orf4,-3.2456380281690134,9.687840700608341e-71,2.3203653193838636e-68
PEAR1,-2.961484009942007,1.0003400813994515e-70,2.3648299352875606e-68
ORC6L,3.4343740975263373,1.3786852445577458e-70,3.217462500857006e-68
FIGF,-5.885757604450229,2.2124203657310226e-70,5.034085989675226e-68
CENPF,3.9473311516155754,2.2022717777136907e-70,5.034085989675226e-68
CENPA,4.451747804473903,3.424823561803331e-70,7.696551024136547e-68
FEN1,1.9015719493431202,7.743521189356924e-70,1.718967270852001e-67
CBX7,-2.428957574860931,8.239741566246929e-70,1.807084526872203e-67
E2F3,1.797354284530714,8.894148099992492e-70,1.927383069811468e-67
GSG2,2.669869552609777,9.267760954329264e-70,1.9724760020605854e-67
MAD2L1,2.6229184696413768,9.318954907279587e-70,1.9724760020605854e-67
KL,-3.326122848857854,1.0569926332387482e-69,2.2115444715913715e-67
SKA1,4.120890525505976,1.194467156376468e-69,2.4707824599455513e-67
GINS1,2.7841858030536155,1.624144278868275e-69,3.3218312705886755e-67
TPX2,4.39480822582554,1.888935821711311e-69,3.820477640290111e-67
C18orf34,-3.7968099775121305,2.161371540608436e-69,4.323455621285205e-67
DIAPH3,3.3188527399692296,2.2516080922903336e-69,4.45500240260445e-67
CALCOCO1,-1.691114202864247,2.363450062572994e-69,4.6260087622598077e-67
CYBRD1,-2.751434157888509,2.4882387367308104e-69,4.8184478430543556e-67
EZH2,2.9409316546336868,2.9158551110427874e-69,5.587085324874933e-67
FAM83D,4.244907752396731,3.3730370475185935e-69,6.39577014333135e-67
NOVA1,-4.669150840336134,3.585716458437035e-69,6.728948112673128e-67
KIF11,3.014441046277666,6.90169737930783e-69,1.2819550754646985e-66
C10orf32,-1.4190906320274586,1.1990859746369224e-68,2.2047436359915048e-66
KIAA0141,-1.1354430405965203,1.2950696947230707e-68,2.3574153653044057e-66
BLM,2.787649224760327,1.4219382621518377e-68,2.5627269491039505e-66
DSCC1,2.2449772280743314,1.477322099982142e-68,2.6364406064681306e-66
LDB2,-2.671039661498403,1.857062955056422e-68,3.281953103970102e-66
CCNA2,3.6527849508817596,1.9482232733642697e-68,3.409952715870173e-66
TNXB,-5.096659977512128,2.001073336237644e-68,3.469098851384175e-66
ARHGAP11A,2.75881509646112,2.0503687135094687e-68,3.5159166847116246e-66
EXO1,4.558108480293525,2.0667092526734264e-68,3.5159166847116246e-66
NUF2,4.702991046277665,2.3793343708073414e-68,4.0102799585005587e-66
FAM47E,-3.3005954373298603,2.843709937072173e-68,4.748995594910529e-66
ARHGAP20,-3.7268730263936565,3.1026192895488966e-68,5.134270811605324e-66
NKAPL,-2.737607202035744,3.3594511475852377e-68,5.509197228783251e-66
SLC16A12,-3.9166233222866618,3.754527786862301e-68,6.102113330737006e-66
RNASE4,-2.5942630311279427,5.869796841372585e-68,9.372623851184664e-66
CKS1B,1.7150357083678553,5.861174378983049e-68,9.372623851184664e-66
HRC,-2.9166129364421822,6.04161968572988e-68,9.513149670588629e-66
KIF14,4.67265871700793,6.062326879021485e-68,9.513149670588629e-66
PLK4,2.2045741034441937,8.705412332615214e-68,1.3543984674409809e-65
USHBP1,-2.86467151733933,9.497523551934408e-68,1.4530516017277437e-65
SGOL1,4.064699207006746,9.499156216316073e-68,1.4530516017277437e-65
TBC1D9,-2.7893563261924488,1.1327751298498802e-67,1.7183254740547808e-65
SRPK1,1.5804715173393298,1.4756284711317497e-67,2.219906203306714e-65
CRY2,-1.7642118061309002,1.9473262178201e-67,2.9055064871294492e-65
ORC1L,3.3448050360989434,2.0339859551376787e-67,3.0101338488919644e-65
KIF18A,3.1628789501716135,2.2302165753086447e-67,3.273921961318005e-65
ANKRD29,-3.485260113622915,2.3630237293487358e-67,3.441129675626803e-65
CENPE,3.3910340750384664,3.043024646988277e-67,4.396204575327588e-65
RAD54L,4.033630926736894,3.416244467181794e-67,4.896527404418126e-65
TPCN1,-1.3436057107349964,4.1526262779804094e-67,5.905488760787296e-65
KIAA1370,-1.7769433069002254,5.221885342334458e-67,7.368525495078615e-65
SYNPO2,-3.6250082968398623,1.1394558742344604e-66,1.5955011752838372e-64
ABCA9,-5.027806491892532,1.1584167297847402e-66,1.609668681852796e-64
CENPW,2.5640225943898693,1.3630315197638127e-66,1.8796411177470215e-64
ATOH8,-3.825169960942122,1.705466121145007e-66,2.3341804363310195e-64
POLQ,3.328638116936916,1.9513181022500618e-66,2.6507345832281996e-64
SKA3,3.8664588116936933,2.1916719317367365e-66,2.9551854943262084e-64
SPRY1,-2.468049041306662,2.2787010192000518e-66,3.0499407832719515e-64
PLK1,4.388261332702098,2.3790894261064495e-66,3.1494709077433405e-64
OGN,-6.026919517102614,2.387666787170142e-66,3.1494709077433405e-64
MCM2,2.292377287252929,2.51781011957312e-66,3.297244432128741e-64
AGTR1,-4.2735011243934204,2.883492037917015e-66,3.749157540443102e-64
UBE2S,2.8230509468576157,3.0367977114218407e-66,3.920484307873175e-64
CENPI,3.291111841638063,3.063547210582558e-66,3.927165484101007e-64
KIFC1,3.8555814238371404,3.2064110470258534e-66,4.081559460770042e-64
CKS2,2.9245099005799515,3.249234549717649e-66,4.1073483686465526e-64
LOC134466,-3.1633550716061065,3.845030202420693e-66,4.826971363769923e-64
GMPS,1.3852387205586485,4.017732560291843e-66,5.0092319037666034e-64
EME1,2.555712463013375,4.322636429964171e-66,5.352717750655633e-64
NCAPH,3.6175527873121114,4.485621704810709e-66,5.5170116143695494e-64
APH1B,-1.7686270919635465,4.548628460917347e-66,5.556958649267012e-64
ABCA8,-6.057644691679488,4.6318068998792634e-66,5.620852066566815e-64
SEMA6D,-3.4148281275890664,5.455890605097821e-66,6.577058058582493e-64
GINS4,2.594502852408568,5.591633399199034e-66,6.696348866159212e-64
SLC7A5,3.3649543496271743,6.393693588324177e-66,7.60682381622647e-64
JAM2,-2.7599973902236945,6.496284109077363e-66,7.678692184255534e-64
CNN1,-4.276980293525863,6.629023860360694e-66,7.785040085815852e-64
KIF15,3.6803486921529185,7.808227832441557e-66,9.111100720123954e-64
PRIM2,1.411464741389513,1.1218054137669244e-65,1.3006512068025047e-63
CCDC48,-2.7738895076340397,1.1392972115864487e-65,1.3125713381334257e-63
CLDN5,-3.5906445141436816,1.158338700802001e-65,1.32611568369175e-63
FANCA,3.1764410640312466,1.2162366192933622e-65,1.383697198812317e-63
AURKB,4.521548502781393,1.291753928173562e-65,1.4542890964361241e-63
TMEM132C,-6.1355624630133745,1.2942637676352914e-65,1.4542890964361241e-63
RAD54B,2.1104379749082716,1.6674847748760197e-65,1.8621610648508087e-63
CXorf36,-2.435613670256834,1.8033204553248627e-65,2.0015757468462486e-63
ALDH1A2,-4.169507172446444,2.191446211912829e-65,2.4176300239666197e-63
EZH1,-1.7022494378032924,2.2565970184449765e-65,2.474508164262284e-63
LRP8,2.7201023434726004,2.330700083777243e-65,2.5404630913171945e-63
CDC20,4.589603893951947,2.560151251895318e-65,2.7739543594196714e-63
BUB1,4.383004183927091,2.5818276577147796e-65,2.7808880978332625e-63
TUBB,1.3310395372233383,2.6161886793692514e-65,2.8013225017975574e-63
E2F1,3.106958574979288,3.6264603673269903e-65,3.860377664704866e-63
KCNE1,-4.229191129127706,4.687208559731786e-65,4.942535174733199e-63
KIF23,3.254113711681856,4.697349806234375e-65,4.942535174733199e-63
ECE2,2.4480460646230346,5.059812969373807e-65,5.29332042997192e-63
MMRN2,-2.466017960705406,5.2598865984840125e-65,5.471183757268828e-63
CIRBP,-1.5898423837140516,6.219456987035168e-65,6.432544064488703e-63
FAM64A,4.172425535566339,6.928504752531242e-65,7.125399548605999e-63
CENPO,1.8497167061190698,8.097188951526007e-65,8.280512948574601e-63
FANCI,2.131947786720323,9.270051867618544e-65,9.426969505377674e-63
HMGA1,2.285740401230912,1.1039588512851158e-64,1.1164090538857203e-62
FGF10,-4.094906018463723,1.2034225667387385e-64,1.2102707725052628e-62
LRRC70,-2.7572981062847663,1.2329656699543694e-64,1.2331689060538125e-62
ITPR1,-2.9448170493549526,1.2863012124314454e-64,1.2794831131087214e-62
MYH11,-5.288357113267844,1.301881756022971e-64,1.2879431307003336e-62
GPRASP1,-2.9542438631790757,1.323805471031291e-64,1.3025530264423023e-62
LRRN4CL,-4.345517096697834,1.3530852495905022e-64,1.3242048816288124e-62
KIF2C,4.425751432122144,1.402768248862739e-64,1.3654861194678309e-62
LRIG1,-1.7967888211622647,1.4395453673100596e-64,1.3938321447417561e-62
CIT,2.4862011717362993,1.5981879600472767e-64,1.539249494007438e-62
DNALI1,-4.068215120132559,1.6240618683662302e-64,1.555936746835289e-62
DCAF13,1.5290659249615324,1.686336859883096e-64,1.6071408303901567e-62
CKAP2L,3.9868117706237447,1.782727975336771e-64,1.690156111200794e-62
CA4,-6.389800390578765,1.939168000703027e-64,1.8289468972433782e-62
CEP55,4.3325219375074,2.153619240755002e-64,2.0207387133743966e-62
ANLN,4.314298378506331,2.339642540758826e-64,2.184026316381175e-62
ANKRD30A,-6.566775961652265,2.6919694102265422e-64,2.5000979170588647e-62
GRIA4,-5.555663031127945,3.262902652727797e-64,3.014955177035741e-62
H2AFZ,1.6789187241093604,3.388558652682172e-64,3.1152491492309887e-62
RAD51,3.126373748372589,4.2367002127874036e-64,3.858232033147192e-62
CCL14,-5.081945271629778,4.239116665546549e-64,3.858232033147192e-62
SUV39H2,1.700323848976212,5.5599023571635213e-64,5.035169283952616e-62
HMGCS2,-7.615705971120843,7.519283362520579e-64,6.775916586532777e-62
C1orf190,-2.4142471830985905,7.789127544797388e-64,6.9845068324111754e-62
MCM4,2.1757518463723517,8.508827090165716e-64,7.592459780504242e-62
INMT,-3.7323222629897037,8.771986837982672e-64,7.789096410331637e-62
GGH,2.229235584092792,9.506502774440228e-64,8.400333495297839e-62
NCAPG,3.791847561841638,9.925013496636843e-64,8.727778776776834e-62
XRCC2,2.390735897739379,1.2680510889546328e-63,1.1097275948192874e-61
VAMP2,-1.4298535803053625,1.5799930350540137e-63,1.3761058955544599e-61
DEPDC1,4.176971594271513,1.5896297913292163e-63,1.3779062424555107e-61
RFC4,1.7918073263108036,1.6039075712984244e-63,1.3836933421964558e-61
CCT3,1.3510006983074927,1.641029523160029e-63,1.4090405853812268e-61
WDR62,3.5932566339211753,1.8101110021114258e-63,1.5469225620391683e-61
C11orf82,2.3124424843176703,1.8944902049353762e-63,1.6114675327307783e-61
SEMA3G,-3.568015404189846,2.0317932445932173e-63,1.7202201130851316e-61
CDC6,3.0745535566339237,2.0456649228565335e-63,1.723946231053587e-61
TPO,-4.028047916913245,2.1015266212975694e-63,1.762861248270952e-61
ATAD2,2.331061871227364,2.231371512730263e-63,1.8631952131297695e-61
CORO2B,-3.1389403242987344,2.3481551321327769e-63,1.9517565237540154e-61
HJURP,4.427631719730145,2.5277084304626834e-63,2.081985364692861e-61
LOC284276,-2.9242711800213037,2.523848809440203e-63,2.081985364692861e-61
CLDN19,-5.221001361107822,3.7070251843894945e-63,3.0395936680829713e-61
ERCC6L,3.191559557344064,3.7294560157337864e-63,3.0442729979552516e-61
KANK3,-2.3239926618534748,4.2493284535960303e-63,3.4531484750360956e-61
TGFBR2,-2.4903424665640905,4.299101937219288e-63,3.4780690028090086e-61
ILF2,1.4810113563735339,4.923182598148572e-63,3.965340390889312e-61
KIF18B,4.578468369037755,5.139533784504979e-63,4.1213627083411514e-61
GIPC2,-3.449654166173512,5.649364326033153e-63,4.510323632753574e-61
EMCN,-2.752979405846843,6.051874532103251e-63,4.810579568029497e-61
POC1A,2.117588898094449,6.131506104274288e-63,4.852687200700212e-61
NEIL3,4.105495987690851,6.795236131729202e-63,5.354704905015874e-61
ECT2,2.0247793644218266,8.054154252362386e-63,6.31938663171347e-61
IQGAP3,4.669533938927683,9.660343140201527e-63,7.547091252407227e-61
PGM5,-4.156537572493785,9.898938288695853e-63,7.700443319193616e-61
TUBA1C,1.9537472777843536,1.0158713212673472e-62,7.868896025970008e-61
RCOR2,3.3532157947686114,1.0707463208416523e-62,8.258811558593473e-61
TCEAL1,-1.4993907385489402,1.2486003874132486e-62,9.589988545182854e-61
FBXL5,-1.3145265711918555,1.2618274917121506e-62,9.650859593124487e-61
GPR19,2.8147003964966277,1.2679135722658003e-62,9.656832952282159e-61
SOCS2,-2.7083483074920114,1.446829754737842e-62,1.097360084395539e-60
PPPDE1,1.2080428748964405,1.4732804856640438e-62,1.1127852564540494e-60
ACOX2,-3.3096183690377563,1.9320838278749848e-62,1.4532942941656342e-60
CTTNBP2,-3.8727475973487993,2.0021589253528625e-62,1.4998065398435454e-60
GSTM5,-5.022109036572375,2.1781253854846117e-62,1.6183027098765873e-60
C1orf64,-5.799482530476981,2.1773925736208674e-62,1.6183027098765873e-60
LRRTM2,-3.120458580897149,3.1500287757480855e-62,2.3308932441033494e-60
ACTL6A,1.251125109480407,4.5264076484634245e-62,3.335797507084199e-60
CCNB2,4.0967013966149874,5.0881796401170245e-62,3.734682822139121e-60
TYMS,2.7873833589773938,5.182441370519689e-62,3.788593585042968e-60
GTSE1,3.8908642028642477,5.471048094332553e-62,3.9835795384454184e-60
FYCO1,-1.5000210143212218,5.8283871261365925e-62,4.226857803070295e-60
ERBB4,-5.352401088886259,6.894392018880988e-62,4.980103885702009e-60
MCM6,1.5552438158361959,7.151504423100339e-62,5.145408498565038e-60
ZCCHC24,-2.520905852763642,7.440484926071944e-62,5.332249886192424e-60
PARP1,1.2605445437329852,7.694565708422912e-62,5.492712925114598e-60
IGFBP6,-3.590092721032078,7.94333435488347e-62,5.64814512741968e-60
COL4A3BP,-1.5385028228192699,1.0776739530714603e-61,7.633034617805367e-60
STK32B,-3.1902042667771324,1.1888078458257277e-61,8.387546208358808e-60
TROAP,4.279248277902709,1.2858859225692068e-61,9.037444574720954e-60
C1orf112,1.7271832997987921,1.31670846720836e-61,9.218478549459144e-60
MTHFD2,1.7821057639957374,1.4211582912747882e-61,9.911626197729873e-60
C12orf48,1.9506951591904338,1.5156824336187265e-61,1.0530521885176214e-59
PDSS1,1.752625576991358,1.5680015696425036e-61,1.0852597936198667e-59
CDK1,3.565224659723043,1.7267435912386227e-61,1.190602787549873e-59
HN1,2.276994449047221,1.7946223499241052e-61,1.2327362504025844e-59
PCNA,1.553910829683991,2.0335948246878356e-61,1.3916363381125064e-59
SCN3A,-4.022668765534384,2.1478703458803233e-61,1.464332730564027e-59
PIF1,2.932875553319919,2.548921023480208e-61,1.7312690071048592e-59
NEK2,4.857579038939517,2.57516037712235e-61,1.7425890090988154e-59
SESN1,-1.663008563143567,2.614784260170403e-61,1.7628488106622906e-59
MELK,4.848906616167596,2.7607548927795528e-61,1.8543919303788265e-59
ADCY4,-2.4767410462776676,2.8239382514765605e-61,1.8898583820451409e-59
S1PR1,-2.4749057758314574,2.9129384694622283e-61,1.9422790827699977e-59
SPC24,3.529319659131258,2.9240645464242616e-61,1.9425820050569647e-59
FAM162B,-2.7080703574387504,3.122927292055147e-61,2.0671507453556306e-59
TPM3,1.2872737306190114,3.152486080136584e-61,2.0791559462581974e-59
CHEK2,1.5411799443721135,3.268273106521554e-61,2.1477391825997057e-59
KIF4B,2.206936471771807,3.432484505059216e-61,2.247536526819889e-59
NDC80,4.419710450940939,3.52531508954952e-61,2.3000469740168427e-59
ASPA,-3.93271688957273,3.930258212300726e-61,2.5550889370896466e-59
OIP5,3.224067854183928,4.222191757120599e-61,2.735108774194529e-59
C16orf45,-2.490778660196474,5.044496404965122e-61,3.2562045411198625e-59
DTL,3.310404905906023,5.7359109883794606e-61,3.6894271279671843e-59
ASPM,4.666511853473784,7.114947321349959e-61,4.560330496145539e-59
ADCY5,-4.707759480411883,7.712883260888776e-61,4.926232070103803e-59
SCN4A,-3.9448658421114917,7.793908043006551e-61,4.960577206533155e-59
DST,-2.7539145283465487,8.130270136608817e-61,5.156630916260986e-59
SGOL2,1.773980855722571,1.0071693837386701e-60,6.343773111486163e-59
PTTG1,3.7362810510119537,1.0049934224302242e-60,6.343773111486163e-59
MYBL2,4.846088767901527,1.158677740126364e-60,7.272900311558692e-59
SCARA5,-5.749380400047343,1.2043706513720553e-60,7.533731603754476e-59
PDK4,-4.49096407267132,1.5790056054416792e-60,9.843369532827015e-59
CDCA7,2.796602627529883,2.0562881472956493e-60,1.2774953291884882e-58
TMEM206,1.74100644454965,2.2602247176951458e-60,1.3994173651770318e-58
C7orf63,-2.644678855485857,2.28403041199936e-60,1.4093629013431983e-58
BMX,-4.025592170671087,2.3402299074266686e-60,1.4391623312462044e-58
DNAH9,-3.2972421114924835,2.4263191512640695e-60,1.4870803875575708e-58
DACH1,-3.8119461356373536,2.440017577629093e-60,1.4904577169658518e-58
CCT5,1.3030879867439893,2.466815803059794e-60,1.50178756063871e-58
PRICKLE2,-2.5310973073736553,2.555479527197634e-60,1.5505797944526175e-58
AHNAK,-2.451956272931712,3.2784130757820826e-60,1.9809069923023417e-58
C6orf129,2.0342632855959275,3.286457790887805e-60,1.9809069923023417e-58
DSN1,1.1649464907089602,3.473982496742193e-60,2.0870265144619847e-58
ARHGAP6,-2.404720836785418,3.8580304535861797e-60,2.310122642981225e-58
TIMM17A,1.1965018463723514,3.896304453750218e-60,2.325391146610335e-58
PPP1R12B,-2.2579279737247013,3.969267612122776e-60,2.361195370701663e-58
TMEM178,-3.652360592969582,4.067314485675476e-60,2.4116392697964394e-58
C5orf36,-1.7283976742809788,5.022864221541448e-60,2.968545370932434e-58
RABEP1,-1.4232905077523998,5.495365125936515e-60,3.2372858054181996e-58
SNRPA1,1.566336749911235,6.173512959653019e-60,3.625046980792384e-58
DDX39,1.817209125340277,8.519377333141022e-60,4.9864381220310615e-58
MEMO1,1.3186271511421452,8.899713049331318e-60,5.192355020415962e-58
AGAP11,-3.4480133980352714,9.294390142564401e-60,5.405296605913732e-58
COL4A6,-4.5265314593443,1.0737802938771172e-59,6.224847990269161e-58
NEK9,-1.2172698603384973,1.1318384507185163e-59,6.54058898997751e-58
MYCT1,-2.434882861877143,1.1796086999241543e-59,6.795068723012462e-58
ITIH5,-4.106672884365014,1.2417151941838658e-59,7.130265514110066e-58
PLAC9,-4.1599637945318975,1.2642357842722983e-59,7.236755968902091e-58
LEPR,-3.1989063676174716,1.334128794309501e-59,7.612898571415627e-58
SLC7A2,-3.802392661853471,1.3769909592486835e-59,7.832927009751182e-58
AR,-4.666530157415078,1.4633986527584906e-59,8.298518902231403e-58
PPAP2A,-2.0769801455793537,1.4838848457795858e-59,8.388557716685031e-58
E2F8,4.0280156823292685,2.2499039547179948e-59,1.2679567085985033e-57
PSRC1,2.3672472718664936,2.288309768617394e-59,1.285620454263655e-57
NEK10,-4.984907284885784,2.3651302184764237e-59,1.324691242059272e-57
ZWINT,2.609269386909693,2.3963808200472683e-59,1.3380773026785405e-57
DNA2,2.2898476801988394,2.742101059921833e-59,1.5264362566898206e-57
C15orf23,1.6532827553556642,2.845072131651116e-59,1.5789282930623555e-57
ASF1B,3.2419949402296124,2.9683990836006803e-59,1.6423637847654463e-57
UBE2C,4.9397324476269375,2.9859314316570463e-59,1.647057874256158e-57
C16orf61,1.2954608000946841,3.0901896407761007e-59,1.6942988563568484e-57
DUSP1,-2.973889602319799,3.081974195457871e-59,1.6942988563568484e-57
ADRB2,-3.677748485027813,3.125618612167379e-59,1.708577645564048e-57
DEPDC1B,3.775129015268079,3.535445235661675e-59,1.9268176534356127e-57
CLSPN,3.796332400284056,5.0622234054493195e-59,2.7498190793397243e-57
ESR1,-4.755635992425136,5.075752407065579e-59,2.7498190793397243e-57
LMNB1,2.706084187477808,5.294672108148925e-59,2.8599084980603817e-57
FAM198B,-2.4962516333293863,5.494907977808364e-59,2.959284317161114e-57
F10,-3.4191083560184645,5.573075548129628e-59,2.992527852584178e-57
THOC4,1.64990014202864,7.100998861164736e-59,3.8017494785229905e-57
INTS7,1.3091620724346065,7.430586464722387e-59,3.9665385752886106e-57
NUP93,1.0800788318144168,8.465850833974535e-59,4.5059614833578495e-57
SVEP1,-4.1828525861048655,8.49204986451628e-59,4.5067283872825024e-57
ANP32E,1.8672497869570375,8.564923256259512e-59,4.532188896328253e-57
LIN9,1.5791356373535326,9.453611970505926e-59,4.987944889829547e-57
GNG11,-2.4693296839862686,1.022911538613109e-58,5.381519866293187e-57
PPP1R14B,1.9355853532962488,1.1404170936755174e-58,5.982424310137015e-57
CAB39L,-2.330106107231625,1.2198252695845862e-58,6.380597523634546e-57
LIN7A,-3.2476299029470947,1.3785756656305916e-58,7.190318865751765e-57
RIPK2,1.5472240501834538,1.4079253199523686e-58,7.322418456883705e-57
NFE2L3,2.1655706888389137,1.4633024768396127e-58,7.588745010231188e-57
WDR67,1.534986353414606,1.582087340686194e-58,8.181459051849656e-57
UBQLN4,1.272160587051724,1.7100876106582708e-58,8.818335630825072e-57
CCNDBP1,-1.3039981299562093,1.7575405934182646e-58,9.037432605082675e-57
CCNE2,2.9696781690140837,1.7731687294001197e-58,9.092109966555036e-57
SCN3B,-3.1846751153982713,1.8143895902731317e-58,9.277340930264555e-57
SHE,-2.59370164516511,1.8649112923633308e-58,9.508958054590955e-57
ARRB1,-1.756990927920464,2.047416883108436e-58,1.0410371375201917e-56
E2F2,3.205145135518997,2.0696079002281463e-58,1.049389209132394e-56
PLSCR4,-2.503770481713814,2.130630232268672e-58,1.0763195611718111e-56
ANGPTL1,-4.071957781986035,2.1345457429161335e-58,1.0763195611718111e-56
RCC2,1.371215966386556,2.1978944340288974e-58,1.1052008945477353e-56
ERG,-2.249014883418151,2.234877534278899e-58,1.1207018114732452e-56
DNMBP,-1.8914452006154603,2.278149074433925e-58,1.139262296756064e-56
LIMA1,-1.8444137886140357,2.3523151493012625e-58,1.1731285661022158e-56
DKC1,1.217209302876082,2.44511068988558e-58,1.2160751335515632e-56
NOTCH4,-1.9264932654752052,2.7149254188368565e-58,1.3465882125091907e-56
LRFN5,-3.1041744111729206,2.8007337949111106e-58,1.3853738388251887e-56
CXCL12,-2.7351682388448353,2.877587509413132e-58,1.419531854575806e-56
CD34,-2.3218245295301205,2.9352997791860336e-58,1.444088158933064e-56
ABCG2,-3.039585868150078,2.98162265563548e-58,1.4629239137609876e-56
