drug,n_pathways_tnbc,mean_pathway_score_tnbc,max_pathway_score_tnbc,sum_pathway_score_tnbc,tnbc_pathway_overlap_jaccard,n_shared_pathways_tnbc,tnbc_pathway_enrichment_similarity,n_families_tnbc,n_targets_with_family_tnbc
CHEMBL1893,6,0.0004481213519752,0.0004931057336792,0.0026887281118517,0.0033783783783783,6,0.0004481213519752,1,1
CHEMBL1898,7,0.000438202962421,0.0005182265072725,0.0030674207369474,0.0039392234102419,7,0.000438202962421,1,1
CHEMBL1899,3,0.0004926539126606,0.0005054886485959,0.0014779617379819,0.0016891891891891,3,0.0004926539126606,1,1
CHEMBL1900,5,0.0004760047757043,0.0005043894392236,0.0023800238785216,0.0028089887640449,5,0.0004760047757043,1,1
CHEMBL1901,7,0.0004687783990629,0.0005938015641085,0.0032814487934405,0.0039414414414414,7,0.0004687783990628,1,1
CHEMBL1903,6,0.0004403812513267,0.0004931057336792,0.0026422875079607,0.0033745781777277,6,0.0004403812513267,1,1
CHEMBL1904,32,0.0005595057870633,0.0008304627284669,0.0179041851860266,0.018018018018018,32,0.0005595057870632,1,1
CHEMBL1905,73,0.000585470999641,0.001136726839655,0.0427393829737993,0.0411036036036036,73,0.000585470999641,1,1
CHEMBL1907,6,0.0004680938347241,0.0005673045318414,0.0028085630083451,0.0033783783783783,6,0.0004680938347241,1,1
CHEMBL1910,5,0.0004853473182479,0.0005019766577784,0.0024267365912396,0.0028058361391694,5,0.0004853473182478,1,1
CHEMBL1911,4,0.000460774089622,0.0004931057336792,0.001843096358488,0.0022509848058525,4,0.0004607740896219,1,1
CHEMBL1912,3,0.0004403397929747,0.0005201500436453,0.0013210193789241,0.0016891891891891,3,0.0004403397929747,1,1
CHEMBL1913,15,0.0005867428516183,0.0007432413772932,0.0088011427742758,0.0084459459459459,15,0.0005867428516183,1,1
CHEMBL1914,10,0.0004992064543826,0.0006389875419489,0.0049920645438268,0.0056211354693648,10,0.0004992064543826,1,1
CHEMBL1916,17,0.0004665848920284,0.0006648524079466,0.0079319431644831,0.0095613048368953,17,0.0004665848920283,1,1
CHEMBL1919,5,0.0005264456176676,0.0006001416908039,0.002632228088338,0.0028137310073157,5,0.0005264456176675,1,1
CHEMBL1920,7,0.0005305850386252,0.0008031264859969,0.0037140952703765,0.0039414414414414,7,0.0005305850386251,1,1
CHEMBL1925,7,0.0004814657360703,0.0005491911751487,0.0033702601524926,0.0039414414414414,7,0.0004814657360703,1,1
CHEMBL1927,25,0.0006197445946052,0.0013370010511974,0.0154936148651313,0.0140607424071991,25,0.0006197445946052,1,1
CHEMBL1929,6,0.0004860761275116,0.0005479474365246,0.0029164567650701,0.0033726812816188,6,0.0004860761275116,1,1
CHEMBL1935,9,0.0004795806335384,0.0007375955243429,0.0043162257018461,0.0050561797752808,9,0.0004795806335384,1,1
CHEMBL1936,42,0.0005838372509067,0.0008521465137426,0.024521164538084,0.0236486486486486,42,0.0005838372509067,1,1
CHEMBL1940,13,0.0005001022572169,0.000795557959329,0.0065013293438203,0.0073198198198198,13,0.0005001022572169,1,1
CHEMBL1941,7,0.0004506568414634,0.0005491911751487,0.0031545978902442,0.0039392234102419,7,0.0004506568414634,1,1
CHEMBL1942,12,0.000462602071522,0.0006648524079466,0.0055512248582642,0.0067529544175576,12,0.0004626020715219,1,1
CHEMBL1944,14,0.0005218639640378,0.0008203549520406,0.0073060954965294,0.0078828828828828,14,0.0005218639640377,1,1
CHEMBL1947,9,0.0005499407943611,0.0005994576540304,0.0049494671492506,0.0050675675675675,9,0.0005499407943611,1,1
