drug,n_pathways_tnbc,mean_pathway_score_tnbc,max_pathway_score_tnbc,sum_pathway_score_tnbc,tnbc_pathway_overlap_jaccard,n_shared_pathways_tnbc,tnbc_pathway_enrichment_similarity,n_families_tnbc,n_targets_with_family_tnbc
CHEMBL231,7,0.000457029754172,0.0005938015641085,0.003199208279204,0.0039392234102419,7,0.0004570297541719,1,1
CHEMBL232,9,0.0004381069569378,0.0005938015641085,0.003942962612441,0.0050675675675675,9,0.0004381069569378,1,1
CHEMBL2326,1,0.0004790010121981,0.0004790010121981,0.0004790010121981,0.0005627462014631,1,0.0004790010121981,1,1
CHEMBL2327,7,0.0004687783990629,0.0005938015641085,0.0032814487934405,0.0039392234102419,7,0.0004687783990628,1,1
CHEMBL2335,6,0.0004780297898767,0.0005673045318414,0.0028681787392602,0.0033783783783783,6,0.0004780297898766,1,1
CHEMBL235,30,0.0005340271521065,0.000733260007261,0.0160208145631959,0.0168918918918918,30,0.0005340271521064,1,1
CHEMBL236,11,0.0004854328985088,0.0005773690305196,0.0053397618835974,0.0061936936936936,11,0.0004854328985088,1,1
CHEMBL2360,6,0.0004700463683605,0.0005019766577784,0.002820278210163,0.0033688938798427,6,0.0004700463683604,0,0
CHEMBL237,12,0.0004738700828952,0.0005329376714561,0.0056864409947427,0.0067567567567567,12,0.0004738700828951,1,1
CHEMBL238,6,0.0005136407228561,0.0008106735657093,0.0030818443371369,0.0033670033670033,6,0.0005136407228561,1,1
CHEMBL2388,3,0.0005479499638963,0.0008513062988676,0.0016438498916891,0.0016882386043894,3,0.0005479499638963,1,1
CHEMBL239,33,0.0005080382831845,0.0005994576540304,0.0167652633450911,0.018581081081081,33,0.0005080382831845,1,1
CHEMBL2392,10,0.0004776204998539,0.0006542111730366,0.004776204998539,0.0056211354693648,10,0.0004776204998538,1,1
CHEMBL2399,16,0.0005059142350049,0.0013890700171119,0.0080946277600787,0.008983717012914,16,0.0005059142350048,1,1
CHEMBL240,5,0.0004061561503144,0.0004793673557067,0.0020307807515721,0.0028137310073157,5,0.0004061561503144,1,1
CHEMBL2401,13,0.0005012399823772,0.0007720067050028,0.0065161197709048,0.0073157006190208,13,0.0005012399823772,1,1
CHEMBL241,4,0.0005140041852299,0.0005491911751487,0.0020560167409196,0.0022522522522522,4,0.0005140041852298,1,1
CHEMBL2412,57,0.0006544371710358,0.0009988664770327,0.037302918749044,0.0320945945945945,57,0.0006544371710358,1,1
CHEMBL2413,12,0.0004629766146501,0.0005548060070827,0.0055557193758023,0.0067567567567567,12,0.0004629766146501,1,1
CHEMBL2414,8,0.0004392918787383,0.0005182265072725,0.0035143350299068,0.0045045045045045,8,0.0004392918787382,1,1
CHEMBL2419,4,0.0004697021732471,0.0005043894392236,0.0018788086929885,0.0022509848058525,4,0.0004697021732471,0,0
CHEMBL242,16,0.0005656732980564,0.0006867239251052,0.0090507727689026,0.009009009009009,16,0.0005656732980563,1,1
CHEMBL2421,7,0.0004919309140577,0.0005970096712448,0.003443516398404,0.0039414414414414,7,0.0004919309140577,1,1
CHEMBL2428,7,0.0004670307858183,0.0005270534225442,0.0032692155007281,0.0039414414414414,7,0.0004670307858182,1,1
CHEMBL2430,6,0.0006143488323098,0.0013890700171119,0.0036860929938593,0.0033783783783783,6,0.0006143488323098,1,1
CHEMBL2433,3,0.0004594303946524,0.0005009456780062,0.0013782911839574,0.0016891891891891,3,0.0004594303946524,1,1
CHEMBL2434,11,0.0004611900858705,0.0005673045318414,0.0050730909445758,0.0061936936936936,11,0.0004611900858704,1,1
CHEMBL2438,3,0.0005195853048896,0.0005673045318414,0.0015587559146689,0.0016891891891891,3,0.0005195853048896,1,1
CHEMBL2439,4,0.0004826797204134,0.0005673045318414,0.0019307188816539,0.0022509848058525,4,0.0004826797204134,1,1
CHEMBL244,12,0.0004059660932772,0.0005340445333531,0.0048715931193264,0.0067264573991031,12,0.0004059660932771,1,1
CHEMBL2441,3,0.0004613545706044,0.0005009456780062,0.0013840637118132,0.0016891891891891,3,0.0004613545706043,1,1
CHEMBL2442,11,0.0004853377905812,0.0005270534225442,0.0053387156963941,0.0061936936936936,11,0.0004853377905812,1,1
CHEMBL2443,6,0.0005357269940784,0.0006447563376184,0.0032143619644708,0.0033783783783783,6,0.0005357269940784,1,1
CHEMBL2447,2,0.0004904888349882,0.0005019766577784,0.0009809776699765,0.0011242270938729,2,0.0004904888349882,1,1
CHEMBL245,12,0.0004584109997172,0.0005938015641085,0.0055009319966071,0.0067567567567567,12,0.0004584109997172,1,1
CHEMBL2457,5,0.0004015766293752,0.0005043894392236,0.0020078831468764,0.0028153153153153,5,0.0004015766293752,1,1
CHEMBL246,8,0.0004341334662183,0.0005491911751487,0.0034730677297468,0.0045045045045045,8,0.0004341334662183,1,1
CHEMBL2465,2,0.0004904888349882,0.0005019766577784,0.0009809776699765,0.0011248593925759,2,0.0004904888349882,1,1
CHEMBL2468,3,0.0005899608847318,0.0006447001485519,0.0017698826541955,0.0016882386043894,3,0.0005899608847318,1,1
CHEMBL2469,2,0.0004904888349882,0.0005019766577784,0.0009809776699765,0.0011248593925759,2,0.0004904888349882,1,1
CHEMBL2476,8,0.0004758695217614,0.0005868213347151,0.0038069561740916,0.0045045045045045,8,0.0004758695217614,1,1
CHEMBL248,17,0.0006085506027393,0.0011960423096599,0.0103453602465688,0.0095666854248733,17,0.0006085506027392,1,1
CHEMBL2484,3,0.0004926539126606,0.0005054886485959,0.0014779617379819,0.0016853932584269,3,0.0004926539126606,1,1
CHEMBL2487,66,0.0005791811611737,0.0008014492583968,0.038225956637465,0.0371621621621621,66,0.0005791811611736,1,1
CHEMBL249,11,0.0005111420649433,0.0006452481610376,0.0056225627143763,0.0061902082160945,11,0.0005111420649432,1,1
CHEMBL2490,7,0.000457029754172,0.0005938015641085,0.003199208279204,0.0039392234102419,7,0.0004570297541719,1,1
CHEMBL2492,3,0.0004926539126606,0.0005054886485959,0.0014779617379819,0.0016863406408094,3,0.0004926539126606,1,1
CHEMBL2493,6,0.0005101380927578,0.0005682707195867,0.0030608285565469,0.0033764772087788,6,0.0005101380927577,1,1
CHEMBL2494,33,0.0004556734094233,0.0005682707195867,0.0150372225109701,0.0185706246482836,33,0.0004556734094232,1,1
CHEMBL2498,137,0.0006957271885373,0.001120624956804,0.0953146248296161,0.0771396396396396,137,0.0006957271885372,1,1
CHEMBL250,14,0.0005020236973519,0.0005938015641085,0.0070283317629274,0.0078828828828828,14,0.0005020236973519,1,1
CHEMBL2502,5,0.0004036379689872,0.0005043894392236,0.0020181898449364,0.0028153153153153,5,0.0004036379689872,0,0
CHEMBL2503,3,0.0005479499638963,0.0008513062988676,0.0016438498916891,0.0016882386043894,3,0.0005479499638963,1,1
CHEMBL2506,156,0.0006863586222633,0.001120624956804,0.1070719450730752,0.0878378378378378,156,0.0006863586222632,1,1
CHEMBL2508,28,0.0005419136147784,0.0009556841513973,0.0151735812137978,0.0157657657657657,28,0.0005419136147784,1,1
CHEMBL251,12,0.0005015299713634,0.0006764061392634,0.006018359656361,0.0067453625632377,12,0.0005015299713633,1,1
CHEMBL2514,7,0.0004687783990629,0.0005938015641085,0.0032814487934405,0.0039414414414414,7,0.0004687783990628,1,1
CHEMBL2517,3,0.0004908652643524,0.0005479474365246,0.0014725957930574,0.0016891891891891,3,0.0004908652643524,1,1
CHEMBL252,7,0.0004687783990629,0.0005938015641085,0.0032814487934405,0.0039414414414414,7,0.0004687783990628,1,1
CHEMBL2524,6,0.0004727501057378,0.0005673045318414,0.0028365006344271,0.0033745781777277,6,0.0004727501057378,1,1
CHEMBL2527,24,0.0006475054108221,0.000997673354506,0.0155401298597319,0.0135135135135135,24,0.0006475054108221,1,1
CHEMBL253,6,0.0004587780555372,0.0005182265072725,0.0027526683332237,0.0033783783783783,6,0.0004587780555372,1,1
CHEMBL2531,4,0.0004479127928832,0.0005340445333531,0.0017916511715328,0.0022522522522522,4,0.0004479127928832,1,1
CHEMBL2534,75,0.0005894408019459,0.0008892580835507,0.044208060145947,0.0421822272215973,75,0.0005894408019459,1,1
CHEMBL2536,16,0.000554935484244,0.0008425433766022,0.0088789677479053,0.0089938167509836,16,0.000554935484244,1,1
CHEMBL254,7,0.0004861197032433,0.0005491911751487,0.0034028379227035,0.0039414414414414,7,0.0004861197032433,1,1
CHEMBL255,14,0.0004899328346322,0.0005491911751487,0.0068590596848508,0.0078695896571107,14,0.0004899328346321,1,1
CHEMBL2552,7,0.0004516640176782,0.0005606642790874,0.0031616481237476,0.0039414414414414,7,0.0004516640176781,1,1
CHEMBL2553,50,0.0006082765136446,0.000993003633085,0.0304138256822333,0.0281214848143982,50,0.0006082765136446,1,1
CHEMBL2559,5,0.0003923398015774,0.0005009456780062,0.0019616990078874,0.0028153153153153,5,0.0003923398015774,1,1
CHEMBL256,6,0.0004587780555372,0.0005182265072725,0.0027526683332237,0.0033745781777277,6,0.0004587780555372,1,1
CHEMBL2575,10,0.0005299901619255,0.0007576956480402,0.005299901619255,0.0056274620146314,10,0.0005299901619254,1,1
CHEMBL258,53,0.0005935981976306,0.0007909273783305,0.0314607044744267,0.0298423423423423,53,0.0005935981976306,1,1
CHEMBL2581,17,0.0005122147958127,0.0007145484551045,0.0087076515288166,0.0095666854248733,17,0.0005122147958127,1,1
CHEMBL2582,62,0.000607665066431,0.0008203153847749,0.0376752341187253,0.0349099099099099,62,0.000607665066431,1,1
CHEMBL259,10,0.0004774431333757,0.0005491911751487,0.0047744313337572,0.0056306306306306,10,0.0004774431333756,1,1
CHEMBL2595,3,0.000425914906586,0.0005043894392236,0.0012777447197581,0.0016882386043894,3,0.000425914906586,1,1
CHEMBL2597,75,0.0005636465716865,0.0010387954510102,0.042273492876488,0.0419697817571348,75,0.0005636465716864,1,1
CHEMBL2599,47,0.00058194607917,0.0007211120840196,0.0273514657209933,0.0264639639639639,47,0.00058194607917,1,1
CHEMBL2600,18,0.0004999709101184,0.0006192669426573,0.0089994763821325,0.0101351351351351,18,0.0004999709101184,1,1
CHEMBL2608,10,0.0007661513818328,0.0013890700171119,0.0076615138183283,0.0056242969628796,10,0.0007661513818328,1,1
CHEMBL2609,3,0.0005007331275348,0.000709655789783,0.0015021993826045,0.0016891891891891,3,0.0005007331275348,1,1
CHEMBL2626,12,0.0004602019296474,0.0005166505408682,0.0055224231557691,0.0067491563554555,12,0.0004602019296473,1,1
CHEMBL2632,28,0.0005248002505827,0.0007645634634001,0.0146944070163174,0.0157657657657657,28,0.0005248002505827,1,1
CHEMBL2634,35,0.0006430175368815,0.000968627766116,0.0225056137908546,0.0197072072072072,35,0.0006430175368815,1,1
CHEMBL264,5,0.0004174360415645,0.0005055756779144,0.0020871802078229,0.0028137310073157,5,0.0004174360415645,1,1
CHEMBL2641,3,0.0003964369300846,0.0005286091789337,0.001189310790254,0.0016891891891891,3,0.0003964369300846,1,1
CHEMBL2650,17,0.0004447649200919,0.0005491911751487,0.0075610036415625,0.0095666854248733,17,0.0004447649200918,1,1
CHEMBL2652,8,0.000467548741873,0.0005491911751487,0.0037403899349845,0.0045045045045045,8,0.000467548741873,1,1
CHEMBL2655,46,0.0004564680616412,0.0005695085304192,0.0209975308354975,0.0259009009009009,46,0.0004564680616412,1,1
CHEMBL2656,2,0.0005943284009905,0.000709655789783,0.0011886568019811,0.0011254924029262,2,0.0005943284009905,1,1
CHEMBL267,168,0.000722261410129,0.0019305931781411,0.1213399169016844,0.0945945945945946,168,0.000722261410129,1,1
CHEMBL268,14,0.0004947532567535,0.0006069975591793,0.0069265455945494,0.0078784468204839,14,0.0004947532567534,1,1
CHEMBL2692,3,0.0005605883661442,0.0006175026472933,0.0016817650984328,0.0016891891891891,3,0.0005605883661442,1,1
CHEMBL271,23,0.0005469819903114,0.0011406467385639,0.0125805857771636,0.0129504504504504,23,0.0005469819903114,1,1
CHEMBL2736,9,0.0004117450651781,0.0005182265072725,0.0037057055866033,0.0050675675675675,9,0.0004117450651781,1,1
CHEMBL274,19,0.000493150360277,0.000634112265332,0.0093698568452646,0.0106981981981981,19,0.000493150360277,1,1
CHEMBL275,6,0.0004756077912591,0.0005182265072725,0.0028536467475548,0.0033783783783783,6,0.0004756077912591,1,1
CHEMBL2754,32,0.0005959792818789,0.0008673527552214,0.0190713370201277,0.018018018018018,32,0.0005959792818789,1,1
CHEMBL278,17,0.0005188801035058,0.0007361189669008,0.0088209617595995,0.009572072072072,17,0.0005188801035058,1,1
CHEMBL279,18,0.0005659678237755,0.0007953016612802,0.0101874208279602,0.0101351351351351,18,0.0005659678237755,1,1
CHEMBL2796,10,0.0005644827637183,0.0007155693194078,0.0056448276371837,0.0056211354693648,10,0.0005644827637183,1,1
CHEMBL280,11,0.0004640115176686,0.000641946980182,0.0051041266943555,0.0061936936936936,11,0.0004640115176686,1,1
CHEMBL281,2,0.0004687648727474,0.0004790010121981,0.0009375297454948,0.0011235955056179,2,0.0004687648727474,1,1
CHEMBL2835,56,0.0006100751936824,0.0010980391895052,0.0341642108462196,0.0315315315315315,56,0.0006100751936824,1,1
CHEMBL2847,33,0.0005080382831845,0.0005994576540304,0.0167652633450911,0.018581081081081,33,0.0005080382831845,1,1
CHEMBL2849,16,0.0006848032064288,0.0013890700171119,0.0109568513028619,0.009009009009009,16,0.0006848032064288,1,1
CHEMBL2882,7,0.0004506568414634,0.0005491911751487,0.0031545978902442,0.0039392234102419,7,0.0004506568414634,1,1
CHEMBL2883,7,0.0005271482086373,0.0005779818484811,0.0036900374604613,0.0039370078740157,7,0.0005271482086373,1,1
CHEMBL2885,1,0.0004790010121981,0.0004790010121981,0.0004790010121981,0.0005627462014631,1,0.0004790010121981,1,1
CHEMBL2886,10,0.0006690475616357,0.0013890700171119,0.006690475616357,0.0056274620146314,10,0.0006690475616356,0,0
CHEMBL2887,13,0.0005476154405404,0.0007432267332287,0.0071190007270256,0.0072992700729927,13,0.0005476154405403,1,1
CHEMBL2888,6,0.000447779782477,0.0005182265072725,0.002686678694862,0.0033783783783783,6,0.0004477797824769,1,1
CHEMBL2896,22,0.0005428956796376,0.0011406467385639,0.0119437049520279,0.0123873873873873,22,0.0005428956796375,1,1
CHEMBL2897,37,0.0006239455744504,0.0007415746306529,0.0230859862546655,0.0208333333333333,37,0.0006239455744503,1,1
CHEMBL2918,79,0.0005463814255495,0.0009244098553747,0.0431641326184156,0.0444819819819819,79,0.0005463814255495,1,1
CHEMBL2938,27,0.0004741903628832,0.0005480232010297,0.0128031397978474,0.0152027027027027,27,0.0004741903628831,1,1
CHEMBL2940,9,0.0007230050196466,0.0013630355341546,0.0065070451768196,0.0050675675675675,9,0.0007230050196466,1,1
CHEMBL2959,7,0.0005441499207866,0.0006458377726731,0.0038090494455066,0.0039414414414414,7,0.0005441499207866,1,1
CHEMBL2960,51,0.0004592996283955,0.0005695085304192,0.0234242810481723,0.0287162162162162,51,0.0004592996283954,1,1
CHEMBL2963,4,0.0004309795597944,0.0004770733128853,0.0017239182391776,0.0022522522522522,4,0.0004309795597943,1,1
CHEMBL2964,34,0.0006418582042516,0.0009793572525106,0.021823178944556,0.0191226096737907,34,0.0006418582042516,1,1
CHEMBL2971,65,0.0006327429559777,0.0008839403125357,0.0411282921385569,0.0365990990990991,65,0.0006327429559777,1,1
CHEMBL2972,4,0.0005900842110462,0.0006900603232269,0.0023603368441849,0.0022522522522522,4,0.0005900842110462,1,1
CHEMBL2979,5,0.0004759770347965,0.0005479474365246,0.0023798851739829,0.0028153153153153,5,0.0004759770347965,1,1
CHEMBL3023,3,0.000425914906586,0.0005043894392236,0.0012777447197581,0.0016882386043894,3,0.000425914906586,1,1
CHEMBL3024,51,0.0006070812175298,0.0009988664770327,0.0309611420940208,0.0287162162162162,51,0.0006070812175297,1,1
CHEMBL3025,1,0.0004790010121981,0.0004790010121981,0.0004790010121981,0.0005627462014631,1,0.0004790010121981,1,1
CHEMBL3028,4,0.0007759254201065,0.0010115523172975,0.0031037016804263,0.0022522522522522,4,0.0007759254201065,0,0
CHEMBL3030,50,0.000505800347676,0.000793559915231,0.0252900173838006,0.0281531531531531,50,0.0005058003476759,1,1
CHEMBL3038,3,0.0004403397929747,0.0005201500436453,0.0013210193789241,0.0016891891891891,3,0.0004403397929747,1,1
CHEMBL3040,15,0.0004947415048161,0.0005779818484811,0.0074211225722425,0.0084459459459459,15,0.0004947415048161,1,1
CHEMBL3043,2,0.0005943284009905,0.000709655789783,0.0011886568019811,0.0011248593925759,2,0.0005943284009905,1,1
CHEMBL3076,4,0.0005359971141434,0.000709655789783,0.0021439884565736,0.0022484541877459,4,0.0005359971141433,1,1
CHEMBL3079,3,0.0004093235909532,0.0004790010121981,0.0012279707728598,0.0016882386043894,3,0.0004093235909532,1,1
CHEMBL3080,3,0.0005195853048896,0.0005673045318414,0.0015587559146689,0.0016863406408094,3,0.0005195853048896,1,1
CHEMBL3123,3,0.0005899608847318,0.0006447001485519,0.0017698826541955,0.0016882386043894,3,0.0005899608847318,1,1
CHEMBL3125,5,0.0005897832232739,0.0006917377793115,0.0029489161163696,0.0028153153153153,5,0.0005897832232738,1,1
CHEMBL3126,6,0.0005932646534417,0.0007609154968916,0.0035595879206502,0.0033783783783783,6,0.0005932646534417,0,0
CHEMBL3142,10,0.0006024049276089,0.0009098832528549,0.0060240492760893,0.0056242969628796,10,0.0006024049276088,1,1
CHEMBL3143,22,0.0004426167668364,0.0005439842606068,0.0097375688704011,0.0123249299719887,22,0.0004426167668363,1,1
CHEMBL3155,8,0.0004595825383995,0.0005491911751487,0.0036766603071962,0.0044994375703037,8,0.0004595825383994,1,1
CHEMBL3157,8,0.0004679328519115,0.0005938015641085,0.0037434628152924,0.0045045045045045,8,0.0004679328519115,1,1
CHEMBL3164,48,0.0004523350145704,0.0005695085304192,0.0217120806993803,0.027027027027027,48,0.0004523350145703,1,1
CHEMBL3167,6,0.0004362094866121,0.0005043894392236,0.0026172569196726,0.0033764772087788,6,0.000436209486612,1,1
CHEMBL3191,6,0.0004807426459133,0.0005938015641085,0.0028844558754803,0.0033745781777277,6,0.0004807426459133,1,1
CHEMBL3201,9,0.0004440826192617,0.0005043894392236,0.0039967435733561,0.0050647158131682,9,0.0004440826192617,1,1
CHEMBL3230,6,0.0004587780555372,0.0005182265072725,0.0027526683332237,0.0033764772087788,6,0.0004587780555372,1,1
CHEMBL3233,30,0.0004771769147035,0.0011838199968139,0.0143153074411053,0.0168823860438942,30,0.0004771769147034,1,1
CHEMBL3240,10,0.0005289459687377,0.0006452481610376,0.0052894596873773,0.0056274620146314,10,0.0005289459687376,1,1
CHEMBL3253,31,0.0005483695557702,0.0007609154968916,0.0169994562288773,0.0174549549549549,31,0.0005483695557702,1,1
CHEMBL3254,13,0.0004819319829463,0.0005773690305196,0.0062651157783026,0.0072788353863381,13,0.0004819319829463,1,1
CHEMBL3256,14,0.0005109515050671,0.000654392763388,0.0071533210709398,0.0078828828828828,14,0.0005109515050671,1,1
CHEMBL3276,12,0.0005445570260382,0.0006179740906595,0.0065346843124588,0.0067567567567567,12,0.0005445570260381,1,1
CHEMBL3311,15,0.0004906873260143,0.0006452481610376,0.0073603098902157,0.0084459459459459,15,0.0004906873260143,1,1
CHEMBL3351,14,0.0004222751992434,0.0005812390705556,0.0059118527894085,0.0078651685393258,14,0.0004222751992434,1,1
CHEMBL3371,7,0.0004506568414634,0.0005491911751487,0.0031545978902442,0.0039392234102419,7,0.0004506568414634,1,1
CHEMBL3373,16,0.0005068126516158,0.0006542111730366,0.008109002425853,0.009009009009009,16,0.0005068126516157,1,1
CHEMBL3379,8,0.0004135247209623,0.0005043894392236,0.0033081977676986,0.0044943820224719,8,0.0004135247209623,1,1
CHEMBL3409,14,0.0005797261554209,0.0013370010511974,0.0081161661758937,0.0078828828828828,14,0.0005797261554209,1,1
CHEMBL3419,7,0.0004361975861458,0.0005673045318414,0.0030533831030206,0.0039414414414414,7,0.0004361975861457,1,1
CHEMBL3421,17,0.0004447649200919,0.0005491911751487,0.0075610036415625,0.0095666854248733,17,0.0004447649200918,1,1
CHEMBL3429,13,0.0005253648938997,0.0006987055320974,0.0068297436206967,0.0073198198198198,13,0.0005253648938997,1,1
CHEMBL3438,19,0.0006042702862293,0.0008892580835507,0.0114811354383568,0.0106981981981981,19,0.0006042702862292,1,1
CHEMBL3473,8,0.0004392918787383,0.0005182265072725,0.0035143350299068,0.0045045045045045,8,0.0004392918787382,1,1
CHEMBL3474,6,0.000552315287725,0.0006389875419489,0.0033138917263503,0.0033651149747616,6,0.000552315287725,1,1
CHEMBL3475,21,0.0005307109665359,0.0009084021929416,0.0111449302972558,0.0118243243243243,21,0.0005307109665359,1,1
CHEMBL3477,8,0.000467548741873,0.0005491911751487,0.0037403899349845,0.0045045045045045,8,0.000467548741873,1,1
CHEMBL3478,11,0.000485232874239,0.0007265274502919,0.0053375616166293,0.0061902082160945,11,0.000485232874239,1,1
CHEMBL3510,1,0.0004790010121981,0.0004790010121981,0.0004790010121981,0.0005627462014631,1,0.0004790010121981,1,1
CHEMBL3514,3,0.0004613545706044,0.0005009456780062,0.0013840637118132,0.0016891891891891,3,0.0004613545706043,1,1
CHEMBL3568,9,0.00044019689429,0.0005673045318414,0.0039617720486105,0.0050675675675675,9,0.00044019689429,1,1
CHEMBL3572,9,0.0005275815119292,0.0006175026472933,0.0047482336073633,0.0050675675675675,9,0.0005275815119292,1,1
CHEMBL3582,17,0.000540637381721,0.0008241647399241,0.0091908354892571,0.009572072072072,17,0.0005406373817209,1,1
CHEMBL3595,11,0.0004837425453962,0.0005511075766126,0.0053211679993583,0.0061936936936936,11,0.0004837425453961,1,1
CHEMBL3610,56,0.0006061465153305,0.0010195644560664,0.0339442048585102,0.0315315315315315,56,0.0006061465153305,1,1
CHEMBL3636,7,0.0004687783990629,0.0005938015641085,0.0032814487934405,0.0039414414414414,7,0.0004687783990628,1,1
CHEMBL3650,47,0.0006178284624,0.0009666828260392,0.0290379377328018,0.0264639639639639,47,0.0006178284624,1,1
CHEMBL3708,31,0.0007196540427524,0.0013890700171119,0.0223092753253265,0.0174255199550309,31,0.0007196540427524,1,1
CHEMBL3710,6,0.0004587780555372,0.0005182265072725,0.0027526683332237,0.0033745781777277,6,0.0004587780555372,1,1
CHEMBL3721,17,0.0004142600958252,0.0005227224825863,0.0070424216290291,0.009572072072072,17,0.0004142600958252,1,1
CHEMBL3723,24,0.0006622307892007,0.0009988664770327,0.0158935389408172,0.0135135135135135,24,0.0006622307892006,1,1
CHEMBL3724,7,0.0004780671281903,0.0005938015641085,0.0033464698973322,0.0039392234102419,7,0.0004780671281902,1,1
CHEMBL3727,3,0.000478648453891,0.0004790010121981,0.001435945361673,0.0016891891891891,3,0.0004786484538909,1,1
CHEMBL3764,7,0.0004687783990629,0.0005938015641085,0.0032814487934405,0.0039414414414414,7,0.0004687783990628,1,1
CHEMBL3768,14,0.0005218639640378,0.0008203549520406,0.0073060954965294,0.0078828828828828,14,0.0005218639640377,1,1
CHEMBL3769,11,0.0004359975083503,0.0005606642790874,0.0047959725918538,0.0061902082160945,11,0.0004359975083503,1,1
CHEMBL3770,2,0.0003995955747363,0.0004585287332967,0.0007991911494726,0.0011248593925759,2,0.0003995955747363,1,1
CHEMBL3775,28,0.0005669288995633,0.0006836488128212,0.0158740091877743,0.0157657657657657,28,0.0005669288995633,1,1
CHEMBL3816,23,0.000491677762361,0.0007149739322423,0.0113085885343033,0.012870733072188,23,0.0004916777623609,1,1
CHEMBL3817,18,0.0005213086397594,0.0006447001485519,0.0093835555156705,0.0101351351351351,18,0.0005213086397594,1,1
CHEMBL3819,7,0.0004780671281903,0.0005938015641085,0.0033464698973322,0.0039392234102419,7,0.0004780671281902,1,1
CHEMBL3841,3,0.0004071233953548,0.0004793673557067,0.0012213701860645,0.0016891891891891,3,0.0004071233953548,1,1
CHEMBL3856,6,0.000654673688252,0.0013890700171119,0.003928042129512,0.0033764772087788,6,0.0006546736882519,1,1
CHEMBL3861,7,0.000827173206246,0.0013890700171119,0.0057902124437224,0.0039392234102419,7,0.000827173206246,1,1
CHEMBL3863,3,0.000425914906586,0.0005043894392236,0.0012777447197581,0.0016882386043894,3,0.000425914906586,1,1
CHEMBL3892,9,0.0005220452065089,0.0006867239251052,0.0046984068585805,0.0050647158131682,9,0.0005220452065088,1,1
CHEMBL3898,11,0.0004585529766708,0.000661988958186,0.0050440827433791,0.0061936936936936,11,0.0004585529766707,1,1
CHEMBL3911,6,0.0004807426459133,0.0005938015641085,0.0028844558754803,0.0033745781777277,6,0.0004807426459133,1,1
CHEMBL3913,11,0.0004814325894315,0.0006457535810975,0.0052957584837466,0.0061867266591676,11,0.0004814325894314,1,1
CHEMBL3958,9,0.0004298500151341,0.000501215185533,0.003868650136207,0.0050675675675675,9,0.000429850015134,1,1
CHEMBL3961,65,0.0006044928737093,0.0008962556447185,0.0392920367911073,0.0365990990990991,65,0.0006044928737092,1,1
CHEMBL3969,1,0.0004790010121981,0.0004790010121981,0.0004790010121981,0.0005627462014631,1,0.0004790010121981,1,1
CHEMBL3974,11,0.0004893639421357,0.0006394943644759,0.0053830033634927,0.0061902082160945,11,0.0004893639421356,1,1
CHEMBL4018,7,0.0004499516073119,0.0005182265072725,0.0031496612511838,0.0039414414414414,7,0.0004499516073119,1,1
CHEMBL402,10,0.0004754653896673,0.0005805528754101,0.0047546538966731,0.0056242969628796,10,0.0004754653896672,0,0
CHEMBL4068,9,0.0004813927809242,0.0007150087621687,0.004332535028318,0.0050675675675675,9,0.0004813927809241,1,1
CHEMBL4069,9,0.0004746038968615,0.0005491911751487,0.0042714350717543,0.0050675675675675,9,0.0004746038968615,1,1
CHEMBL4071,24,0.0005640675979397,0.0013890700171119,0.0135376223505533,0.0135059088351153,24,0.0005640675979396,1,1
CHEMBL4072,20,0.0005698171929947,0.0010350053919864,0.0113963438598944,0.0112549240292628,20,0.0005698171929946,1,1
CHEMBL4074,3,0.0004166023645587,0.0005009456780062,0.0012498070936762,0.0016891891891891,3,0.0004166023645587,1,1
CHEMBL4076,8,0.0004221923717138,0.0005340445333531,0.0033775389737105,0.0044969083754918,8,0.0004221923717138,1,1
CHEMBL4121,64,0.0005285346188583,0.0008839403125357,0.0338262156069339,0.036036036036036,64,0.0005285346188582,1,1
CHEMBL4142,38,0.0006121107129783,0.0009520920417482,0.0232602070931783,0.0213963963963963,38,0.0006121107129783,1,1
CHEMBL4237,37,0.0006376071913641,0.0009244098553747,0.0235914660804744,0.0208216094541361,37,0.0006376071913641,1,1
CHEMBL4271,6,0.0004481213519752,0.0004931057336792,0.0026887281118517,0.0033783783783783,6,0.0004481213519752,1,1
CHEMBL4273,17,0.0004906996903553,0.000571878677965,0.0083418947360408,0.009572072072072,17,0.0004906996903553,1,1
CHEMBL4305,2,0.0004432417256801,0.0004793673557067,0.0008864834513603,0.0011254924029262,2,0.0004432417256801,1,1
CHEMBL4306,5,0.0004061561503144,0.0004793673557067,0.0020307807515721,0.0028137310073157,5,0.0004061561503144,1,1
CHEMBL4315,10,0.0005343287052767,0.0007149739322423,0.0053432870527675,0.0056242969628796,10,0.0005343287052766,1,1
CHEMBL4330,13,0.0005000539065527,0.0005938015641085,0.0065007007851857,0.0073074761101742,13,0.0005000539065527,1,1
CHEMBL4425,17,0.0004447649200919,0.0005491911751487,0.0075610036415625,0.0095666854248733,17,0.0004447649200918,1,1
CHEMBL4429,7,0.0004687783990629,0.0005938015641085,0.0032814487934405,0.0039392234102419,7,0.0004687783990628,1,1
CHEMBL4467,5,0.0004759770347965,0.0005479474365246,0.0023798851739829,0.0028153153153153,5,0.0004759770347965,1,1
CHEMBL4469,5,0.0004319220882888,0.0004793673557067,0.0021596104414443,0.0028121484814398,5,0.0004319220882888,1,1
