drug,n_pathways_lumb,mean_pathway_score_lumb,max_pathway_score_lumb,sum_pathway_score_lumb
CHEMBL3040,15,0.0004778370551827566,0.0005767540095035033,0.0071675558277413485
CHEMBL3043,2,0.0006302719238228254,0.0007708574921230142,0.0012605438476456508
CHEMBL3076,4,0.0005574293447618904,0.0007708574921230142,0.0022297173790475616
CHEMBL3079,3,0.0004095672709549214,0.0004896863555226365,0.0012287018128647642
CHEMBL3080,3,0.0005330144740296729,0.0005758713305384232,0.0015990434220890188
CHEMBL3123,3,0.0005833728413647634,0.0006456290065713133,0.0017501185240942903
CHEMBL3125,5,0.0005931046180435596,0.0007172394571298001,0.002965523090217798
CHEMBL3126,6,0.0005930149428000426,0.0007346799395943,0.003558089656800255
CHEMBL3142,10,0.0006013863665445795,0.000927068130757775,0.006013863665445795
CHEMBL3143,22,0.0004595581953796725,0.0006945027120148333,0.010110280298352795
CHEMBL3155,8,0.0004696472231633822,0.0005444404172623459,0.0037571777853070577
CHEMBL3157,8,0.00047639486301042315,0.0006110699911817852,0.0038111589040833852
CHEMBL3164,48,0.0004545980094899979,0.0005598652762610857,0.0218207044555199
CHEMBL3167,6,0.0004374433955247137,0.0005292513098544906,0.0026246603731482823
CHEMBL3191,6,0.0004904395415066086,0.0006110699911817852,0.002942637249039652
CHEMBL3201,9,0.00046125659119154033,0.0005292513098544906,0.004151309320723863
CHEMBL3230,6,0.00046578889872917183,0.0005265310806402449,0.002794733392375031
CHEMBL3233,30,0.0004966714194566187,0.0011859745832475,0.01490014258369856
CHEMBL3240,10,0.0005443766796403778,0.0006290163317783,0.005443766796403778
CHEMBL3253,31,0.0005531004967831841,0.0007346799395943,0.017146115400278706
CHEMBL3254,13,0.0004885892942221805,0.0005895078388938288,0.006351660824888345
CHEMBL3256,14,0.0005149908596313536,0.00066745945981465,0.007209872034838951
CHEMBL3276,12,0.0005602464652922615,0.0006231696314845858,0.0067229575835071375
CHEMBL3311,15,0.0004919585962457996,0.0006290163317783,0.007379378943686995
CHEMBL3351,12,0.00045873365499328385,0.0006004995603472,0.0055048038599194065
CHEMBL3371,7,0.00045999478843372323,0.0005444404172623459,0.0032199635190360626
CHEMBL3373,16,0.0005134762644105787,0.0006620071675343593,0.00821562023056926
CHEMBL3379,8,0.0004249982266545474,0.0005292513098544906,0.003399985813236379
CHEMBL3409,14,0.0005941673586925692,0.0013951846487226,0.008318343021695969
CHEMBL3419,7,0.00043260145831881764,0.0005758713305384232,0.0030282102082317235
CHEMBL3421,17,0.0004549669389244701,0.0005503254614852356,0.007734437961715992
CHEMBL3429,13,0.0005303636931274917,0.0007133106491734572,0.006894728010657392
CHEMBL3438,19,0.0006167855544668635,0.00090972233633595,0.011718925534870406
CHEMBL3473,8,0.0004471916530896111,0.0005265310806402449,0.0035775332247168887
CHEMBL3474,6,0.0005689024267117104,0.0006561894395572667,0.0034134145602702625
CHEMBL3475,20,0.0005508718795914631,0.0009505587778377,0.011017437591829262
CHEMBL3477,8,0.00047996870601271823,0.0005503254614852356,0.003839749648101746
CHEMBL3478,11,0.0005342671472821579,0.0011207536784544,0.0058769386201037365
CHEMBL3510,1,0.0004896863555226365,0.0004896863555226365,0.0004896863555226365
CHEMBL3514,3,0.0004927187431516294,0.00055647278014005,0.001478156229454888
CHEMBL3568,9,0.00044701551141652186,0.0005758713305384232,0.004023139602748697
CHEMBL3572,9,0.0005283960257259446,0.0006127175113282501,0.004755564231533501
CHEMBL3582,17,0.0005545312520995413,0.0008740448693541651,0.009427031285692201
CHEMBL3595,11,0.0004738663735735258,0.0005610334726564,0.005212530109308784
CHEMBL3610,56,0.0006118894406549177,0.0010177475718468,0.03426580867667539
CHEMBL3636,7,0.000478284681366603,0.0006110699911817852,0.003347992769566221
CHEMBL3650,47,0.0006368017840536411,0.0009999943938902584,0.029929683850521135
CHEMBL3708,31,0.0007425728285673977,0.0013927375880275,0.023019757685589327
CHEMBL3710,6,0.00046578889872917183,0.0005265310806402449,0.002794733392375031
CHEMBL3721,17,0.000400655184451687,0.0005292513098544906,0.006811138135678679
CHEMBL3723,24,0.0006599996616504173,0.000989961013830225,0.015839991879610014
CHEMBL3724,7,0.00048654334050811664,0.0006110699911817852,0.0034058033835568163
CHEMBL3727,3,0.0004923511771787011,0.0004936835880067333,0.0014770535315361032
CHEMBL3764,7,0.000478284681366603,0.0006110699911817852,0.003347992769566221
CHEMBL3768,14,0.0005362926780927638,0.0008674914754998,0.007508097493298692
CHEMBL3769,11,0.00042954841415287684,0.0005491757597568884,0.004725032555681645
CHEMBL3770,2,0.0003958050403584017,0.0004493391549078533,0.0007916100807168033
CHEMBL3775,28,0.0005673752387336391,0.0006916021455252875,0.015886506684541897
CHEMBL3816,23,0.0004992130580899318,0.0006766291657644875,0.011481900336068432
CHEMBL3817,18,0.0005335878815019219,0.0006456290065713133,0.009604581867034594
CHEMBL3819,7,0.00048654334050811664,0.0006110699911817852,0.0034058033835568163
CHEMBL3841,3,0.0004031887163101146,0.0004786384692116582,0.0012095661489303438
CHEMBL3856,6,0.000662958059556021,0.0013902905273324,0.003977748357336126
CHEMBL3861,7,0.0008308642399928405,0.0013902905273324,0.005816049679949884
CHEMBL3863,2,0.0005094688326885636,0.0005292513098544906,0.0010189376653771272
CHEMBL3892,9,0.000523046256489803,0.0006756564833105282,0.004707416308408227
CHEMBL3898,11,0.0004511631170857644,0.00067369863848785,0.004962794287943408
CHEMBL3911,6,0.0004904395415066086,0.0006110699911817852,0.002942637249039652
CHEMBL3913,13,0.0004544041937849505,0.0006356243701749667,0.005907254519204356
CHEMBL3958,9,0.00043701003324381486,0.0005083924665701637,0.003933090299194334
CHEMBL3961,65,0.0006043075186187257,0.0009134402682043571,0.039279988710217165
CHEMBL3969,1,0.0004896863555226365,0.0004896863555226365,0.0004896863555226365
CHEMBL3974,11,0.0004974763279667955,0.00061736894321317,0.00547223960763475
CHEMBL4018,7,0.00045715555898594287,0.0005265310806402449,0.0032000889129016
CHEMBL402,11,0.0004687662076080521,0.000571151462992593,0.005156428283688573
CHEMBL4068,9,0.0004831536276168669,0.0007364852520839692,0.004348382648551802
CHEMBL4069,9,0.00048643140565145574,0.00055647278014005,0.004377882650863102
CHEMBL4071,24,0.0005706168092314111,0.0013902905273324,0.013694803421553867
CHEMBL4072,20,0.000574837589933645,0.001062711297679,0.0114967517986729
CHEMBL4074,3,0.000413996295517796,0.0005109867686159381,0.001241988886553388
CHEMBL4076,8,0.0004242867135055893,0.0005503254614852356,0.0033942937080447145
CHEMBL4121,64,0.0005327027476147996,0.00090016038491405,0.034092975847347176
CHEMBL4142,38,0.0006396528503139393,0.00099434150005935,0.024306808311929693
CHEMBL4237,37,0.0006310667572242203,0.00094633145979915,0.02334947001729615
CHEMBL4271,6,0.0004428534199843498,0.0004864046289194769,0.002657120519906099
CHEMBL4273,17,0.0005072115626629726,0.00072166858548245,0.008622596565270533
CHEMBL4305,2,0.000434802335208122,0.0004786384692116582,0.000869604670416244
CHEMBL4306,5,0.00040621190706549906,0.0004786384692116582,0.0020310595353274954
CHEMBL4315,10,0.0005371504331697929,0.0006766291657644875,0.00537150433169793
CHEMBL4330,13,0.0005053953762552113,0.0006110699911817852,0.006570139891317746
CHEMBL4425,17,0.0004549669389244701,0.0005503254614852356,0.007734437961715992
CHEMBL4429,7,0.000478284681366603,0.0006110699911817852,0.003347992769566221
CHEMBL4467,5,0.0004760957483590891,0.0005549961824303478,0.0023804787417954455
CHEMBL4469,5,0.00043373630319890446,0.0004786384692116582,0.0021686815159945223
CHEMBL4478,2,0.00048252154906556756,0.0004864046289194769,0.0009650430981311351
CHEMBL4549,42,0.0005041918548643912,0.00077067873742555,0.021176057904304428
CHEMBL4550,5,0.0004189592926456714,0.0005292513098544906,0.002094796463228357
CHEMBL4551,14,0.0005478036478698383,0.0008817609696392,0.007669251070177737
CHEMBL4573,6,0.00044934861221609034,0.0005265310806402449,0.002696091673296542
CHEMBL4589,4,0.0003876383013148647,0.0004896863555226365,0.0015505532052594588
CHEMBL4605,2,0.0003958050403584017,0.0004493391549078533,0.0007916100807168033
CHEMBL4607,7,0.00045715555898594287,0.0005265310806402449,0.0032000889129016
CHEMBL4608,10,0.0004806265593887852,0.0005444404172623459,0.004806265593887852
CHEMBL4617,3,0.0006878239816296835,0.0008029280972434,0.0020634719448890506
CHEMBL4633,3,0.0004031887163101146,0.0004786384692116582,0.0012095661489303438
CHEMBL4708,2,0.0004616004993155151,0.0004901882717595802,0.0009232009986310302
CHEMBL4712,7,0.0005560413495286641,0.0007627669051261666,0.0038922894467006484
CHEMBL4714,6,0.0004904395415066086,0.0006110699911817852,0.002942637249039652
CHEMBL4715,7,0.0005090604132111935,0.0006561894395572667,0.003563422892478355
CHEMBL4716,4,0.0005185408918014508,0.0005444404172623459,0.002074163567205803
CHEMBL4744,17,0.00047556844285965525,0.00068357332947094,0.00808466352861414
CHEMBL4761,18,0.0004834233162412438,0.0005758713305384232,0.008701619692342389
CHEMBL4763,59,0.0005336962043650098,0.00098346610967062,0.03148807605753558
CHEMBL4770,3,0.0004230238862453035,0.0004786384692116582,0.0012690716587359105
CHEMBL4777,7,0.00045715555898594287,0.0005265310806402449,0.0032000889129016
CHEMBL4790,10,0.0006435615905174859,0.0013902905273324,0.006435615905174859
CHEMBL4794,3,0.0006267444645525211,0.0008492131230125499,0.0018802333936575632
CHEMBL4805,18,0.0005358012693527698,0.0007600670673291,0.009644422848349857
CHEMBL4808,3,0.0004878135630269442,0.0004983975909496976,0.0014634406890808326
CHEMBL4811,2,0.0004910704502006683,0.0004924545448787,0.0009821409004013367
CHEMBL4812,3,0.0003937582361180013,0.0005250877006656038,0.0011812747083540039
CHEMBL4813,10,0.00047432151999006846,0.0005292513098544906,0.004743215199900685
CHEMBL4815,7,0.000478284681366603,0.0006110699911817852,0.003347992769566221
CHEMBL4816,81,0.000577133277124278,0.00109811366121795,0.04674779544706652
CHEMBL4820,6,0.0004904395415066086,0.0006110699911817852,0.002942637249039652
CHEMBL4829,10,0.00045356303285174957,0.0006004995603472,0.004535630328517496
CHEMBL4832,12,0.000580616523721441,0.0008410515382945,0.006967398284657292
CHEMBL4833,3,0.0004095672709549214,0.0004896863555226365,0.0012287018128647642
CHEMBL4834,3,0.000558375701644798,0.0006561894395572667,0.0016751271049343939
CHEMBL4835,4,0.001029172237183659,0.0013902905273324,0.004116688948734636
CHEMBL4863,5,0.00044190734669567587,0.0005250877006656038,0.0022095367334783794
CHEMBL4865,14,0.0006023222882830935,0.0013902905273324,0.00843251203596331
CHEMBL4866,10,0.0005981095072673993,0.0013951846487226,0.005981095072673993
CHEMBL4867,7,0.0004981539523288568,0.0006110699911817852,0.003487077666301998
CHEMBL4868,3,0.000413996295517796,0.0005109867686159381,0.001241988886553388
CHEMBL4869,7,0.0005496472844834249,0.0007040228762591358,0.0038475309913839745
CHEMBL4872,3,0.00045611884477211715,0.0005468631479192,0.0013683565343163514
CHEMBL4873,4,0.00047207394688599023,0.0005491757597568884,0.001888295787543961
CHEMBL4876,9,0.000522227021195922,0.00063101187361274,0.004700043190763298
CHEMBL4878,12,0.0004377988830574638,0.0005292513098544906,0.005253586596689565
CHEMBL4880,5,0.0005640171279726614,0.0006730820851928499,0.0028200856398633073
CHEMBL4881,5,0.0005214812894084344,0.0007600670673291,0.002607406447042172
CHEMBL4883,6,0.0005322182577655806,0.0005758713305384232,0.0031933095465934832
CHEMBL4892,9,0.00044810744261998916,0.0006110699911817852,0.004032966983579902
CHEMBL4894,7,0.00045715555898594287,0.0005265310806402449,0.0032000889129016
CHEMBL4924,11,0.0005617363346610456,0.0007172394571298001,0.006179099681271501
CHEMBL4925,3,0.0004915318150933455,0.0004924545448787,0.0014745954452800366
CHEMBL4928,52,0.0004907530376271803,0.0006999305392248591,0.025519157956613372
CHEMBL4939,4,0.00047207394688599023,0.0005491757597568884,0.001888295787543961
CHEMBL4940,3,0.0009087994738007456,0.0013902905273324,0.0027263984214022366
CHEMBL4941,9,0.0005527893005521287,0.0007708574921230142,0.004975103704969158
CHEMBL4942,4,0.0004525560633891857,0.0005503254614852356,0.0018102242535567427
CHEMBL4945,3,0.0005664535770717492,0.0006086728991084674,0.0016993607312152477
CHEMBL4947,2,0.0006680539470349182,0.0008464215385472,0.0013361078940698364
CHEMBL4949,8,0.0007435516613243092,0.0013902905273324,0.0059484132905944734
CHEMBL4977,70,0.0006186239784661723,0.00085243478304075,0.043303678492632065
CHEMBL4983,9,0.0006531707224000351,0.0013951846487226,0.005878536501600316
CHEMBL4985,2,0.0004942072039573536,0.0004987280523920706,0.0009884144079147072
CHEMBL5100,2,0.0006302719238228254,0.0007708574921230142,0.0012605438476456508
CHEMBL5103,18,0.0006274813284141839,0.0007727461136472875,0.01129466391145531
CHEMBL5113,8,0.00045761911359962757,0.0006110699911817852,0.0036609529087970206
CHEMBL5135,6,0.00042965378054111585,0.0005468631479192,0.002577922683246695
CHEMBL5136,14,0.0005115582316949131,0.0006110699911817852,0.007161815243728784
CHEMBL5444,24,0.0005841454913090035,0.0006926805395962182,0.014019491791416082
