gene,log2FC,pvalue,FDR
PLAC2,2.761253493039008,1.1620765369985299e-25,1.5657497559573826e-24
EPCAM,1.7892096826790418,1.1784471590104533e-25,1.5866326653452131e-24
OSBPL1A,-1.6234175968894995,1.18995956576895e-25,1.6009485569617295e-24
GRAMD3,-1.3735280571930222,1.2862123377528457e-25,1.7278910098977898e-24
CACNB2,-1.7107544587984438,1.303080230959695e-25,1.7492602834925758e-24
LOC401093,-1.8702454784899043,1.3056383527727235e-25,1.7514027218512812e-24
PCDHB15,-1.526302232534806,1.3591995011198007e-25,1.8219078438058714e-24
HOXC13,2.5039201931518864,1.4579925542116743e-25,1.9528946625691766e-24
KIAA0087,-1.5652085664116395,1.477635238731621e-25,1.9777495772523306e-24
HAP1,-2.8230405493540704,1.5596559956864528e-25,2.0859969206084127e-24
GINS2,1.9071161419791816,1.5701534383336606e-25,2.098495083552689e-24
RGS22,-3.227386579706509,1.5943762044012047e-25,2.1293052126716895e-24
HMGA1,1.4081194531543968,1.6319813424952988e-25,2.177929353184892e-24
CELF2,-1.809030013796562,1.6896811009613455e-25,2.2532794930988552e-24
CDON,-1.937439445628998,1.7391201985223142e-25,2.3175113450733296e-24
LOC441869,-2.063733262260129,1.7668543601466558e-25,2.3527468849853382e-24
ESRP1,1.8297385676658724,1.7900715694224962e-25,2.381920524722054e-24
LRRC34,-1.5627195911200298,1.7943306574267237e-25,2.3858437514345255e-24
GALNTL1,-2.980435682929886,1.8445313624152311e-25,2.449015637494125e-24
MAZ,1.177854082528535,1.8985182824630987e-25,2.5188577474982347e-24
PKDCC,-2.205629762949953,1.9250363746790126e-25,2.552180417209182e-24
NAP1L5,-1.734969910949454,2.0039892703328758e-25,2.654921156322368e-24
PRRT1,-1.5361471466198413,2.0430166748079775e-25,2.704656911383972e-24
EFEMP1,-2.646669434340902,2.0745612417124554e-25,2.7444213868380687e-24
ATF3,-2.352243045277813,2.0880552644387096e-25,2.760266519867671e-24
LOC342346,-1.381678251599147,2.090813057705572e-25,2.761906392555481e-24
PTCHD3,-2.55526220995861,2.1787306442553676e-25,2.875956049121135e-24
ACADS,-2.09002474601781,2.322505192155612e-25,3.063518986435406e-24
GRIA2,-3.5028722689075615,2.356918547814031e-25,3.104413048180811e-24
ASAM,-2.2255031732095825,2.4604875008571243e-25,3.238485464794088e-24
LOC148709,2.3689775617709774,2.46506869472718e-25,3.2421709140259294e-24
RGNEF,-2.139539445628995,2.4674644553197073e-25,3.2429787350313813e-24
SACS,-1.6005899285087182,2.5062927489417435e-25,3.291633976117356e-24
CXCL10,3.312926451774742,2.5361864421174985e-25,3.3260952309700886e-24
TMEM213,-3.9024093565784526,2.5396997896583975e-25,3.32830491512972e-24
CKAP4,1.2061535306659987,2.5958903020713376e-25,3.399495767525508e-24
KCNT2,-1.859861005894894,2.6529187511075956e-25,3.471680807074878e-24
UCP1,-1.8390501066098084,2.6665983130712365e-25,3.4870753658646344e-24
LOC285830,-1.9693705756929654,2.6716153675195007e-25,3.491128107319273e-24
SGCE,-1.9700412140975807,2.7509204630627236e-25,3.5921811469964674e-24
NAV2,-2.2221902420669757,2.9057562865844647e-25,3.788931352771992e-24
RERG,-2.4456325348049663,2.9053696388458403e-25,3.788931352771992e-24
NXNL2,-2.4111125548726964,2.9096722815260447e-25,3.7913217280328265e-24
EPB41L2,-1.7069499686441763,2.9621468455986598e-25,3.854178629766433e-24
LPHN2,-1.683513257243197,3.0380282069877273e-25,3.9500876751284e-24
CDKL2,-2.8344614072494663,3.042785113751599e-25,3.9534487812719744e-24
LAMB3,-2.8524230026338913,3.2134289364950055e-25,4.172185943724579e-24
SALL4,2.415028069735356,3.3153209655498165e-25,4.2983466905914034e-24
BCAN,-2.4619710523015175,3.3149173811917986e-25,4.2983466905914034e-24
PM20D2,-2.363161118775867,3.3521078570115973e-25,4.342947994390185e-24
KLF6,-1.4097723817885388,3.3727473502240353e-25,4.36658037099062e-24
HHATL,-2.281697754922865,3.566506591951214e-25,4.61415206064591e-24
KIF24,1.463928358208956,3.593893459179023e-25,4.64628143731788e-24
MCC,-1.653080459049292,3.711104131028869e-25,4.794409403627999e-24
PHLDB1,-1.1919990216982317,3.7795534923003706e-25,4.879376753215861e-24
GNG2,-1.7073384422425697,3.785068200439867e-25,4.883033058299567e-24
SLC12A8,1.5082601153894393,3.823341700903602e-25,4.928915650251294e-24
MST1P2,-2.365569998745767,4.042086329166488e-25,5.203542959675926e-24
C13orf36,-2.3246441866298757,4.0724007578656497e-25,5.2388629678748004e-24
CATSPER2,-1.3160567289602403,4.191949694915466e-25,5.38884606614027e-24
C16orf86,-1.565045917471466,4.2227871792852985e-25,5.4246573764664986e-24
MMP28,-2.156415728082278,4.3162648183554045e-25,5.540829935720975e-24
RGL1,-1.377579041765964,4.3538283430415665e-25,5.585111862465513e-24
C20orf132,-1.85463262260128,4.465461131763331e-25,5.7242809141892906e-24
IL21R,2.612352527279568,4.717192195644313e-25,6.042719882991796e-24
SLC4A5,1.24178902546093,4.731940955623772e-25,6.0573502964289395e-24
AIM1L,2.9557330741251726,4.783793418611074e-25,6.1194231622612354e-24
HIST1H4H,3.408655612692841,4.818742431138867e-25,6.159801156883483e-24
MBLAC2,-1.1718111125047033,4.848807173990999e-25,6.193883297414607e-24
SV2B,-2.6717875956352684,4.90588433302334e-25,6.262399194531827e-24
DARS2,1.0753302897278285,5.057910640914701e-25,6.451937448953771e-24
C15orf51,-1.832902972532296,5.078375343977087e-25,6.473506049468831e-24
SLC16A12,-3.0388606672519756,5.1346041277387885e-25,6.540601745082516e-24
TINAGL1,-2.3182537438856166,5.146206480846018e-25,6.550796962995809e-24
AKAP2,-1.669458096074253,5.287487477108128e-25,6.725935328148096e-24
ABCA5,-2.318651273046534,5.716283985517719e-25,7.266307080194067e-24
SEPT10,-1.215694744763578,6.045417416012615e-25,7.673970238750183e-24
C6orf115,1.7241952464567945,6.340887436221234e-25,8.043426759688859e-24
PLCZ1,-1.0274901542706636,6.3533248134954305e-25,8.053591335658588e-24
EFNB1,-1.1978320205694235,6.396425083036499e-25,8.102583562039902e-24
LRP6,-1.2190266775366876,6.4237882655330125e-25,8.131586773122213e-24
SLC14A2,-2.790674940423931,6.512327427270986e-25,8.237935799764681e-24
CRB1,-1.8467032484635646,6.60661912553923e-25,8.351408884874348e-24
ENTPD7,1.3177954471340794,6.659078173233008e-25,8.411880637568387e-24
ICAM5,-2.264390028847359,6.677757686099767e-25,8.429627126218727e-24
XPNPEP2,-2.8607244450018805,6.795638282908844e-25,8.572488126388752e-24
TEF,-1.4848882352941182,6.905916370211877e-25,8.705567568349501e-24
KIAA1199,3.4695400852878464,6.9263582901245625e-25,8.725294114542381e-24
TMEM91,-1.3560348049667619,7.28298363839e-25,9.161862554914525e-24
SNRPB,1.0406942305280342,7.382718358289856e-25,9.280913140604299e-24
C6,-3.8717008277938043,7.839619847672867e-25,9.848488618853638e-24
FGFBP2,-3.3241078891258,7.885133363972036e-25,9.898833284440206e-24
STC2,-3.0504229022952476,7.968695022619809e-25,9.996840489093618e-24
SDS,2.4958524269409246,8.001903808296404e-25,1.0031587811461395e-23
LRCH2,-1.6783948074752297,8.057633039517178e-25,1.0094500634434356e-23
NXNL1,-1.4609516994857645,8.516736749181947e-25,1.0654993748821922e-23
NR4A1,-2.4688473974664493,8.904435767738371e-25,1.1132379414844888e-23
C11orf82,1.6196929888373255,9.0616339020041e-25,1.1321133968303407e-23
DAAM2,-1.7211031606672549,9.090157388969089e-25,1.134898044934186e-23
CREB5,-2.1203052426940934,9.262953654504151e-25,1.154887297074925e-23
DZIP1L,-1.7006205192524764,9.306039390659294e-25,1.1586719222173128e-23
WSCD1,-2.2383667628245325,9.361553914667795e-25,1.1647871900799581e-23
SVIL,-1.2386363351310639,9.610410430329132e-25,1.1949337504322487e-23
ACTA2,-1.8991727455161165,9.67513559501328e-25,1.2021603633858479e-23
SYT8,-3.965492186128182,9.720062175262969e-25,1.2060960584615666e-23
TUBB3,3.072452263890634,9.956820454305961e-25,1.2346321711834565e-23
TSHZ1,-1.1141007274551598,9.978191258370996e-25,1.236439860286775e-23
C21orf62,-1.4303625862285216,1.0003507738118817e-24,1.2387336827005226e-23
DOPEY2,1.630944989339019,1.013621128241616e-24,1.2543130793597644e-23
AKT3,-1.4707634641916485,1.0170092285977114e-24,1.257650746478542e-23
UBE2Q2P1,-1.946568230277184,1.0305548957410003e-24,1.2735363725168655e-23
SLC22A3,-2.8303218738241585,1.0385279583532367e-24,1.2825186177682474e-23
HRNR,-2.426007023705006,1.101796584124049e-24,1.3597290319193265e-23
CDC14C,-1.5445176846858146,1.105495418483089e-24,1.3633694513988936e-23
DNAH9,-2.6218043145616448,1.125989548097901e-24,1.3877039772529515e-23
MB,2.185738617835195,1.1324724485315932e-24,1.3947493897578205e-23
CD80,2.1558999122036875,1.1383084090884857e-24,1.4009890446678636e-23
TUBB6,-1.2840360968267905,1.1549052350106647e-24,1.420455404925617e-23
GABARAPL1,-1.2706410259626235,1.1724202990155799e-24,1.4410240852789063e-23
ADRA2A,-2.3078546343910693,1.1848715788816766e-24,1.4543639481040566e-23
PGCP,-1.5119641665621497,1.1843029416823211e-24,1.4543639481040566e-23
DLEC1,-1.9870725322965002,1.2085926210157084e-24,1.481482254568952e-23
SYNE1,-1.675924783644799,1.2104206399751213e-24,1.4827245564917317e-23
PPP4R4,-3.423775843471718,1.2193426682101551e-24,1.4926492662696338e-23
APH1B,-1.2322262510974529,1.2325832597032123e-24,1.5078436207242993e-23
OLR1,2.1830278314310823,1.2522268839165876e-24,1.530845263125161e-23
MCAM,-1.6761669258748295,1.262214231648654e-24,1.5420191717248623e-23
NAB1,-1.2619897152891024,1.2925600115004763e-24,1.578032856428113e-23
SRXN1,1.2112864668255376,1.3291762073730077e-24,1.621648425121371e-23
TRIM66,-1.291314498933902,1.330757341969519e-24,1.6224900131193003e-23
ZNF157,-1.4010255612692841,1.3698565855712396e-24,1.6679263830871757e-23
FAM13A,-1.834517772482128,1.4607043554034398e-24,1.7761657569411365e-23
PTPRM,-1.4613107487771266,1.4833154597564256e-24,1.8024560289683721e-23
CHPT1,-1.5082303649818112,1.5190658444828396e-24,1.8444755133572027e-23
C1QTNF6,1.68890649692713,1.5452580634442628e-24,1.873972853356157e-23
NIPSNAP1,1.1033916969772974,1.6028213952648952e-24,1.9424872075903387e-23
C8orf46,-2.2648486767841454,1.6119431168595294e-24,1.952242219307652e-23
A2M,-1.5259936535808354,1.6162413484754845e-24,1.956146360791173e-23
SOBP,-2.092803863037754,1.6699888117166122e-24,2.019854241839036e-23
CFI,-1.6536007399974944,1.7377538690675515e-24,2.1004205629904807e-23
RUSC1,1.3574294243070337,1.807218185356007e-24,2.1814849222835145e-23
DLG3,1.3132126802959991,1.8238877713589994e-24,2.1986906690097923e-23
BRCA2,1.7655150633387695,1.9206619199824336e-24,2.3138192540992878e-23
SLC37A1,1.500237024959235,1.9247347624436528e-24,2.3171922540186382e-23
GPBAR1,-2.2122937288348177,1.931198974689395e-24,2.3234378675658335e-23
AK3,-1.0630149253731282,1.9771793522816382e-24,2.3771859808178773e-23
LOC349196,-1.8230542832058199,1.993333294620128e-24,2.3950261361036426e-23
BCL6,-1.3067900163050314,2.0067074425308714e-24,2.4095049852499638e-23
MATN2,-3.218578514988087,2.0188400344960806e-24,2.4224749603119417e-23
ADAM19,1.794149943559514,2.0336999936641694e-24,2.4386983520862238e-23
DPT,-2.6366933274802467,2.134946635980691e-24,2.5584222261195867e-23
RGS6,-3.251939721560264,2.2518430417892276e-24,2.6949571919585344e-23
P4HA3,2.486263965884862,2.2629241300542984e-24,2.7064394178303804e-23
NKAIN2,-2.0553198795936285,2.279619546724873e-24,2.72461684891877e-23
IRS1,-2.44079035494795,2.288447740006481e-24,2.7333736359145654e-23
ACSL4,-1.388537162924873,2.2976719664256456e-24,2.7425916593341656e-23
ARHGAP24,-1.259301944061204,2.3026831517878854e-24,2.746772045346978e-23
MEIS3P1,-1.3590628245327965,2.3351992051869725e-24,2.783734848200292e-23
ASPRV1,-1.3601185626489416,2.42405471516515e-24,2.887766229067488e-23
VWCE,-2.0943462811990474,2.4475253731453976e-24,2.913819775498082e-23
CXCL5,-2.8268259877085145,2.4580747167304555e-24,2.924466278996371e-23
ITIH2,-3.5583829298883742,2.4745705693332222e-24,2.9421690446487684e-23
POLR3K,1.0510305531167692,2.5544712899183472e-24,3.035185436709117e-23
KIAA1109,-1.2731225009406764,2.603100814020796e-24,3.0909487356569174e-23
KIAA1239,-2.833465031982943,2.6081413604820634e-24,3.0949150707206646e-23
INPP1,-1.5814582716668752,2.6202998110218e-24,3.1073170983732785e-23
KCNA1,-2.6929066223504323,2.7014977791080975e-24,3.2015210985094205e-23
ARHGAP31,-1.2515632509720263,2.7889959314169625e-24,3.3030639518271286e-23
LHCGR,-2.569875529913458,2.791084969465997e-24,3.303388797086447e-23
DNMT3B,2.0418997993227164,2.8142597188603e-24,3.3286529995070853e-23
LCA5,-1.5663808478615309,2.823800346079986e-24,3.3377686817983105e-23
PPP1R15A,-1.372371039759189,2.8335325779865922e-24,3.3470988654827994e-23
MYOM3,-1.8854120030101593,2.8940298880291227e-24,3.4119187857379614e-23
HOXC10,2.6051217233161923,2.8967969656490244e-24,3.4129705608873265e-23
ADRBK2,-1.5961652828295474,2.9517965675731012e-24,3.473274267584561e-23
PLAC1,2.9643875830929387,3.005694232420487e-24,3.5344090512112484e-23
SHMT2,1.2488560391320718,3.1223000923894092e-24,3.6691561382675545e-23
SOSTDC1,-4.896328383293617,3.1583986542913252e-24,3.709182626068709e-23
KCNC2,-3.6778100589489524,3.1652161560713973e-24,3.714792371951492e-23
LSR,1.517668142480872,3.2243596894267786e-24,3.78176671563374e-23
C3orf18,-1.4511544462561137,3.2415637718430034e-24,3.799496802244571e-23
LBXCOR1,-1.327301567791296,3.318117820357653e-24,3.884224995753721e-23
KLHL31,-2.7613069986203422,3.334650631815085e-24,3.901069759057197e-23
NOV,-1.9899139721560255,3.503034694978874e-24,4.095423285337216e-23
RHOXF1,-1.9889894644424935,3.6855397145143585e-24,4.3060256369258575e-23
TMTC1,-2.9037555248965266,3.813543276981309e-24,4.4527215055093495e-23
SCT,2.4191956101843726,3.892844894283492e-24,4.542401000682206e-23
PLCXD3,-3.7527242568669243,4.1743162258208595e-24,4.8614893319652664e-23
ACAD11,-1.2074128308039622,4.2076743956422504e-24,4.897205692063675e-23
RCAN1,-1.9345266273673616,4.292125160876846e-24,4.992303789357267e-23
CNTNAP2,4.5987860780133,4.319654335879074e-24,5.021115445466589e-23
ZDHHC12,1.1847930640913074,4.415765708051926e-24,5.1295585950012255e-23
FCGBP,-2.673732472093314,4.520898044700142e-24,5.2483359124793807e-23
FAM95B1,-2.3815697478991598,4.698703921186512e-24,5.451275173827794e-23
KIAA0408,-4.460901843722564,4.736406824318824e-24,5.491516778539844e-23
LRP4,-2.0217604665746896,4.871197229064076e-24,5.644201346954384e-23
GOLGA6L10,-1.4144223378903797,4.943211225355279e-24,5.723999614194793e-23
ANKRD22,2.123385375642794,5.0076282302985825e-24,5.794905065233637e-23
TRAIP,1.1872049918474845,5.087177356524437e-24,5.883220420636235e-23
TPRN,1.5766056816756562,5.1709556886539105e-24,5.976311517496327e-23
C17orf103,-1.4868459550984596,5.2994839386651016e-24,6.12097120149244e-23
DARC,-4.51054329612442,5.5355449406362274e-24,6.385521201166111e-23
TMEM63C,2.3263497303398974,5.852031774437621e-24,6.746328967073339e-23
HCG11,-1.3812899535933774,5.962458630390445e-24,6.869280661328941e-23
NEURL2,-1.1631325473472982,5.985170252721423e-24,6.891085016463508e-23
HAND2,-1.6380085287846482,6.0007484286912026e-24,6.904653833594562e-23
EPHA4,-1.6400158911325722,6.0716784994327585e-24,6.981854941577669e-23
WDR27,-1.5354954345917466,6.197953743435058e-24,7.122560100489164e-23
PDXDC1,1.0313923617208047,6.23041957526547e-24,7.155351894546205e-23
AKAP6,-2.482482854634391,6.4720220302951225e-24,7.428134742589036e-23
HABP4,-1.1957051674401127,6.5830211167139855e-24,7.546015956394501e-23
BMP6,-2.3664324093816633,6.643493929273786e-24,7.610542479205205e-23
RNASE4,-1.6845653329988703,6.686819782306753e-24,7.650545600083584e-23
CYP3A4,-1.5354202809482007,6.87119689187232e-24,7.856557601931647e-23
GRM4,3.3163547598143737,6.880890290048318e-24,7.862702193957912e-23
ALDOA,1.3422720055186286,6.969328069508307e-24,7.958762788535742e-23
CTTNBP2,-2.66743020193152,7.655120068609404e-24,8.728902030883269e-23
SGCA,-1.9763965006898283,7.726653844387478e-24,8.801519394830117e-23
CDH22,-2.1904616706384052,7.89099524213455e-24,8.97748664953595e-23
C17orf91,-1.3117635645302874,7.887471632427246e-24,8.97748664953595e-23
ZBTB16,-4.656395986454283,7.926816214905308e-24,9.012606843218072e-23
F11R,1.0158460178101105,7.97114186253713e-24,9.057346774267376e-23
PIWIL4,-1.8042268405869821,8.195260053387716e-24,9.306195804854435e-23
NCRNA00182,-1.1409422676533296,8.424624533797761e-24,9.554731488393811e-23
GLT25D2,-2.3686249090681053,8.456623724109377e-24,9.585051161267933e-23
SLCO1C1,-1.7642489276307542,8.61990794321413e-24,9.757971659846194e-23
ITIH3,-2.1265287470211973,8.814900723523516e-24,9.966312911198668e-23
PARK2,-2.292530352439484,8.999424099970454e-24,1.0168623022455753e-22
SH3BP5,-1.3805632384297013,9.082539048915632e-24,1.0256169870186802e-22
PPP1R14B,1.4919031481249245,9.444137997358413e-24,1.0657882452939565e-22
PELI1,-1.3521838956478103,9.804948474062933e-24,1.1058207997110752e-22
SLC39A11,1.4260760316066747,9.8453321040897e-24,1.1096878036578626e-22
SGK1,-1.4782792299009095,1.0049742926312509e-23,1.1320264262850655e-22
OLFML2A,-1.467889326476861,1.0174208188307074e-23,1.1453377343955083e-22
MEG3,-2.0075382415652845,1.032830429338724e-23,1.1619661498920144e-22
RAG1,-1.591592499686441,1.0480102873649727e-23,1.178315704811896e-22
APOLD1,-1.9370557130314818,1.0861539239526553e-23,1.2189432723619102e-22
LTBP2,-1.4699029474476344,1.09201326283014e-23,1.2247638584902674e-22
CHST9,-4.277672018060955,1.1010039739370992e-23,1.2336383863438714e-22
TBC1D4,-1.4337804715916196,1.1152883638474863e-23,1.247793121519102e-22
GNRH1,-1.661002345415779,1.1379728874329909e-23,1.2723906922569245e-22
ANKRD35,-2.7370830803963377,1.1618111410268354e-23,1.2982472805470525e-22
PZP,-1.4603903925749404,1.1684780407231667e-23,1.3048960598333622e-22
BGN,1.9283509720306018,1.1846776891876832e-23,1.322175841586965e-22
SNRPE,1.0513385676658693,1.2044916229506779e-23,1.3418213593984816e-22
HEY2,-2.1222074250595755,1.2070069444834045e-23,1.3429796705642672e-22
C3orf50,-1.0961651197792552,1.2275959124951894e-23,1.3650536588362818e-22
TMSB10,1.4220150507964373,1.2499904754844541e-23,1.388259708678677e-22
CELF6,-1.6919667001128813,1.2936874865141087e-23,1.4359142266473365e-22
JAG2,-1.2504938668004488,1.295880154126701e-23,1.4374714470181803e-22
ZNF296,1.993140160541829,1.3094212978766507e-23,1.4516075447776292e-22
PNP,1.3883140599523411,1.3375916642210272e-23,1.4810329114242919e-22
PGP,1.0958648062209964,1.4346084030864043e-23,1.587487949020171e-22
RND1,2.141065245202557,1.4583038074181194e-23,1.611748889279419e-22
ICAM2,-1.5488692336636136,1.5018577334661152e-23,1.658878417614302e-22
C7,-4.820610259626239,1.51676000167237e-23,1.6743227598812704e-22
GSPT2,-2.0912683180734977,1.5486126154033985e-23,1.7074134123675384e-22
DYNC1I1,-2.135726238555124,1.5580176341720347e-23,1.7167430384281807e-22
CCR8,2.7454265646557117,1.605239603279591e-23,1.7666370313481498e-22
HRC,-2.0423507964379772,1.610185568141774e-23,1.7710095405972636e-22
MYH1,-2.7423698106108114,1.6674800033620623e-23,1.8329189916183348e-22
ZNF677,-2.006233613445378,1.7167239882379643e-23,1.884772422068496e-22
LOC84856,-2.164971579079392,1.7209945730404287e-23,1.8883221346024667e-22
MAS1L,-1.308372231280572,1.737101736262579e-23,1.9037003555200319e-22
ST5,-1.1781893891885087,1.894781247240071e-23,2.0740049935965732e-22
FAM66A,-1.4079032359212342,1.9225327453278947e-23,2.1031168006732972e-22
SLC39A7,1.0643858522513518,1.9851641630579924e-23,2.1703269225312093e-22
KRT8,1.8507489025460941,2.0005362359710445e-23,2.1858199942005356e-22
LUZP2,-3.203293440361218,2.0820449899783972e-23,2.273513194515703e-22
ETV3L,-1.7824471340775117,2.0869916374139715e-23,2.277548487760583e-22
RBM24,-3.034762937413771,2.1200716658007946e-23,2.312262704168476e-22
SHF,-1.5551854759814363,2.1333732545800231e-23,2.325376847492225e-22
GLRA3,-3.6749217484008523,2.1661980623004302e-23,2.359742868225896e-22
GNPNAT1,1.1568683180734975,2.227340304118657e-23,2.4248968633894683e-22
DCDC2,-4.375473033989714,2.2828855555715855e-23,2.482399388773571e-22
RFX6,-2.5593773109243703,2.364692270550116e-23,2.5698205015417174e-22
FERMT1,-3.3303267904176597,2.3742675327743034e-23,2.5782364258558217e-22
DAPK2,-1.7434767339771726,2.4272303947074253e-23,2.6330676325899444e-22
LOC400804,-1.189405882352941,2.48580583064382e-23,2.693400210429134e-22
RUNDC3B,-2.1059547096450517,2.5121968202825982e-23,2.7203758905177955e-22
METTL7A,-1.7025270914335895,2.549687237365325e-23,2.7593315565850777e-22
ALDH3A1,-3.4877455035745637,2.5838858057137962e-23,2.794680530089616e-22
JAZF1,-1.0592297378652997,2.66366711268318e-23,2.8792596468035584e-22
B4GALT6,-1.8326153518123673,2.8731276594376296e-23,3.103830432328972e-22
TUB,-2.0191056064216744,2.937608755810452e-23,3.1716068909856265e-22
CHAF1B,1.4124084786153288,3.0354512967582527e-23,3.2753005308174555e-22
ANGPTL5,-2.3821979179731594,3.1692883936629006e-23,3.417687004137783e-22
RCC2,1.0062547723567068,3.225978728119478e-23,3.4747035969206425e-22
ALDH1A1,-2.3751858773360084,3.332404362478291e-23,3.587212099952237e-22
RHBDD3,1.2208073498055958,3.364953033271032e-23,3.6179704704449264e-22
APBB1,-1.512108879969901,3.531707331491049e-23,3.7927828056124813e-22
FLJ36777,-1.6683116141979173,3.584278335035797e-23,3.8424392539844883e-22
CACNA1G,-2.4571621472469594,3.594232831684308e-23,3.850842862575013e-22
OGFRL1,-1.4075411012166086,3.694801478610183e-23,3.9562630185377153e-22
ZDBF2,-2.1398790292236285,3.7885431244524105e-23,4.054253409430172e-22
PROCR,-1.2441165558760812,3.8298899009194325e-23,4.093686780178299e-22
DNMT3A,1.07312749278816,3.835934781557651e-23,4.0977418326698314e-22
PLEKHH2,-2.332401329487018,4.00638795845439e-23,4.274811254850251e-22
PDSS1,1.149320531794805,4.038476284341671e-23,4.30652512032053e-22
MRGPRX2,-1.6656372381788538,4.130900836557122e-23,4.402505148000544e-22
ST6GALNAC6,-1.1750570676031575,4.283185540375428e-23,4.562131444789579e-22
KRT5,-5.595372595008156,4.390878160765389e-23,4.674102640959788e-22
C17orf51,-1.3471661607926757,4.483824811759471e-23,4.770254999909857e-22
ARC,-2.913946268656717,4.48837057278476e-23,4.772301958901927e-22
EPAS1,-1.4431928884986824,4.5102154730878605e-23,4.789933037142259e-22
KATNAL1,-1.2017941678163817,4.595284161431311e-23,4.87743192947721e-22
MAST4,-1.5379948074752257,4.6814754118270543e-23,4.963127368752934e-22
FIGN,-2.512912780634644,4.747818703948599e-23,5.030532239113874e-22
NEK10,-3.724711037250721,4.8301243100945047e-23,5.11476165309193e-22
LRFN2,2.6406384798695592,4.8491819880213075e-23,5.131956960927433e-22
PCDH9,-3.04258461056064,4.899453451863157e-23,5.179137699434672e-22
GEFT,-1.5108256365232657,5.072890885032709e-23,5.356254801638655e-22
XIRP1,3.055489953593378,5.2733374252182046e-23,5.564670211666491e-22
RPS6KB2,1.2038213094192898,5.398160218406113e-23,5.693088670663179e-22
EZR,1.156866223504327,5.571253875105972e-23,5.871047395792429e-22
OR2A9P,-1.2226621974162803,5.573350491638366e-23,5.871047395792429e-22
GRM8,2.0112477862786906,5.617508866651721e-23,5.914141925949177e-22
TRIM29,-2.7679468832309038,5.739054350634467e-23,6.03512457218944e-22
LOC285205,-1.2023642418161296,6.098473912161613e-23,6.4056849753651385e-22
TIMM17B,1.0865391696977316,6.121901062074357e-23,6.426583911934228e-22
ZNF662,-2.3636231029725314,6.176634341497984e-23,6.480304029872496e-22
RND3,-1.5962494042393054,6.183119649777733e-23,6.483371370098162e-22
DGAT2,-2.7406911325724312,6.332849913245813e-23,6.636549624111316e-22
SLCO3A1,-1.3882892386805459,6.338060218223439e-23,6.6381881560599115e-22
HRASLS5,-4.545439244951711,6.442979727244092e-23,6.744195513227383e-22
TYMS,1.7367224382290232,6.448267256647805e-23,6.745851084641379e-22
SLC6A15,-2.829012880973285,6.463168160290069e-23,6.757556003547393e-22
CYGB,-1.567226012793177,6.53157104129241e-23,6.821238534976807e-22
GPR182,-1.7092419039257498,6.635364494187795e-23,6.92566169080851e-22
SLC16A3,2.2153460428947698,6.724634063308451e-23,7.014814547530299e-22
PDE1A,-1.606300564404866,6.842848478245365e-23,7.134041858505177e-22
IL4I1,2.2496578452276426,6.857117024110759e-23,7.144825483107506e-22
WBP2NL,-1.796376696350182,6.892581775816554e-23,7.173565812760935e-22
FLJ43663,-1.489290129186002,6.890574312276504e-23,7.173565812760935e-22
ARHGAP36,-4.125869785526151,6.970024204457286e-23,7.25002003392777e-22
RELT,1.417000664743509,7.01141343455244e-23,7.288906838901089e-22
KLK8,-3.886677097704753,7.042572299092259e-23,7.317120066231529e-22
ETS2,-1.2391443245955092,7.219482913717358e-23,7.492374428642935e-22
ANO4,-1.731541088674276,7.322716841914971e-23,7.595180323269415e-22
SLIT3,-2.05381498808479,7.588356480989522e-23,7.866221698374274e-22
NFIX,-1.8478350808980277,7.733105610560642e-23,8.011708675528479e-22
MYL9,-1.6759678414649404,7.746950587276634e-23,8.021487004561807e-22
STX1A,1.7002524394832559,7.887413304550043e-23,8.162284501576148e-22
ZBTB20,-1.9662411263012665,7.905910566664934e-23,8.176777843466011e-22
TMEM90A,-1.374665044525272,8.000423538079305e-23,8.262311479193693e-22
PODXL,-1.0349759061833712,7.994197694383161e-23,8.262311479193693e-22
NRN1,-2.2259052552364222,8.002227730494139e-23,8.262311479193693e-22
FGFR4,3.560753718800952,8.032549750060841e-23,8.284221138830452e-22
FAM7A3,-1.5858077511601663,8.069060715349687e-23,8.317163771319952e-22
SOCS2,-2.3008489276307555,8.077239230916215e-23,8.320882044163434e-22
KIF17,-1.5560625235168692,8.180509773798274e-23,8.422501097989253e-22
OLFM4,-5.226693515615201,8.194768469171149e-23,8.432412122347225e-22
PECAM1,-1.3001670011288091,8.319723652294541e-23,8.556154217102685e-22
CCL28,-3.2154842092060694,8.366238602692606e-23,8.59913276594091e-22
RNPC3,-1.0035212341653068,8.426571112175361e-23,8.656256995199104e-22
ZNF385D,-2.2377160667251985,8.59442966482365e-23,8.823711403766775e-22
JAG1,-1.0250132823278584,8.620980363196109e-23,8.845981147196098e-22
FLNC,-2.0249922112128456,8.627084117508038e-23,8.847257024845004e-22
PCGF5,-1.053206747773734,9.100366292646967e-23,9.327363041951166e-22
MIF,1.6168107864041144,9.173757265731539e-23,9.39200807132234e-22
B4GALT3,1.1046654709645072,9.74201890751251e-23,9.956988780092656e-22
REEP4,1.206376269910952,9.757603067498682e-23,9.967320350038076e-22
GPC3,-3.3907271917722284,9.918572452771155e-23,1.0126066985854926e-21
RBPMS,-1.4317498557632007,1.0226433690540888e-22,1.0434516393997521e-21
CHAC2,1.3102884108867423,1.0334313958078482e-22,1.0532783705425679e-21
