drug,n_pathways_lumb,mean_pathway_score_lumb,max_pathway_score_lumb,sum_pathway_score_lumb,lumb_pathway_overlap_jaccard,n_shared_pathways_lumb,lumb_pathway_enrichment_similarity,n_families_lumb,n_targets_with_family_lumb
CHEMBL2185,34,0.0005437065800872,0.0006420723211867,0.0184860237229663,0.0193291642978965,34,0.6551648953688015,1.0,1.0
CHEMBL219,7,0.0004483841766129,0.0005265310806402,0.0031386892362908,0.0039772727272727,7,0.1112385787179815,1.0,1.0
CHEMBL2193,8,0.0004942167874677,0.0005758713305384,0.0039537342997419,0.0045377197958026,8,0.1401246670255198,1.0,1.0
CHEMBL2194,5,0.0003995634035509,0.0004896863555226,0.0019978170177547,0.002840909090909,5,0.0708048197394236,1.0,1.0
CHEMBL220,8,0.000514790804065,0.0006561894395572,0.0041183264325204,0.0045402951191827,8,0.1459579921941045,1.0,1.0
CHEMBL2200,6,0.0004974296999549,0.0005938558018213,0.0029845781997296,0.0034090909090909,6,0.1057767150605037,1.0,1.0
CHEMBL2202,7,0.0004341636708459,0.0005083924665701,0.0030391456959218,0.0039682539682539,7,0.1077106467955811,1.0,1.0
CHEMBL2206,6,0.0005130165804384,0.0007151840405406,0.0030780994826306,0.0034090909090909,6,0.1090912115928475,,
CHEMBL221,7,0.0004146827193012,0.0005292513098544,0.0029027790351084,0.0039772727272727,7,0.1028776632182303,1.0,1.0
CHEMBL222,4,0.0005276961032538,0.0008107818657282,0.0021107844130152,0.0022701475595913,4,0.0748085077582767,1.0,1.0
CHEMBL223,9,0.0004481074426199,0.0006110699911817,0.0040329669835799,0.0051165434906196,9,0.1429327599823605,1.0,1.0
CHEMBL224,7,0.0004695132989936,0.0006110699911817,0.0032865930929555,0.0039772727272727,7,0.1164804531323223,1.0,1.0
CHEMBL2249,5,0.0004132160719042,0.0005088278621382,0.002066080359521,0.0028425241614553,5,0.0732241472181763,,
CHEMBL225,7,0.0004695132989936,0.0006110699911817,0.0032865930929555,0.0039772727272727,7,0.1164804531323223,1.0,1.0
CHEMBL226,6,0.0004657888987291,0.0005265310806402,0.002794733392375,0.0034071550255536,6,0.0990484074909131,1.0,1.0
CHEMBL227,11,0.0005169971622576,0.0006290163317783,0.0056869687848345,0.0062535531552018,11,0.2015523924841056,1.0,1.0
CHEMBL228,4,0.0004391632947119,0.0004864046289194,0.0017566531788479,0.0022701475595913,4,0.0622577095738179,1.0,1.0
CHEMBL229,9,0.0004481074426199,0.0006110699911817,0.0040329669835799,0.0051165434906196,9,0.1429327599823605,1.0,1.0
CHEMBL230,17,0.0004080182111558,0.0005895078388938,0.0069363095896493,0.0096645821489482,17,0.245830396771722,1.0,1.0
CHEMBL231,7,0.0004695132989936,0.0006110699911817,0.0032865930929555,0.0039772727272727,7,0.1164804531323223,1.0,1.0
CHEMBL232,9,0.0004481074426199,0.0006110699911817,0.0040329669835799,0.0051165434906196,9,0.1429327599823605,1.0,1.0
CHEMBL2326,1,0.0004896863555226,0.0004896863555226,0.0004896863555226,0.0005681818181818,1,0.017355019915989,1.0,1.0
CHEMBL2327,7,0.0004782846813666,0.0006110699911817,0.0033479927695662,0.0039772727272727,7,0.1186565248124833,1.0,1.0
CHEMBL2335,6,0.000490379032106,0.0005758713305384,0.002942274192636,0.0034110289937464,6,0.1042774147893122,1.0,1.0
CHEMBL235,30,0.0005361803724106,0.0006955026458843,0.0160854111723182,0.0170551449687322,30,0.5700845614832484,1.0,1.0
CHEMBL236,11,0.0004940257349833,0.0005895078388938,0.0054342830848171,0.0062535531552018,11,0.1925969349614853,1.0,1.0
CHEMBL2360,6,0.0004698670836061,0.0005083924665701,0.0028192025016366,0.0034013605442176,6,0.0999156194803305,,
CHEMBL237,12,0.0004767029364046,0.000531144021009,0.0057204352368558,0.0068220579874928,12,0.2027384801395919,1.0,1.0
CHEMBL238,6,0.0005126379185244,0.0008107818657282,0.0030758275111464,0.003399433427762,6,0.1090106904390199,1.0,1.0
CHEMBL2388,3,0.0005462201479439,0.0008464215385472,0.0016386604438318,0.0017045454545454,3,0.0580759180187774,1.0,1.0
CHEMBL239,33,0.0005173558506117,0.0006164629036573,0.0170727430701866,0.0187606594656054,33,0.605076683599684,1.0,1.0
CHEMBL2392,10,0.0004684290804955,0.0006620071675343,0.004684290804955,0.0056753688989784,10,0.1660163884401337,1.0,1.0
CHEMBL2399,15,0.0005285139605137,0.0013902905273324,0.0079277094077065,0.0084985835694051,15,0.2809666904279476,1.0,1.0
CHEMBL240,5,0.0004062119070654,0.0004786384692116,0.0020310595353274,0.002840909090909,5,0.0719829709131808,1.0,1.0
CHEMBL2401,13,0.0005025370887066,0.0007901434237314,0.0065329821531868,0.0073863636363636,13,0.2315360313814554,1.0,1.0
CHEMBL241,4,0.0005185408918014,0.0005444404172623,0.0020741635672058,0.0022740193291642,4,0.0735106249375797,1.0,1.0
CHEMBL2412,57,0.0006545653642944,0.0009899610138302,0.0373102257647842,0.0324047754405912,57,1.322315200158679,1.0,1.0
CHEMBL2413,12,0.0004720232759387,0.0005658546435071,0.0056642793112651,0.0068220579874928,12,0.2007482527296632,1.0,1.0
CHEMBL2414,8,0.0004471916530896,0.0005265310806402,0.0035775332247168,0.0045480386583285,8,0.126791689547495,1.0,1.0
CHEMBL2419,4,0.0004982043103224,0.0005292513098544,0.0019928172412898,0.0022727272727272,4,0.0706276221942087,,
CHEMBL242,16,0.0005696976045064,0.0006756564833105,0.0091151616721028,0.0090960773166571,16,0.3230512971674849,1.0,1.0
CHEMBL2421,7,0.0005068414544536,0.0005750094841758,0.0035478901811753,0.0039795338260375,7,0.1257411076694631,1.0,1.0
CHEMBL2428,7,0.0004761124402051,0.0005384383737071,0.0033327870814358,0.0039795338260375,7,0.1181176185975904,1.0,1.0
CHEMBL2430,6,0.0005124755205477,0.0008492131230125,0.0030748531232866,0.0034110289937464,6,0.1089761570677741,1.0,1.0
CHEMBL2433,3,0.0004686441859134,0.0005109867686159,0.0014059325577402,0.0017055144968732,3,0.0498277872457298,1.0,1.0
CHEMBL2434,11,0.0004705978769823,0.0005758713305384,0.0051765766468059,0.0062535531552018,11,0.1834635369941479,1.0,1.0
CHEMBL2438,3,0.0005330144740296,0.0005758713305384,0.001599043422089,0.0017055144968732,3,0.0566718474466528,1.0,1.0
CHEMBL2439,4,0.0004937959536143,0.0005758713305384,0.0019751838144572,0.0022727272727272,4,0.0700026742649565,1.0,1.0
CHEMBL244,12,0.0004141253200838,0.0005503254614852,0.0049695038410056,0.0067911714770797,12,0.1761246503206941,1.0,1.0
CHEMBL2441,3,0.0004927187431516,0.00055647278014,0.0014781562294548,0.0017055144968732,3,0.0523874731485053,1.0,1.0
CHEMBL2442,11,0.0004924656321793,0.0005384383737071,0.0054171219539729,0.0062535531552018,11,0.1919887257185217,1.0,1.0
CHEMBL2443,6,0.0005431232199568,0.0006808521405604,0.0032587393197409,0.0034110289937464,6,0.1154932849512619,1.0,1.0
CHEMBL2447,2,0.0004910704502006,0.0004924545448787,0.0009821409004013,0.0011350737797956,2,0.0348081474897973,1.0,1.0
CHEMBL245,12,0.0004739526978569,0.0006110699911817,0.0056874323742839,0.0068220579874928,12,0.2015688226011278,1.0,1.0
CHEMBL2457,5,0.0004091274598584,0.0005292513098544,0.0020456372992921,0.0028425241614553,5,0.0724996228089973,1.0,1.0
CHEMBL246,8,0.0004432633077625,0.0005444404172623,0.0035461064621004,0.0045480386583285,8,0.1256778907149364,1.0,1.0
CHEMBL2465,2,0.0004910704502006,0.0004924545448787,0.0009821409004013,0.0011357183418512,2,0.0348081474897973,1.0,1.0
CHEMBL2468,3,0.0005833728413647,0.0006456290065713,0.0017501185240942,0.0017045454545454,3,0.0620261142636523,1.0,1.0
CHEMBL2469,2,0.0004910704502006,0.0004924545448787,0.0009821409004013,0.0011357183418512,2,0.0348081474897973,1.0,1.0
CHEMBL2476,8,0.0004728822167058,0.000581476867447,0.0037830577336468,0.0045480386583285,8,0.1340757028868072,1.0,1.0
CHEMBL248,17,0.0006125780093383,0.0012105998159558,0.0104138261587525,0.0096590909090909,17,0.3690773866752067,1.0,1.0
CHEMBL2484,3,0.0004878135630269,0.0004983975909496,0.0014634406890808,0.0017016449234259,3,0.0518659383060765,1.0,1.0
CHEMBL2487,66,0.0005872185044153,0.0008867432737385,0.038756421291411,0.0375213189312109,66,1.373569951049634,1.0,1.0
CHEMBL249,11,0.0005169971622576,0.0006290163317783,0.0056869687848345,0.00625,11,0.2015523924841056,1.0,1.0
CHEMBL2490,7,0.0004695132989936,0.0006110699911817,0.0032865930929555,0.0039772727272727,7,0.1164804531323223,1.0,1.0
CHEMBL2492,3,0.0004878135630269,0.0004983975909496,0.0014634406890808,0.0017026106696935,3,0.0518659383060765,1.0,1.0
CHEMBL2493,6,0.0005095121584131,0.0005811357953646,0.0030570729504787,0.0034090909090909,6,0.1083460083006822,1.0,1.0
CHEMBL2494,33,0.0004614801489699,0.0005811357953646,0.0152288449160084,0.01875,33,0.5397269166970069,1.0,1.0
CHEMBL2498,137,0.0007265097760751,0.0011428427645277,0.0995318393222953,0.0778851620238772,137,3.527517224509709,1.0,1.0
CHEMBL250,14,0.0005115582316949,0.0006110699911817,0.0071618152437287,0.007959067652075,14,0.2538225637446805,1.0,1.0
CHEMBL2502,5,0.0004112225559067,0.0005292513098544,0.0020561127795339,0.0028425241614553,5,0.072870885283795,,
CHEMBL2503,3,0.0005462201479439,0.0008464215385472,0.0016386604438318,0.0017045454545454,3,0.0580759180187774,1.0,1.0
CHEMBL2506,156,0.0007180300656452,0.0011428427645277,0.1120126902406634,0.0886867538374076,156,3.969852228975148,1.0,1.0
CHEMBL2508,28,0.0005451083065478,0.000992234471577,0.0152630325833396,0.01591813530415,28,0.5409385650117632,1.0,1.0
CHEMBL251,12,0.0005083873940635,0.0006754103002822,0.0061006487287626,0.0068104426787741,12,0.2162136620595166,1.0,1.0
CHEMBL2514,7,0.0004782846813666,0.0006110699911817,0.0033479927695662,0.0039795338260375,7,0.1186565248124833,1.0,1.0
CHEMBL2517,3,0.0005000899645151,0.0005549961824303,0.0015002698935453,0.0017055144968732,3,0.0531712055853557,1.0,1.0
CHEMBL252,7,0.0004782846813666,0.0006110699911817,0.0033479927695662,0.0039795338260375,7,0.1186565248124833,1.0,1.0
CHEMBL2524,5,0.0005235962174932,0.0005758713305384,0.0026179810874661,0.0028376844494892,5,0.09278411252477,1.0,1.0
CHEMBL2527,24,0.0006417966688796,0.001005940864799,0.0154031200531115,0.0136441159749857,24,0.5459034181273258,1.0,1.0
CHEMBL253,6,0.0004657888987291,0.0005265310806402,0.002794733392375,0.0034110289937464,6,0.0990484074909131,1.0,1.0
CHEMBL2531,4,0.0004525560633891,0.0005503254614852,0.0018102242535567,0.0022740193291642,4,0.0641563270419387,1.0,1.0
CHEMBL2534,75,0.0006014616049636,0.0009097223363359,0.0451096203722751,0.0425894378194207,75,1.59873427375362,1.0,1.0
CHEMBL2536,16,0.000572229616865,0.0008808473548505,0.0091556738698411,0.0090805902383654,16,0.3244870937557584,1.0,1.0
CHEMBL254,7,0.0004921804800498,0.0005444404172623,0.003445263360349,0.0039795338260375,7,0.1221039009160587,1.0,1.0
CHEMBL255,14,0.0004940728728402,0.0005444404172623,0.0069170202197633,0.0079455164585698,14,0.2451467604098657,1.0,1.0
CHEMBL2552,7,0.000447183524871,0.0005491757597568,0.0031302846740973,0.0039795338260375,7,0.1109407118433823,1.0,1.0
CHEMBL2553,50,0.0006056567701843,0.0010213575529755,0.030282838509217,0.0283929585462805,50,1.0732569113125894,1.0,1.0
CHEMBL2559,5,0.000397018876435,0.0005109867686159,0.0019850943821754,0.0028425241614553,5,0.0703539156221775,1.0,1.0
CHEMBL256,6,0.0004657888987291,0.0005265310806402,0.002794733392375,0.0034071550255536,6,0.0990484074909131,1.0,1.0
CHEMBL2575,10,0.0005377087318039,0.0007363386100038,0.005377087318039,0.0056818181818181,10,0.1905698544428176,1.0,1.0
CHEMBL258,53,0.0006091896486523,0.0008138588190817,0.0322870513785757,0.0301307561114269,53,1.1442884070267745,1.0,1.0
CHEMBL2581,17,0.0005123073347235,0.000731754712725,0.0087092246903011,0.0096590909090909,17,0.3086644466368259,1.0,1.0
CHEMBL2582,62,0.0006002886828688,0.0008104022260075,0.0372178983378695,0.0352472996020466,62,1.3190430151879498,1.0,1.0
CHEMBL259,10,0.0004806265593887,0.0005444404172623,0.0048062655938878,0.0056850483229107,10,0.170339308340396,1.0,1.0
CHEMBL2595,2,0.0005094688326885,0.0005292513098544,0.0010189376653771,0.0011357183418512,2,0.0361122650781171,1.0,1.0
CHEMBL2597,75,0.0005699457980662,0.0010345792099268,0.0427459348549722,0.0423728813559322,75,1.5149626743098266,1.0,1.0
CHEMBL2599,47,0.0005964603969217,0.0007801989141368,0.0280336386553203,0.0267197271176805,47,0.9935428089709756,1.0,1.0
CHEMBL2600,18,0.0005052541915121,0.0006310118736127,0.0090945754472183,0.0102330869812393,18,0.3223216988463561,1.0,1.0
CHEMBL2608,10,0.0007727502943402,0.0013902905273324,0.0077275029434028,0.0056785917092561,10,0.273871154405537,1.0,1.0
CHEMBL2609,3,0.0005210321324692,0.000770857492123,0.0015630963974076,0.0017055144968732,3,0.0553978455835649,1.0,1.0
CHEMBL2626,12,0.0004717160797909,0.0005292513098544,0.0056605929574917,0.0068143100511073,12,0.2006176043208812,1.0,1.0
CHEMBL2632,28,0.0005352862183269,0.0007470805240262,0.0149880141131548,0.01591813530415,28,0.5311916096933185,1.0,1.0
CHEMBL2634,35,0.0006643856236363,0.0011067888525794,0.0232534968272715,0.0198976691301876,35,0.8241293554584777,1.0,1.0
CHEMBL264,5,0.0004297984042266,0.0005130037975436,0.0021489920211334,0.002840909090909,5,0.0761626271703359,1.0,1.0
CHEMBL2641,3,0.000393758236118,0.0005250877006656,0.001181274708354,0.0017055144968732,3,0.0418656673981836,1.0,1.0
CHEMBL2650,17,0.0004549669389244,0.0005503254614852,0.0077344379617159,0.0096590909090909,17,0.2741169390380488,1.0,1.0
CHEMBL2652,8,0.0004799687060127,0.0005503254614852,0.0038397496481017,0.0045480386583285,8,0.1360849263281915,1.0,1.0
CHEMBL2655,46,0.0004589599406112,0.000559865276261,0.0211121572681162,0.0261512222853894,46,0.748237939908661,1.0,1.0
CHEMBL2656,2,0.0006302719238228,0.000770857492123,0.0012605438476456,0.0011363636363636,2,0.0446750523761678,1.0,1.0
CHEMBL267,168,0.0007377057074339,0.0019733026243069,0.123934558848911,0.0955088118249005,168,4.392376289117911,1.0,1.0
CHEMBL268,14,0.000494161051865,0.0006103455674322,0.0069182547261101,0.0079545454545454,14,0.2451905126647432,1.0,1.0
CHEMBL2692,3,0.0005664535770717,0.0006086728991084,0.0016993607312152,0.0017055144968732,3,0.0602272025799312,1.0,1.0
CHEMBL271,23,0.0005570312786663,0.0011476929330024,0.0128117194093251,0.0130756111426947,23,0.4540613455925023,1.0,1.0
CHEMBL2736,9,0.0004153277963734,0.0005265310806402,0.003737950167361,0.0051165434906196,9,0.1324770414121207,1.0,1.0
CHEMBL274,19,0.0005033002455173,0.0006412055921734,0.0095627046648301,0.0108015918135304,19,0.3389127102218588,1.0,1.0
CHEMBL275,6,0.0004834704905144,0.0005265310806402,0.0029008229430866,0.0034110289937464,6,0.1028083371779742,1.0,1.0
CHEMBL2754,32,0.0006077868076327,0.0008817609696392,0.0194491778442478,0.0181921546333143,32,0.6893001306444001,1.0,1.0
CHEMBL278,17,0.0005263317054591,0.0007575345857585,0.0089476389928047,0.0096645821489482,17,0.3171141102256569,1.0,1.0
CHEMBL279,18,0.0005720318592787,0.0008155385670609,0.0102965734670175,0.0102330869812393,18,0.364921823063278,1.0,1.0
CHEMBL2796,10,0.0005731738358088,0.0007282538493695,0.0057317383580884,0.0056753688989784,10,0.2031390751161432,1.0,1.0
CHEMBL280,11,0.0004578894275246,0.0006360995976312,0.0050367837027708,0.0062535531552018,11,0.1785091221927568,1.0,1.0
CHEMBL281,2,0.0004695127552152,0.0004896863555226,0.0009390255104304,0.0011344299489506,2,0.0332800909221765,1.0,1.0
CHEMBL2835,56,0.0006277224455334,0.0011367748980054,0.0351524569498724,0.0318362706083001,56,1.245841513819312,1.0,1.0
CHEMBL2847,33,0.0005173558506117,0.0006164629036573,0.0170727430701866,0.0187606594656054,33,0.605076683599684,1.0,1.0
CHEMBL2849,16,0.0006932553133634,0.0013902905273324,0.0110920850138159,0.0090960773166571,16,0.3931156221805821,1.0,1.0
CHEMBL2882,7,0.0004599947884337,0.0005444404172623,0.003219963519036,0.0039772727272727,7,0.114119028172603,1.0,1.0
CHEMBL2883,7,0.0005225498836525,0.0005767540095035,0.003657849185568,0.0039750141964792,7,0.129638175026267,1.0,1.0
CHEMBL2885,1,0.0004896863555226,0.0004896863555226,0.0004896863555226,0.0005681818181818,1,0.017355019915989,1.0,1.0
CHEMBL2886,10,0.0006613873832437,0.0013902905273324,0.0066138738324371,0.0056818181818181,10,0.2344029209498374,,
CHEMBL2887,13,0.0005471256562019,0.0006817183218088,0.0071126335306256,0.0073696145124716,13,0.2520795100516776,1.0,1.0
CHEMBL2888,6,0.000449348612216,0.0005265310806402,0.0026960916732965,0.0034110289937464,6,0.0955524371012011,1.0,1.0
CHEMBL2896,22,0.0005553250678144,0.0011476929330024,0.0122171514919179,0.0125071063104036,22,0.4329892084344415,1.0,1.0
CHEMBL2897,37,0.0006238140490781,0.0008195329067339,0.0230811198158933,0.0210346787947697,37,0.8180201256794981,1.0,1.0
CHEMBL2918,79,0.0005563345921187,0.0009463314597991,0.0439504327773803,0.0449118817509948,79,1.5576513978088766,1.0,1.0
CHEMBL2938,27,0.0004794665279389,0.0005600997788392,0.0129455962543519,0.015349630471859,27,0.4588060873757409,1.0,1.0
CHEMBL2940,9,0.0007421716347052,0.0013951846487226,0.0066795447123473,0.0051165434906196,9,0.2367303687455305,1.0,1.0
CHEMBL2959,7,0.0005578859527216,0.0006700513464699,0.0039052016690518,0.0039795338260375,7,0.1384046175230109,1.0,1.0
CHEMBL2960,51,0.0004629759884645,0.0005811357953646,0.023611775411694,0.0289937464468447,51,0.8368271402711265,1.0,1.0
CHEMBL2963,4,0.0004219038250056,0.0004623301519147,0.0016876153000227,0.0022740193291642,4,0.0598109316547383,1.0,1.0
CHEMBL2964,34,0.0006526479230895,0.0009834661096706,0.0221900293850439,0.0193072118114707,34,0.7864389063950861,1.0,1.0
CHEMBL2971,65,0.000651275162898,0.000900160384914,0.0423328855883712,0.0369528140989198,65,1.5003237566285532,1.0,1.0
CHEMBL2972,4,0.0005836446445751,0.0006730820851928,0.0023345785783004,0.0022740193291642,4,0.0827400176968409,1.0,1.0
CHEMBL2979,5,0.000476095748359,0.0005549961824303,0.0023804787417954,0.0028425241614553,5,0.0843667696833262,1.0,1.0
CHEMBL3023,2,0.0005094688326885,0.0005292513098544,0.0010189376653771,0.0011357183418512,2,0.0361122650781171,1.0,1.0
CHEMBL3024,51,0.0006052926327003,0.0009899610138302,0.0308699242677162,0.0289937464468447,51,1.0940638725771592,1.0,1.0
CHEMBL3025,1,0.0004896863555226,0.0004896863555226,0.0004896863555226,0.0005681818181818,1,0.017355019915989,1.0,1.0
CHEMBL3028,4,0.0007855573327675,0.0010223858045129,0.00314222933107,0.0022740193291642,4,0.1113640435480877,,
CHEMBL3030,50,0.000503364626009,0.0008219664649272,0.0251682313004513,0.0284252416145537,50,0.8919896389666782,1.0,1.0
CHEMBL3038,2,0.0005219703315096,0.0005329538944032,0.0010439406630192,0.0011363636363636,2,0.0369983986555475,1.0,1.0
CHEMBL3040,15,0.0004778370551827,0.0005767540095035,0.0071675558277413,0.0085275724843661,15,0.2540260163194618,1.0,1.0
CHEMBL3043,2,0.0006302719238228,0.000770857492123,0.0012605438476456,0.0011357183418512,2,0.0446750523761678,1.0,1.0
CHEMBL3076,4,0.0005574293447618,0.000770857492123,0.0022297173790475,0.0022701475595913,4,0.0790236221286927,1.0,1.0
CHEMBL3079,3,0.0004095672709549,0.0004896863555226,0.0012287018128647,0.0017045454545454,3,0.0435465358439921,1.0,1.0
CHEMBL3080,3,0.0005330144740296,0.0005758713305384,0.001599043422089,0.0017026106696935,3,0.0566718474466528,1.0,1.0
CHEMBL3123,3,0.0005833728413647,0.0006456290065713,0.0017501185240942,0.0017045454545454,3,0.0620261142636523,1.0,1.0
CHEMBL3125,5,0.0005931046180435,0.0007172394571298,0.0029655230902177,0.0028425241614553,5,0.1051013811424784,1.0,1.0
CHEMBL3126,6,0.0005930149428,0.0007346799395943,0.0035580896568002,0.0034110289937464,6,0.1261025882388316,,
CHEMBL3142,10,0.0006013863665445,0.0009270681307577,0.0060138636654457,0.0056785917092561,10,0.2131379045153514,1.0,1.0
CHEMBL3143,22,0.0004595581953796,0.0006945027120148,0.0101102802983527,0.0124434389140271,22,0.3583193894526122,1.0,1.0
CHEMBL3155,8,0.0004696472231633,0.0005444404172623,0.003757177785307,0.0045428733674048,8,0.1331584892176936,1.0,1.0
CHEMBL3157,8,0.0004763948630104,0.0006110699911817,0.0038111589040833,0.0045480386583285,8,0.1350716390959463,1.0,1.0
CHEMBL3164,48,0.0004545980094899,0.000559865276261,0.0218207044555199,0.0272882319499715,48,0.7733496270327271,1.0,1.0
CHEMBL3167,6,0.0004374433955247,0.0005292513098544,0.0026246603731482,0.0034090909090909,6,0.0930208337132003,1.0,1.0
CHEMBL3191,6,0.0004904395415066,0.0006110699911817,0.0029426372490396,0.0034071550255536,6,0.104290281905254,1.0,1.0
CHEMBL3201,9,0.0004612565911915,0.0005292513098544,0.0041513093207238,0.0051136363636363,9,0.1471269418191103,1.0,1.0
CHEMBL3230,6,0.0004657888987291,0.0005265310806402,0.002794733392375,0.0034090909090909,6,0.0990484074909131,1.0,1.0
CHEMBL3233,30,0.0004966714194566,0.0011859745832475,0.0149001425836985,0.0170454545454545,30,0.5280773466011305,1.0,1.0
CHEMBL3240,10,0.0005443766796403,0.0006290163317783,0.0054437667964037,0.0056818181818181,10,0.1929330480706493,1.0,1.0
CHEMBL3253,31,0.0005531004967831,0.0007346799395943,0.0171461154002787,0.0176236498010233,31,0.607677079211426,1.0,1.0
CHEMBL3254,13,0.0004885892942221,0.0005895078388938,0.0063516608248883,0.0073487846240814,13,0.225109805230104,1.0,1.0
CHEMBL3256,14,0.0005149908596313,0.0006674594598146,0.0072098720348389,0.007959067652075,14,0.2555257489721466,1.0,1.0
CHEMBL3276,12,0.0005602464652922,0.0006231696314845,0.0067229575835071,0.0068220579874928,12,0.2382689683717771,1.0,1.0
CHEMBL3311,15,0.0004919585962457,0.0006290163317783,0.0073793789436869,0.0085275724843661,15,0.2615332591789917,1.0,1.0
CHEMBL3351,12,0.0004587336549932,0.0006004995603472,0.0055048038599194,0.006798866855524,12,0.1950962683461923,1.0,1.0
CHEMBL3371,7,0.0004599947884337,0.0005444404172623,0.003219963519036,0.0039772727272727,7,0.114119028172603,1.0,1.0
CHEMBL3373,16,0.0005134762644105,0.0006620071675343,0.0082156202305692,0.0090960773166571,16,0.2911705648231784,1.0,1.0
CHEMBL3379,8,0.0004249982266545,0.0005292513098544,0.0033999858132363,0.0045377197958026,8,0.1204992151349985,1.0,1.0
CHEMBL3409,14,0.0005941673586925,0.0013951846487226,0.0083183430216959,0.007959067652075,14,0.2948111728689805,1.0,1.0
CHEMBL3419,7,0.0004326014583188,0.0005758713305384,0.0030282102082317,0.0039795338260375,7,0.10732308115379,1.0,1.0
CHEMBL3421,17,0.0004549669389244,0.0005503254614852,0.0077344379617159,0.0096590909090909,17,0.2741169390380488,1.0,1.0
CHEMBL3429,13,0.0005303636931274,0.0007133106491734,0.0068947280106573,0.0073905628197839,13,0.2443567001424361,1.0,1.0
CHEMBL3438,19,0.0006167855544668,0.0009097223363359,0.0117189255348704,0.0108015918135304,19,0.4153315357022747,1.0,1.0
CHEMBL3473,8,0.0004471916530896,0.0005265310806402,0.0035775332247168,0.0045480386583285,8,0.126791689547495,1.0,1.0
CHEMBL3474,6,0.0005689024267117,0.0006561894395572,0.0034134145602702,0.0033975084937712,6,0.120975144614331,1.0,1.0
CHEMBL3475,20,0.0005508718795914,0.0009505587778377,0.0110174375918292,0.0113636363636363,20,0.3904700359177609,1.0,1.0
CHEMBL3477,8,0.0004799687060127,0.0005503254614852,0.0038397496481017,0.0045480386583285,8,0.1360849263281915,1.0,1.0
CHEMBL3478,11,0.0005342671472821,0.0011207536784544,0.0058769386201037,0.00625,11,0.2082851311797086,1.0,1.0
CHEMBL3510,1,0.0004896863555226,0.0004896863555226,0.0004896863555226,0.0005681818181818,1,0.017355019915989,1.0,1.0
CHEMBL3514,3,0.0004927187431516,0.00055647278014,0.0014781562294548,0.0017055144968732,3,0.0523874731485053,1.0,1.0
CHEMBL3568,9,0.0004470155114165,0.0005758713305384,0.0040231396027486,0.0051165434906196,9,0.1425844668593804,1.0,1.0
CHEMBL3572,9,0.0005283960257259,0.0006127175113282,0.0047555642315335,0.0051165434906196,9,0.168542396616181,1.0,1.0
CHEMBL3582,17,0.0005545312520995,0.0008740448693541,0.0094270312856922,0.0096645821489482,17,0.3341042973052079,1.0,1.0
CHEMBL3595,11,0.0004738663735735,0.0005610334726564,0.0052125301093087,0.0062535531552018,11,0.1847377670206731,1.0,1.0
CHEMBL3610,56,0.0006118894406549,0.0010177475718468,0.0342658086766753,0.0318362706083001,56,1.21441772945966,1.0,1.0
CHEMBL3636,7,0.0004782846813666,0.0006110699911817,0.0033479927695662,0.0039795338260375,7,0.1186565248124833,1.0,1.0
CHEMBL3650,47,0.0006368017840536,0.0009999943938902,0.0299296838505211,0.0267197271176805,47,1.0607407240307452,1.0,1.0
CHEMBL3708,31,0.0007425728285673,0.0013927375880275,0.0230197576855893,0.0175936435868331,31,0.8158453846815074,1.0,1.0
CHEMBL3710,6,0.0004657888987291,0.0005265310806402,0.002794733392375,0.0034071550255536,6,0.0990484074909131,1.0,1.0
CHEMBL3721,17,0.0004006551844516,0.0005292513098544,0.0068111381356786,0.0096645821489482,17,0.241394183566925,1.0,1.0
CHEMBL3723,24,0.0006599996616504,0.0009899610138302,0.01583999187961,0.0136441159749857,24,0.5613866333815702,1.0,1.0
CHEMBL3724,7,0.0004865433405081,0.0006110699911817,0.0034058033835568,0.0039772727272727,7,0.1207053961887169,1.0,1.0
CHEMBL3727,3,0.0004923511771787,0.0004936835880067,0.0014770535315361,0.0017055144968732,3,0.0523483923284569,1.0,1.0
CHEMBL3764,7,0.0004782846813666,0.0006110699911817,0.0033479927695662,0.0039795338260375,7,0.1186565248124833,1.0,1.0
CHEMBL3768,14,0.0005362926780927,0.0008674914754998,0.0075080974932986,0.007959067652075,14,0.266095185332082,1.0,1.0
CHEMBL3769,11,0.0004295484141528,0.0005491757597568,0.0047250325556816,0.00625,11,0.1674603206373414,1.0,1.0
CHEMBL3770,2,0.0003958050403584,0.0004493391549078,0.0007916100807168,0.0011357183418512,2,0.0280555268930747,1.0,1.0
CHEMBL3775,28,0.0005673752387336,0.0006916021455252,0.0158865066845418,0.01591813530415,28,0.5630351689326739,1.0,1.0
CHEMBL3816,23,0.0004992130580899,0.0006766291657644,0.0114819003360684,0.0129943502824858,23,0.4069311034676254,1.0,1.0
CHEMBL3817,18,0.0005335878815019,0.0006456290065713,0.0096045818670345,0.0102330869812393,18,0.3403968840610764,1.0,1.0
CHEMBL3819,7,0.0004865433405081,0.0006110699911817,0.0034058033835568,0.0039772727272727,7,0.1207053961887169,1.0,1.0
CHEMBL3841,3,0.0004031887163101,0.0004786384692116,0.0012095661489303,0.0017055144968732,3,0.0428683469891393,1.0,1.0
CHEMBL3856,6,0.000662958059556,0.0013902905273324,0.0039777483573361,0.0034090909090909,6,0.1409757514862416,1.0,1.0
