,pagerank
BUB1,0.00045632410255974626
VIP,0.00045567105216160814
CCR7,0.00045566797539156465
CSF2,0.0004554255985598002
ACAN,0.0004553365885448028
CDKN1B,0.0004544778126150363
FLT3,0.0004543794659545229
HSPG2,0.00045261481240455243
BDNF,0.00045259935988058896
PPP1CA,0.00045052781893954453
CD19,0.00045037622582189477
POLD1,0.00044884333919699524
FLNA,0.0004485366901371556
FANCI,0.0004482800519017984
LMO1,0.00044827974024805317
TAL1,0.0004481793490055703
NCAPG,0.0004480893384597687
PPARA,0.00044709763228734404
HLA-A,0.0004451197437640017
PARP1,0.0004439146604910083
AURKB,0.00044285939247710635
ERBB3,0.00044269191312473695
IRF4,0.0004414773626772482
MYB,0.0004406552288855462
EDN1,0.000439760575497736
TLX1,0.00043882011580726843
CSF3,0.0004385323899238596
WNT1,0.00043844005104422143
GFAP,0.00043766926013207014
LMO2,0.0004369294600324173
ADCY8,0.0004368886166426845
H3F3A,0.0004366404597785366
CTLA4,0.00043567089474779
HIST1H2BJ,0.0004351763349227707
IDH1,0.0004328755639845105
CD79A,0.0004323960178349389
PRKCZ,0.0004322796917055673
USH1C,0.00043191711042229905
GABRG2,0.0004310091569332711
KIF2C,0.00043050659557677614
CDK6,0.0004303670186149
RAC2,0.0004297989488581033
NR3C1,0.00042937414112581644
GLI3,0.0004285549170918804
FGFR3,0.00042747645847342663
VCL,0.00042707529430266157
CAMP,0.0004268534679333268
PAK1,0.0004267090847111506
SLC1A7,0.0004263727285382071
AURKA,0.0004246233582403109
BCL2,0.0004244451714500748
CCR5,0.0004243599287029812
SHH,0.0004239736725614977
BCL9,0.000423487324368086
TCEB2,0.00042342625839696596
NOS1,0.000421441266242478
WRN,0.0004213744975986402
RAD51C,0.0004211979891020592
FOXP3,0.00041953573418320356
GRIN1,0.0004193573482906444
RET,0.0004181635288264287
HCK,0.00041699675157626546
MAP3K1,0.0004162837868205444
MMP2,0.00041609249063728125
GPR139,0.00041581329753602854
CAMK2B,0.0004152018070224121
NGF,0.0004142033421486999
EXO1,0.0004141142581134991
GNG13,0.00041351283296554164
APOE,0.00041317092994260293
DMD,0.00041168775266949324
PRKAR1A,0.0004114316068492702
HIST1H2BK,0.0004112969930087708
ERCC4,0.00041122221358522225
THBS1,0.00041106179792254927
GATA2,0.0004104234066248091
CAMK2A,0.0004100768435045925
IKZF1,0.0004098348556385542
CYP7A1,0.00040972159364259465
MSH2,0.00040906472631426405
CENPA,0.0004089774984583743
ITGAX,0.00040802333280105747
RFC4,0.0004074671172070554
SCN5A,0.0004062811038909019
TGFBR1,0.00040616582191472535
MYH6,0.0004040585951504886
MAP2K2,0.00040310521558209445
MED1,0.0004028494744252632
CACNA1C,0.00040193219140356013
FANCM,0.00040188237945417506
FANCD2,0.00040064307341670176
MCM2,0.00040037151170997946
RUVBL1,0.00040017014587870087
NF1,0.00040015508427194226
AFP,0.00039981331032867373
GNAO1,0.0003995845094209512
HIST1H3A,0.00039852752197340685
TOP2A,0.0003983965502254841
BCAR1,0.0003982565930198949
GHRL,0.0003976692739673769
TCF7,0.0003974673723253316
RRM2,0.00039714336227229065
STAT6,0.0003970556308655361
ITGA1,0.0003961728510901806
ROCK1,0.0003947946165984481
SDC2,0.0003944857242965238
DCN,0.0003942459938156031
NBN,0.000393655604851223
BIRC5,0.0003932730309945994
PAX5,0.00039300419299066167
TTN,0.0003929441157497187
PIK3CD,0.00039240526128491804
IL7R,0.00039234875994951325
ACVR2A,0.00039193098103797256
CD79B,0.0003916423298832758
GABRA1,0.0003905562383896714
CCL4,0.00038927175504006325
SYNGR4,0.0003890523614022128
MMP1,0.00038846615308145936
VAMP2,0.0003870693699013437
ASCL1,0.00038696633500082936
STX1A,0.00038681093141412
CYP2B6,0.0003866232218234422
NTS,0.00038660227152896294
ENAM,0.00038545616055882465
LPL,0.0003853241561047587
BMP4,0.00038499845923048237
CDK5,0.0003834770654628487
TNNT2,0.0003823456466629147
COL3A1,0.0003815307961189821
GNRH1,0.0003812301880415887
CTSG,0.00037922002413010817
RARA,0.0003790370427578365
IFNB1,0.00037895687613402217
HIST2H2AB,0.00037881229165457014
GNB5,0.0003787778832832063
WWTR1,0.0003781553003082404
CCL2,0.00037803398723317244
AGT,0.00037788820421394024
CXCL1,0.00037755793357230555
PRKCD,0.0003773786629288763
CD80,0.0003769841067304254
CDC45,0.0003765136382681767
CCNE1,0.00037613331303039865
GLI1,0.00037610326071690393
DDB2,0.0003753613791666301
BTRC,0.00037516687278750873
CAMK2D,0.0003746599659873139
SOCS1,0.0003743236936189793
CLDN16,0.00037423341613409525
IL2RG,0.00037342430251640556
DLG3,0.0003729449949495966
UBE2C,0.00037273357122044425
SLC9A3R1,0.0003727065287750451
PI3,0.00037233065417118156
CXCL10,0.00037144267254198666
GDNF,0.0003713131327411968
PAK3,0.0003711078317854181
MAPK10,0.0003707340488053111
SPRR2A,0.0003696993781486182
MAD2L1,0.00036959182305777087
LMNA,0.0003694260681256303
NOTCH2,0.00036941443908079504
MUC4,0.0003692640542886853
CD274,0.00036914220804581667
AGXT,0.0003690543516204796
ATRX,0.00036883305149123884
CSAG1,0.00036873983510924985
SRF,0.0003683594292048414
HCRTR1,0.0003679869930268638
CD40,0.00036723020955297986
EGR1,0.00036698003407522413
PRKAR2A,0.0003668364234546248
