drug,n_pathways_luma,mean_pathway_score_luma,max_pathway_score_luma,sum_pathway_score_luma,luma_pathway_overlap_jaccard,n_shared_pathways_luma,luma_pathway_enrichment_similarity
CHEMBL241,4,0.00019986883973,0.0002255186617354,0.0007994753589202,0.0015015015015015,4,0.0272718415732863
CHEMBL2412,57,0.0003580175875506,0.0006974301681775,0.0204070024903842,0.0213963963963963,57,0.1944463440031859
CHEMBL2413,12,0.0002127297749118,0.0003104336652232,0.0025527572989416,0.0045045045045045,12,0.0516022948013808
CHEMBL2414,8,0.0001869486189526,0.000235423107229,0.0014955889516213,0.003003003003003,8,0.036287911404322
CHEMBL2419,5,0.0001260910579776,0.000157739140487,0.0006304552898881,0.0018768768768768,5,0.0197104999311844
CHEMBL242,16,0.000341142922285,0.0005304671854309,0.0054582867565609,0.006006006006006,16,0.0964299848480262
CHEMBL2421,7,0.0001704906327262,0.0002449164574336,0.0011934344290835,0.0026276276276276,7,0.0317846242303284
CHEMBL2428,7,0.0001868975696027,0.0002548118989588,0.0013082829872192,0.0026276276276276,7,0.034245206632883
CHEMBL2430,6,0.0001286062144184,0.0001527906561123,0.0007716372865108,0.0022522522522522,6,0.0216079161492873
CHEMBL2433,3,0.0001731786766064,0.0002123634698696,0.0005195360298192,0.0011261261261261,3,0.0206723522612731
CHEMBL2434,11,0.0001806631722359,0.000235423107229,0.0019872948945951,0.0041291291291291,11,0.0411987270526743
CHEMBL2438,3,0.0001639019809912,0.0001816104504855,0.0004917059429738,0.0011261261261261,3,0.0195069884060261
CHEMBL2439,5,0.000146721021007,0.0001816104504855,0.0007336051050352,0.0018768768768768,5,0.0227427724881635
CHEMBL244,20,0.0001269308705044,0.000229508659917,0.0025386174100893,0.0075075075075075,20,0.040466124904072
CHEMBL2441,3,0.0001893926264716,0.0002123634698696,0.0005681778794149,0.0011261261261261,3,0.0225729294294864
CHEMBL2442,11,0.0002118945980045,0.0004431875879124,0.0023308405780496,0.0041291291291291,11,0.0513969683462707
CHEMBL2443,6,0.0002153153043794,0.0002686737431017,0.0012918918262768,0.0022522522522522,6,0.0363823353871363
CHEMBL2447,5,0.0001112806124234,0.000138454848349,0.000556403062117,0.0018768768768768,5,0.017271515798448
CHEMBL245,12,0.0001961062006497,0.0003598657321432,0.0023532744077974,0.0045045045045045,12,0.0493261373439166
CHEMBL2457,5,0.0001265933282454,0.0001470190817863,0.0006329666412273,0.0018768768768768,5,0.0193524538326831
CHEMBL246,8,0.0001684894595567,0.0002255186617354,0.0013479156764543,0.003003003003003,8,0.0331305194113993
CHEMBL2465,4,0.0001178709690087,0.0001291209215675,0.0004714838760349,0.0015015015015015,4,0.0160664915769878
CHEMBL2468,4,0.0001891817703012,0.0002807949286725,0.0007567270812051,0.0015015015015015,4,0.0289000360673749
CHEMBL2469,4,0.000104487053442,0.0001291209215675,0.000417948213768,0.0015015015015015,4,0.0144764420027068
CHEMBL2476,8,0.0001963376246106,0.0002538148703671,0.0015707009968853,0.003003003003003,8,0.0385568045194518
CHEMBL2478,3,0.0001333415358224,0.00014195569347,0.0004000246074672,0.0011261261261261,3,0.0157544928433503
CHEMBL248,18,0.0002458919363799,0.0005618510816272,0.0044260548548388,0.0067567567567567,18,0.0791049548892233
CHEMBL2484,7,0.0001487914468703,0.0002488679233123,0.0010415401280925,0.0026276276276276,7,0.029098687884677
CHEMBL2487,66,0.0002403069817374,0.000446080328516,0.0158602607946714,0.0247747747747747,66,0.1375639726818164
CHEMBL249,12,0.0001878561241611,0.0002755643332227,0.0022542734899339,0.0045045045045045,12,0.0452846328610163
CHEMBL2490,8,0.0001665676782447,0.0002202894059907,0.0013325414259576,0.003003003003003,8,0.0327922369257846
CHEMBL2492,6,0.0001610938650179,0.0002488679233123,0.0009665631901076,0.0022522522522522,6,0.0286909482136762
CHEMBL2493,7,0.0002323589735306,0.0003361323865771,0.0016265128147143,0.0026276276276276,7,0.0456487494009644
CHEMBL2494,34,0.0002662046663312,0.0003739757605206,0.0090509586552637,0.0127627627627627,34,0.109038992861413
CHEMBL2498,137,0.0005112470877012,0.0011778278615571,0.0700408510150715,0.0514264264264264,137,0.4537755803193825
CHEMBL250,14,0.0002080330474378,0.0003104336652232,0.0029124626641299,0.0052552552552552,14,0.0545908851900734
CHEMBL2502,5,0.000118752252196,0.000129737829465,0.0005937612609801,0.0018768768768768,5,0.018118206028019
CHEMBL2503,4,9.19843055886215e-05,0.0001291209215675,0.0003679372223544,0.0015015015015015,4,0.0129066455193068
CHEMBL2506,156,0.000476948109544,0.0011778278615571,0.0744039050888759,0.0585585585585585,156,0.4607855670911335
CHEMBL2508,28,0.0003902331448969,0.0008482676909697,0.0109265280571143,0.0105105105105105,28,0.1488018530083938
CHEMBL251,15,0.0002106405369626,0.0003680187498274,0.0031596080544395,0.0056306306306306,15,0.0610763635560828
CHEMBL2514,7,0.0001831020121425,0.0002202894059907,0.0012817140849975,0.0026276276276276,7,0.0331971210995627
CHEMBL2517,3,0.0001774000561901,0.0002067013027977,0.0005322001685705,0.0011261261261261,3,0.0211051345753773
CHEMBL252,7,0.0001831020121425,0.0002202894059907,0.0012817140849975,0.0026276276276276,7,0.0331971210995627
CHEMBL2524,8,0.0001193265171129,0.0001816104504855,0.0009546121369037,0.003003003003003,8,0.024496406497949
CHEMBL2527,24,0.0004038848773416,0.000871014785874,0.0096932370561988,0.009009009009009,24,0.143101927432298
CHEMBL253,6,0.0001800015714876,0.0001987411653855,0.0010800094289256,0.0022522522522522,6,0.0301663564488745
CHEMBL2531,4,0.0001683886897099,0.000229508659917,0.0006735547588398,0.0015015015015015,4,0.0241301035557148
CHEMBL2534,77,0.0003545301999623,0.0009735094984587,0.0272988253971028,0.0289039039039039,77,0.2306063581360976
CHEMBL2536,19,0.0001621131200568,0.0004077279411763,0.003080149281081,0.0071321321321321,19,0.0543924606900937
CHEMBL254,7,0.0002229453393916,0.0002941659253051,0.0015606173757418,0.0026276276276276,7,0.0407458215827074
CHEMBL255,17,0.0002122949295479,0.0003606036527816,0.0036090138023145,0.0063813813813813,17,0.0648122923733721
CHEMBL2552,7,0.0001939315445421,0.0002352317057446,0.0013575208117951,0.0026276276276276,7,0.0354521878816342
CHEMBL2553,52,0.0002745215225806,0.0006969566222805,0.0142751191741952,0.0195195195195195,52,0.1414840880729997
CHEMBL2559,5,0.0002413183803053,0.0003122553699222,0.0012065919015265,0.0018768768768768,5,0.037738580536625
CHEMBL256,8,0.0001532473505726,0.0001987411653855,0.0012259788045808,0.003003003003003,8,0.030991098060998
CHEMBL2575,11,0.0002099387933705,0.000340289276356,0.0023093267270763,0.0041291291291291,11,0.0513081254955046
CHEMBL258,53,0.0004069376484499,0.0010005429258257,0.0215676953678496,0.0198948948948948,53,0.2244509879394315
CHEMBL2581,18,0.0002194953382171,0.0004298423153472,0.0039509160879082,0.0067567567567567,18,0.0685343105557917
CHEMBL2582,62,0.0003330598542333,0.0006002557578003,0.0206497109624707,0.0232732732732732,62,0.1849097912079416
CHEMBL259,10,0.0002159535876962,0.0003570610648791,0.0021595358769622,0.0037537537537537,10,0.0482367145781631
CHEMBL2595,4,0.0001008752831297,0.000129737829465,0.0004035011325189,0.0015015015015015,4,0.0142658961982619
CHEMBL2597,86,0.0001895159285632,0.0003744821742586,0.0162983698564379,0.0322822822822822,86,0.1255823801066637
CHEMBL2599,47,0.0004041394659623,0.0007638703843328,0.0189945549002295,0.0176426426426426,47,0.2021298049401863
CHEMBL2600,18,0.0002354957557252,0.000433529674133,0.0042389236030539,0.0067567567567567,18,0.070992073029455
CHEMBL2608,12,0.0001483336179469,0.0002408793204457,0.0017800034153635,0.0045045045045045,12,0.0371330027525352
CHEMBL2609,3,0.0001186188174741,0.0001291209215675,0.0003558564524224,0.0011261261261261,3,0.0140825781779863
CHEMBL2626,14,0.0001937660147034,0.0003606036527816,0.0027127242058478,0.0052552552552552,14,0.0549765538250043
CHEMBL2632,28,0.0002275866045714,0.0003656089484091,0.0063724249280003,0.0105105105105105,28,0.0843287847215208
CHEMBL2634,35,0.0003700231295859,0.0006918271443315,0.0129508095355099,0.0131381381381381,35,0.1606871046668117
CHEMBL264,6,0.0001366683334863,0.0001918891775689,0.000820010000918,0.0022522522522522,6,0.0248449134895289
CHEMBL2641,3,0.0001791305677219,0.0002272332451636,0.0005373917031658,0.0011261261261261,3,0.0214866231088211
CHEMBL2650,18,0.0002353363740333,0.0003582489885277,0.0042360547325997,0.0067567567567567,18,0.0703945030172399
CHEMBL2652,8,0.0001947736656308,0.000229508659917,0.001558189325047,0.003003003003003,8,0.0378596414620454
CHEMBL2655,46,0.0002747197113779,0.0004401254824067,0.0126371067233854,0.0172672672672672,46,0.1309166851784023
CHEMBL2656,3,9.965639703998187e-05,0.0001291209215675,0.0002989691911199,0.0011261261261261,3,0.0127132526017129
CHEMBL267,168,0.0004453453711138,0.0018525215965935,0.0748180223471196,0.063063063063063,168,0.4453003486955101
CHEMBL268,15,0.0002145071186165,0.0003778019308674,0.003217606779248,0.0056306306306306,15,0.0593862542724548
CHEMBL2692,3,0.0002286048437851,0.0003406663811548,0.0006858145313555,0.0011261261261261,3,0.0285726512936917
CHEMBL271,23,0.0002549612571942,0.0006106516108136,0.0058641089154685,0.0086336336336336,23,0.088244304880707
CHEMBL2736,9,0.0001618650944096,0.0001987411653855,0.0014567858496869,0.0033783783783783,9,0.0337070382018164
CHEMBL274,19,0.0002505561012302,0.0007037016383753,0.0047605659233741,0.0071321321321321,19,0.0826968001777079
CHEMBL275,6,0.0002225164523344,0.0002941659253051,0.0013350987140064,0.0022522522522522,6,0.037746446139927
CHEMBL2754,32,0.0003037448407471,0.0007037016383753,0.0097198349039088,0.012012012012012,32,0.1255809130063408
CHEMBL278,17,0.0002482301945956,0.0005257214422201,0.0042199133081256,0.0063813813813813,17,0.0732891528535652
CHEMBL279,18,0.000370604629317,0.0007478338243689,0.0066708833277071,0.0067567567567567,18,0.1159202186219796
CHEMBL2796,13,0.0001666759388054,0.0003062282130062,0.0021667872044706,0.0048798798798798,13,0.045975489659549
CHEMBL280,11,0.0002260470009471,0.0003856603935559,0.0024865170104187,0.0041291291291291,11,0.0542358016130042
CHEMBL281,6,0.0001151642445872,0.0001565380927772,0.0006909854675232,0.0022522522522522,6,0.0196707424580595
CHEMBL2835,56,0.0003899828364629,0.0008108967663306,0.0218390388419227,0.021021021021021,56,0.2153583731222712
CHEMBL2847,33,0.000258756040229,0.0004556616177628,0.008538949327559,0.0123873873873873,33,0.1057590999024973
CHEMBL2849,16,0.0002288785544102,0.0003393389702117,0.0036620568705639,0.006006006006006,16,0.0643872643374027
CHEMBL2882,8,0.0001547128274515,0.0002255186617354,0.0012377026196127,0.003003003003003,8,0.0319945699191869
CHEMBL2883,9,0.0002035238702275,0.000340289276356,0.0018317148320477,0.0033783783783783,9,0.0457451503570473
CHEMBL2885,2,9.940835286590362e-05,0.0001291209215675,0.0001988167057318,0.0007507507507507,2,0.0099831019398489
CHEMBL2886,11,0.000203691678578,0.0003385117911996,0.002240608464359,0.0041291291291291,11,0.0486940002020881
CHEMBL2887,18,0.0002056799362488,0.0003524199876161,0.0037022388524801,0.0067567567567567,18,0.061853800027832
CHEMBL2888,6,0.0001735053229835,0.0001987411653855,0.0010410319379012,0.0022522522522522,6,0.0293854483574244
CHEMBL2896,22,0.0002452362093954,0.0006106516108136,0.0053951966067,0.0082582582582582,22,0.0842987442592466
CHEMBL2897,37,0.0002952447709677,0.0005985884593347,0.0109240565258079,0.0138888888888888,37,0.1270724216770763
CHEMBL2918,79,0.000283608826126,0.0007290516561058,0.0224050972639583,0.0296546546546546,79,0.181041492779911
CHEMBL2938,27,0.0002758334153937,0.000485476880837,0.0074475022156307,0.0101351351351351,27,0.1002372044221593
CHEMBL2940,9,0.0003050526176091,0.0004326422400115,0.002745473558482,0.0033783783783783,9,0.0645764163143712
CHEMBL2959,7,0.0002938219516543,0.000473874467115,0.0020567536615804,0.0026276276276276,7,0.0560567529601553
CHEMBL2960,51,0.0002788611323259,0.0004401254824067,0.014221917748622,0.0191441441441441,51,0.1395749566323975
CHEMBL2963,4,0.0001753957467356,0.0002003569238834,0.0007015829869426,0.0015015015015015,4,0.023969575467536
CHEMBL2964,36,0.0003935942716476,0.0007286732201455,0.014169393779317,0.0135135135135135,36,0.1713552702335308
CHEMBL2971,65,0.0004467826283704,0.0010005429258257,0.0290408708440801,0.0243993993993993,65,0.2686574873131496
CHEMBL2972,4,0.0001445542135984,0.0001614405013633,0.0005782168543937,0.0015015015015015,4,0.0197555564325494
CHEMBL2979,5,0.0001907378713388,0.0002505292187557,0.0009536893566942,0.0018768768768768,5,0.0295607332161468
CHEMBL3023,4,0.0001008752831297,0.000129737829465,0.0004035011325189,0.0015015015015015,4,0.0142658961982619
CHEMBL3024,51,0.0002705493223409,0.0006974301681775,0.0137980154393883,0.0191441441441441,51,0.1436941452916849
CHEMBL3025,2,9.940835286590362e-05,0.0001291209215675,0.0001988167057318,0.0007507507507507,2,0.0099831019398489
CHEMBL3028,4,0.0002705412044127,0.0003485038179077,0.001082164817651,0.0015015015015015,4,0.0374703479501902
CHEMBL3030,50,0.0002664726368214,0.000656115904312,0.0133236318410709,0.0187687687687687,50,0.1388588257594257
CHEMBL3038,3,0.0001162742340124,0.0001489814842314,0.0003488227020372,0.0011261261261261,3,0.0146697238485581
CHEMBL3040,15,0.0002796611231426,0.00038086803343,0.00419491684714,0.0056306306306306,15,0.0743727057836555
CHEMBL3043,4,0.0001101750943094,0.0001291209215675,0.0004407003772377,0.0015015015015015,4,0.0152113370067135
CHEMBL3076,7,0.0001339944593232,0.0002195696374164,0.0009379612152626,0.0026276276276276,7,0.0250999950155052
CHEMBL3079,4,8.99223204449894e-05,0.000138554721394,0.0003596892817799,0.0015015015015015,4,0.0139792356869711
CHEMBL3080,6,0.0001486217584068,0.0001816104504855,0.0008917305504409,0.0022522522522522,6,0.025074422055633
CHEMBL3123,4,0.0001891817703012,0.0002807949286725,0.0007567270812051,0.0015015015015015,4,0.0289000360673749
CHEMBL3125,5,0.0002323567346368,0.0002538148703671,0.0011617836731844,0.0018768768768768,5,0.0353876461784789
CHEMBL3126,6,0.0001575428420884,0.0001862972755751,0.0009452570525307,0.0022522522522522,6,0.0265835325991156
CHEMBL3142,12,0.0002118649616511,0.0003297006690235,0.0025423795398137,0.0045045045045045,12,0.0531860491185868
CHEMBL3143,31,0.0001325154667762,0.0002759009444309,0.0041079794700633,0.0116366366366366,31,0.0543703179093352
CHEMBL3155,10,0.0001644266453285,0.0002255186617354,0.0016442664532851,0.0037537537537537,10,0.0361049449898365
CHEMBL3157,8,0.0001850569062978,0.0002202894059907,0.001480455250383,0.003003003003003,8,0.0358453297583062
CHEMBL3164,48,0.0002689027516554,0.0004401254824067,0.0129073320794609,0.018018018018018,48,0.1315982959281369
CHEMBL3167,7,0.0001239195631946,0.0001503631298975,0.0008674369423626,0.0026276276276276,7,0.0225532256530483
CHEMBL3191,8,0.0001565968680274,0.0002202894059907,0.0012527749442199,0.003003003003003,8,0.0317236764184213
CHEMBL3201,10,0.0001812683398048,0.0002419520974736,0.0018126833980488,0.0037537537537537,10,0.0407883220131366
CHEMBL3230,7,0.0001688667568682,0.0001987411653855,0.0011820672980776,0.0026276276276276,7,0.0309552007982154
CHEMBL3233,31,0.000290869098353,0.0004234946083845,0.0090169420489433,0.0116366366366366,31,0.112572340797555
CHEMBL3240,11,0.0001608989975027,0.0002755643332227,0.0017698889725304,0.0041291291291291,11,0.0387452067996666
CHEMBL3253,31,0.0001985762511147,0.0003154362346277,0.0061558637845581,0.0116366366366366,31,0.0775459143342902
CHEMBL3254,23,0.0001973826287125,0.0004326422400115,0.0045398004603879,0.0086336336336336,23,0.068253883479223
CHEMBL3256,14,0.0001954278351145,0.0003299855517675,0.0027359896916035,0.0052552552552552,14,0.0528003727637732
CHEMBL3276,12,0.0003847094162606,0.000617515016451,0.0046165129951278,0.0045045045045045,12,0.0968088987790815
CHEMBL3311,15,0.000196877283399,0.0003188360018854,0.0029531592509863,0.0056306306306306,15,0.0542016864589945
CHEMBL3351,18,0.0001369429089231,0.0002610673200916,0.0024649723606164,0.0067567567567567,18,0.042810368755856
CHEMBL3371,8,0.0001672213352127,0.0002255186617354,0.0013377706817023,0.003003003003003,8,0.0329563692018575
CHEMBL3373,16,0.0001937266835737,0.000328960503738,0.00309962693718,0.006006006006006,16,0.055505615333704
CHEMBL3379,12,0.0001375130156451,0.0002429011131757,0.001650156187742,0.0045045045045045,12,0.0341927116255714
CHEMBL3409,14,0.0001878998300756,0.0002819460665378,0.0026305976210586,0.0052552552552552,14,0.0497015542253361
CHEMBL3419,7,0.0001600110111576,0.0002123634698696,0.0011200770781034,0.0026276276276276,7,0.0294405262477089
CHEMBL3421,18,0.0002353363740333,0.0003582489885277,0.0042360547325997,0.0067567567567567,18,0.0703945030172399
CHEMBL3429,13,0.0002367393123559,0.0003745888214609,0.0030776110606271,0.0048798798798798,13,0.0603280268962305
CHEMBL3438,19,0.0003789750205713,0.0009735094984587,0.0072005253908563,0.0071321321321321,19,0.1274501448340927
CHEMBL3473,8,0.0001869486189526,0.000235423107229,0.0014955889516213,0.003003003003003,8,0.036287911404322
CHEMBL3474,13,0.0001145157310056,0.0001816104504855,0.0014887045030738,0.0048798798798798,13,0.0295627606541977
CHEMBL3475,21,0.0002655850329089,0.000470767231136,0.0055772856910872,0.0078828828828828,21,0.086254954561112
CHEMBL3477,8,0.0001947736656308,0.000229508659917,0.001558189325047,0.003003003003003,8,0.0378596414620454
CHEMBL3478,12,0.0001718151775168,0.000229508659917,0.0020617821302017,0.0045045045045045,12,0.0412722508597084
CHEMBL3510,2,9.940835286590362e-05,0.0001291209215675,0.0001988167057318,0.0007507507507507,2,0.0099831019398489
CHEMBL3514,3,0.0001893926264716,0.0002123634698696,0.0005681778794149,0.0011261261261261,3,0.0225729294294864
CHEMBL3568,9,0.000171001672121,0.000229508659917,0.0015390150490895,0.0033783783783783,9,0.0355550305777639
CHEMBL3572,9,0.0002290546344728,0.0003406663811548,0.0020614917102556,0.0033783783783783,9,0.048871396598164
CHEMBL3582,17,0.0003043440852489,0.0007243958938257,0.005173849449232,0.0063813813813813,17,0.0964754347042235
CHEMBL3595,11,0.0002790295035427,0.0003789402936229,0.0030693245389698,0.0041291291291291,11,0.064527314412775
CHEMBL3610,56,0.000380703589847,0.0008482676909697,0.0213194010314357,0.021021021021021,56,0.2056260308988324
CHEMBL3636,7,0.0001831020121425,0.0002202894059907,0.0012817140849975,0.0026276276276276,7,0.0331971210995627
CHEMBL3650,47,0.0003843132743561,0.0005900666954846,0.0180627238947369,0.0176426426426426,47,0.1864969321825181
CHEMBL3708,34,0.000294603381117,0.0005306821637476,0.0100165149579794,0.0127627627627627,34,0.1218404523269505
CHEMBL3710,8,0.0001484642900953,0.0001987411653855,0.0011877143207631,0.003003003003003,8,0.0306187303673144
CHEMBL3721,17,0.0001967732574947,0.0003211747818415,0.0033451453774111,0.0063813813813813,17,0.0576320233306907
CHEMBL3723,24,0.0003115367269516,0.0006974301681775,0.0074768814468397,0.009009009009009,24,0.1112790506284416
CHEMBL3724,8,0.0001752945880085,0.0002202894059907,0.0014023567040683,0.003003003003003,8,0.0343927429604109
CHEMBL3727,3,0.0001553878171846,0.0001906880206905,0.000466163451554,0.0011261261261261,3,0.0185647768116373
CHEMBL3764,7,0.0001831020121425,0.0002202894059907,0.0012817140849975,0.0026276276276276,7,0.0331971210995627
CHEMBL3768,14,0.0002121693104252,0.0004147218171876,0.0029703703459529,0.0052552552552552,14,0.057572787716923
CHEMBL3769,12,0.0001567800168686,0.0002352317057446,0.0018813602024238,0.0045045045045045,12,0.0390836229180261
CHEMBL3770,4,7.81518880479813e-05,0.0001099231065672,0.0003126075521919,0.0015015015015015,4,0.0111464366883263
CHEMBL3775,28,0.000309543713545,0.000446080328516,0.0086672239792609,0.0105105105105105,28,0.1143335669089984
CHEMBL3816,34,0.0001799154518313,0.0004289799650973,0.0061171253622651,0.0127627627627627,34,0.0819993460610137
CHEMBL3817,18,0.0003020236963095,0.0005067849245739,0.0054364265335717,0.0067567567567567,18,0.0924886045451798
CHEMBL3819,8,0.0001752945880085,0.0002202894059907,0.0014023567040683,0.003003003003003,8,0.0343927429604109
CHEMBL3841,3,0.0001595302639943,0.0001839623279662,0.0004785907919831,0.0011261261261261,3,0.0189096212572771
CHEMBL3856,7,0.0001402742193956,0.0001816104504855,0.0009819195357692,0.0026276276276276,7,0.0260356564248776
CHEMBL3861,8,0.0001547633453931,0.0003406663811548,0.0012381067631452,0.003003003003003,8,0.0338364462253285
CHEMBL3863,4,0.0001008752831297,0.000129737829465,0.0004035011325189,0.0015015015015015,4,0.0142658961982619
CHEMBL3892,10,0.000248304318001,0.0005304671854309,0.0024830431800105,0.0037537537537537,10,0.060442740836133
CHEMBL3898,11,0.0001751947360081,0.0003077552400407,0.0019271420960896,0.0041291291291291,11,0.0415070564764083
CHEMBL3911,8,0.0001565968680274,0.0002202894059907,0.0012527749442199,0.003003003003003,8,0.0317236764184213
CHEMBL3913,13,0.0001749996951341,0.0002447788221733,0.0022749960367442,0.0048798798798798,13,0.044952351921524
CHEMBL3958,9,0.0001972709622518,0.0003134236053426,0.0017754386602663,0.0033783783783783,9,0.0422621488696642
CHEMBL3961,65,0.0003085541006272,0.0009693988041255,0.0200560165407732,0.0243993993993993,65,0.1855570722028667
CHEMBL3969,2,9.940835286590362e-05,0.0001291209215675,0.0001988167057318,0.0007507507507507,2,0.0099831019398489
CHEMBL3974,12,0.0002071612863324,0.000415736899837,0.0024859354359888,0.0045045045045045,12,0.0518083115123838
CHEMBL4018,7,0.000180023692056,0.0001987411653855,0.0012601658443923,0.0026276276276276,7,0.0325615010955984
CHEMBL402,12,0.0001816289857528,0.0002328521075871,0.0021795478290336,0.0045045045045045,12,0.0441370301646882
CHEMBL4068,9,0.0002445199801253,0.000643449067548,0.002200679821128,0.0033783783783783,9,0.0581943573241152
CHEMBL4069,9,0.0001924126143186,0.0002255186617354,0.0017317135288678,0.0033783783783783,9,0.0395599461657586
CHEMBL4071,25,0.0002269458314125,0.0003385117911996,0.0056736457853126,0.0093843843843843,25,0.0796483784924598
CHEMBL4072,21,0.0002250161119217,0.0004799268179239,0.0047253383503562,0.0078828828828828,21,0.0760839421538477
CHEMBL4074,3,0.0001770898059338,0.0002123634698696,0.0005312694178016,0.0011261261261261,3,0.0210989951219985
CHEMBL4076,11,0.0001301694428622,0.000229508659917,0.0014318638714851,0.0041291291291291,11,0.0314847445241381
CHEMBL4121,64,0.0002970372234204,0.0007286732201455,0.0190103822989063,0.024024024024024,64,0.1760420568955465
CHEMBL4142,38,0.0003874373183831,0.0005869158169138,0.0147226180985597,0.0142642642642642,38,0.1683681199952084
CHEMBL4237,38,0.0002813448344336,0.0007290516561058,0.0106911037084798,0.0142642642642642,38,0.1243005555720616
CHEMBL4271,6,0.0001956383560812,0.0002233957848034,0.0011738301364874,0.0022522522522522,6,0.0327288738411037
CHEMBL4273,17,0.0002167419154058,0.0002996351092311,0.003684612561899,0.0063813813813813,17,0.0617327937293786
CHEMBL4305,3,0.0001512550560989,0.0001839623279662,0.0004537651682967,0.0011261261261261,3,0.0180685422862319
CHEMBL4306,6,0.0001529628854031,0.0001839623279662,0.0009177773124189,0.0022522522522522,6,0.0256397743566084
CHEMBL4315,12,0.0002187827526159,0.0004289799650973,0.0026253930313908,0.0045045045045045,12,0.0571223091482295
CHEMBL4330,16,0.0002082036648019,0.0003606036527816,0.0033312586368306,0.006006006006006,16,0.0613558598513841
CHEMBL4425,18,0.0002353363740333,0.0003582489885277,0.0042360547325997,0.0067567567567567,18,0.0703945030172399
CHEMBL4429,8,0.00017947104792,0.0002202894059907,0.00143576838336,0.003003003003003,8,0.0348124840715579
CHEMBL4467,5,0.0001907378713388,0.0002505292187557,0.0009536893566942,0.0018768768768768,5,0.0295607332161468
CHEMBL4469,7,0.0001567851573612,0.0001839623279662,0.0010974961015285,0.0026276276276276,7,0.0284093248332512
CHEMBL4478,3,0.0001791280856424,0.0002233957848034,0.0005373842569272,0.0011261261261261,3,0.0215855545155452
CHEMBL4549,42,0.0002222096089311,0.0004165853654692,0.0093328035751079,0.0157657657657657,42,0.1024398061333562
CHEMBL4550,8,0.0001186723537568,0.0002103360965538,0.0009493788300546,0.003003003003003,8,0.0240573760941759
CHEMBL4551,15,0.0001852754283189,0.0004076710515515,0.0027791314247848,0.0056306306306306,15,0.0536351813168731
CHEMBL4573,6,0.0001735053229835,0.0001987411653855,0.0010410319379012,0.0022522522522522,6,0.0293854483574244
CHEMBL4589,4,0.000136648304949,0.0001488907831645,0.0005465932197963,0.0015015015015015,4,0.0186701535167283
CHEMBL4605,4,0.000108426477525,0.0001252591549472,0.0004337059101,0.0015015015015015,4,0.0150346006512328
CHEMBL4607,7,0.000180023692056,0.0001987411653855,0.0012601658443923,0.0026276276276276,7,0.0325615010955984
CHEMBL4608,10,0.0002159535876962,0.0003570610648791,0.0021595358769622,0.0037537537537537,10,0.0482367145781631
CHEMBL4617,4,0.0001394207307155,0.000162954214055,0.0005576829228621,0.0015015015015015,4,0.0190668066080582
CHEMBL4633,3,0.0001595302639943,0.0001839623279662,0.0004785907919831,0.0011261261261261,3,0.0189096212572771
CHEMBL4708,2,0.0002116031821451,0.0002313171867214,0.0004232063642903,0.0007507507507507,2,0.0204484410304939
CHEMBL4712,11,0.0001477437945184,0.000261237476512,0.0016251817397024,0.0041291291291291,11,0.0369737532307555
CHEMBL4714,8,0.0001596959775189,0.0002202894059907,0.0012775678201515,0.003003003003003,8,0.0319946593852597
CHEMBL4715,14,0.0001278239773758,0.0002352317057446,0.0017895356832622,0.0052552552552552,14,0.035481303457187
CHEMBL4716,4,0.00019986883973,0.0002255186617354,0.0007994753589202,0.0015015015015015,4,0.0272718415732863
CHEMBL4744,19,0.0001963802199566,0.0003557852092065,0.0037312241791772,0.0071321321321321,19,0.0627970339283295
CHEMBL4761,18,0.0001903033150027,0.000296838308673,0.0034254596700495,0.0067567567567567,18,0.0567380590557327
CHEMBL4763,59,0.0002901095464355,0.0007387091579148,0.0171164632396974,0.0221471471471471,59,0.162793253376688
CHEMBL4770,4,0.0001538355772014,0.0001954296529149,0.0006153423088057,0.0015015015015015,4,0.0216807159722716
CHEMBL4777,7,0.000180023692056,0.0001987411653855,0.0012601658443923,0.0026276276276276,7,0.0325615010955984
CHEMBL4790,12,0.0001581141520684,0.0003398943331368,0.0018973698248217,0.0045045045045045,12,0.0414259693975475
CHEMBL4794,4,0.000123748173313,0.000151975502503,0.000494992693252,0.0015015015015015,4,0.0169968130155662
CHEMBL4805,18,0.000226091649603,0.0003689516463193,0.0040696496928543,0.0067567567567567,18,0.0680953040458061
CHEMBL4808,8,0.0001460963177114,0.0002488679233123,0.0011687705416915,0.003003003003003,8,0.0302992449957031
CHEMBL4811,6,0.000107942756466,0.0001291209215675,0.0006476565387962,0.0022522522522522,6,0.0182146966036192
CHEMBL4812,3,0.0001791305677219,0.0002272332451636,0.0005373917031658,0.0011261261261261,3,0.0214866231088211
CHEMBL4813,13,0.0001506595785373,0.0002419520974736,0.0019585745209853,0.0048798798798798,13,0.0388326635249999
CHEMBL4815,8,0.00017947104792,0.0002202894059907,0.00143576838336,0.003003003003003,8,0.0348124840715579
CHEMBL4816,81,0.0003569439173013,0.0007614556352684,0.0289124573014054,0.0304054054054054,81,0.2376799704405459
CHEMBL4820,8,0.000151157820171,0.0002202894059907,0.0012092625613683,0.003003003003003,8,0.0312938355751845
CHEMBL4829,12,0.0001489886690927,0.0002610673200916,0.0017878640291127,0.0045045045045045,12,0.0371990167040484
