gene,log2FC,pvalue,FDR
SFRP1,-7.371084471108034,1.6034488230302426e-132,2.918757892561951e-128
SPRY2,-3.5838563934852274,4.024916200261042e-127,3.663277479667587e-123
BOC,-3.2272073334488445,1.0401903553338657e-118,6.311528346047452e-115
OSR1,-5.3490214069132795,5.822413113101119e-118,2.6496346474444917e-114
DMD,-4.65129206012302,7.59652133714307e-118,2.7655895580003056e-114
ID4,-4.591961656415143,2.8093888683176303e-115,8.523217594997638e-112
C2orf40,-6.6491661179935875,2.806410812888612e-113,7.297870861001631e-110
HOXA4,-3.4440558563631636,4.7199684041013826e-113,1.0739698107482184e-109
PROS1,-2.884070220046783,2.8097416713096605e-110,5.682858626983306e-107
CNTNAP3,-5.100193255652776,1.0732291081312002e-109,1.9535989455312235e-106
CYYR1,-2.7085006540760626,3.9947623702260557e-109,6.610605402293172e-106
CLDN11,-4.149653049467209,8.04421287271373e-108,1.2202400576834003e-104
TMEM220,-3.0748880966819723,6.580837106433369e-107,9.214690603723586e-104
KLHL29,-3.806955817378496,8.537630573511401e-107,1.1100749237830574e-103
SOX10,-7.689756354500566,3.8148511408805725e-106,4.62944902116327e-103
SCN4B,-3.5150137269340727,5.488691763883271e-106,6.244416011122948e-103
EGFR,-4.550735038551505,1.6154877081088553e-105,1.7298072206297349e-102
RGMA,-3.5682477952005573,3.5758393081708504e-105,3.6161668292574436e-102
TRPM6,-4.001253599584164,1.7245141609747926e-104,1.6521753301170605e-101
FOXC1,-3.1865463397730185,2.2628807522559796e-104,2.0595609166657795e-101
FMO2,-5.14241785930867,3.310291050902425e-104,2.738964909071675e-101
MAMDC2,-4.564427570822143,3.26681605704501e-104,2.738964909071675e-101
MEIS2,-2.7813085246469713,5.056352193711851e-104,4.0017729992233403e-101
TSLP,-4.762273971237979,1.0217584395756778e-103,7.749612031498359e-101
FGF2,-4.353600978948277,2.3433613856135245e-103,1.7062482920929195e-100
MYH11,-5.02142141557654,4.437800305933238e-103,3.1069722680347204e-100
AQP1,-2.9068419215108747,1.743924461503976e-102,1.1757280360280325e-99
FAT2,-5.75110470848133,6.351566612763072e-102,4.129198823290221e-99
ITM2A,-3.3761741574980526,2.5419436440143222e-101,1.595551729379059e-98
FAM107A,-4.797376695832975,4.6593412510686696e-101,2.827132959773433e-98
SYNM,-5.184443043402931,9.532122247974257e-101,5.5972006864475935e-98
NTRK2,-4.889666984319502,1.7524337865725242e-100,9.968610067806143e-98
C21orf34,-3.6231461275231736,1.9076164318890567e-100,1.0522527851417122e-97
SYN2,-5.041202871870398,2.474974452141105e-100,1.3250576456566041e-97
RHOJ,-2.2966349952352063,8.057794949593096e-100,4.1907440419269467e-97
FXYD1,-5.758871168673656,1.173364811720096e-99,5.932988796594696e-97
MOBKL2B,-2.764702525340036,1.4603176296416478e-99,7.184368057396464e-97
GIPC2,-3.7791130815212686,7.1328783951487314e-99,3.4168364586024307e-96
IL33,-4.871861309884777,2.5819996980746305e-98,1.2051318077962181e-95
PPM1F,-1.6162612189205579,1.6542263456303843e-97,7.52797054237747e-95
TINAGL1,-3.258782002079184,2.442613395662819e-97,1.084460771737812e-94
CHST3,-2.619918153859479,1.431926050360413e-96,6.206035689216809e-94
STAC2,-8.092534133240925,4.896294721706393e-96,2.0727268097493363e-93
MAPK4,-4.836793493892403,8.049130956248496e-96,3.329962063558895e-93
LEPREL1,-3.0543934505761046,1.4387016586204764e-95,5.819708064859674e-93
NRG2,-4.8593593866412546,1.9468887562238804e-95,7.704177397726803e-93
CAPN6,-5.3582437451269165,2.0327812900129348e-95,7.872918685554351e-93
CX3CL1,-4.2206665165035115,6.008369304090704e-95,2.2785488842158976e-92
ITPRIPL1,-3.4622405223945254,6.839306009686466e-95,2.540732393761689e-92
SCN3B,-3.876626552889196,8.844118441174577e-95,3.219789759694016e-92
MAML2,-3.058736441999476,1.7584231486732705e-94,6.276191485352852e-92
TSHZ2,-3.564735649311272,2.682845640024803e-94,9.391507535648363e-92
RERGL,-5.297909910768432,6.933581740383337e-94,2.3591512064665084e-91
HOXA3,-3.19834300441826,6.998525800647775e-94,2.3591512064665084e-91
CACHD1,-3.0796968855583495,9.838911047769988e-94,3.256321778228311e-91
ANXA1,-3.0708787620202713,1.9988137588236595e-93,6.497215509261977e-91
PLAGL1,-2.7414687776141395,4.8325942313129735e-93,1.543293206887545e-90
SPARCL1,-2.4205289569436026,8.693182611728445e-93,2.7283103979533254e-90
TACR1,-4.905419999133673,1.1833894255969621e-92,3.6510572396850003e-90
IL34,-3.411608862514079,1.9614919051327785e-92,5.950839524855328e-90
RGN,-4.222683505154639,2.6804803766404893e-92,7.998817097702758e-90
S100B,-5.725916750411503,3.567731686201764e-92,1.047474514256947e-89
JAM2,-2.5445366889023653,1.5883846967910879e-91,4.5894232755060594e-89
HOXA7,-3.2956065320973744,1.6435364967649858e-91,4.6745773204082866e-89
PTPRZ1,-6.102750160270293,1.7389130885438364e-91,4.8697592231943774e-89
KRT5,-7.51840896214156,2.0851027297988786e-91,5.7507765137165134e-89
HOXA5,-3.5908218877241627,3.919070079532538e-91,1.0647586963840417e-88
CRYAB,-5.227705098327991,1.5578951964237303e-90,4.170347979485465e-88
NGFR,-4.292241193797107,3.2278049763399754e-90,8.396073909578066e-88
MYLK,-3.1211954994368867,3.228726988246249e-90,8.396073909578066e-88
INPP1,-1.7145393918392084,3.628129856405392e-90,9.301809545936246e-88
FAM126A,-2.7373374902538323,4.542322567191995e-90,1.1483874679249428e-87
SCN2B,-4.582596534696352,4.763638169701902e-90,1.187842542507996e-87
STAC,-3.5803133933985962,5.896669674591357e-90,1.4505010552241414e-87
GFAP,-4.897748111409513,9.592662271199283e-90,2.328203084301874e-87
ACTG2,-5.334258862514076,1.1556434155667234e-89,2.7679180386264564e-87
RELN,-5.688331023130901,1.6448246907632894e-89,3.888408291683657e-87
GPRASP1,-2.8220843888070712,1.7013404778953203e-89,3.970448810144682e-87
RASSF9,-3.3109340639348535,2.2008000054292743e-89,5.0710332276998836e-87
HLF,-4.3990755349562525,4.082459994078276e-89,9.289127409025857e-87
RACGAP1,2.2219038594819374,4.137972663818492e-89,9.299199555492348e-87
BBOX1,-6.249452568656327,4.6180273195384966e-89,1.0251457475312104e-86
FAM171A1,-2.4975159707181858,6.214076836733097e-89,1.362829405530754e-86
NFIB,-2.902272325218748,6.505249308502266e-89,1.4097030138412709e-86
CXCL2,-5.582737568223166,7.307710600068752e-89,1.5649677182711938e-86
SDPR,-4.950331391319415,1.033857943798479e-88,2.188292575693455e-86
ATOH8,-4.437462860608159,1.3275546941677393e-88,2.7776411606822248e-86
USP44,-3.4111549813739916,1.6864402794495753e-88,3.488440046229616e-86
PAMR1,-4.602031278697049,1.7154464509045796e-88,3.508569859080456e-86
C2orf88,-3.9573793641167807,2.3533880056107838e-88,4.674002272327011e-86
PTX3,-4.6764112838950025,2.3325697323516289e-88,4.674002272327011e-86
L3MBTL4,-3.267861517802997,2.3622930783611772e-88,4.674002272327011e-86
PLA2G4A,-3.0937782725461336,2.5387695063085764e-88,4.969163583154303e-86
HOXA2,-3.4693720609893433,3.991339445337806e-88,7.729186374838732e-86
DST,-3.1336420947760537,7.208773162428352e-88,1.3812768197440348e-85
TCEAL7,-2.9926903621242316,8.539493578400628e-88,1.6192125167461108e-85
LIMS2,-2.634697050160269,8.708185932881022e-88,1.6341763766621982e-85
LMOD1,-3.3183867018972553,1.4524060310622268e-87,2.697770100349563e-85
RCBTB2,-1.6192142207398428,2.041065721230561e-87,3.7528807397535257e-85
RND3,-2.627008767218225,2.9362229893741182e-87,5.291887829265057e-85
CNN1,-4.49684686823183,2.917527065391496e-87,5.291887829265057e-85
TSPAN7,-3.4661039634410455,3.3758625090924944e-87,6.024590711079478e-85
ANKRD35,-3.1377431127090016,3.46050053425655e-87,6.115678759715726e-85
C3orf64,-1.7817217144589748,3.8165033984282485e-87,6.679981861691289e-85
PRSS12,-4.184054938057695,6.871363055884125e-87,1.1912325876786546e-84
SNCA,-2.7033254309971406,7.926192858411772e-87,1.3611366849214102e-84
SPRY1,-2.4743856319847524,1.1130549835818361e-86,1.8935457818822583e-84
NDRG2,-3.3266468205839104,1.213746634974531e-86,2.0457249996704989e-84
LOC728264,-4.474268409425627,1.5041994952130383e-86,2.512013157005774e-84
CHL1,-4.544679740968552,7.262915052207244e-86,1.2018803881393496e-83
ROBO3,-2.821641180802218,8.135261730141454e-86,1.3341096330969809e-83
A2M,-1.8707409685523686,9.773372546530583e-86,1.588434825575859e-83
FAM13C,-3.0046358312397112,1.0177103633288166e-85,1.6394143135995088e-83
PPP1R14A,-3.6687096811920643,1.2052974821937241e-85,1.924564041085295e-83
KLK7,-6.198049034046608,2.0833624205582143e-85,3.2976909688192326e-83
TIMELESS,1.8966356709694168,2.3525731537662208e-85,3.691714579138493e-83
CD300LG,-6.845789339859654,2.6852320172714885e-85,4.177716103452385e-83
PDE1C,-4.906612877934679,3.767480654079346e-85,5.811817825949689e-83
ETS2,-1.9909989560772772,4.19571990984609e-85,6.4180411360444015e-83
SOBP,-2.49932416616131,4.588465534334806e-85,6.96031984345804e-83
EDNRB,-2.7806207918218826,5.629327230471405e-85,8.468648229443882e-83
MID1,-3.1806273065927364,8.245880086825842e-85,1.2303258624630393e-82
GABRP,-6.9542241098501245,8.760552329857237e-85,1.2964905208161893e-82
DPYSL2,-1.9023293424586338,1.3791949498207396e-84,2.02463594125701e-82
NCRNA00086,-3.7296963094516165,1.8179170984952316e-84,2.647323595512696e-82
IGSF10,-4.606300944295244,1.9819758050240718e-84,2.8633258395915226e-82
LOXL4,-3.883232487221692,2.7804865422963736e-84,3.9852910653087316e-82
TLE4,-2.3274517109936745,3.1048319801387843e-84,4.415410666755179e-82
RASIP1,-2.2506166681105446,4.80840937310441e-84,6.78507564485423e-82
TNFRSF10D,-2.976126700164601,4.928092646689505e-84,6.900466957514543e-82
DNASE1L3,-4.259201325478644,5.492666144640158e-84,7.632290216098076e-82
C10orf54,-2.2889481070778803,5.844146122423595e-84,8.059166050490659e-82
EPHB6,-3.2746855323572728,7.410408318282503e-84,1.0142230272007248e-81
DSC3,-5.532803322359872,8.49662319358858e-84,1.154209193976813e-81
CCL14,-4.628405007363772,1.5427881850098628e-83,2.08024987642478e-81
KLK5,-6.616836853504287,5.190578928117823e-83,6.947360899156525e-81
D4S234E,-4.683570991076844,5.398657395449865e-83,7.17312120944335e-81
KIAA1045,-3.188703391665946,5.552078411744684e-83,7.32351328470931e-81
WDR86,-3.6512670449623155,5.732067426956297e-83,7.452915955206105e-81
TIMM17A,1.2914836091137474,5.721645336031609e-83,7.452915955206105e-81
PRNP,-2.2822506280862864,7.105280602264065e-83,9.1728668654619e-81
KRT14,-7.578465918738631,9.868243340316432e-83,1.2649803017819007e-80
ENPP2,-3.5198533266915044,9.937492894292799e-83,1.2649803017819007e-80
RYR3,-4.170296274798581,1.0036053154102158e-82,1.268654691417511e-80
ZFP36L2,-1.9921594689422175,1.5567301022250372e-82,1.9542867621243003e-80
NR3C2,-3.132949129342461,1.586604842856793e-82,1.9781484900357672e-80
ABCA10,-5.024498271679807,1.704764564472632e-82,2.111008800482675e-80
LASS2,1.410347816858705,1.9951846837336705e-82,2.453942351216487e-80
PDE9A,-2.802076903751191,2.3196157879264544e-82,2.833823234068809e-80
LOC399959,-2.543268149527851,6.748292244002581e-82,8.189277581171932e-80
MT1M,-3.59786160443559,7.19487119593291e-82,8.673393402620315e-80
SCN3A,-4.486105973317164,8.975763193483159e-82,1.0749066934932497e-79
TTC28,-1.6465834315169339,9.730403464911076e-82,1.1576636226913484e-79
PHYHIP,-3.4324540067573417,1.8801674713485828e-81,2.222382368893393e-79
NCRNA00087,-2.7556859481937113,2.3839068164315385e-81,2.799629405129245e-79
LAMB3,-3.779983565797451,2.721497258195347e-81,3.175603499418584e-79
MIA,-5.642538573161223,8.987877919661135e-81,1.0420786100101378e-78
PNMAL2,-2.379179736636922,1.2394660221382518e-80,1.4279746836064934e-78
ALDH1A2,-4.391756272199602,1.3988385867110746e-80,1.6014502386101692e-78
IRX1,-5.164826167374166,1.4396602809574632e-80,1.6378835058917937e-78
ABCB1,-3.244816737416617,2.2871041710595587e-80,2.5858482748942325e-78
GDF5,-3.3879503075456987,2.3178493201067035e-80,2.6044327885124894e-78
CFI,-2.3471927618470083,2.795787184498068e-80,3.1221910502710633e-78
FREM1,-4.483061847006844,3.454001570337296e-80,3.8337311332225487e-78
TM4SF18,-2.5907007840249516,3.6693590944696185e-80,4.048081430098816e-78
CCDC82,-2.0150387810794417,3.755254221769893e-80,4.117885096317914e-78
GNAL,-3.3683690028588753,3.831280099285281e-80,4.176095308220956e-78
RASL12,-2.0838543099714117,4.721902266887544e-80,5.116237319294879e-78
NAALADL1,-2.0176583210603836,5.484023381869501e-80,5.9068448295958895e-78
ECT2,2.0764249285281142,6.338205710174649e-80,6.786726973077008e-78
SAMD5,-4.65742176643853,6.38164090178746e-80,6.79327539972147e-78
TRIM29,-5.742330473013947,1.3493006911516027e-79,1.4279837488972457e-77
MRAP2,-3.6947437061422512,1.543438152994654e-79,1.6240002716162827e-77
JPH2,-3.737798570562246,2.5464851495280092e-79,2.6640039756815143e-77
CDC14B,-2.498619223771982,2.566866972394322e-79,2.6699816856282197e-77
KRT17,-6.494988759421294,3.6322201072087686e-79,3.75666492110916e-77
ADAMTS5,-3.661467569089492,3.7043478902223e-79,3.809618341565906e-77
KLK6,-5.520018314129775,6.170572847537598e-79,6.310277390097017e-77
VIT,-4.918763315429263,7.994691579132148e-79,8.130020715918574e-77
PGM5,-3.590794542146752,1.0958979639204558e-78,1.10825725762467e-76
PELI2,-2.5770562548730815,1.2740321993346203e-78,1.2812822168225466e-76
C18orf34,-3.8539841462358133,1.690130494376142e-78,1.6904090873147755e-76
ARHGAP20,-3.5378537945074946,1.7408632272923036e-78,1.7316357008962734e-76
EPHA2,-2.1217552282768795,1.7629314269160665e-78,1.7440565632691932e-76
DUSP6,-2.2068338040370783,2.0685319568216352e-78,2.0353236329742824e-76
EME1,2.930922351208525,2.2858706115617494e-78,2.2370807925945444e-76
BMX,-4.036906973923591,2.646164138429225e-78,2.5758356049105442e-76
F3,-3.2122182534869603,3.1360817108875524e-78,3.0364944352811763e-76
SCARA5,-6.8139248678853,3.558245406883247e-78,3.427023340819881e-76
CAV2,-3.347256553755523,3.604636862358986e-78,3.453431831869507e-76
PPAP2B,-2.227489482803433,6.011004137171752e-78,5.728707241305623e-76
TCEAL2,-3.7161258598284657,6.655212556454266e-78,6.30962677943422e-76
SPAG5,3.1887608897167095,9.722494624508258e-78,9.169874075125587e-76
THSD1,-1.8494941003205412,9.91600451401192e-78,9.304176812812317e-76
SOSTDC1,-5.773427921684139,1.6143796966972433e-77,1.507002749691278e-75
SKI,-1.0757406783331884,1.886575422212651e-77,1.7521087964559638e-75
POLR3K,1.6180421164342036,2.4135016720926537e-77,2.230100047568659e-75
C9orf125,-2.5919571385255127,3.056566470702552e-77,2.810034316474674e-75
LPHN2,-2.20304320800485,4.0632503834943926e-77,3.7167510919974083e-75
TCF7L1,-2.564801970891449,4.157921130947301e-77,3.7843319173316866e-75
SIRPA,-1.7938624750931318,4.81283744722657e-77,4.3586109478539923e-75
FAM49A,-2.2127914926795462,6.215800932749415e-77,5.601298236576119e-75
ABCA8,-5.425493515550551,9.158660499493451e-77,8.21256635824036e-75
KCNMB1,-3.8631900762366778,1.0365524102236664e-76,9.249197805539902e-75
TMEM71,-3.2110216624794243,1.1364815946157268e-76,1.0091402178921988e-74
LHFP,-2.4692103439313886,1.465610655055811e-76,1.2950733375718896e-74
GGTA1,-2.766165000433161,1.6390806756326672e-76,1.4413616202193934e-74
KCNE1,-4.681754219007189,1.7343265940517832e-76,1.5177859130540678e-74
ADH1C,-5.087175799185655,1.838299583917784e-76,1.6010797763662881e-74
PAK3,-4.048513285107858,1.872415917230601e-76,1.62302794958803e-74
PTCHD1,-5.057826431603569,2.816423033307085e-76,2.4297321552269604e-74
CLEC1A,-2.213258329723643,3.321640616039789e-76,2.8520671761213337e-74
CHRDL1,-5.952593013081517,4.397872851754601e-76,3.7584262685675585e-74
LRIG3,-2.356784297842851,4.448922726494472e-76,3.784286934129854e-74
RCAN1,-2.8620630945161523,6.003942538664002e-76,5.08324493168841e-74
HSPB2,-3.2371968639002002,1.140926913482348e-75,9.614950280610732e-74
C17orf51,-2.04837849345924,1.1530583318128744e-75,9.672405905064402e-74
AMOTL1,-2.3286878930953847,1.2474408720825255e-75,1.0416131281889086e-73
TMEM100,-4.515543086719225,1.5267587208115138e-75,1.2644991004977784e-73
CORO2B,-2.850585220479945,1.528263484642703e-75,1.2644991004977784e-73
PLSCR4,-2.4681601143550216,1.8483433967732685e-75,1.5224160566273218e-73
SLC6A14,-6.014307515377285,2.1074722623064934e-75,1.7280323239083377e-73
SMC4,1.6535205535822595,2.99462654231759e-75,2.444447845282829e-73
SLC6A2,-3.9433263969505314,3.249814201686865e-75,2.6409092818440185e-73
DACT2,-4.685997808195442,3.369065395387222e-75,2.7256487729881598e-73
LRFN5,-3.3864750064974443,3.3918544594817317e-75,2.7319436604400867e-73
ARID5B,-2.0146875508966477,4.284739735768355e-75,3.4208384829031303e-73
TF,-5.806926033093652,4.268986195872344e-75,3.4208384829031303e-73
C1orf190,-2.1835690721649472,4.63394990389077e-75,3.6834842838656626e-73
PIK3C2G,-5.621554309971412,6.294677585035528e-75,4.981826786104422e-73
APBA1,-2.244239829333793,7.536298809315559e-75,5.938668711081e-73
ANXA8,-4.840072342545266,8.577649972713003e-75,6.730127691952362e-73
ATP1B2,-2.361527661786364,8.827817587189722e-75,6.896685130455559e-73
CD200,-1.8188526119726252,1.2047325560697085e-74,9.371686631682437e-73
SCHIP1,-1.6510208438014375,1.3137528344207931e-74,1.017627355104753e-72
CENPL,1.5138663605648448,1.3837201134697682e-74,1.0650879400563996e-72
NOD1,-1.2310380013861222,1.3867265933822267e-74,1.0650879400563996e-72
ADRB2,-3.1950560209650867,1.4036873209785126e-74,1.0735848867131037e-72
PTRF,-2.3232744563804903,1.5128274931294791e-74,1.1522175254157284e-72
KPNA2,2.261731049120682,1.52647380381141e-74,1.1577667771157957e-72
EPHB1,-4.022427137659187,1.6418990659117983e-74,1.2401447592030068e-72
HIF3A,-5.406610664471973,1.7070494178139998e-74,1.2840256426639767e-72
APCDD1,-2.914787048427616,2.0163569263979298e-74,1.5104421864700212e-72
EFHA2,-2.9801769037511905,2.1031443271435172e-74,1.5689973847128462e-72
DSG3,-5.766383860348262,2.8337620272792066e-74,2.1054273543903429e-72
GPM6B,-3.2759541107164525,3.169870091740465e-74,2.34557501138015e-72
MYLK4,-2.028922723728667,3.330730352266488e-74,2.454626906975987e-72
KIT,-4.648001524733604,3.360762559604909e-74,2.4667726158261355e-72
MT1X,-2.7986704539547764,4.037235397751885e-74,2.9513974275211867e-72
CBX7,-2.1179508230096165,4.2838560669516946e-74,3.1191612794688677e-72
MET,-3.3083885818244854,4.769894163858318e-74,3.4592184647296004e-72
HN1L,1.4172764792514911,4.988770779099517e-74,3.603595019521766e-72
PLD1,-2.000981365329636,5.3346816018907256e-74,3.8382296126172677e-72
AVPR2,-3.580451897253746,7.595553515240265e-74,5.443380340075534e-72
PELI1,-1.9096639695053277,9.42357500089076e-74,6.726954342792726e-72
POU6F1,-1.6792472797366376,1.1081959812385122e-73,7.879879471283061e-72
CLDN5,-3.4455750281555897,1.1600429824577384e-73,8.215136582404004e-72
CCNE2,3.3707618556701027,1.1643713883756705e-73,8.215136582404004e-72
GPRC5B,-2.1238156068612977,1.2166555577651954e-73,8.550880740540483e-72
NKAPL,-2.7726981850472145,1.248493514491851e-73,8.740895170882754e-72
TGFBR2,-2.5646168240492067,2.2096430905108808e-73,1.541077899485424e-71
SLC27A6,-4.709891384388806,2.484360007643198e-73,1.7260612679056921e-71
H6PD,-1.2605989127609796,2.5720685222049828e-73,1.7802039281253726e-71
ARL6IP1,1.2495371393918386,2.780217711623837e-73,1.9169811744200267e-71
SOD3,-3.61074342458633,3.0161485664698414e-73,2.0718095228471897e-71
AASS,-2.321648557567359,3.276297205792918e-73,2.2420465427461834e-71
CCNB1,2.6470165728146933,3.533148830736722e-73,2.40876060546444e-71
EGFLAM,-2.2282031707528356,3.609051720440308e-73,2.451327181611005e-71
GPIHBP1,-4.281289352854546,3.702391856925756e-73,2.5053769134431053e-71
KLHL13,-3.898498470934766,4.294852179043959e-73,2.8955257116717475e-71
MME,-4.418040699991336,4.3405659040665494e-73,2.9155469059676532e-71
SH3TC2,-2.744466455860696,6.197535139984673e-73,4.147563682100772e-71
FIGF,-6.0716499523520735,6.349399733532438e-73,4.233630891922746e-71
MATN2,-3.693511881659882,6.762609862552587e-73,4.492692968176815e-71
LIX1L,-1.609906523434117,7.261552165146243e-73,4.806619420442075e-71
DARC,-4.771774785584336,8.262805914198629e-73,5.4495600020346974e-71
TDRD10,-2.8365230139478483,1.1257351540645384e-72,7.397746212793066e-71
ADCY4,-2.3257611929307798,1.185059148191166e-72,7.759579739037337e-71
TP63,-5.097132054058736,1.404501499898529e-72,9.163491327115744e-71
KLK8,-5.088892553928787,1.4690547770856942e-72,9.550430038318175e-71
CMTM7,-2.2934042233388228,1.7342087178382304e-72,1.1234092986053134e-70
TMEM88,-2.483590552715932,1.766781718689508e-72,1.1404513342306778e-70
FGFBP1,-5.419532608507323,2.0322770888638918e-72,1.3071922207982128e-70
SYT15,-2.683250281555922,2.0788341539350444e-72,1.3324302149323807e-70
SCN5A,-3.561081083773715,2.1664940192308608e-72,1.3837435309494513e-70
ADAMTS1,-3.1252440829940227,2.43456957206807e-72,1.5495269202921353e-70
GYPC,-2.3958957939876973,2.803268565815197e-72,1.777975529739862e-70
COL17A1,-6.454274833232261,3.115583940694426e-72,1.9692005025159943e-70
INMT,-3.3671101749978343,3.129828109524611e-72,1.9713585147984946e-70
SNCAIP,-2.5060303560599513,3.598667116302295e-72,2.2588461213120925e-70
ADAM33,-4.1455761543792775,4.4272154216821975e-72,2.7693677773498638e-70
SPNS2,-2.149308819197781,4.609035237490165e-72,2.873228370823064e-70
DSN1,1.380011301221522,4.649648655268725e-72,2.8886537362408395e-70
DEFB1,-4.56013614744867,5.529491969899401e-72,3.4175794612076014e-70
EMCN,-2.4068992766178603,5.538570241478012e-72,3.4175794612076014e-70
S1PR1,-2.498496439400501,6.078127942670059e-72,3.7378433425818615e-70
BACH2,-2.5621323832625826,7.109001042406943e-72,4.357075622051636e-70
FLRT2,-2.711556116260933,7.543253685198636e-72,4.6077129809285497e-70
ITIH5,-4.513792406653383,7.780896567324407e-72,4.736978602508568e-70
VGLL1,-5.203029021918045,8.713547296748052e-72,5.28709004809016e-70
KCTD12,-2.030940825608596,1.0844180281310439e-71,6.558027031916742e-70
RGS6,-3.925985636316381,1.2160405929065378e-71,7.329664540621758e-70
PDGFD,-2.396406397816863,1.251312653741678e-71,7.517374335333255e-70
UBE2T,3.505565273325824,1.430200182339872e-71,8.535716039059898e-70
KCNJ16,-5.810517049293945,1.4288121533702981e-71,8.535716039059898e-70
TMEM132C,-6.1254099800745045,1.951714394845853e-71,1.1610149388685968e-69
IL11RA,-2.031297409685525,2.339312038935218e-71,1.3870520210012304e-69
MALL,-2.065443389933291,2.6826642594901353e-71,1.5854719972564588e-69
GPR12,-4.464828320194059,2.7165956606282973e-71,1.600329799689867e-69
LOC284578,-4.131140288486529,3.372608824578838e-71,1.9803741430260834e-69
DAB2IP,-1.7066951442432643,3.4431433388489792e-71,2.0152906172690664e-69
B3GNT5,-2.393267109936759,3.537594132752345e-71,2.0639367307208636e-69
RAG1AP1,1.8997923503421976,4.13381559906878e-71,2.404084515969617e-69
ARAP3,-1.7471827861041316,5.19184159493983e-71,3.0097800176015837e-69
PEAR1,-2.5291629775621587,5.620593784166376e-71,3.247989481053351e-69
LDB2,-2.3593286407346437,5.998427211498889e-71,3.455359826927667e-69
CCDC8,-3.0798919128476117,6.286961763899816e-71,3.610144005939065e-69
ALDH1L1,-6.141832127696437,6.978877075808431e-71,3.994858472042166e-69
C6orf145,-1.994393467902622,7.470165377585164e-71,4.2626777544884873e-69
KRT6B,-5.770547149787751,8.544228894712448e-71,4.860331205326584e-69
EVC2,-2.3451685437061425,9.097338229385771e-71,5.158842610265084e-69
TBCE,1.1043754613185506,9.941818294319514e-71,5.620214857499942e-69
PLCG2,-1.7304268301134913,1.0484162692323901e-70,5.908458621931021e-69
FAM13A,-2.7209222039331173,1.0787568924382483e-70,6.060682627485628e-69
FANCI,2.149249558173784,1.0842193034462529e-70,6.072628917117582e-69
MEOX1,-4.116433834358487,1.1091136842220773e-70,6.193005028801985e-69
SERPINB5,-5.2131737286667255,1.564231565250339e-70,8.707555713226888e-69
PNRC1,-1.48411858702244,1.5703426882580162e-70,8.714923156817276e-69
RBMS3,-2.796781365329638,1.656800216379333e-70,9.139010405682727e-69
SAA1,-6.329332110369918,1.6540735872279326e-70,9.139010405682727e-69
FBLN5,-2.626020687862775,1.9877403214495368e-70,1.0931370716418705e-68
KLHL21,-1.594214069132807,2.60775694023974e-70,1.4297891440718069e-68
MGAT3,-2.739223117906956,2.7424049914303442e-70,1.4990990408110076e-68
FOXO1,-2.1442697175777496,3.468053133281413e-70,1.884446901048405e-68
RBMS2,-1.3608911418175484,3.672221770486725e-70,1.989448002624103e-68
PDE7B,-2.2426064411331534,4.3497810055139355e-70,2.3495271110792335e-68
CADM3,-4.57680284154899,4.7355506950048624e-70,2.55033222784537e-68
METTL7A,-1.8460631508273426,4.7497114143235883e-70,2.550412887166144e-68
C10orf90,-5.174032690808282,4.853731071440213e-70,2.5986019615713585e-68
RABIF,1.2341413454041419,5.968724394882686e-70,3.1861785970689015e-68
PALMD,-3.1392677900025996,6.888419831809642e-70,3.6663715262699096e-68
ZBTB16,-4.853064489300876,7.211396708275023e-70,3.827086130633534e-68
TRIM2,-2.754842384995234,7.707086475341187e-70,4.078258578797547e-68
CLEC4F,-2.936661218920557,8.04047335000865e-70,4.242340185223404e-68
ERG,-2.0420079355453478,9.845346195029758e-70,5.179619560350483e-68
CHST9,-4.873413155158971,1.0742482578965193e-69,5.635314420314219e-68
PRKCA,-2.3673925495971595,1.3666039663023225e-69,7.148359769712982e-68
CXorf36,-2.3856637355973325,1.4324286896617647e-69,7.471203277338999e-68
ZNF521,-2.127111634756994,1.4516211037996057e-69,7.54967398641835e-68
SEMA6D,-2.9904514251061274,1.5024219223573433e-69,7.791620015005902e-68
PTCH2,-2.734747730226111,1.7186183950955835e-69,8.887503024410485e-68
SRPX,-3.213620246036557,1.7614281937636053e-69,9.083081419569095e-68
KL,-2.89563891535996,1.7908344246353393e-69,9.208632494812734e-68
PPP1R14C,-3.9276717621069057,2.107027674869507e-69,1.0804006976239335e-67
LOC286367,-3.034954413930521,2.3601238195481124e-69,1.206779041776244e-67
MRAS,-2.630995187559563,2.4531589627513286e-69,1.2508362072538496e-67
ST8SIA1,-2.7038282292298366,2.784750185019314e-69,1.4159443468688988e-67
ANXA3,-3.6275485748938747,2.915834017143967e-69,1.4784659223975385e-67
RGL1,-1.9355059689855327,3.625085636095711e-69,1.8329842731625064e-67
C8orf79,-3.742059776487915,4.259826638755933e-69,2.147967432279065e-67
GRIA4,-5.803879242831154,4.3297398919906655e-69,2.177189371654864e-67
MAB21L1,-3.425582760114354,4.5031565396871114e-69,2.2581531264992975e-67
PDE2A,-3.477767174911201,5.606097568965068e-69,2.8035108254909653e-67
LRRC2,-3.3637883002685607,5.66164442189574e-69,2.823531874295018e-67
MRGPRF,-2.925377973663693,7.000978104080503e-69,3.481934547228891e-67
CXCL1,-3.6235199904704145,7.083305344836307e-69,3.5132808499197626e-67
