gene,log2FC,pvalue,FDR
C13orf18,-1.4390067876635175,6.097969075201422e-31,3.414374994644462e-30
TMEM213,-3.4983281902451706,6.161182502567016e-31,3.4487086437339294e-30
ABHD11,1.1658373603049466,6.164297298286122e-31,3.449391445456572e-30
C18orf56,1.7125285974183488,6.182476297899181e-31,3.458500800573411e-30
SLFN13,-1.9951024646972204,6.262703860017877e-31,3.5012284509798956e-30
AVPI1,-1.256568816598806,6.325871146534345e-31,3.535456938297964e-30
ECHDC2,-1.1140436888157321,6.424022991023062e-31,3.5892108810801966e-30
PZP,-1.5701358918825263,6.429857655230386e-31,3.591368484141108e-30
PSME2,1.067760946027894,6.482009962841104e-31,3.618394506607372e-30
PAR-SN,-1.4438523477432224,6.482219681396825e-31,3.618394506607372e-30
EML5,-1.3753511738716098,6.980639265577887e-31,3.890648394100253e-30
ARL10,-1.4803375075803515,6.991904003179334e-31,3.895733962959088e-30
ANPEP,-2.2445508230096145,7.082861764433632e-31,3.945206018910202e-30
RGS5,-1.359897608940484,7.550817760425314e-31,4.2020035369312744e-30
RASA3,-1.2698301438101005,8.036484198091695e-31,4.4668128811561254e-30
LOC283867,2.0814281166074675,8.619162065678054e-31,4.784830957045978e-30
C5orf41,-1.1427960668803614,9.42004421734275e-31,5.224651580996042e-30
ESR2,-1.7997626960062365,9.963644156194824e-31,5.521102422380955e-30
COL4A4,-1.8636477735424064,1.0096044289144957e-30,5.59276610454369e-30
TMEM74,-1.4569322143290309,1.0814176258044708e-30,5.9887572383689626e-30
DNMT3B,1.2888828120939104,1.086569257641799e-30,6.015456264249899e-30
CYP2B6,1.9846593346617,1.0878569356657707e-30,6.020753967748259e-30
RAB19,1.7211385601663354,1.1438593394671776e-30,6.324930606415867e-30
C5orf62,-1.3202588148661505,1.1700650628412927e-30,6.4659059923801e-30
C16orf71,1.3731498700511136,1.181388054794662e-30,6.526496740949083e-30
PLA2G5,-1.9401217101273485,1.210557449758147e-30,6.68561203214428e-30
CD40,-1.0989436801524723,1.277443906947374e-30,7.050731181977881e-30
DMRTA1,-2.350494884345491,1.3038602025275279e-30,7.1921718989723e-30
GPLD1,-2.535203261717056,1.357609111681576e-30,7.486385537697586e-30
GBP2,-1.2610851251840938,1.3727654299006492e-30,7.567670842059817e-30
DGAT2,-3.0124930867192248,1.4028862549818333e-30,7.724361312593561e-30
SPATA18,-1.9185283895001293,1.4267992670441596e-30,7.851277828901099e-30
PSAT1,-2.136818361777702,1.4296930017818262e-30,7.864823726634809e-30
IFI6,2.427338088018711,1.4440783271787462e-30,7.939159706926825e-30
ADRB1,-2.7888901888590483,1.473469131511035e-30,8.098296679014303e-30
C19orf51,2.155089443818765,1.4923021840407478e-30,8.199328903137256e-30
ISG15,2.606511119293076,1.5038141701058398e-30,8.260087307916898e-30
LTC4S,-1.4815622628432803,1.580177665701966e-30,8.663847605052075e-30
CSMD1,-2.6723199644806384,1.5825338045770542e-30,8.674153220330056e-30
LRRC45,1.368759646539031,1.6669837781837063e-30,9.128792332815285e-30
DOCK11,-1.9581443818764637,1.6802829070902114e-30,9.198854062485149e-30
SMYD3,1.0286524213809223,1.6855839093226222e-30,9.225100391280725e-30
NCRNA00110,-2.657600368188513,1.770868138213616e-30,9.686031466316843e-30
C6,-3.571947704236334,1.7926299369911867e-30,9.80211557316028e-30
XDH,-3.243403521614833,1.865994229037966e-30,1.0194085519561254e-29
C2CD2,-1.4206023780646309,1.8716536340670864e-30,1.0221935523829334e-29
MBOAT7,1.0673501732651811,1.881463407412727e-30,1.0272429035733015e-29
AIM1L,2.172448245690028,1.890920190627636e-30,1.0320965586205355e-29
ARHGEF37,-1.5248757125530616,1.9521624546639657e-30,1.0648850213439666e-29
HGF,-1.6244873603049461,2.0999803357322354e-30,1.1444892829740683e-29
KCNA5,-1.577106709694187,2.1693818893778414e-30,1.1812521248084011e-29
FAM173A,1.2849930390712991,2.193024211042248e-30,1.1930549824746576e-29
THBD,-1.4095645412804299,2.2900817707458925e-30,1.2443689096384323e-29
C1QTNF4,-1.5829219397037162,2.3141634774260892e-30,1.2570790146101791e-29
FAM55D,-1.5592794464177424,2.4250741099473072e-30,1.3169338909120177e-29
CAPN9,2.7753789439487138,2.5394730670212472e-30,1.376594051190821e-29
PDGFRL,-1.7870959412631038,2.5846553284874894e-30,1.400669274916873e-29
PTCHD3,-2.432492168413757,2.6704417922647156e-30,1.4467277364462685e-29
RNASE4,-1.309251923243524,2.6728531659660917e-30,1.4476032781934177e-29
TLE2,-1.1497714675560946,2.691716193484102e-30,1.4573857784054465e-29
SLC29A3,1.0544087758814875,2.7482636911309772e-30,1.4866758980581627e-29
MAGED2,1.1542332755782745,2.819407341661057e-30,1.5233503069236043e-29
C13orf36,-2.5508603352681276,2.9091176348787024e-30,1.5713551426616326e-29
FRMPD4,-1.560787511911981,2.9979840690079147e-30,1.6183957297790948e-29
C17orf37,1.3072661136619637,3.00225513694597e-30,1.6202208792714941e-29
HLA-E,-1.0514768171185995,3.0202940874571613e-30,1.6294728296971758e-29
AQP7P3,-2.8664024300441824,3.233592897453686e-30,1.7435157438492134e-29
LEMD1,-1.8351883609113742,3.268945272978529e-30,1.7620553984017818e-29
ETV3L,-1.761182370267695,3.2756968030571714e-30,1.7651719628789132e-29
SLC24A2,2.4140212076583216,3.2972007764182025e-30,1.7762339666510962e-29
LOC100302650,-2.115363423720004,3.304808098713146e-30,1.7798053793158403e-29
SPEF1,1.8220608464004169,3.3064238624412954e-30,1.7801488780839663e-29
ELANE,-1.675654929394438,3.320297816923029e-30,1.7870899219825517e-29
LOC399815,1.5549503941782898,3.401647069502985e-30,1.8287118017177448e-29
ZNF552,1.41695844667764,3.494988704247473e-30,1.8783371533338277e-29
SPOCK3,-2.6536954257991847,3.576263594399657e-30,1.921450006164609e-29
HIST1H2BE,1.50551011868665,3.706110575969395e-30,1.9900392570610883e-29
GPR182,-1.8422936888157329,4.1594729425057616e-30,2.2308451965949434e-29
UNC5B,1.2936899636143142,4.168722909025504e-30,2.2351476616492268e-29
GBGT1,-1.0352626396950555,4.636591679468164e-30,2.4823493629811472e-29
MCC,-1.2010582864073474,4.641514509882179e-30,2.484254296482955e-29
DEGS2,2.2136987178376524,4.76166867464045e-30,2.547814664446799e-29
STX1B,-1.383098587888763,5.177613506228441e-30,2.7663075624853625e-29
HOXD4,-1.6411224075197084,5.2044216369649236e-30,2.77981476108194e-29
PSMD3,1.0656236766871672,5.274206488688017e-30,2.8162622679257256e-29
NCRNA00093,-1.7647756692367664,5.304949548816965e-30,2.831847408713056e-29
TMEM141,1.0004517023304125,5.8785922207279665e-30,3.1362255039247123e-29
BCHE,-2.5491362557394086,6.0965218098633725e-30,3.251537840754262e-29
KLRB1,-2.0204934159230703,7.147830090860782e-30,3.806669138207689e-29
EFEMP2,-1.1183891579312153,7.76808017003592e-30,4.134572027343973e-29
FSTL1,-1.5061818591354026,7.851152318437995e-30,4.1775657893167733e-29
SH3RF3,-1.229814177423548,7.948760867779683e-30,4.2282669221564457e-29
GAB3,-1.214487182708134,8.33047090706384e-30,4.42743246485498e-29
PRRT4,-3.0676716928008307,8.596902350708513e-30,4.567700335374987e-29
HIST2H2BE,1.6191514164428664,9.085228908976537e-30,4.824341360271292e-29
DPYS,-1.7410653123104907,9.32489795615769e-30,4.9472782715225427e-29
IL7,-1.4198906133587452,9.442344500347323e-30,5.008129281463354e-29
LOC646982,-1.1972377111669408,9.481199568554737e-30,5.0272728152170654e-29
ZNF483,-1.6943605908342727,9.665654855921755e-30,5.123585187604651e-29
CAPSL,2.3351456727020703,1.0074573506485102e-29,5.334132098270747e-29
C19orf76,-1.5154542276704515,1.0502838352256614e-29,5.555194576506178e-29
LOC653501,-1.0941364160097011,1.0769183366839712e-29,5.693623143380287e-29
AMZ1,2.466578645066274,1.0892453781514716e-29,5.75545242917017e-29
C9orf7,1.1324073897600293,1.2332327372878347e-29,6.512484919306775e-29
SLC5A4,-1.5603901758641603,1.2507953677454983e-29,6.603314408083325e-29
RHOXF1,-1.9612785627653126,1.285462451841675e-29,6.78239797416638e-29
PDGFC,-1.1226703240058882,1.3889087886929292e-29,7.313366121081108e-29
TANC2,1.133568171185999,1.389487328560221e-29,7.314296657542425e-29
RHCG,-2.359656402148488,1.4596413215132266e-29,7.67692891519944e-29
NIPAL1,-2.1956202027202636,1.4743830393939817e-29,7.749983963640962e-29
PCDHGA7,-1.688988404227671,1.4877045651612877e-29,7.817750057630173e-29
ACSL1,-2.131255176297323,1.4929399004516354e-29,7.842997116283151e-29
C8orf42,-1.5815467772676088,1.5061595103856097e-29,7.910162021797245e-29
FAM181A,-1.2014588755089664,1.5358249895460505e-29,8.061309770676689e-29
ITGB3,-1.5833460712119907,1.5406365990470562e-29,8.084234076809906e-29
NYNRIN,-1.1675697132461256,1.6088026297998612e-29,8.439491144163364e-29
MYC,-1.454369643940046,1.6261942388144833e-29,8.528266703872094e-29
GALNT12,-1.7646305986312054,1.655891617851444e-29,8.681507810987856e-29
IRF7,1.478512327817727,1.682468226967701e-29,8.815765439117174e-29
CDH20,-2.519729424759593,1.6992315690596877e-29,8.901039496861437e-29
APBB1,-1.0978992246383115,1.7193028023411446e-29,9.003587143560372e-29
SLITRK3,-1.8563275621588848,1.8098587293188535e-29,9.475081521366434e-29
CLDN2,-2.1786698865113054,1.967734898145025e-29,1.0289766834511315e-28
FAM108C1,1.2057473403794514,1.9722890186227173e-29,1.0307727533414356e-28
HDAC11,1.1254280949493207,2.0166189253332568e-29,1.0536312944271318e-28
BAHCC1,-1.3598584899939343,2.0289626247050972e-29,1.0597763746773855e-28
NCRNA00095,1.1310443082387591,2.0298107677181605e-29,1.0599152439694114e-28
ZSCAN12P1,1.1931082604175698,2.0486688467020442e-29,1.0694556643681478e-28
ZCCHC11,-1.2082144286580583,2.0642309835909212e-29,1.0769617825825606e-28
ARHGAP25,-1.0907858702243791,2.1191667093195715e-29,1.1049897338798098e-28
KCNN4,-2.193368522047992,2.202787047771655e-29,1.1482626755609232e-28
APOLD1,-1.9346609676860425,2.2517239282926056e-29,1.1731004770094533e-28
PAM,-1.2271144329896906,2.304671482624863e-29,1.2003414877888522e-28
FAM188B,-1.3215447543966032,2.3471671553860344e-29,1.2221248206376425e-28
ZEB2,-1.4804850861994314,2.394425090429423e-29,1.2460182939132873e-28
TTYH2,-1.073965910075371,2.4126881204885515e-29,1.2551632425622493e-28
SLC34A3,1.31637072251581,2.5382982942427224e-29,1.319378750716741e-28
BHLHE22,-1.6186780473013949,2.5402291035893395e-29,1.3200054345599985e-28
IL15RA,-1.105985220479944,2.574952898428691e-29,1.337667454626069e-28
CCBP2,-2.0055506280862847,2.5927031144002486e-29,1.3465042736498638e-28
ST8SIA2,-2.8445341462358145,2.6551824229308843e-29,1.3781661147593638e-28
CD79B,-1.857976336307721,2.6669422305340246e-29,1.3838754111291577e-28
NOG,-1.341714073464437,2.672547821212201e-29,1.3863889424202252e-28
GFOD1,-1.2506536039157936,2.674418208087247e-29,1.3869639499091785e-28
PYGO1,-1.569707329117215,2.828816373465372e-29,1.4653655220885078e-28
NHEDC2,-1.2367663735597327,2.887296664529722e-29,1.4952336041090903e-28
SPNS3,-1.4631997097808196,2.928838590841724e-29,1.5163153830799746e-28
DCX,-3.1411537425279383,2.9747067690546134e-29,1.539186677575359e-28
NMNAT2,-2.548719968812267,3.04106194103592e-29,1.573073330851857e-28
PADI2,-2.2921777570822144,3.1658593856142413e-29,1.6366980515858004e-28
HRC,-1.6243094516156966,3.185239473624416e-29,1.6462496916066225e-28
PKHD1,-2.3187781339339857,3.1898673449663273e-29,1.6481735816185653e-28
C2orf74,-1.4547500736377028,3.212089272310632e-29,1.659184478543429e-28
GRIA1,-3.0361052196136185,3.2424927803702276e-29,1.6739391968542046e-28
CIB2,-1.4128731568916226,3.3227662937153484e-29,1.7144080171343674e-28
OR10A3,-1.0386065624187817,3.4576972611999457e-29,1.7812105673269696e-28
RALGPS2,1.160205895347831,3.4655297010704616e-29,1.7845272177817712e-28
COL27A1,-1.7926544789049625,3.474974134956989e-29,1.7888844507528867e-28
AURKAPS1,1.0021583990297156,3.515358127605681e-29,1.8091621146962457e-28
WDR90,1.1236047907822915,3.524600209075404e-29,1.8134058113566867e-28
ABCC9,-1.931653915793123,3.6273078293949273e-29,1.8636151402335834e-28
C1S,-1.6069892922117344,3.7331619964838584e-29,1.9174590243226771e-28
TCF15,-1.9075159533916652,3.9584239571296475e-29,2.0302956126128762e-28
CRIP1,2.009286866499176,4.0134026178292924e-29,2.0570835157168067e-28
SETBP1,-1.2961728320194048,4.014041997377409e-29,2.0570835157168067e-28
OLFML1,-1.4688646495711648,4.0556068082472263e-29,2.0772147082308456e-28
PLA2G10,2.1804154639175257,4.0547718260353835e-29,2.0772147082308456e-28
PDE5A,-1.6145385471714455,4.545538370290399e-29,2.3242257009661836e-28
KLF10,-1.0176826128389465,4.59393294241852e-29,2.3483111864881862e-28
ZNF300,-1.4455845360824737,4.69282338547983e-29,2.3981882112826876e-28
IGFBP3,-1.2136313869877853,4.7219706516091306e-29,2.412406168151586e-28
TNFSF4,1.6968323875942142,4.7850592927784026e-29,2.4432660394514802e-28
GIMAP4,-1.179334375812184,4.863417318954968e-29,2.4825795136549995e-28
EID3,-1.155972658754223,4.9837656374502013e-29,2.542586488186828e-28
UTS2D,-1.6062928181581908,5.418894226383364e-29,2.7622551554986384e-28
RNF182,-1.6116536515637168,5.473425930438536e-29,2.7892713385154726e-28
TAF4B,-1.2794960019059163,5.774140346635608e-29,2.9408695223785103e-28
POMC,-1.4865591613965174,5.907815930356171e-29,3.006429225056566e-28
TKTL1,-1.3863880317075286,6.152283279682526e-29,3.1273390823809273e-28
RTBDN,2.709553374339426,6.433273302935695e-29,3.2674350985864528e-28
GLDN,-2.2174439227237297,6.57494284705452e-29,3.3365956131846507e-28
KLK13,-2.3143826648185044,6.579648265891812e-29,3.3380528813831843e-28
PTPN1,1.0451354283981615,6.849755673165728e-29,3.4731504879842826e-28
C2orf84,-1.9382791691934507,7.101781534761817e-29,3.599936766284304e-28
CASP10,-1.2063304253660219,7.133773501480606e-29,3.615146966799874e-28
FRMD6,-1.0840559343324987,7.158346256077719e-29,3.6265899498854077e-28
CNKSR3,-1.406225478645065,7.363510450528471e-29,3.729493064300773e-28
THRB,-1.4625841548990746,7.382613486820457e-29,3.7381283254685054e-28
CD80,1.8746646452395392,7.98170727296572e-29,4.0381049885990827e-28
SPINK5,-2.6607839556441135,9.719756629828916e-29,4.913322130874084e-28
MS4A15,3.450593255652777,9.736701942930032e-29,4.920521528793875e-28
FN1,2.4234085289785945,1.006687448031087e-28,5.084553722671997e-28
MBNL3,-1.8337614918132212,1.0085789616603322e-28,5.091281985330845e-28
NR4A3,-2.626929247162784,1.008437658217762e-28,5.091281985330845e-28
GJB5,-2.110659356319848,1.0525444911264694e-28,5.310273661855633e-28
SLITRK2,-1.8242151910248636,1.0713972465403367e-28,5.403891404481505e-28
NLRP3,-1.3559292731525607,1.1587388903860244e-28,5.836337582096514e-28
C8ORFK29,1.4830222559126747,1.1659505898354715e-28,5.871036953464755e-28
PHYHD1,-2.197991076843108,1.1995756131640872e-28,6.03701268632178e-28
ACO1,-1.5518308671922387,1.2162379343748568e-28,6.117485249910339e-28
PGAP1,-1.2995405787057095,1.2731924191450423e-28,6.400420216983487e-28
TRPA1,3.397306077276272,1.3257172850302753e-28,6.660787121006376e-28
ADORA2B,-1.514063025210083,1.3715961263130683e-28,6.887493596490147e-28
ZNF676,-2.2008813869877852,1.402576949842801e-28,7.0391806501209e-28
CRABP2,1.7433243307632313,1.4409604134473533e-28,7.229824257437202e-28
IL3RA,-1.2286609763493033,1.5023075558385724e-28,7.531397532065418e-28
CA6,-3.3753261110629817,1.5297061500322079e-28,7.666641257994571e-28
FLJ45983,2.3974204409598894,1.7072170392798152e-28,8.551588268027098e-28
GYPE,-1.4280425495971594,1.7806822468796555e-28,8.91222406927423e-28
SLC39A6,1.6987777570822136,1.8085060789825914e-28,9.048992896019822e-28
NPY5R,-3.143067647058824,1.8198607179766522e-28,9.103304382887882e-28
CFTR,-2.4741354110716456,1.852820843049235e-28,9.265631265391545e-28
THRA,-1.000885584336828,1.8669190153162392e-28,9.333569578632657e-28
CACNA2D1,-2.3791263493026076,1.9330710832387085e-28,9.658987902331652e-28
PER2,-1.1626918868578375,1.9984902610674199e-28,9.977651734012684e-28
GLP1R,-2.3290188555834703,2.0048578831284827e-28,1.0006698120808272e-27
SLFN12,-1.157119565970719,2.023908087707297e-28,1.0099012861989016e-27
P2RY14,-1.5889808152126825,2.08472135155601e-28,1.0396762400650423e-27
PHLDB2,-1.4752808715238679,2.1313435802748196e-28,1.0626361871197628e-27
FRMD1,-3.092275482976696,2.166011900724578e-28,1.0793297188308101e-27
HIST1H4H,2.35912350775362,2.2237142694731266e-28,1.107779716672669e-27
SDS,2.5293480724248463,2.282412087792024e-28,1.1363989943675659e-27
TRIM22,-1.1225085463051183,2.297107425290544e-28,1.1430903899005952e-27
ZAK,-1.1981594039677699,2.322511474698322e-28,1.1554161348437702e-27
CCDC80,-2.0286070042449946,2.3736644909923646e-28,1.179896633793938e-27
SSX2IP,1.0773065017759667,2.40740640758625e-28,1.1953633070728998e-27
CHRNA7,-1.5572404357619334,2.494268940108215e-28,1.2381559181017136e-27
LOC100271722,-1.0621108030841198,2.4981355776753094e-28,1.2397372388337965e-27
SLC19A2,1.1152020705189312,2.5445364475164064e-28,1.2624201949888566e-27
IL20,3.1010422160616833,2.7512917391044437e-28,1.3638824489901468e-27
PEBP4,-2.3223935718617343,2.8083269820723933e-28,1.3910197565894905e-27
C19orf45,1.5803627133327556,2.8208154114096224e-28,1.396825433457273e-27
CES4,-2.738418132201334,2.916417105340363e-28,1.4433806571101313e-27
AKR1E2,-1.708980135146843,2.9408302411589783e-28,1.4550674878993446e-27
LOC728723,-1.1123718357446055,3.004185682621483e-28,1.486010651651056e-27
DYNC2H1,-1.1317346920211424,3.0260686344438147e-28,1.4964283442754891e-27
FRMPD1,-2.091212734990904,3.0443887480751264e-28,1.505078989169243e-27
GABRA2,-2.3083788183314558,3.287228875328118e-28,1.624251553137832e-27
GCNT4,-1.7766361431170408,3.340873114893041e-28,1.6498619997395013e-27
TCF4,-1.0939500129948883,3.7651898888074836e-28,1.85538038835849e-27
TTN,-1.2742649441219767,3.830276679797392e-28,1.886942527803841e-27
ELL3,1.0551304383609112,3.8914885158322715e-28,1.916579151885683e-27
AIF1L,-1.6040105735077521,4.223313085115424e-28,2.077194490363579e-27
CDKN2BAS,1.5741011608767221,4.255806691685211e-28,2.092610729571742e-27
DPY19L2,-1.8241853244390533,4.58341735644997e-28,2.2518743897289827e-27
FZD8,-1.324257870570909,4.779386741671397e-28,2.346889043934298e-27
PDE1B,-1.6559527462531403,4.958363746668042e-28,2.432150236610034e-27
LGALS7B,-2.7019215195356496,5.312221409584363e-28,2.6008167379952708e-27
CACNG1,2.4499982716798057,5.33837919915196e-28,2.6129205851616864e-27
SOX5,-2.0380168630338735,5.377963476293243e-28,2.630173808677214e-27
C12orf39,-3.8590575370354325,5.477995724968516e-28,2.6769384209826014e-27
TMEM139,-2.1484209694186953,5.650112974025195e-28,2.760306131674198e-27
ADAM8,1.8426783591787244,5.6791281017289225e-28,2.7737367543807776e-27
CLU,-1.5257355626786762,5.691192724028237e-28,2.778883614685783e-27
LOC154822,-1.8457233691414703,5.694673137251034e-28,2.7798373590072556e-27
RNF128,-2.0634621328943945,5.752325269351721e-28,2.8072272621450233e-27
CAND2,-1.451371666811057,5.887488171944422e-28,2.8701110657178446e-27
SIGIRR,1.0658475439660418,6.354579207903809e-28,3.0961564593542033e-27
PCDHGB3,-1.4489910595165894,6.828738651405777e-28,3.324512695146814e-27
GRIK5,-1.8887638785411074,7.2012873913028155e-28,3.503074141739315e-27
LRRC56,1.617860998007452,7.431651467496534e-28,3.613203837148488e-27
ASB2,-1.6032899029714964,7.94299978654841e-28,3.859755075134562e-27
MANEAL,1.3247026206358816,8.177554386446741e-28,3.9716121263738e-27
GFRA3,-1.8152047864506626,8.78555343070551e-28,4.2623515218318875e-27
FOXA1,2.4496275838170316,8.893641629707665e-28,4.312492237228786e-27
HEPH,-1.2071612145889272,9.210685226897222e-28,4.46503603688975e-27
MAL,-1.8304540933899327,9.243119307603109e-28,4.479566047824797e-27
KRT23,-3.2053407779606697,9.463750420830397e-28,4.58283184119116e-27
RUNX3,-1.41504409165728,9.647439491026985e-28,4.668680016324122e-27
COL11A2,-1.640102031534263,1.0023505804171012e-27,4.847446231491098e-27
SMO,-1.259449922030667,1.0090932729064845e-27,4.8787582594201165e-27
HIST2H2AC,1.3368492679546042,1.0126726748279374e-27,4.894763860831902e-27
MMP23B,-1.7426607900892321,1.0399376999597429e-27,5.021216432988647e-27
KIAA1239,-2.748702430044183,1.0490185713267045e-27,5.063719186915938e-27
HSD11B1,-2.630505964653902,1.0707873297646085e-27,5.166059306574389e-27
PLCB1,-1.7762244867018966,1.0819994290740852e-27,5.2160051926471324e-27
FAM7A3,-1.4041087282335618,1.0914678073976856e-27,5.2588640810111356e-27
LOC400927,-1.3469500519795528,1.1241030539829112e-27,5.413240182976437e-27
CCR8,2.0842376202027193,1.1506665293996304e-27,5.536765221956509e-27
LPAR1,-1.2232600840336136,1.1699219122990425e-27,5.626443479413334e-27
TSPAN8,-3.29820412804297,1.1911062504901336e-27,5.726811166844136e-27
PCBP3,-1.9705307718963883,1.205853542464984e-27,5.796184851726989e-27
ZSCAN4,-1.2624847353374336,1.2151174580978866e-27,5.8391718821953085e-27
KIAA0754,-1.764949449883046,1.2222585454243295e-27,5.871937794235701e-27
TCP11L2,-1.1415381919778218,1.2526456502124885e-27,6.014747763338942e-27
DUOXA2,-1.20589852724595,1.3083201627041466e-27,6.27710909902572e-27
FAM46B,-1.9595949449883046,1.3101333934718316e-27,6.2841523481864954e-27
ESRP1,1.8154156718357441,1.320541012426353e-27,6.332404649419627e-27
CENPP,1.1328828380836882,1.3292802349000822e-27,6.371019493194576e-27
AVPR1A,-1.6987394568136525,1.3292936348488163e-27,6.371019493194576e-27
VEGFC,-1.026903088451875,1.3753659241958963e-27,6.588364715299447e-27
ZFP2,-1.0383698995061952,1.4327656713605388e-27,6.85791046957031e-27
TEAD1,-1.0760831586242752,1.4958820298073701e-27,7.156252454292656e-27
PCDHB16,-1.4062389066966992,1.5789557621817291e-27,7.54772367095431e-27
KLRF1,-1.6393722125963788,1.5909660980785708e-27,7.603138850964617e-27
LCN2,-3.033491583643767,1.5960225747016053e-27,7.625301555720032e-27
C19orf12,-1.0286095165901408,1.7501525968308335e-27,8.348539758939116e-27
NTN5,-1.6478462964567266,1.7707025662067905e-27,8.44214217199115e-27
TOM1L1,1.0750238412890951,1.7703631552737154e-27,8.44214217199115e-27
LOC342346,-1.161919734904271,1.8457399079811055e-27,8.795288886120436e-27
GPC5,-1.1704143463570995,1.8563432302674967e-27,8.841186766237373e-27
SLC1A4,1.143307060556177,1.8578243624938386e-27,8.84592646363467e-27
LIPG,-2.073204262323486,1.8801978922161392e-27,8.95011564644623e-27
STXBP1,-1.1544420514597586,1.895720520668807e-27,9.02164722555145e-27
CEACAM5,4.167825816512171,1.908206265693053e-27,9.078692800420972e-27
NGF,-1.4567603482630167,1.9090710444798062e-27,9.080433818308313e-27
C6orf126,2.177579260157671,1.9498333644054632e-27,9.271895698085853e-27
MMP19,-1.1189583990297152,1.9685128499695847e-27,9.358276157742582e-27
PLCZ1,-1.083469089491467,2.0715967703756154e-27,9.84319394704968e-27
TNNI3K,-1.8969734384475454,2.1299896011344746e-27,1.0115366738703585e-26
CDK5R1,1.241965065407606,2.19021570758017e-27,1.0395957372902695e-26
TMEM37,-2.2422565017759686,2.1914564364621474e-27,1.0399134909520455e-26
KRT18,1.7496963484362826,2.2768786250831385e-27,1.0796046265274387e-26
GATA6,-1.4039763363077205,2.308666301327696e-27,1.0943919969548973e-26
IRAK2,-1.1421916226284328,2.3159070377054408e-27,1.0975385526517089e-26
LRTM2,2.5057948366975658,2.507438262927732e-27,1.1870714876482056e-26
PM20D1,-1.846805171965694,2.5503097074022455e-27,1.207053759850314e-26
MYOZ2,-1.5108549813739933,2.6109331527146612e-27,1.235425427056537e-26
CFP,-1.955724057870572,2.6200657751239495e-27,1.2394245661273714e-26
ALB,-4.368174551676341,2.669260104511367e-27,1.2617123262119038e-26
KCNE1L,-1.7044966733084987,2.6860241237654235e-27,1.269306778943458e-26
CITED1,-3.144691111496144,2.753930316711095e-27,1.3010587478612007e-26
KRT8,1.7926637355973316,2.828122877680895e-27,1.335070558672856e-26
HIST3H2BB,1.6765954604522217,2.8798917566072337e-27,1.3588042935593955e-26
LMNB2,1.0175818894568138,3.012899262464953e-27,1.4204559770694003e-26
LZTS1,-1.2878361604435593,3.0185468030322545e-27,1.422750063583535e-26
AOC2,-1.9749287360304937,3.056127480740083e-27,1.439717612109517e-26
IRF9,1.109993827427875,3.0650618953215326e-27,1.4435529542183145e-26
ICAM4,-1.3313341245776662,3.144869558627099e-27,1.4807568695211868e-26
C9orf163,1.214121043056398,3.1613220100383034e-27,1.4877338301118727e-26
FZD5,-1.1017487178376495,3.1789043423908213e-27,1.4956214976619313e-26
C16orf86,-1.1881828077622796,3.190607115616393e-27,1.500739569136052e-26
FOXJ1,2.9081581477952003,3.221051773256408e-27,1.5142769997052272e-26
SH3KBP1,-1.059909958416359,3.269178753410626e-27,1.5365055731560452e-26
FILIP1,-1.355211474486702,3.434301245087873e-27,1.6120316029998594e-26
C9orf117,1.1961754873083246,3.502399654748302e-27,1.6427256097754017e-26
KPNA5,-1.2108555964653922,3.520404410692066e-27,1.6507450151423926e-26
ZNF703,1.5859055921337601,3.568827363358191e-27,1.6730199457947246e-26
MYO9A,-1.1418406696699286,3.6473097748055706e-27,1.7089312697756964e-26
RNF144A,-1.0303388070692172,3.672673868392741e-27,1.7203726820986377e-26
DGKB,-1.2384820280689595,3.97668549485119e-27,1.8584751235629324e-26
EMX1,2.438087239019319,3.9980339760888576e-27,1.8679725992491138e-26
ARC,-2.6075804123711346,4.073443258808918e-27,1.9022290313006347e-26
CAPS,1.9995772935978513,4.0790171059439085e-27,1.9043433798280833e-26
ASB4,-1.0711449060036387,4.132788536868826e-27,1.9284580809183093e-26
FMO1,-1.728914207744955,4.1458408284473806e-27,1.9340528088218264e-26
CHRNE,-1.1542081304686822,4.169741168388966e-27,1.944205903898165e-26
EGFL7,-1.378403512951576,4.1881470104315344e-27,1.952287836898469e-26
LOC100240726,-1.4281549987005113,4.371393513952488e-27,2.036664349487513e-26
FLJ43663,-1.0711349822403173,4.405708453122356e-27,2.052126688131685e-26
CCL11,2.4119091873862946,4.421653605217202e-27,2.0590268758191027e-26
ZNF389,-1.369536762540068,4.488003446506166e-27,2.0893894306074613e-26
SGCA,-1.8762956467122933,4.6380343161933446e-27,2.1559279534644395e-26
S100A6,-1.2726374945854655,4.8161980399376944e-27,2.2376021674575257e-26
KANK4,-2.191948938750757,5.0405361902335805e-27,2.3370575718497673e-26
ASS1,-1.9417449796413422,5.105116199593137e-27,2.365795065712675e-26
SFXN2,1.1014738456207214,5.1341437074380804e-27,2.3786413312928322e-26
FAM65B,-1.5375133500823024,5.414156423352873e-27,2.5070946164917922e-26
ACADS,-1.5108792774841886,5.5141002805880845e-27,2.5520764659940226e-26
RASSF6,-2.435587516243613,5.783112486994029e-27,2.6731842712227605e-26
LDLRAD2,-1.3684340812613716,5.843138453991936e-27,2.7002449677079264e-26
NPNT,1.6271344277917361,6.030373994011689e-27,2.784649868416915e-26
FST,-1.7651734990903574,6.028853878846097e-27,2.784649868416915e-26
OBSCN,-1.6681509139738369,6.637847478911769e-27,3.061280406856623e-26
