drug,n_pathways_luma,mean_pathway_score_luma,max_pathway_score_luma,sum_pathway_score_luma
CHEMBL3233,31,0.0184394119477642,0.1537842052477922,0.5716217703806902
CHEMBL3240,10,0.02374659164977455,0.1097527112367198,0.2374659164977455
CHEMBL3253,31,0.015908959384642932,0.0605095401637408,0.4931777409239309
CHEMBL3254,13,0.04073443881066292,0.1262818772289532,0.5295477045386179
CHEMBL3256,14,0.028767968701260745,0.1262818772289532,0.4027515618176504
CHEMBL3276,12,0.04937153272068869,0.1537842052477922,0.5924583926482643
CHEMBL3311,15,0.010597359271057528,0.0451741251076365,0.1589603890658629
CHEMBL3351,12,0.0193438191911293,0.1262818772289532,0.2321258302935516
CHEMBL3371,6,0.045540954622685016,0.1537842052477922,0.2732457277361101
CHEMBL3373,14,0.033884664870027656,0.1537842052477922,0.4743853081803872
CHEMBL3379,9,0.009449927169154868,0.0451741251076365,0.08504934452239381
CHEMBL3409,14,0.013985897444010178,0.0600752921190352,0.1958025642161425
CHEMBL3419,7,0.03334238166985835,0.1097527112367198,0.2333966716890084
CHEMBL3421,17,0.02494891724763589,0.1537842052477922,0.4241315932098101
CHEMBL3429,13,0.029118455246912874,0.086774286801405,0.3785399182098674
CHEMBL3438,19,0.03192517926433053,0.1537842052477922,0.6065784060222801
CHEMBL3473,8,0.0366618951564353,0.1537842052477922,0.2932951612514824
CHEMBL3474,6,0.03942557175265322,0.1097527112367198,0.23655343051591932
CHEMBL3475,20,0.03643396635615273,0.1537842052477922,0.7286793271230546
CHEMBL3477,8,0.0392284998434289,0.1537842052477922,0.3138279987474312
CHEMBL3478,11,0.0278393011818258,0.1537842052477922,0.3062323130000838
CHEMBL3510,1,0.0451741251076365,0.0451741251076365,0.0451741251076365
CHEMBL3514,3,0.023097153746898264,0.0605095401637408,0.0692914612406948
CHEMBL3568,9,0.027491000563378578,0.1097527112367198,0.2474190050704072
CHEMBL3572,9,0.024786003192220303,0.1537842052477922,0.22307402872998272
CHEMBL3582,17,0.04105530064487278,0.1537842052477922,0.6979401109628373
CHEMBL3595,11,0.009973752424385808,0.0229847162537001,0.1097112766682439
CHEMBL3610,56,0.027642507639396543,0.1537842052477922,1.5479804278062064
CHEMBL3636,7,0.0414232286742356,0.1537842052477922,0.2899626007196492
CHEMBL3650,47,0.025153537896971008,0.1537842052477922,1.1822162811576373
CHEMBL3708,32,0.024910616035515802,0.1537842052477922,0.7971397131365057
CHEMBL3710,6,0.04662086121228543,0.1537842052477922,0.2797251672737126
CHEMBL3721,17,0.005860357834741542,0.0451741251076365,0.0996260831906062
CHEMBL3723,24,0.009809236924303103,0.0428796480328572,0.2354216861832745
CHEMBL3724,7,0.042863129149237185,0.1537842052477922,0.3000419040446603
CHEMBL3727,3,0.016035698083350567,0.0451741251076365,0.0481070942500517
CHEMBL3764,7,0.0414232286742356,0.1537842052477922,0.2899626007196492
CHEMBL3768,14,0.028411542581607406,0.1097527112367198,0.39776159614250367
CHEMBL3769,12,0.016859517524098273,0.0978185915307112,0.20231421028917929
CHEMBL3770,2,0.0068358426393659005,0.012564049150908,0.013671685278731801
CHEMBL3775,28,0.018463237017326987,0.1262818772289532,0.5169706364851556
CHEMBL3816,23,0.022100513232880425,0.1537842052477922,0.5083118043562498
CHEMBL3817,18,0.029523164490219626,0.1537842052477922,0.5314169608239533
CHEMBL3819,7,0.042863129149237185,0.1537842052477922,0.3000419040446603
CHEMBL3841,2,0.01251829714062805,0.0229847162537001,0.0250365942812561
CHEMBL3856,6,0.038544838816245534,0.1097527112367198,0.2312690328974732
CHEMBL3861,7,0.03464904296788957,0.1537842052477922,0.242543300775227
CHEMBL3863,2,0.0322371326794133,0.0451741251076365,0.0644742653588266
CHEMBL3892,9,0.04199370155124733,0.1537842052477922,0.37794331396122594
CHEMBL3898,11,0.004843029449124291,0.0192867775554466,0.0532733239403672
CHEMBL3911,6,0.046801030309560454,0.1537842052477922,0.2808061818573627
CHEMBL3913,10,0.04325513016480697,0.1262818772289532,0.4325513016480697
CHEMBL3958,9,0.0235888538103685,0.1262818772289532,0.2122996842933165
CHEMBL3961,65,0.025035273790353436,0.1537842052477922,1.6272927963729733
CHEMBL3969,1,0.0451741251076365,0.0451741251076365,0.0451741251076365
CHEMBL3974,10,0.038827001555368265,0.1537842052477922,0.3882700155536826
CHEMBL4018,7,0.04126879801942845,0.1537842052477922,0.2888815861359991
CHEMBL402,10,0.02354039030097791,0.0978185915307112,0.2354039030097791
CHEMBL4068,9,0.038559276191674235,0.1537842052477922,0.3470334857250681
CHEMBL4069,9,0.037552261260418406,0.1537842052477922,0.33797035134376563
CHEMBL4071,25,0.027923925047316226,0.1262818772289532,0.6980981261829057
CHEMBL4072,20,0.01990945077185425,0.1097527112367198,0.39818901543708496
CHEMBL4074,3,0.0226649166298163,0.0605095401637408,0.0679947498894489
CHEMBL4076,8,0.011914604939985024,0.058212054098014,0.0953168395198802
CHEMBL4121,64,0.02639347830912585,0.1537842052477922,1.6891826117840545
CHEMBL4142,38,0.02479345396904161,0.1537842052477922,0.9421512508235812
CHEMBL4237,37,0.028317366310140646,0.1537842052477922,1.0477425534752038
CHEMBL4271,6,0.008576734385364217,0.0229847162537001,0.051460406312185306
CHEMBL4273,17,0.04040910555491478,0.1537842052477922,0.6869547944335513
CHEMBL4305,2,0.01251829714062805,0.0229847162537001,0.0250365942812561
CHEMBL4306,5,0.007968566244008721,0.0229847162537001,0.039842831220043604
CHEMBL4315,10,0.03852457433715866,0.1537842052477922,0.3852457433715866
CHEMBL4330,13,0.043002231861284726,0.1537842052477922,0.5590290141967015
CHEMBL4425,17,0.02494891724763589,0.1537842052477922,0.4241315932098101
CHEMBL4429,7,0.0414232286742356,0.1537842052477922,0.2899626007196492
CHEMBL4467,5,0.04053019753932158,0.1097527112367198,0.2026509876966079
CHEMBL4469,5,0.008115394170085641,0.0229847162537001,0.040576970850428204
CHEMBL4478,2,0.0229847162537001,0.0229847162537001,0.0459694325074002
CHEMBL4549,42,0.016440472547972367,0.1097527112367198,0.6904998470148395
CHEMBL4550,5,0.01375461175997256,0.0451741251076365,0.0687730587998628
CHEMBL4551,15,0.024050767346432387,0.1097527112367198,0.3607615101964858
CHEMBL4573,5,0.05396919894516115,0.1537842052477922,0.2698459947258057
CHEMBL4589,4,0.01294690252787765,0.0451741251076365,0.0517876101115106
CHEMBL4605,2,0.0068358426393659005,0.012564049150908,0.013671685278731801
CHEMBL4607,7,0.04126879801942845,0.1537842052477922,0.2888815861359991
CHEMBL4608,10,0.04037913189831485,0.1537842052477922,0.4037913189831485
CHEMBL4617,3,0.0173955548660637,0.0451741251076365,0.0521866645981911
CHEMBL4633,2,0.01251829714062805,0.0229847162537001,0.0250365942812561
CHEMBL4708,2,0.07774813030342295,0.1537842052477922,0.1554962606068459
CHEMBL4712,7,0.03372020583466824,0.1537842052477922,0.2360414408426777
CHEMBL4714,6,0.046801030309560454,0.1537842052477922,0.2808061818573627
CHEMBL4715,7,0.027187450457798374,0.0978185915307112,0.1903121532045886
CHEMBL4716,4,0.062043761931357175,0.1537842052477922,0.2481750477254287
CHEMBL4744,15,0.03439050621391557,0.1537842052477922,0.5158575932087335
CHEMBL4761,18,0.03919605413187687,0.1537842052477922,0.7055289743737837
CHEMBL4763,59,0.022842473055453907,0.1537842052477922,1.3477059102717805
CHEMBL4770,3,0.009029490769604034,0.0229847162537001,0.027088472308812103
CHEMBL4777,7,0.04126879801942845,0.1537842052477922,0.2888815861359991
CHEMBL4790,10,0.03345921762907566,0.1537842052477922,0.3345921762907566
CHEMBL4794,3,0.005598240323140266,0.012564049150908,0.0167947209694208
CHEMBL4805,18,0.030879734394411648,0.1262818772289532,0.5558352190994097
CHEMBL4808,3,0.02228898155616127,0.0229847162537001,0.06686694466848381
CHEMBL4811,2,0.02278563423495435,0.0451741251076365,0.0455712684699087
CHEMBL4812,3,0.03367674558872253,0.0978185915307112,0.1010302367661676
CHEMBL4813,10,0.02273922733412203,0.1262818772289532,0.2273922733412203
CHEMBL4815,7,0.0414232286742356,0.1537842052477922,0.2899626007196492
CHEMBL4816,81,0.02708199017369726,0.1537842052477922,2.193641204069478
CHEMBL4820,6,0.046801030309560454,0.1537842052477922,0.2808061818573627
CHEMBL4829,10,0.0095854798081657,0.0451741251076365,0.095854798081657
CHEMBL4832,13,0.05154078747436526,0.1537842052477922,0.6700302371667484
CHEMBL4833,3,0.017512999605144835,0.0451741251076365,0.0525389988154345
CHEMBL4834,3,0.023185512945126368,0.0451741251076365,0.0695565388353791
CHEMBL4835,4,0.0124300562276586,0.0451741251076365,0.0497202249106344
CHEMBL4863,5,0.03421808598944538,0.0978185915307112,0.1710904299472269
CHEMBL4865,14,0.022040254231046698,0.0605095401637408,0.3085635592346538
CHEMBL4866,10,0.01906519359513744,0.0600752921190352,0.1906519359513744
CHEMBL4867,7,0.04193749492957969,0.1537842052477922,0.2935624645070578
CHEMBL4868,3,0.0226649166298163,0.0605095401637408,0.0679947498894489
CHEMBL4869,7,0.028799090560737758,0.0978185915307112,0.2015936339251643
CHEMBL4872,4,0.0038910370659160248,0.0094050932772035,0.015564148263664099
CHEMBL4873,4,0.030188903592302373,0.0978185915307112,0.1207556143692095
CHEMBL4876,9,0.02657038369904219,0.1537842052477922,0.23913345329137972
CHEMBL4878,12,0.01874173438930875,0.1262818772289532,0.224900812671705
CHEMBL4880,5,0.01122774726688704,0.0451741251076365,0.056138736334435196
CHEMBL4881,5,0.023566346184993918,0.0605095401637408,0.1178317309249696
CHEMBL4883,6,0.057218038903323415,0.1097527112367198,0.3433082334199405
CHEMBL4892,7,0.04068449950536714,0.1537842052477922,0.28479149653757
CHEMBL4894,7,0.04126879801942845,0.1537842052477922,0.2888815861359991
CHEMBL4924,11,0.027556644418283146,0.0978185915307112,0.3031230886011146
CHEMBL4925,3,0.0153228039440603,0.0451741251076365,0.0459684118321809
CHEMBL4928,52,0.022262296100766927,0.1537842052477922,1.1576393972398802
CHEMBL4939,4,0.030188903592302373,0.0978185915307112,0.1207556143692095
CHEMBL4940,3,0.0160682861032117,0.0451741251076365,0.048204858309635105
CHEMBL4941,8,0.0394787283082474,0.1097527112367198,0.3158298264659792
CHEMBL4942,4,0.016307877438940025,0.058212054098014,0.0652315097557601
CHEMBL4945,3,0.06427435862153087,0.1537842052477922,0.19282307586459263
CHEMBL4947,2,0.0233447458543179,0.0451741251076365,0.0466894917086358
CHEMBL4949,8,0.007781637110440588,0.0451741251076365,0.062253096883524706
CHEMBL4977,70,0.02947151444277174,0.1537842052477922,2.063006010994022
CHEMBL4983,9,0.022505299078860612,0.0600752921190352,0.20254769170974551
CHEMBL4985,2,0.0264276099974389,0.0451741251076365,0.0528552199948778
CHEMBL5100,2,0.02554675603832635,0.0451741251076365,0.0510935120766527
CHEMBL5103,18,0.03910401338646768,0.1537842052477922,0.7038722409564182
CHEMBL5113,8,0.03636012953138735,0.1537842052477922,0.2908810362510988
CHEMBL5135,6,0.006766790424153367,0.0229847162537001,0.0406007425449202
CHEMBL5136,14,0.04553758868016217,0.1537842052477922,0.6375262415222703
CHEMBL5444,24,0.026003718222894674,0.1262818772289532,0.6240892373494722
