drug,n_pathways_luma,mean_pathway_score_luma,max_pathway_score_luma,sum_pathway_score_luma
CHEMBL1910,5,0.03693750632495314,0.1262818772289532,0.1846875316247657
CHEMBL1911,4,0.01242936699102375,0.0229847162537001,0.049717467964095
CHEMBL1912,2,0.0540988665101652,0.0605095401637408,0.1081977330203304
CHEMBL1913,15,0.05264055393728791,0.1537842052477922,0.7896083090593186
CHEMBL1914,10,0.0189601297479784,0.0605095401637408,0.189601297479784
CHEMBL1916,15,0.03439050621391557,0.1537842052477922,0.5158575932087335
CHEMBL1919,5,0.025409098601964303,0.0600752921190352,0.12704549300982151
CHEMBL1920,7,0.04561362799880298,0.1537842052477922,0.3192953959916209
CHEMBL1925,7,0.0389683573269708,0.1537842052477922,0.2727785012887956
CHEMBL1927,24,0.03010065458401624,0.1262818772289532,0.7224157100163897
CHEMBL1929,6,0.03605891612582715,0.1097527112367198,0.2163534967549629
CHEMBL1935,9,0.0194748550965977,0.0605095401637408,0.1752736958693793
CHEMBL1936,42,0.03006813162473802,0.1537842052477922,1.2628615282389968
CHEMBL1940,13,0.02183497718326997,0.0978185915307112,0.2838547033825096
CHEMBL1941,6,0.045540954622685016,0.1537842052477922,0.2732457277361101
CHEMBL1942,10,0.03852140764425158,0.1537842052477922,0.3852140764425158
CHEMBL1944,14,0.028411542581607406,0.1097527112367198,0.39776159614250367
CHEMBL1947,9,0.045403711626981674,0.086774286801405,0.4086334046428351
CHEMBL1950,5,0.036659198541249424,0.0605095401637408,0.1832959927062471
CHEMBL1951,13,0.04073443881066292,0.1262818772289532,0.5295477045386179
CHEMBL1952,8,0.019122598408663913,0.0451741251076365,0.1529807872693113
CHEMBL1957,14,0.045554614300431576,0.1537842052477922,0.6377646002060421
CHEMBL1958,7,0.010641846326306758,0.0451741251076365,0.0744929242841473
CHEMBL1959,11,0.05145891539895593,0.1262818772289532,0.5660480693885153
CHEMBL1962,7,0.04561362799880298,0.1537842052477922,0.3192953959916209
CHEMBL1963,7,0.039138354488818645,0.1537842052477922,0.2739684814217305
CHEMBL1966,2,0.02278563423495435,0.0451741251076365,0.0455712684699087
CHEMBL1968,3,0.018903368409093565,0.0451741251076365,0.0567101052272807
CHEMBL1969,3,0.0173955548660637,0.0451741251076365,0.0521866645981911
CHEMBL1970,7,0.03605405886211938,0.1537842052477922,0.2523784120348357
CHEMBL1971,11,0.01732662622595815,0.1262818772289532,0.19059288848553962
CHEMBL1972,17,0.023041951169861293,0.086774286801405,0.391713169887642
CHEMBL1975,10,0.025704207871415495,0.1097527112367198,0.25704207871415496
CHEMBL1976,4,0.04998641562038937,0.1097527112367198,0.19994566248155748
CHEMBL1977,12,0.03986844594161196,0.086774286801405,0.4784213512993435
CHEMBL1978,10,0.02273922733412203,0.1262818772289532,0.2273922733412203
CHEMBL1981,10,0.03957958505896938,0.1537842052477922,0.3957958505896938
CHEMBL1983,6,0.04662086121228543,0.1537842052477922,0.2797251672737126
CHEMBL1985,11,0.03210447886168563,0.1537842052477922,0.3531492674785419
CHEMBL1987,6,0.046801030309560454,0.1537842052477922,0.2808061818573627
CHEMBL1988,3,0.0053420854392114,0.0094050932772035,0.0160262563176342
CHEMBL1989,12,0.028245370595953775,0.1262818772289532,0.3389444471514453
CHEMBL1991,82,0.01726625091108462,0.1537842052477922,1.4158325747089389
CHEMBL1992,17,0.02436922925196104,0.1262818772289532,0.4142768972833377
CHEMBL1993,22,0.03388934822196863,0.1537842052477922,0.7455656608833099
CHEMBL1994,12,0.04282422225546905,0.086774286801405,0.5138906670656286
CHEMBL1995,9,0.03785897733305389,0.1537842052477922,0.340730795997485
CHEMBL1996,8,0.048211048364070384,0.1097527112367198,0.3856883869125631
CHEMBL1997,4,0.004355878302827275,0.012564049150908,0.0174235132113091
CHEMBL2000,6,0.035550675233254135,0.1262818772289532,0.2133040513995248
CHEMBL2001,10,0.038106612976838324,0.1537842052477922,0.3810661297683832
CHEMBL2002,12,0.04249176999571758,0.1262818772289532,0.509901239948611
CHEMBL2004,7,0.06428585298707862,0.1537842052477922,0.4500009709095503
CHEMBL2008,10,0.056538790917614615,0.1537842052477922,0.5653879091761461
CHEMBL2014,7,0.04126879801942845,0.1537842052477922,0.2888815861359991
CHEMBL2015,23,0.02749369878856564,0.1537842052477922,0.6323550721370097
CHEMBL202,10,0.01624973646713344,0.0451741251076365,0.1624973646713344
CHEMBL2023,10,0.03810985418858189,0.1262818772289532,0.38109854188581893
CHEMBL203,78,0.025836238782232658,0.1537842052477922,2.0152266250141473
CHEMBL2033,10,0.02273922733412203,0.1262818772289532,0.2273922733412203
CHEMBL2034,28,0.03674509259692268,0.1537842052477922,1.028862592713835
CHEMBL2035,6,0.046801030309560454,0.1537842052477922,0.2808061818573627
CHEMBL2039,3,0.018903368409093565,0.0451741251076365,0.0567101052272807
CHEMBL2040,2,0.041784535519278895,0.058212054098014,0.08356907103855779
CHEMBL2044,4,0.01242936699102375,0.0229847162537001,0.049717467964095
CHEMBL2045,4,0.030188903592302373,0.0978185915307112,0.1207556143692095
CHEMBL2049,7,0.0414232286742356,0.1537842052477922,0.2899626007196492
CHEMBL205,6,0.0302432406140874,0.0978185915307112,0.1814594436845244
CHEMBL2050,5,0.052740777238951576,0.1097527112367198,0.2637038861947579
CHEMBL2055,19,0.039766884346029485,0.1537842052477922,0.7555708025745602
CHEMBL2056,6,0.045540954622685016,0.1537842052477922,0.2732457277361101
CHEMBL2057,10,0.01624973646713344,0.0451741251076365,0.1624973646713344
CHEMBL2059,4,0.0486567403376102,0.1097527112367198,0.1946269613504408
CHEMBL206,43,0.03515145140599043,0.1537842052477922,1.5115124104575886
