drug,n_pathways_luma,mean_pathway_score_luma,max_pathway_score_luma,sum_pathway_score_luma,n_pathways_lumb,mean_pathway_score_lumb,max_pathway_score_lumb,sum_pathway_score_lumb,n_pathways_her2,mean_pathway_score_her2,max_pathway_score_her2,sum_pathway_score_her2,n_pathways_tnbc,mean_pathway_score_tnbc,max_pathway_score_tnbc,sum_pathway_score_tnbc
CHEMBL1988,3,0.0053420854392114,0.0094050932772035,0.0160262563176342,3,0.0004337704398546,0.0004798179331667,0.0013013113195638,3,0.0004241782411827,0.0004573696539163,0.0012725347235483,3,0.0004117704698143,0.0004259008439356,0.0012353114094431
CHEMBL1989,12,0.0282453705959537,0.1262818772289532,0.3389444471514453,12,0.0004717160797909,0.0005292513098544,0.0056605929574917,12,0.0004596336361962,0.0005145978562165,0.0055156036343551,12,0.0004602019296474,0.0005166505408682,0.0055224231557691
CHEMBL1991,82,0.0172662509110846,0.1537842052477922,1.4158325747089389,82,0.0006381539978296,0.0010339740739691,0.052328627822031,82,0.0006253571958944,0.001022318629233,0.0512792900633428,82,0.0006202152085598,0.0010381890292212,0.050857647101907
CHEMBL1992,17,0.024369229251961,0.1262818772289532,0.4142768972833377,15,0.0005248527400644,0.0006204709270786,0.0078727911009672,15,0.0005031102651455,0.0005915486887906,0.0075466539771825,15,0.0005337418330873,0.000617731095159,0.0080061274963109
CHEMBL1993,22,0.0338893482219686,0.1537842052477922,0.7455656608833099,20,0.0005713691133459,0.0007916713693819,0.0114273822669184,20,0.0005617127823618,0.0007791803970895,0.0112342556472366,20,0.0005726336142345,0.0007769222173077,0.0114526722846902
CHEMBL1994,12,0.042824222255469,0.086774286801405,0.5138906670656286,12,0.0005691919165255,0.0007040983899847,0.0068303029983071,12,0.000559272890065,0.0007087246690573,0.0067112746807808,12,0.0005635819023967,0.0007085366872923,0.0067629828287614
CHEMBL1995,9,0.0378589773330538,0.1537842052477922,0.340730795997485,9,0.0004824730824181,0.0005503254614852,0.0043422577417633,9,0.0004762606410273,0.0005446992870151,0.004286345769246,9,0.0004780297556264,0.0005491911751487,0.0043022678006378
CHEMBL1996,8,0.0482110483640703,0.1097527112367198,0.3856883869125631,8,0.0005812036626164,0.0007002593937212,0.0046496293009319,8,0.0005685105846286,0.0006835199965514,0.0045480846770292,8,0.0005765662377431,0.0007079652746728,0.0046125299019451
CHEMBL1997,4,0.0043558783028272,0.012564049150908,0.0174235132113091,4,0.0004148745376375,0.000464487553213,0.0016594981505501,4,0.0004170580272291,0.0004654490590626,0.0016682321089165,4,0.0004207900087666,0.0004904272666705,0.0016831600350666
CHEMBL2000,6,0.0355506752332541,0.1262818772289532,0.2133040513995248,9,0.0004405011009942,0.0005503254614852,0.0039645099089486,9,0.0004342625579263,0.0005446992870151,0.0039083630213374,9,0.000434139425079,0.0005340445333531,0.0039072548257116
CHEMBL2001,10,0.0381066129768383,0.1537842052477922,0.3810661297683832,10,0.0005015142645197,0.0006418126765693,0.0050151426451978,10,0.0005006701423981,0.0006740722549982,0.0050067014239814,10,0.0004994685439661,0.0006694861850876,0.004994685439661
CHEMBL2002,12,0.0424917699957175,0.1262818772289532,0.509901239948611,12,0.0005120736387229,0.0005829893311849,0.0061448836646752,12,0.0005041199023147,0.0005772331246023,0.0060494388277775,12,0.0005048595214027,0.0005768664048481,0.0060583142568334
CHEMBL2004,7,0.0642858529870786,0.1537842052477922,0.4500009709095503,7,0.0005474269487322,0.0006086728991084,0.003831988641126,7,0.0005427718529443,0.000626279079074,0.0037994029706102,7,0.0005458783569774,0.0006175026472933,0.0038211484988418
CHEMBL2008,10,0.0565387909176146,0.1537842052477922,0.5653879091761461,10,0.000544260083122,0.0006086728991084,0.0054426008312206,10,0.0005423838723435,0.000626279079074,0.0054238387234353,10,0.0005470505082366,0.0006175026472933,0.0054705050823664
CHEMBL2014,7,0.0412687980194284,0.1537842052477922,0.2888815861359991,7,0.0004571555589859,0.0005265310806402,0.0032000889129016,7,0.0004517062830324,0.0005267415572554,0.0031619439812271,7,0.0004499516073119,0.0005182265072725,0.0031496612511838
CHEMBL2015,23,0.0274936987885656,0.1537842052477922,0.6323550721370097,23,0.0005414347232546,0.000751799307137,0.0124529986348562,23,0.0005470784553367,0.0007516865291094,0.0125828044727459,23,0.0005436383880909,0.0007385837303751,0.0125036829260913
CHEMBL202,10,0.0162497364671334,0.0451741251076365,0.1624973646713344,10,0.0005377087318039,0.0007363386100038,0.005377087318039,10,0.0005392308218352,0.0007531305817134,0.0053923082183522,10,0.0005299901619255,0.0007576956480402,0.005299901619255
CHEMBL2023,10,0.0381098541885818,0.1262818772289532,0.3810985418858189,10,0.0004889653107144,0.0005829893311849,0.0048896531071441,10,0.000486003680813,0.0005772331246023,0.00486003680813,10,0.0004821650117843,0.0005768664048481,0.0048216501178432
CHEMBL203,78,0.0258362387822326,0.1537842052477922,2.0152266250141477,78,0.0007519602562178,0.0012291528621626,0.0586528999849922,78,0.000750762098222,0.0012178412415271,0.0585594436613214,78,0.0007268832632257,0.0011938880512079,0.0566968945316078
CHEMBL2033,10,0.022739227334122,0.1262818772289532,0.2273922733412203,10,0.00047432151999,0.0005292513098544,0.0047432151999006,10,0.0004482572153197,0.0005106120661872,0.004482572153197,10,0.0004488779575796,0.0005043894392236,0.0044887795757965
CHEMBL2034,28,0.0367450925969226,0.1537842052477922,1.028862592713835,28,0.0005533486696253,0.0007133106491734,0.0154937627495084,28,0.0005492093928955,0.0007273912437169,0.0153778630010766,28,0.0005475971896139,0.0007085366872923,0.0153327213091898
CHEMBL2035,6,0.0468010303095604,0.1537842052477922,0.2808061818573627,8,0.0004560452297153,0.0006110699911817,0.0036483618377228,8,0.0004424891218515,0.000591415289828,0.0035399129748124,8,0.0004387804058936,0.0005938015641085,0.0035102432471488
CHEMBL2039,3,0.0189033684090935,0.0451741251076365,0.0567101052272807,3,0.0004454508703657,0.0004896863555226,0.0013363526110971,3,0.0004296036455926,0.0004827084140595,0.0012888109367779,3,0.0004290634253972,0.0004790010121981,0.0012871902761916
CHEMBL2040,2,0.0417845355192788,0.058212054098014,0.0835690710385577,2,0.0006088174290892,0.0006673093966932,0.0012176348581784,2,0.000601118302271,0.000657537317527,0.0012022366045421,2,0.0005942186483705,0.000654392763388,0.0011884372967411
CHEMBL2044,4,0.0124293669910237,0.0229847162537001,0.049717467964095,4,0.0004554274810722,0.0004864046289194,0.0018217099242888,4,0.0004693494716731,0.0004950294023541,0.0018773978866926,4,0.000460774089622,0.0004931057336792,0.001843096358488
CHEMBL2045,4,0.0301889035923023,0.0978185915307112,0.1207556143692095,4,0.0004720739468859,0.0005491757597568,0.0018882957875439,4,0.0004672506264396,0.0005376933654451,0.0018690025057586,4,0.0004779602575178,0.0005606642790874,0.0019118410300714
CHEMBL2049,7,0.0414232286742356,0.1537842052477922,0.2899626007196492,7,0.0004782846813666,0.0006110699911817,0.0033479927695662,7,0.0004700817472259,0.000591415289828,0.0032905722305815,7,0.0004687783990629,0.0005938015641085,0.0032814487934405
CHEMBL205,6,0.0302432406140874,0.0978185915307112,0.1814594436845244,6,0.0004800095056235,0.0005491757597568,0.002880057033741,6,0.0004722129179362,0.0005376933654451,0.0028332775076175,6,0.0004899443776316,0.0005606642790874,0.00293966626579
CHEMBL2050,5,0.0527407772389515,0.1097527112367198,0.2637038861947579,5,0.0006152135327832,0.0007211847178144,0.0030760676639163,5,0.0005953424732458,0.0006855865214676,0.002976712366229,5,0.0006021263394382,0.0007271131756619,0.0030106316971914
CHEMBL2055,19,0.0397668843460294,0.1537842052477922,0.7555708025745602,19,0.0005708185188522,0.0007923227231535,0.0108455518581922,19,0.000561447533676,0.0007571747234435,0.010667503139845,19,0.0005632645546236,0.0007405061714263,0.0107020265378484
CHEMBL2056,6,0.045540954622685,0.1537842052477922,0.2732457277361101,7,0.0004599947884337,0.0005444404172623,0.003219963519036,7,0.0004527179455859,0.0005393420828279,0.0031690256191016,7,0.0004506568414634,0.0005491911751487,0.0031545978902442
CHEMBL2057,10,0.0162497364671334,0.0451741251076365,0.1624973646713344,10,0.0005377087318039,0.0007363386100038,0.005377087318039,10,0.0005392308218352,0.0007531305817134,0.0053923082183522,10,0.0005299901619255,0.0007576956480402,0.005299901619255
CHEMBL2059,4,0.0486567403376102,0.1097527112367198,0.1946269613504408,4,0.0005211676116733,0.0006258072682909,0.0020846704466933,4,0.000505168167384,0.0006098653326138,0.0020206726695361,4,0.0005142060273748,0.0006225554400558,0.0020568241094994
CHEMBL206,43,0.0351514514059904,0.1537842052477922,1.5115124104575886,43,0.0006227759939566,0.0011859745832475,0.0267793677401345,43,0.0006162159694606,0.0011766986999204,0.0264972866868062,43,0.0006119997865022,0.0011838199968139,0.0263159908195951
CHEMBL2060,20,0.017824782346825,0.0978185915307112,0.3564956469365,20,0.0004663138365084,0.0006022908833007,0.0093262767301687,20,0.0004637569686814,0.0005652112260919,0.0092751393736283,20,0.0004653997024372,0.0006003578762004,0.0093079940487455
CHEMBL2061,65,0.0176216535486515,0.1537842052477922,1.145407480662353,65,0.0005267579907784,0.0007923227231535,0.0342392694006014,65,0.0005109092788646,0.0007571747234435,0.0332091031261999,65,0.000509721724541,0.0007405061714263,0.0331319120951661
CHEMBL2062,6,0.0055916587269598,0.012564049150908,0.0335499523617588,6,0.0005124755205477,0.0008492131230125,0.0030748531232866,6,0.0004711853609659,0.0006680225852612,0.0028271121657955,6,0.0006143488323098,0.0013890700171119,0.0036860929938593
CHEMBL2063,2,0.0322371326794133,0.0451741251076365,0.0644742653588266,2,0.0005094688326885,0.0005292513098544,0.0010189376653771,3,0.0004266200332487,0.0005106120661872,0.0012798600997461,3,0.000425914906586,0.0005043894392236,0.0012777447197581
CHEMBL2064,16,0.022339353514292,0.1537842052477922,0.3574296562286726,17,0.0004292320792384,0.0005265310806402,0.0072969453470532,16,0.0004417508660455,0.0005267415572554,0.0070680138567287,17,0.0004374577245843,0.0005182265072725,0.0074367813179347
CHEMBL2066,2,0.0060197948319037,0.0094050932772035,0.0120395896638074,2,0.0004174441678166,0.0004228387476255,0.0008348883356332,2,0.000429420483234,0.0004459816915536,0.000858840966468,2,0.0004024545555709,0.000405401033437,0.0008049091111419
CHEMBL2069,11,0.0351855801326914,0.1537842052477922,0.3870413814596061,11,0.000507426765324,0.0006418126765693,0.0055816944185649,11,0.0005067638802339,0.0006740722549982,0.0055744026825732,11,0.0005030420290085,0.0006694861850876,0.0055334623190938
CHEMBL207,48,0.027055203683539,0.1537842052477922,1.2986497768098737,48,0.0006181536523301,0.000852502719215,0.0296713753118494,48,0.000615664167064,0.0008461166180533,0.0295518800190752,48,0.0006064232343773,0.0008258782208719,0.0291083152501131
CHEMBL2070,82,0.0210205350482589,0.1537842052477922,1.7236838739572318,85,0.0005749724460565,0.0010345792099268,0.048872657914803,85,0.0005626515027395,0.0010407767110391,0.0478253777328592,85,0.0005693249592731,0.0010387954510102,0.0483926215382185
CHEMBL2071,9,0.0250123127438455,0.1262818772289532,0.2251108146946103,9,0.0005371926123143,0.0008107818657282,0.0048347335108293,9,0.0005362280951878,0.0008108424355144,0.0048260528566907,9,0.0005383144791305,0.0008106735657093,0.0048448303121753
CHEMBL2074,3,0.0589661487671986,0.1097527112367198,0.1768984463015961,3,0.0005330144740296,0.0005758713305384,0.001599043422089,3,0.0005178343852079,0.0005641791011353,0.0015535031556238,3,0.0005195853048896,0.0005673045318414,0.0015587559146689
CHEMBL2075,10,0.0312983826814611,0.1262818772289532,0.3129838268146119,10,0.0005190532320602,0.000686340329549,0.0051905323206023,10,0.000512424735318,0.0006625912950968,0.0051242473531801,10,0.0005168940083473,0.0006558024873091,0.0051689400834736
CHEMBL2076,7,0.0294954775559048,0.1262818772289532,0.206468342891334,7,0.0004341636708459,0.0005083924665701,0.0030391456959218,7,0.000433954344164,0.0005001339661636,0.0030376804091481,7,0.0004285646328929,0.0004995065325689,0.0029999524302505
CHEMBL2079,3,0.0642743586215308,0.1537842052477922,0.1928230758645926,3,0.0005664535770717,0.0006086728991084,0.0016993607312152,3,0.0005613785489136,0.000626279079074,0.0016841356467409,3,0.0005605883661442,0.0006175026472933,0.0016817650984328
CHEMBL208,25,0.0399279851363583,0.1537842052477922,0.9981996284089596,25,0.0005994196751285,0.0008492473242828,0.014985491878213,25,0.0005926356877284,0.0008384884579006,0.0148158921932113,25,0.0005900516514853,0.0008031264859969,0.0147512912871326
CHEMBL2081,7,0.0079841242964407,0.0451741251076365,0.0558888700750853,7,0.0003889960004247,0.0004896863555226,0.002722972002973,7,0.0003944237780973,0.0004827084140595,0.0027609664466812,7,0.0004010647097598,0.0004904272666705,0.0028074529683189
CHEMBL2083,13,0.0247821650105518,0.0978185915307112,0.3221681451371739,13,0.0005411119630335,0.0007559947774312,0.0070344555194367,13,0.00053754596193,0.0007462603502602,0.006988097505091,13,0.000532758810745,0.00071533176511,0.0069258645396857
CHEMBL2084,3,0.0370305160597577,0.0605095401637408,0.1110915481792733,3,0.0005794811250113,0.0006945027120148,0.001738443375034,3,0.0005146086089316,0.0005377749017961,0.0015438258267949,3,0.0005187263617728,0.0005350833636668,0.0015561790853184
CHEMBL2085,10,0.041545112049276,0.1097527112367198,0.4154511204927606,10,0.0005701481481475,0.0006673093966932,0.005701481481475,10,0.0005560829217109,0.000657537317527,0.0055608292171095,10,0.0005508271553189,0.000654392763388,0.0055082715531895
CHEMBL2086,2,0.012518297140628,0.0229847162537001,0.0250365942812561,3,0.0004031887163101,0.0004786384692116,0.0012095661489303,3,0.0004017298803753,0.0004876563641275,0.0012051896411259,3,0.0004071233953548,0.0004793673557067,0.0012213701860645
CHEMBL2088,4,0.0301889035923023,0.0978185915307112,0.1207556143692095,4,0.0004720739468859,0.0005491757597568,0.0018882957875439,4,0.0004672506264396,0.0005376933654451,0.0018690025057586,4,0.0004779602575178,0.0005606642790874,0.0019118410300714
CHEMBL209,12,0.0168595175240982,0.0978185915307112,0.2023142102891792,11,0.0004295484141528,0.0005491757597568,0.0047250325556816,11,0.0004251352111677,0.0005376933654451,0.0046764873228456,11,0.0004359975083503,0.0005606642790874,0.0047959725918538
CHEMBL2094,7,0.0345899937224794,0.1097527112367198,0.2421299560573562,7,0.0004870382393779,0.0005758713305384,0.0034092676756457,7,0.0004796839570817,0.0005641791011353,0.0033577876995725,7,0.0004786295837431,0.0005673045318414,0.0033504070862018
CHEMBL2099,8,0.0381293349877775,0.1537842052477922,0.3050346799022207,8,0.0005132856150887,0.0005384383737071,0.0041062849207099,8,0.0005049441867696,0.0005359246183143,0.0040395534941574,8,0.000502152215976,0.0005270534225442,0.0040172177278087
CHEMBL210,14,0.0338846648700276,0.1537842052477922,0.4743853081803872,16,0.0005134762644105,0.0006620071675343,0.0082156202305692,16,0.0005013669226739,0.0006530297142755,0.0080218707627829,16,0.0005068126516158,0.0006542111730366,0.008109002425853
CHEMBL2100,7,0.010665890115519,0.0451741251076365,0.0746612308086335,7,0.0003971042656021,0.0005292513098544,0.0027797298592152,7,0.0003977948311606,0.0005106120661872,0.0027845638181242,7,0.0004019819321484,0.0005043894392236,0.0028138735250392
CHEMBL2102,4,0.0124300562276586,0.0451741251076365,0.0497202249106344,4,0.0010291722371836,0.0013902905273324,0.0041166889487346,4,0.0010319707360873,0.0013920415506414,0.0041278829443495,4,0.0010271118363223,0.0013890700171119,0.0041084473452895
CHEMBL2104,10,0.0304079699240304,0.1262818772289532,0.304079699240305,10,0.0005015444044943,0.0005720022486338,0.0050154440449434,10,0.0004889868739824,0.0005446992870151,0.004889868739824,10,0.0004956222803772,0.0005583832625663,0.0049562228037727
CHEMBL2105,6,0.0114416751774614,0.0451741251076365,0.0686500510647688,6,0.0005694501544176,0.000770857492123,0.0034167009265061,6,0.0005595855054551,0.0007670718705019,0.0033575130327308,6,0.0005034042877934,0.000709655789783,0.0030204257267604
CHEMBL2106,12,0.0289386096748462,0.1097527112367198,0.347263316098155,12,0.0005488993596378,0.0006730820851928,0.0065867923156541,12,0.0005472966329271,0.0006783527302884,0.0065675595951255,12,0.0005447224780437,0.0006900603232269,0.0065366697365248
CHEMBL2107,26,0.0306826518182205,0.1537842052477922,0.797748947273735,26,0.0005119877936542,0.0006412055921734,0.0133116826350099,26,0.0005039062606959,0.0006928168902318,0.0131015627780946,26,0.0005064285330862,0.0006809634463834,0.0131671418602418
CHEMBL2108,23,0.0365412259910674,0.1537842052477922,0.8404481977945524,20,0.0006187760033133,0.0009505587778377,0.0123755200662663,20,0.0005929035826466,0.00082597242584,0.0118580716529323,20,0.0006154424994347,0.0009084021929416,0.0123088499886956
CHEMBL2109,32,0.0272544966957629,0.1262818772289532,0.8721438942644135,32,0.0006097124958843,0.00075223742059,0.0195107998682986,32,0.0006095178658903,0.000731237854006,0.0195045717084903,32,0.0006181585901601,0.0007372521905589,0.019781074885125
CHEMBL2114,6,0.0466208612122854,0.1537842052477922,0.2797251672737126,6,0.0004657888987291,0.0005265310806402,0.002794733392375,6,0.0004615845661526,0.0005267415572554,0.0027695073969161,6,0.0004587780555372,0.0005182265072725,0.0027526683332237
CHEMBL2116,43,0.0254515260394617,0.1537842052477922,1.0944156196968535,41,0.0006028389110852,0.0013902905273324,0.0247163953544946,41,0.0005850335262495,0.0013920415506414,0.0239863745762305,41,0.0005854547061776,0.0013890700171119,0.0240036429532847
CHEMBL2117,38,0.0251952744636648,0.1537842052477922,0.9574204296192648,36,0.0006022510593278,0.0013902905273324,0.0216810381358027,36,0.0005864199046652,0.0013920415506414,0.02111111656795,36,0.0005883226023728,0.0013890700171119,0.0211796136854212
CHEMBL212,36,0.0346672609871224,0.1537842052477922,1.2480213955364072,36,0.0006226830264811,0.000852502719215,0.0224165889533216,36,0.0006199495716895,0.0008461166180533,0.0223181845808227,36,0.0006107669228181,0.0008258782208719,0.0219876092214534
CHEMBL2120,70,0.0161394544789582,0.1537842052477922,1.1297618135270742,70,0.0006922298695317,0.0011055463398207,0.0484560908672245,69,0.0007127847716929,0.0010988121193565,0.0491821492468119,69,0.000678909685341,0.0010724711934768,0.0468447682885321
CHEMBL2121,10,0.0150195028305015,0.0605095401637408,0.150195028305015,10,0.0004644580583722,0.0006945027120148,0.0046445805837224,10,0.0004421894135877,0.0005381322009644,0.0044218941358777,10,0.0004434465271312,0.0005439842606068,0.0044344652713123
CHEMBL2123,6,0.0466208612122854,0.1537842052477922,0.2797251672737126,6,0.0004657888987291,0.0005265310806402,0.002794733392375,6,0.0004615845661526,0.0005267415572554,0.0027695073969161,6,0.0004587780555372,0.0005182265072725,0.0027526683332237
CHEMBL2127,6,0.0042345261940779,0.012564049150908,0.0254071571644677,6,0.00048317777967,0.0006246380315436,0.0028990666780203,6,0.0004656943730207,0.0005694207023272,0.0027941662381247,6,0.0004857277303562,0.0006222342507034,0.0029143663821372
CHEMBL213,6,0.045540954622685,0.1537842052477922,0.2732457277361101,8,0.0004432633077625,0.0005444404172623,0.0035461064621004,8,0.0004370172287566,0.0005393420828279,0.0034961378300532,8,0.0004341334662183,0.0005491911751487,0.0034730677297468
CHEMBL2131,3,0.0177724364280716,0.0451741251076365,0.053317309284215,3,0.0007182077402333,0.0008940793730542,0.0021546232206999,3,0.0007103035421532,0.0008811303418983,0.0021309106264598,3,0.0006918765597798,0.0008869728773584,0.0020756296793395
CHEMBL2139,2,0.0350300965905296,0.0605095401637408,0.0700601931810593,2,0.0005141310125621,0.0005172752565084,0.0010282620251243,2,0.0005005055399724,0.000508808170269,0.0010010110799448,2,0.0005101386826497,0.0005193316872933,0.0010202773652995
CHEMBL2147,12,0.0457804084530314,0.1262818772289532,0.5493649014363776,14,0.0005911362934465,0.000862045568783,0.0082759081082515,14,0.0005802924374108,0.0008504893563143,0.0081240941237521,14,0.0005807668033942,0.0008422796906484,0.0081307352475193
CHEMBL2148,24,0.0422966701527748,0.1537842052477922,1.0151200836665977,24,0.0005637059917645,0.0007916713693819,0.0135289438023487,24,0.0005507159388073,0.0007791803970895,0.0132171825313757,24,0.0005458360988118,0.0007769222173077,0.013100066371485
CHEMBL215,15,0.029270348909923,0.1097527112367198,0.4390552336488464,19,0.000441346413133,0.0007054255212777,0.0083855818495288,19,0.0004345134876114,0.0006603210140613,0.0082557562646166,19,0.0004390804450272,0.0006592611060193,0.0083425284555183
CHEMBL2156,3,0.0053420854392114,0.0094050932772035,0.0160262563176342,3,0.0004337704398546,0.0004798179331667,0.0013013113195638,3,0.0004241782411827,0.0004573696539163,0.0012725347235483,3,0.0004117704698143,0.0004259008439356,0.0012353114094431
CHEMBL2158,5,0.0338560213161156,0.1097527112367198,0.169280106580578,5,0.0006538764249195,0.0008817609696392,0.0032693821245976,5,0.0006292855211579,0.0008562893258499,0.0031464276057899,5,0.0006353365631697,0.0008645226547058,0.0031766828158486
CHEMBL2159,5,0.0099440479529516,0.0451741251076365,0.0497202397647582,5,0.0004684967030226,0.0004924545448787,0.0023424835151134,5,0.0004660615476818,0.0004949681406336,0.0023303077384092,5,0.0004733846426697,0.0005019766577784,0.0023669232133489
CHEMBL216,6,0.0468010303095604,0.1537842052477922,0.2808061818573627,8,0.0004560452297153,0.0006110699911817,0.0036483618377228,8,0.0004424891218515,0.000591415289828,0.0035399129748124,8,0.0004387804058936,0.0005938015641085,0.0035102432471488
CHEMBL2160,8,0.0283273357582942,0.1097527112367198,0.2266186860663543,8,0.0004926908671503,0.0005758713305384,0.0039415269372024,8,0.0004854763617541,0.0005641791011353,0.003883810894033,8,0.0004907098910022,0.0005673045318414,0.0039256791280179
CHEMBL2161,6,0.0098587473032181,0.0451741251076365,0.0591524838193086,6,0.0003815947771002,0.0004896863555226,0.0022895686626015,6,0.000380163611226,0.0004827084140595,0.0022809816673563,6,0.0003830509563529,0.0004790010121981,0.0022983057381174
CHEMBL2164,26,0.025407915632377,0.1537842052477922,0.6606058064418029,26,0.0006116215681944,0.00099734482678,0.0159021607730549,26,0.0006067603127137,0.0010175465554114,0.0157757681305585,26,0.0005583792738946,0.00071533176511,0.0145178611212621
CHEMBL2167,142,0.0192260704777671,0.1537842052477922,2.7301020078429303,142,0.0007891203625489,0.0011476929330024,0.1120550914819444,142,0.00079033826508,0.0011512315270704,0.1122280336413688,142,0.0007699521215539,0.0011406467385639,0.1093332012606615
CHEMBL217,4,0.0551754671899669,0.1537842052477922,0.2207018687598676,5,0.0004297984042266,0.0005130037975436,0.0021489920211334,5,0.0004205883958036,0.000512515965027,0.0021029419790182,5,0.0004174360415645,0.0005055756779144,0.0020871802078229
CHEMBL2171,48,0.0278869963037188,0.1262818772289532,1.3385758225785032,48,0.0006200988706103,0.0011840479097208,0.029764745789297,48,0.000614749027033,0.0011544182125991,0.0295079532975878,48,0.0006369175653846,0.0015873869691749,0.0305720431384629
CHEMBL218,6,0.0466208612122854,0.1537842052477922,0.2797251672737126,6,0.0004657888987291,0.0005265310806402,0.002794733392375,6,0.0004615845661526,0.0005267415572554,0.0027695073969161,6,0.0004587780555372,0.0005182265072725,0.0027526683332237
CHEMBL2182,6,0.0466208612122854,0.1537842052477922,0.2797251672737126,7,0.0004483841766129,0.0005265310806402,0.0031386892362908,7,0.0004417815109638,0.0005267415572554,0.0030924705767472,7,0.000438202962421,0.0005182265072725,0.0030674207369474
CHEMBL2184,6,0.0137345535396093,0.0229847162537001,0.0824073212376559,6,0.0004604195891098,0.0004983975909496,0.0027625175346591,6,0.0004625243949517,0.000500467121225,0.0027751463697107,6,0.0004585147880109,0.0005054886485959,0.0027510887280658
CHEMBL2185,34,0.0265114217205125,0.1537842052477922,0.9013883384974282,34,0.0005437065800872,0.0006420723211867,0.0184860237229663,34,0.0005385659523538,0.0006336689435784,0.0183112423800319,34,0.0005431433789287,0.0006441218628414,0.0184668748835762
CHEMBL219,6,0.0466208612122854,0.1537842052477922,0.2797251672737126,7,0.0004483841766129,0.0005265310806402,0.0031386892362908,7,0.0004417815109638,0.0005267415572554,0.0030924705767472,7,0.000438202962421,0.0005182265072725,0.0030674207369474
CHEMBL2193,7,0.0499386349543933,0.1097527112367198,0.3495704446807531,8,0.0004942167874677,0.0005758713305384,0.0039537342997419,9,0.0004586147075791,0.0005641791011353,0.004127532368212,9,0.0004611052023394,0.0005673045318414,0.0041499468210552
CHEMBL2194,5,0.0109288150215699,0.0451741251076365,0.0546440751078496,5,0.0003995634035509,0.0004896863555226,0.0019978170177547,5,0.0004068308744669,0.0004827084140595,0.0020341543723345,5,0.0004158281227606,0.0004904272666705,0.0020791406138031
CHEMBL220,8,0.0231021790729342,0.0605095401637408,0.1848174325834741,8,0.000514790804065,0.0006561894395572,0.0041183264325204,8,0.0004949467046784,0.0006371887289965,0.0039595736374278,8,0.0004973643493212,0.0006389875419489,0.00397891479457
CHEMBL2200,7,0.0296869759587737,0.1537842052477922,0.2078088317114164,6,0.0004974296999549,0.0005938558018213,0.0029845781997296,6,0.0004903482559826,0.0005758943219129,0.002942089535896,6,0.0004896944674597,0.0005754527092754,0.0029381668047583
CHEMBL2202,7,0.0294954775559048,0.1262818772289532,0.206468342891334,7,0.0004341636708459,0.0005083924665701,0.0030391456959218,7,0.000433954344164,0.0005001339661636,0.0030376804091481,7,0.0004285646328929,0.0004995065325689,0.0029999524302505
CHEMBL2206,5,0.0144248118179344,0.0451741251076365,0.072124059089672,6,0.0005130165804384,0.0007151840405406,0.0030780994826306,6,0.0004947047125445,0.0007142412702925,0.0029682282752673,7,0.0004282915833861,0.0005166662738934,0.0029980410837032
CHEMBL221,6,0.0130870497827567,0.0451741251076365,0.0785222986965406,7,0.0004146827193012,0.0005292513098544,0.0029027790351084,7,0.000404153361856,0.0005106120661872,0.0028290735329923,7,0.0004037684441328,0.0005043894392236,0.00282637910893
CHEMBL222,4,0.0356469954939652,0.1262818772289532,0.1425879819758611,4,0.0005276961032538,0.0008107818657282,0.0021107844130152,4,0.000530386366878,0.0008108424355144,0.0021215454675122,4,0.0005273428119377,0.0008106735657093,0.0021093712477508
CHEMBL223,7,0.0406844995053671,0.1537842052477922,0.28479149653757,9,0.0004481074426199,0.0006110699911817,0.0040329669835799,9,0.0004415827263274,0.000591415289828,0.003974244536947,9,0.0004381069569378,0.0005938015641085,0.003942962612441
CHEMBL224,6,0.0468010303095604,0.1537842052477922,0.2808061818573627,7,0.0004695132989936,0.0006110699911817,0.0032865930929555,7,0.0004601569751573,0.000591415289828,0.0032210988261017,7,0.000457029754172,0.0005938015641085,0.003199208279204
CHEMBL2249,5,0.0055779501507929,0.0192867775554466,0.0278897507539646,5,0.0004132160719042,0.0005088278621382,0.002066080359521,5,0.0004066331395307,0.0005314568726946,0.0020331656976535,5,0.0004144760345835,0.0005120884080463,0.0020723801729175
CHEMBL225,6,0.0468010303095604,0.1537842052477922,0.2808061818573627,7,0.0004695132989936,0.0006110699911817,0.0032865930929555,7,0.0004601569751573,0.000591415289828,0.0032210988261017,7,0.000457029754172,0.0005938015641085,0.003199208279204
CHEMBL226,6,0.0466208612122854,0.1537842052477922,0.2797251672737126,6,0.0004657888987291,0.0005265310806402,0.002794733392375,6,0.0004615845661526,0.0005267415572554,0.0027695073969161,6,0.0004587780555372,0.0005182265072725,0.0027526683332237
CHEMBL227,11,0.0313760611029126,0.1537842052477922,0.3451366721320389,11,0.0005169971622576,0.0006290163317783,0.0056869687848345,11,0.0005036241350105,0.0006049246784944,0.0055398654851163,11,0.0005111420649433,0.0006452481610376,0.0056225627143763
CHEMBL228,4,0.014910279446533,0.0229847162537001,0.059641117786132,4,0.0004391632947119,0.0004864046289194,0.0017566531788479,4,0.0004483137080789,0.0004950294023541,0.0017932548323158,4,0.0004429160597146,0.0004931057336792,0.0017716642388586
