Drug Name,Drug ID,Cell Line Name,AUC,drug_name_clean
Gefitinib,1010,UACC-893,.96193795255357439,GEFITINIB
Gefitinib,1010,ZR-75-30,.97660215170050435,GEFITINIB
Gefitinib,1010,AU565,.90965812767497878,GEFITINIB
Gefitinib,1010,CAL-85-1,.98091318434867714,GEFITINIB
Gefitinib,1010,UACC-812,.96980760338863581,GEFITINIB
Gefitinib,1010,CAL-51,.96847763654928787,GEFITINIB
Gefitinib,1010,MFM-223,.97683118257345269,GEFITINIB
Gefitinib,1010,CAL-148,.98251242471904832,GEFITINIB
Gefitinib,1010,MDA-MB-415,.97698853038666966,GEFITINIB
Gefitinib,1010,MDA-MB-157,.98635523832094996,GEFITINIB
Gefitinib,1010,BT-474,.95094996643136953,GEFITINIB
Gefitinib,1010,CAMA-1,.98406582965145883,GEFITINIB
Gefitinib,1010,BT-483,.96953931944962246,GEFITINIB
Gefitinib,1010,MDA-MB-436,.98326890685520185,GEFITINIB
Gefitinib,1010,EFM-192A,.98059354428590562,GEFITINIB
Gefitinib,1010,HCC1428,.96358520415343918,GEFITINIB
Gefitinib,1010,HDQ-P1,.8639672435544471,GEFITINIB
Gefitinib,1010,JIMT-1,.98813460519863394,GEFITINIB
Gefitinib,1010,HCC1500,.98753633568737775,GEFITINIB
Gefitinib,1010,YMB-1-E,.97948323367116019,GEFITINIB
Gefitinib,1010,MDA-MB-330,.91159933612855748,GEFITINIB
Navitoclax,1011,HCC1954,.96282199248567035,NAVITOCLAX
Navitoclax,1011,HCC1143,.8285760137381063,NAVITOCLAX
Navitoclax,1011,HCC1187,.96250377304657886,NAVITOCLAX
Navitoclax,1011,HCC1395,.93665100151114233,NAVITOCLAX
Navitoclax,1011,HCC1599,.8988536879036807,NAVITOCLAX
Navitoclax,1011,HCC1937,.82207784985161314,NAVITOCLAX
Navitoclax,1011,HCC2157,.66045237676521584,NAVITOCLAX
Navitoclax,1011,HCC2218,.97855085746869153,NAVITOCLAX
Navitoclax,1011,HCC38,.69116869136795667,NAVITOCLAX
Navitoclax,1011,T47D,.86042585159094909,NAVITOCLAX
Navitoclax,1011,MCF7,.85917162174187589,NAVITOCLAX
Navitoclax,1011,BT-549,.78278672600999055,NAVITOCLAX
Navitoclax,1011,Hs-578-T,.73070993532603667,NAVITOCLAX
Navitoclax,1011,MDA-MB-231,.79331293116239543,NAVITOCLAX
Navitoclax,1011,BT-20,.89374802792112684,NAVITOCLAX
Navitoclax,1011,COLO-824,.53566557862723507,NAVITOCLAX
Navitoclax,1011,CAL-120,.66869951200091338,NAVITOCLAX
Navitoclax,1011,DU-4475,.59658432001896256,NAVITOCLAX
Navitoclax,1011,EFM-19,.81030964328788657,NAVITOCLAX
Navitoclax,1011,EVSA-T,.87311469669875053,NAVITOCLAX
Navitoclax,1011,HCC1419,.88956421573327971,NAVITOCLAX
Navitoclax,1011,HCC1569,.52859112892754434,NAVITOCLAX
Navitoclax,1011,HCC70,.94749825808113142,NAVITOCLAX
Navitoclax,1011,MDA-MB-175-VII,.86307416593296171,NAVITOCLAX
Navitoclax,1011,MDA-MB-361,.86523661890931547,NAVITOCLAX
Navitoclax,1011,MDA-MB-453,.8981631428751361,NAVITOCLAX
Navitoclax,1011,MDA-MB-468,.81882328148783057,NAVITOCLAX
Navitoclax,1011,MRK-nu-1,.89428056527037014,NAVITOCLAX
Navitoclax,1011,OCUB-M,.75521797828601123,NAVITOCLAX
Navitoclax,1011,UACC-893,.89634214110506294,NAVITOCLAX
Navitoclax,1011,ZR-75-30,.96311288954542273,NAVITOCLAX
Navitoclax,1011,AU565,.87748417608605322,NAVITOCLAX
Navitoclax,1011,CAL-85-1,.87900493790066747,NAVITOCLAX
Navitoclax,1011,UACC-812,.8516655798616557,NAVITOCLAX
Navitoclax,1011,CAL-51,.84456220351631051,NAVITOCLAX
Navitoclax,1011,MFM-223,.82412518708602611,NAVITOCLAX
Navitoclax,1011,CAL-148,.73533065423609334,NAVITOCLAX
Navitoclax,1011,MDA-MB-415,.72315197383461471,NAVITOCLAX
Navitoclax,1011,MDA-MB-157,.86651547406313778,NAVITOCLAX
Navitoclax,1011,BT-474,.8887025870739389,NAVITOCLAX
Navitoclax,1011,CAMA-1,.82906127687626274,NAVITOCLAX
Navitoclax,1011,BT-483,.8755687775766019,NAVITOCLAX
Navitoclax,1011,MDA-MB-436,.92208709044094084,NAVITOCLAX
Navitoclax,1011,EFM-192A,.96163042363182005,NAVITOCLAX
Navitoclax,1011,HCC1428,.77428245404732554,NAVITOCLAX
Navitoclax,1011,HCC202,.85996562494406059,NAVITOCLAX
